['king', 'charles', 'iii', 'removes', 'prince', 'andrew', 'from', 'buckingham', 'palace', 'report']
['credent', 'global', 'finance', 'in', 'talks', 'to', 'raise', 'rs', '500', 'crore', 'for', 'tier', 'ii', 'projects']
['incovacc', 'worlds', 'first', 'nasal', 'vaccine', 'in', 'private', 'hospitals', 'from', 'next', 'week']
['netflix', 'dominates', '2022', 'streaming', 'charts', 'wednesday', 'stranger', 'things', 'and', 'ozark', 'top', 'list']
['articles', 'submitted', 'at', 'dgps', 'conference', 'removed', 'from', 'official', 'website']
['spirits', 'up', 'once', 'again', 'in', '2022', 'as', 'alcohol', 'sales', 'hit', '4', 'year', 'high']
['bjp', 'top', 'brass', 'meets', 'to', 'finalise', 'candidates', 'for', 'tripura', 'polls']
['delhi', 'hc', 'issues', 'guidelines', 'for', 'medical', 'examination', 'of', 'rape', 'victims', 'in', 'cases', 'where', 'pregnancy', 'exceeds', '24', 'weeks']
['kantha', 'embroidery', 'artist', 'from', 'bengal', 'hopes', 'padma', 'award', 'will', 'inspire', 'many', 'more', 'women']
['cognizant', 'announces', 'new', 'services', 'agreement', 'worth', '1', 'bn', 'with', 'corelogic']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'st', 'action', 'on', 'friday']
['pm', 'modi', 'to', 'address', 'annual', 'ncc', 'pm', 'rally', 'on', 'jan', '28']
['long', 'choppy', 'road', 'ahead', 'for', 'meaningful', 'govt', 'divestments']
['john', 'mayer', 'announces', 'first', 'ever', 'solo', 'acoustic', 'tour', 'this', 'spring', 'check', 'dates', 'here']
['paris', 'hilton', 'husband', 'carter', 'reum', 'welcome', 'first', 'child', 'into', 'family', 'see', 'details']
['netflix', 'refutes', 'allegations', 'of', 'severe', 'harm', 'to', 'contestants', 'on', 'squid', 'game', 'set']
['bts', 'jungkook', 'danced', 'to', 'the', 'hit', 'punjabi', 'song', 'wakhra', 'swag', 'fan', 'edited', 'video', 'goes', 'viral']
['yami', 'gautam', 'all', 'set', 'to', 'comeback', 'on', 'big', 'screen', 'with', 'lost']
['skm', 'to', 'hold', 'demonstration', 'in', 'delhi', 'in', 'march', 'demanding', 'legal', 'guarantee', 'for', 'msp']
['content', 'red', 'flagged', 'by', 'pib', 'fact', 'check', 'agency', 'under', 'draft', 'it', 'rules', 'not', 'applicable', 'on', 'tv', 'news', 'mos', 'it']
['banks', 'open', 'more', 'branches', 'to', 'cash', 'in', 'on', 'credit', 'growth']
['world', 'leaders', 'convey', 'greetings', 'on', 'republic', 'day']
['kerala', 'rs', '25', 'crore', 'onam', 'bumper', '2022', 'winner', 'anoop', 'becomes', 'lottery', 'ticket', 'seller']
['lordsmed', 'enters', 'into', 'distribution', 'partnership', 'with', 'hindustan', 'antibiotics', 'limited']
['invasion', 'day', 'rallies', 'in', 'australia', 'attended', 'by', 'thousands', 'in', 'support', 'of', 'indigenous', 'community']
['uber', 'eats', 'driver', 'comes', 'on', 'court', 'disrupts', 'mens', 'college', 'basketball', 'game', 'midway', 'to', 'deliver', 'food', 'this', 'is', 'what', 'happened']
['g', '20', 'meet', 'in', 'j', 'k', 'is', 'message', 'to', 'enemies', 'of', 'humanity', 'lg', 'manoj', 'sinha']
['32', 'lakh', 'devotees', 'take', 'holy', 'dip', 'in', 'ganga', 'sangam', 'at', 'magh', 'mela', 'in', 'up']
['nawazuddin', 'siddiqui', 'to', 'feature', 'in', 'upcoming', 'pan', 'india', 'action', 'drama', 'film', 'saindhav', 'which', 'stars', 'venkatesh']
['budget', '2023', 'govt', 'may', 'put', 'cash', 'in', 'hands', 'of', 'businesses', 'especially', 'msmes', 'says', 'eepc', 'india', 'chairman']
['padma', 'shri', 'awardee', 'doctor', 'mc', 'dawar', 'treats', 'patients', 'for', 'just', 'rs', '20', 'in', 'madhya', 'pradesh']
['iphone', '15', 'likely', 'to', 'feature', 'wi', 'fi', '6e', 'like', 'ipad', 'pro']
['padma', 'awardee', 'puppeteer', 'says', 'will', 'try', 'to', 'draw', 'attention', 'of', 'prez', 'to', 'plight', 'of', 'artistes']
['chhattisgarh', 'cm', 'baghel', 'announces', 'allowance', 'for', 'unemployed', 'youth', 'from', 'next', 'financial', 'year']
['congress', 'hath', 'se', 'hath', 'jodo', 'campaign', 'in', 'rajasthan', 'launched']
['what', 'is', 'japanese', 'knotweed', 'and', 'why', 'is', 'it', 'hard', 'to', 'get', 'rid', 'of', 'it', 'heres', 'all', 'you', 'may', 'want', 'to', 'know']
['man', 'charged', 'with', 'assaulting', 'ex', 'health', 'secretary', 'matt', 'hancock', 'on', 'london', 'underground']
['mission', 'to', 'study', 'sun', 'likely', 'to', 'be', 'launched', 'by', 'june', 'july', 'primary', 'payload', 'handed', 'over', 'to', 'isro']
['13', 'students', 'detained', 'for', 'organising', 'bbc', 'docu', 'screening', 'at', 'jamia', 'not', 'yet', 'released', 'by', 'police', 'sfi']
['naga', 'padma', 'awardee', 'wants', 'to', 'pass', 'on', 'weaving', 'skills', 'to', 'save', 'art', 'from', 'fading', 'out']
['countdown', 'to', 'budget', '2023', 'expectations', 'of', 'mncs']
['ayali', 'on', 'zee5', 'release', 'date', 'key', 'details', 'here']
['bigg', 'boss', '16', 'tina', 'datta', 'warns', 'shalin', 'bhanot', 'after', 'he', 'refers', 'to', 'her', 'as', 'baby']
['tollywoods', 'actor', 'sharwanand', 'gets', 'engaged', 'to', 'rakshita', 'reddy']
['budget', 'reactions', 'to', 'markets', 'since', 'last', '10', 'years', 'under', '4', 'different', 'finance', 'ministers']
['kerala', 'pradesh', 'congress', 'committee', 'screens', 'bbc', 'documentary', 'at', 'shanghumugham', 'beach', 'for', 'public']
['padma', 'awardee', 'super', '30', 'founder', 'anand', 'kumar', 'grateful', 'to', 'people', 'for', 'supporting', 'him', 'during', 'tough', 'times']
['australian', 'open', '2023', 'yuvraj', 'singh', 'congratulates', 'sania', 'mirza', 'on', 'reaching', 'mixed', 'doubles', 'finals']
['no', 'backchannel', 'talks', 'between', 'pakistan', 'and', 'india', 'rabbani', 'khar']
['kg', 'flour', 'millers', 'on', 'govt', 'move', 'to', 'sell', 'wheat', 'in', 'open', 'market']
['bharat', 'biotechs', 'nasal', 'covid', 'vaccine', 'incovacc', 'launched']
['govts', 'pib', 'fact', 'check', 'plan', 'on', 'hold', 'softbank', 'deals', 'hit', 'record', 'low']
['meghalaya', 'to', 'host', 'g20', 'nations', 'meet', 'on', 'space', 'in', 'april', 'governor', 'bd', 'mishra']
['asteroid', '2023', 'bu', 'to', 'have', 'very', 'close', 'encounter', 'with', 'earth', 'today', 'says', 'nasa']
['china', 'has', 'strong', 'economic', 'strategic', 'need', 'in', 'eastern', 'sector', 'hence', 'aggressively', 'building', 'its', 'army', 'to', 'dominate', 'paper', 'by', 'ips', 'officers']
['maha', 'betrayal', 'defections', 'defamed', 'maha', 'sena', 'uddhav', 'in', 'shinde', 'stronghold', 'thane']
['gauhati', 'high', 'court', 'has', 'orders', 'assam', 'govt', 'to', 'resettle', '100', 'evicted', 'families']
['republic', 'day', 'celebrated', 'across', 'india', 'cgarh', 'announces', 'allowance', 'for', 'unemployed', 'mp', 'proposes', 'policy', 'to', 'curb', 'liquor', 'consumption']
['nagaland', 'cm', 'neiphiu', 'rio', 'hopes', 'good', 'sense', 'will', 'prevail', 'among', 'people', 'who', 'seek', 'new', 'state']
['uk', 'hails', 'another', 'year', 'of', 'cooperation', 'with', 'republic', 'day', 'wishes', 'to', 'india']
['ettech', 'budget', 'watch', 'tech', 'wants', 'budget', 'to', 'cut', 'taxes', 'set', 'apa', 'timelines']
['gadar', '2', 'poster', 'released', 'sequel', 'of', 'sunny', 'deols', 'class', 'cult', 'set', 'to', 'release', 'on', 'august', '11', 'this', 'yea']
['shark', 'tank', 'india', 'season', '2', 'anupam', 'mittal', 'believes', 'this', 'entrepreneur', 'should', 'be', 'awarded', 'bharat', 'ratna']
['double', 'delight', 'for', 'babar', 'azam', 'in', 'icc', 'awards']
['dlf', 'sales', 'bookings', 'rise', '45', 'pc', 'to', 'rs', '6599', 'cr', 'in', 'apr', 'dec', 'to', 'meet', 'rs', '8000', 'cr', 'target', 'for', 'fy23']
['government', 'approves', 'participation', 'of', 'wrestlers', 'for', 'ranking', 'series', 'zagreb', 'open']
['govt', 'should', 'come', 'up', 'with', 'a', 'detailed', 'procedure', 'for', 'declaring', 'monuments', 'of', 'national', 'importance', 'eac', 'pm']
['amit', 'shah', 'to', 'visit', 'karnataka', 'on', 'january', '28']
['sanjay', 'dutt', 'arshad', 'warsi', 'set', 'to', 'work', 'together', 'for', 'untitled', 'film', 'fans', 'ask', 'is', 'it', 'munna', 'bhai', 'mbbs', '3']
['google', 'to', 'introduce', 'changes', 'in', 'android', 'phones', 'in', 'india', 'after', 'cci', 'directives', 'key', 'changes', 'here']
['quordle', '367', 'january', '26', 'check', 'hints', 'clues', 'and', 'answers', 'for', 'todays', 'puzzle']
['aaps', 'shelly', 'oberoi', 'moves', 'sc', 'demanding', 'delhis', 'mayoral', 'election', 'to', 'be', 'conducted', 'in', 'time', 'bound', 'manner']
['ind', 'vs', 'nz', 't20', 'know', 'where', 'you', 'can', 'tune', 'in', 'to', 'watch', 'the', 'series']
['bajaj', 'finance', 'q3', 'preview', 'profit', 'may', 'grow', 'over', '30', 'yoy', 'margin', 'pressure', 'likely']
['wordle', '586', 'here', 'are', 'the', 'clues', 'and', 'answer', 'for', 'january', '26', 'word', 'puzzle']
['republic', 'day', '2023', 'telecom', 'operator', 'vodafone', 'india', 'brings', 'exciting', 'offers', 'for', 'prepaid', 'customers', 'check', 'details', 'here']
['republic', 'day', '2023', 'chiranjeevi', 'hoists', 'national', 'flag', 'mahesh', 'babu', 'jr', 'ntr', 'mohanlal', 'greet', 'fans']
['committed', 'to', 'fulfilling', 'dreams', 'of', 'people', 'who', 'made', 'sacrifices', 'for', 'jharkhands', 'creation', 'hemant', 'soren']
['rakhi', 'sawant', 'spotted', 'at', 'dargah', 'with', 'her', 'husband', 'adil', 'khan', 'durrani', 'to', 'offer', 'prayers']
['air', 'to', 'ground', 'communications', 'spectrum', 'allocation', 'splits', 'telecom', 'players']
['international', 'customs', 'day', '2023', 'history', 'significance', 'and', 'all', 'you', 'need', 'to', 'know']
['rehab', 'tech', 'will', 'be', 'a', '35', 'billion', 'opportunity', 'by', '2028', 'vivek', 'srivastava', 'hcah', 'india']
['rift', 'between', 'brs', 'government', 'telangana', 'guv', 'surfaces', 'again']
['wco', 'observes', 'international', 'customs', 'day', '2023', 'origin', 'theme', 'and', 'relevance']
['myopic', 'mindset', 'punjab', 'cm', 'mann', 'slams', 'centre', 'for', 'excluding', 'states', 'tableau', 'from', 'republic', 'day', 'parade']
['pathaan', 'day', 'fans', 'celebrate', 'srks', 'most', 'awaited', 'release', 'in', 'kolkata', 'with', 'a', 'jumbo', 'poster', 'on', 'a', 'horse', 'carriage']
['new', 'twitter', 'whistleblower', 'says', 'privacy', 'lapses', 'continued', 'into', 'elon', 'musk', 'era']
['rs', '50', 'cr', 'flat', 'swank', 'cars', 'designer', 'watches', 'kl', 'rahul', 'athiya', 'shettys', 'wedding', 'gifts', 'will', 'make', 'you', 'go', 'green', 'with', 'envy']
['etmarkets', 'management', 'talk', 'anand', 'rathi', 'wealth', 'raises', 'guidance', 'for', 'fy23']
['andhra', 'pradesh', 'to', 'hold', '2', 'day', 'global', 'investors', 'summit', 'from', 'march', '3', 'aims', 'to', 'emerge', 'big', 'in', 'south', 'by', '2050']
['republic', 'day', 'deal', 'lava', 'probuds', '21', 'tws', 'earphones', 'on', 'sale', 'for', 'rs', '26']
['maruti', 'suzuki', 'indias', 'pending', 'orders', 'rise', 'to', 'around', '4', '05', 'lakh', 'units', 'in', 'january']
['anand', 'mahindra', 'buys', 'fruits', 'using', 'indias', 'first', 'ever', 'digital', 'currency', 'e', 'rupee', 'shares', 'video', 'on', 'twitter', 'to', 'show', 'how', 'it', 'works']
['russian', 'oil', 'exports', 'to', 'india', 'may', 'hit', 'new', 'highs', 'as', 'interest', 'grows']
['eds', 'power', 'confined', 'to', 'probe', 'money', 'laundering', 'offence', 'cant', 'assume', 'predicate', 'offence', 'committed', 'hc']
['tamil', 'thriller', 'raangi', 'set', 'to', 'release', 'on', 'ott', 'platforms', 'on', 'january', '29']
['ios', '17', 'leaks', 'apple', 'leak', 'reveals', 'numerous', 'changes', 'for', 'upcoming', 'ios', 'version', 'and', 'iphone', '15', 'pro', 'max']
['macleods', 'pharma', 'recalls', '10000', 'bottles', 'of', 'anti', 'bacterial', 'medication', 'in', 'us']
['from', 'doom', 'to', 'gloom', 'why', 'it', 'stocks', 'can', 'be', 'one', 'of', 'the', 'top', 'performers', 'in', '2023']
['these', '5', 'midcap', 'stocks', 'with', 'strong', 'buy', 'buy', 'ratings', 'can', 'rally', 'over', '25', 'say', 'analysts']
['govt', 'should', 'issue', 'report', 'on', 'promises', 'fulfilled', 'by', 'it', 'on', 'republic', 'day', 'every', 'year', 'mayawati']
['worst', 'impacts', 'of', 'sea', 'level', 'rise', 'will', 'hit', 'earlier', 'than', 'thought', 'study']
['progressive', 'regulations', 'and', 'taxation', 'around', 'crypto', 'can', 'boost', 'economy']
['make', 'india', 'a', 'country', 'of', 'knowledgeable', 'people', 'rss', 'chief', 'mohan', 'bhagwat']
['is', 'the', 'indian', 'stock', 'market', 'closed', 'tomorrow', 'for', 'republic', 'day']
['ss', 'rajamouli', 'pens', 'emotional', 'note', 'for', 'mm', 'keeravani', 'as', 'he', 'bags', 'padma', 'shri', 'for', 'naatu', 'naatu']
['no', 'surprises', 'worlds', 'top', 'four', 'battle', 'out', 'in', 'semifinals', 'of', 'hockey', 'world', 'cup']
['mp', 'growth', 'rate', 'touched', '19', '74', 'on', 'current', 'prices', 'in', '21', '22', 'says', 'governor', 'patel']
['budget', '2023', 'reforms', 'that', 'can', 'boost', 'securitisation', 'market', 'in', 'india']
['economic', 'advisory', 'council', 'asks', 'govt', 'to', 'relook', 'procedure', 'for', 'declaring', 'monuments', 'to', 'be', 'of', 'national', 'importance']
['mamata', 'banerjee', 'urges', 'people', 'to', 'uphold', 'democratic', 'ideals', 'of', 'equality', 'fraternity']
['bbc', 'documentary', 'on', 'pm', 'is', 'conspiracy', 'against', 'india', 'goa', 'governor', 'p', 's', 'sreedharan', 'pillai']
['hrithik', 'roshan', 'watches', 'pathaan', 'with', 'his', 'son', 'at', 'the', 'opening', 'day', 'premiere', 'see', 'video']
['pakistans', 'babar', 'azam', 'crowned', 'as', 'icc', 'mens', 'odi', 'cricketer', 'of', '2022']
['us', 'embassy', 'celebrates', 'indian', 'republic', 'day', 'with', 'musical', 'rendition', 'of', 'vande', 'mataram']
['padma', 'bhushan', 'for', 'sudha', 'murthy', 'kumar', 'birla', 'rakesh', 'jhunjhunwala', 'to', 'get', 'padma', 'shri', 'posthumously']
['will', 'srks', 'pathaan', 'affect', 'the', 'box', 'office', 'collection', 'of', 'varisu', 'and', 'thunivu']
['meet', 'nithin', 'kamath', 'a', 'call', 'centre', 'worker', 'with', 'an', '8k', 'income', 'whose', 'zerodha', 'is', 'now', 'worth', 'rs', '2094', 'crore']
['toyota', 'president', 'akio', 'toyoda', 'to', 'become', 'chairman']
['budget', '2023', 'should', 'look', 'at', 'reviving', 'consumption', 'and', 'maintaining', 'sustainable', 'growth']
['shark', 'tank', 'india', 's2', '86', 'year', 'old', 'removes', 'retirement', 'from', 'his', 'dictionary', 'to', 'become', 'a', 'startup', 'founder', 'in', 'herbal', 'products']
['bcci', 'mops', 'up', 'rs', '4670', 'crore', 'from', 'sale', 'of', '5', 'wpl', 'teams']
['big', 'tech', 'is', 'firing', 'employees', 'by', 'the', 'thousands', 'why', 'and', 'how', 'worried', 'should', 'we', 'be']
['shah', 'rukh', 'khan', 'starrer', 'pathaan', 'likely', 'to', 'cruise', 'past', 'rs', '50', 'cr', 'day', '1', 'collection', 'say', 'experts']
['why', 'the', '2023', '24', 'budget', 'is', 'more', 'crucial', 'than', 'you', 'think']
['germany', 'to', 'narrowly', 'avoid', 'recession', 'in', '2023']
['coca', 'cola', 'to', 'launch', 'smartphone', 'in', 'india', 'details', 'inside']
['ulfa', 'i', 'last', 'mile', 'in', 'assams', 'path', 'to', 'peace', 'says', 'chief', 'minister', 'himanta', 'biswa', 'sarma']
['singapore', 'will', 'strongly', 'support', 'indias', 'g20', 'priorities', 'says', 'trade', 'minister', 'gan']
['india', 'a', 'bright', 'spot', 'in', 'world', 'economy', 'right', 'now', 'top', 'un', 'economist']
['hope', 'budget', 'corrects', 'centres', 'fiscal', 'approach', 'towards', 'states', 'kerala', 'fm', 'k', 'n', 'balagopal']
['bjp', 'mp', 'ravi', 'kishans', 'daughter', 'part', 'of', 'ncc', 'contingent', 'to', 'march', 'in', 'republic', 'day', 'parade', 'see', 'pics']
['subodh', 'gupta', 'showcases', 'new', 'installations', 'at', 'the', 'prestigious', 'le', 'bon', 'marche', 'in', 'paris']
['if', 'i', 'were', 'fm', 'anand', 'rathi', 'lists', 'out', '9', 'provisions', 'which', 'fm', 'could', 'make', 'in', 'budget', '2023']
['union', 'budget', '2023', 'key', 'expectations', 'from', 'the', 'markets', 'investors', 'also', 'eye', 'us', 'fed', 'on', 'feb', '1']
['india', 'reports', '132', 'new', 'covid', 'cases', 'active', 'cases', 'decline', 'to', '1906']
['chip', 'major', 'asml', 'warns', 'excessive', 'export', 'controls', 'could', 'inflate', 'chip', 'costs']
['analysts', 'remain', 'bullish', 'on', 'maruti', 'raise', 'price', 'targets']
['chicago', 'is', 'trying', 'to', 'lure', 'foreign', 'workers', 'laid', 'off', 'by', 'american', 'tech', 'giants']
['aap', 'to', 'contest', 'in', 'as', 'many', 'as', 'seats', 'as', 'possible', 'in', 'nagaland', 'assembly', 'polls']
['responsibility', 'of', 'all', 'to', 'strengthen', 'republic', 'cm', 'arvind', 'kejriwal']
['our', 'struggle', 'against', 'hindi', 'imposition', 'will', 'continue', 'says', 'tamil', 'nadu', 'chief', 'minister', 'm', 'k', 'stalin']
['days', 'of', 'high', 'margins', 'may', 'soon', 'end', 'for', 'banks', 'chasing', 'deposits']
['if', 'this', 'policy', 'goes', 'through', 'international', 'students', 'will', 'have', 'to', 'leave', 'the', 'uk', 'in', '6', 'months', 'if', 'they', 'cant', 'find', 'a', 'job']
['budget', '2023', 'indias', '5', 'trillion', 'economy', 'dream', 'confronts', 'moribund', 'msme']
['exclusive', 'accel', 'tiger', 'global', 'may', 'exit', 'flipkart', 'in', '1', '5b', 'share', 'sale']
['hapag', 'lloyd', 'buys', '35', 'in', 'jm', 'baxi', 'ports']
['r', 'day', 'traffic', 'islands', 'roundabouts', 'in', 'lutyens', 'delhi', 'decked', 'up', 'with', 'artistic', 'floral', 'designs']
['rbi', 'seeks', 'views', 'on', 'securitisation', 'of', 'stressed', 'assets']
['google', 'celebrates', '2023', 'republic', 'day', 'of', 'india', 'with', 'a', 'creative', 'doodle']
['budget', '2023', 'likely', 'to', 'be', 'populist', 'without', 'compromising', 'on', 'growth']
['not', 'just', 'mind', 'body', 'experts', 'say', 'yoga', 'can', 'prevent', 'and', 'help', 'manage', 'chronic', 'diseases']
['give', 'healthy', 'twist', 'to', 'republic', 'day', 'celebration', 'try', 'kale', 'millet', 'soup', 'corn', 'olive', 'quesadillas', 'stuffed', 'bell', 'peppers']
['prez', 'murmu', 'to', 'lead', 'nation', 'in', 'celebrating', '74th', 'r', 'day', '6', 'agniveers', 'to', 'also', 'take', 'part', 'in', 'parade']
['ak', 'doval', 'expected', 'to', 'visit', 'moscow', 'in', 'february', 'for', 'afghanistan', 'dialogue']
['india', 'needs', 'to', 'do', 'more', 'to', 'nurture', 'build', 'ecosystem', 'for', 'entrepreneurship', 'ceo', 'of', 'top', 'science', 'body', 'in', 'us']
['chinas', 'aggressive', 'actions', 'caused', 'india', 'to', 'join', 'quad', 'mike', 'pompeo']
['order', 'on', 'realty', 'portals', 'listing', 'as', 'agents', 'set', 'aside']
['maharashtra', 'governor', 'not', 'devendra', 'fadnavis', 'should', 'clarify', 'on', 'letter', 'row', 'ncp']
['exclusive', 'accel', 'tiger', 'look', 'to', 'exit', 'flipkart', 'google', 'announces', 'changes', 'to', 'android', 'play', 'store', 'in', 'india']
['ed', 'against', 'plan', 'to', 'decriminalise', 'pmla', 'provisions', 'says', 'move', 'will', 'blunt', 'its', 'powers']
['pib', 'fact', 'check', 'plan', 'on', 'hold', 'for', 'more', 'talks']
['hc', 'asks', 'rbi', 'govt', 'to', 'ensure', 'compliance', 'by', 'lending', 'apps']
['wpl', 'bidding', 'breaks', 'record', 'set', 'by', 'ipl', 'in', '2008', 'adani', 'wins', 'ahmedabad', 'team', 'with', 'highest', 'bid', 'of', 'rs', '1289', 'cr']
['sc', 'to', 'rbi', 'what', 'steps', 'taken', 'to', 'rein', 'in', 'npas']
['wireless', 'festival', '2023', 'dates', 'line', 'ups', 'and', 'ticket', 'sale', 'details', 'are', 'out', 'read', 'here']
['daisy', 'jones', 'the', 'six', 'on', 'amazon', 'prime', 'video', 'watch', 'teaser', 'trailer', 'check', 'release', 'date']
['vi', 'launches', 'rural', 'retail', 'touch', 'points', 'as', 'rivals', 'eye', 'user', 'base']
['reliance', 'capital', 'lenders', 'withdraw', 'plea', 'against', 'nclts', 'stay', 'order']
['california', 'hit', 'with', 'two', 'earthquakes', 'in', 'one', 'minute', 'tsunami', 'warning', 'issued']
['centre', 'to', 'release', '3', 'million', 'tonnes', 'wheat', 'to', 'open', 'market', 'to', 'rein', 'in', 'prices']
['india', 'slams', 'vandalisation', 'of', 'three', 'hindu', 'temples', 'in', 'australia', 'glorification', 'of', 'anti', 'india', 'terrorists']
['chinas', 'activities', 'in', 'south', 'china', 'sea', 'under', 'scanner']
['will', 'fm', 'dole', 'out', 'goodies', 'or', 'opt', 'for', 'a', 'foundational', 'budget', 'on', 'february', '1']
['naatu', 'naatu', 'composer', 'mm', 'keeravani', 'honoured', 'with', 'padma', 'shri', 'ss', 'rajamouli', 'pens', 'emotional', 'note', 'for', 'cousin', 'peddanna']
['paytm', 'republic', 'day', 'zomato', 'offer', 'cashback', 'discounts', 'on', 'zomato', 'orders', 'check', 'eligibility', 'how', 'to', 'apply', 'here']
['govt', 'may', 'announce', 'measures', 'in', 'budget', 'to', 'further', 'strengthen', 'startup', 'ecosystem']
['people', 'dying', 'from', 'cardiovascular', 'disease', 'up', 'by', '6', '2', 'in', 'pandemics', 'first', 'year', 'in', 'us', 'study']
['srei', 'group', 'companies', 'lenders', 'agree', 'to', 'set', 'aside', '824', 'crore', 'sale', 'proceeds', 'in', 'escrow', 'account']
['formal', 'jobs', 'rise', 'in', 'november']
['padma', 'vibushan', 'for', 'msy', 'krishna', 'mahalanabis', 'and', 'zakir', 'hussain']
['ets', 'the', 'morning', 'brief', 'podcast', 'wins', '2', 'awards']
['hapag', 'lloyd', 'ag', 'buys', 'into', 'j', 'm', 'baxi', 'ports', 'logistics']
['air', 'india', 'offers', 'nearly', '98', 'crore', 'shares', 'to', 'employees', 'under', 'stock', 'option', 'scheme']
['pathaan', 'box', 'office', 'collection', 'day', '1', 'shah', 'rukh', 'khan', 'starrer', 'opens', 'with', 'a', 'whopping', 'rs', '54', 'crore', 'creates', 'history']
['pathaan', 'tank', 'rolls', 'into', 'cinemas']
['republic', 'day', '2023', 'commercial', 'pilot', 'youtuber', 'gaurav', 'taneja', 'to', 'draw', 'the', 'largest', 'map', 'in', 'the', 'sky', 'as', 'part', 'of', 'mission', 'aasman', 'mein', 'bharat']
['heres', 'all', 'about', 'anant', 'ambanis', 'cartier', 'brooch', 'that', 'he', 'flaunted', 'on', 'his', 'engagement', 'with', 'radhika', 'merchant']
['security', 'forces', 'have', 'intensified', 'direct', 'attacks', 'on', 'ecosystem', 'that', 'supports', 'finances', 'terror', 'j', 'k', 'lg']
['13', 'students', 'detained', 'for', 'organising', 'bbc', 'docu', 'screening', 'at', 'jamia', 'not', 'yet', 'released', 'by', 'police', 'sfi']
['ukraine', 'declares', 'air', 'raid', 'alert', 'over', 'most', 'of', 'country', 'authorities', 'warn', 'of', 'possible', 'missile', 'attack']
['wpl', 'big', 'leap', 'for', 'womens', 'cricket', 'in', 'india']
['in', 'volatile', 'markets', 'sticking', 'with', 'large', 'caps', 'might', 'be', 'a', 'better', 'option', '6', 'large', 'caps', 'with', 'a', 'potential', 'to', 'rise', 'up', 'to', '15']
['softbank', 'deals', 'hit', 'record', 'low', 'sapping', 'funding', 'for', 'startups']
['rbi', 'releases', 'discussion', 'paper', 'on', 'securitisation', 'of', 'stressed', 'assets', 'framework']
['budget', '2023', 'on', 'a', 'sweet', 'note']
