['npp', 'mla', 'sg', 'esmatur', 'resigns', 'likely', 'to', 'join', 'tmc']
['west', 'ham', 'united', 'joint', 'chairman', 'david', 'gold', 'passes', 'away', 'at', '86', 'following', 'short', 'illness']
['cci', 'enquiry', 'tainted', 'as', '2', 'informants', 'working', 'with', 'dg', 'office', 'conducting', 'investigations', 'google', 'to', 'nclat']
['6', 'best', 'aviator', 'sunglasses', 'for', 'men']
['irb', 'infrastructure', 'developers', 'board', 'approves', 'share', 'split']
['west', 'bengal', 'bjp', 'leadership', 'meets', 'governor', 'cv', 'ananda', 'bose', 'over', 'deteriorating', 'law', 'and', 'order']
['assam', 'assam', 'city', 'gas', 'distribution', 'policy', '2022', 'approved']
['u', 's', 'manufacturing', 'sector', 'contracts', 'prices', 'decline', 'in', 'december']
['idaho', 'slayings', 'suspect', 'bryan', 'kohberger', 'agrees', 'to', 'extradition', 'from', 'pennsylvania', 'to', 'face', 'charges']
['us', 'likely', 'to', 'hike', 'h', '1b', 'visa', 'fees', 'to', 'fund', 'immigration', 'agency']
['now', 'file', 'a', 'complaint', 'against', 'hfcs', 'with', 'rbis', 'integrated', 'ombudsman']
['hmsi', 'domestic', 'sales', 'rise', '11', 'at', '233151', 'units', 'in', 'december']
['india', 'initiates', 'anti', 'dumping', 'probe', 'into', 'import', 'of', 'vitamin', 'from', 'china', 'eu']
['rural', 'market', 'stayed', 'weak', 'in', 'dec', 'qtr', 'urban', 'premium', 'categories', 'maintained', 'steady', 'growth', 'marico']
['man', 'fires', 'at', 'three', 'family', 'members', 'for', 'stopping', 'him', 'from', 'urinating', 'in', 'front', 'of', 'their', 'home', 'one', 'dies']
['google', 'told', 'to', 'deposit', '10', 'of', 'cci', 'fine', 'byjus', 'founder', 'looks', 'to', 'buy', 'back', 'up', 'to', '15', 'of', 'edtech', 'firm']
['doorstep', 'delivery', 'of', 'bills', 'in', 'braille', 'for', 'visually', 'challenged', 'power', 'consumers', 'of', 'bses', 'discoms', 'in', 'delhi']
['indias', 'gdp', 'nearing', 'to', '20', 'trillion', 'per', 'capital', 'income', 'at', '10k', 'by', '2047', 'says', 'bibek', 'debroy']
['cil', 'trade', 'unions', 'ink', 'pact', 'for', '19', 'pc', 'minimum', 'guaranteed', 'benefit']
['virgin', 'river', 'season', '5', 'all', 'you', 'need', 'to', 'know']
['woman', 'says', 'she', 'was', 'strip', 'searched', 'at', 'airport', 'authorities', 'tight', 'lipped']
['tcs', 'wins', 'ctbc', 'bank', 'deal']
['meghalaya', 'cm', 'conrad', 'k', 'sangma', 'inaugurates', '22', '5', 'mw', 'ganol', 'hydro', 'power', 'project']
['hrithik', 'roshan', 'opens', 'up', 'about', 'battling', 'depression', 'during', 'war', 'shoot', 'says', 'he', 'tried', 'pushing', 'himself', 'to', 'achieve', 'perfection']
['it', 'companies', 'expected', 'to', 'report', 'muted', 'q3']
['kerala', 'govt', 'to', 'implement', 'third', '100', 'day', 'action', 'plan', 'from', 'february', '10']
['sah', 'polymers', 'ipo', 'subscription', 'status']
['cabinet', 'approves', 'naming', 'of', 'airport', 'at', 'goas', 'mopa', 'after', 'manohar', 'parrikar']
['ai', 'incident', 'dgca', 'seeks', 'report', 'airline', 'bars', 'unruly', 'passenger', 'for', '30', 'days']
['cpim', 'leader', 'saji', 'cheriyan', 'sworn', 'in', 'as', 'kerala', 'minister']
['indigo', 'aircraft', 'suffers', 'tail', 'strike', 'while', 'landing', 'at', 'kolkata', 'airport']
['congress', 'warms', 'to', 't', 'shirt', 'idea', 'party', 'workers', 'from', 'amethi', 'in', 'white', 'tees', 'march', 'alongside', 'rahul', 'gandhi']
['here', 'are', 'the', 'best', 't', 'shirts', 'and', 'polos', 'for', 'kids', 'in', 'india']
['how', 'pm', 'modis', 'reforms', 'in', 'eight', 'years', 'armed', 'india', 'to', 'be', 'the', 'next', 'dragon', 'in', 'global', 'economy']
['west', 'bengal', 'cm', 'mamata', 'banerjee', 'demands', 'national', 'status', 'for', 'gangasagar', 'mela']
['byju', 'raveendran', 'raising', 'funds', 'to', 'buy', 'back', 'up', 'to', '15', 'in', 'edtech', 'firm']
['congress', 'leader', 'siddaramaiah', 'calls', 'karnataka', 'cm', 'bommai', 'puppy', 'before', 'pm', 'modi']
['rishabh', 'pant', 'set', 'to', 'be', 'shifted', 'to', 'mumbai', 'for', 'treatment', 'of', 'his', 'ligament', 'injury']
['here', 'are', 'the', 'best', 'belts', 'under', '500', 'for', 'men', 'in', 'india']
['find', 'the', 'best', 'hair', 'mist', 'for', 'women', 'in', 'india']
['5', 'best', 'body', 'oils', 'for', 'women', 'in', 'india', 'to', 'beat', 'the', 'winters']
['ban', 'on', 'non', 'essential', 'construction', 'work', 'lifted', 'in', 'delhi', 'ncr', 'as', 'pollution', 'eases']
['windows', 'of', 'opportunity', 'for', 'students', 'teachers', 'social', 'entrepreneurs', 'as', 'they', 'meet', 'microsoft', 'ceo', 'satya', 'nadella']
['nadella', 'advocates', 'use', 'of', 'tech', 'for', 'driving', 'inclusivity', 'empowerment', 'says', 'microsoft', 'very', 'committed', 'to', 'india']
['budget', '2023', 'what', 'has', 'changed', 'since', 'the', 'last', 'budget']
['tech', 'view', 'nifty', 'forms', 'long', 'bear', 'candle', 'what', 'traders', 'should', 'do', 'on', 'thursday']
['justice', 's', 'a', 'nazeer', 'part', 'of', 'landmark', 'supreme', 'court', 'verdicts', 'on', 'ayodhya', 'land', 'dispute', 'right', 'to', 'privacy']
['sri', 'lankas', 'renowned', 'editor', 'nadesan', 'to', 'get', 'pravasi', 'bharatiya', 'samman', 'award']
['air', 'india', 'plane', 'returns', 'to', 'delhi', 'due', 'to', 'snag']
['salesforce', 'gearing', 'up', 'for', 'fresh', 'round', 'of', 'layoffs', 'report']
['multibagger', 'smallcap', 'that', 'rallied', 'over', '2100', 'to', 'go', 'ex', 'split', 'next', 'week']
['water', 'vision2047', 'all', 'india', 'state', 'ministers', 'to', 'discuss', 'gameplan', 'for', 'mending', 'nationwide', 'water', 'issues', 'by', '2047']
['hong', 'ju', 'jeon', 'appointed', 'as', 'lg', 'electronics', 'md', 'for', 'india', 'business']
['gold', 'rises', 'rs', '378', 'silver', 'declines', 'rs', '147']
['ken', 'block', 'did', 'so', 'much', 'for', 'sport', 'lewis', 'hamilton', 'others', 'from', 'motorsport', 'pay', 'tribute', 'to', 'late', 'pro', 'rally', 'driver']
['missed', 'credit', 'card', 'payment', 'due', 'date', 'you', 'can', 'still', 'avoid', 'late', 'payment', 'fee', 'heres', 'how']
['radiant', 'cash', 'management', 'shares', 'jump', 'over', '13', 'pc', 'in', 'debut', 'trade']
['5', 'best', 'premium', 'caps', 'for', 'men', 'in', 'india', 'take', 'your', 'pick']
['bhive', 'alts', 'crosses', 'rs', '100', 'crore', 'in', 'aum', 'within', '14', 'months', 'of', 'operation']
['sc', 'sets', 'aside', 'uttarakhand', 'hc', 'order', 'directing', 'cbi', 'probe', 'against', 'ex', 'cm', 'trivendra', 'rawat']
['aap', 'appoints', 'isudan', 'gadhvi', 'as', 'gujarat', 'unit', 'chief']
['here', 'are', '5', 'best', 'grooming', 'kits', 'for', 'men', 'online']
['where', 'to', 'invest', 'in', '2023', '4', 'sectors', 'to', 'consider', 'and', '2', 'to', 'avoid']
['infosys', 'compaz', 'wins', 'starhub', 'deal']
['dabur', 'acquires', '51', 'majority', 'stake', 'in', 'badshah', 'masala']
['bandh', 'in', 'poonch', 'over', 'rajouri', 'killings', 'enters', 'second', 'day', 'protests', 'in', 'kathua', 'jammu']
['statement', 'made', 'by', 'a', 'minister', 'cannot', 'be', 'attributed', 'vicariously', 'to', 'govt', 'sc']
['cabinet', 'approves', 'over', 'rs', '2500', 'cr', 'scheme', 'for', 'upgrading', 'infra', 'of', 'dd', 'air']
['ltimindtree', 'director', 'venu', 'lambu', 'quits']
['rs', '2', '7', 'lakh', 'crore', 'wiped', 'off', 'as', 'd', 'sts', 'new', 'year', 'party', 'fizzles', 'out', 'on', 'fed', 'fear']
['tier', 'ii', 'iii', 'cities', 'see', '17', '4', 'growth', 'in', 'industrial', 'and', 'warehousing', 'absorption', 'savills']
['can', 'budget', '2023', 'help', 'boost', 'indias', 'manufacturing', 'ambitions', 'amid', 'cooling', 'external', 'demand']
['indus', 'towers', 'appoints', 'prachur', 'sah', 'as', 'md', 'ceo']
['delhi', 'govt', 'okays', 'appointment', 'of', 'justiceretd', 'rajeev', 'shrivastava', 'as', 'new', 'derc', 'chairman']
['biological', 'e', 'seeks', 'nod', 'for', 'bivalent', 'vax', 'trials']
['centre', 'approves', 'rs', '2614', 'cr', 'investment', 'for', 'sunni', 'dam', 'hydro', 'power', 'project']
['the', 'circle', 'founders', 'club', 'successfully', 'accelerates', '13', 'south', 'korean', 'startups', 'in', 'india', 'as', 'part', 'of', 'their', 'apac', 'cohort']
['mehrauli', 'killing', 'case', 'hair', 'bones', 'recovered', 'by', 'police', 'confirmed', 'to', 'be', 'of', 'shraddha', 'walkar']
['ashneer', 'grover', 'tweets', 'poem', 'after', 'bharatpe', 'ceo', 'suhail', 'sameer', 'resigns']
['radiant', 'cash', 'management', 'shares', 'jump', 'over', '13', 'pc', 'in', 'debut', 'trade']
['mumbai', 'indians', 'seek', 'proposals', 'from', 'tech', 'cos', 'to', 'build', 'nft', 'solutions']
['urban', 'saw', 'steady', 'pace', 'of', 'growth', 'recovery', 'in', 'rural', 'demand', 'not', 'as', 'discernible', 'due', 'to', 'elevated', 'inflation', 'marico']
['nothing', 'phone', '1', 'available', 'for', 'just', 'rs', '9000', 'check', 'out', 'this', 'flipkart', 'deal', 'to', 'get', 'a', 'discount', 'of', 'rs', '29000']
['five', 'cases', 'of', 'xbb', '1', '5', 'coronavirus', 'variant', 'found', 'in', 'india', 'says', 'insacog']
['lac', 'clash', 'jaishankar', 'calls', 'out', 'china', 'for', 'breaking', 'the', 'unilateral', 'pact', 'blames', 'it', 'for', 'tense', 'situation']
['these', '7', 'recently', 'listed', 'stocks', 'to', 'be', 'on', 'investor', 'radar', 'in', 'jan', 'as', 'lock', 'in', 'set', 'to', 'expire', 'report']
['2023', 'ready', 'anand', 'mahindra', 'shares', 'what', 'new', 'years', 'first', 'week', 'looks', 'like', 'vedanta', 'chairmans', 'fortune', 'cookie', 'moment']
['ed', 'attaches', 'over', 'rs', '10', 'cr', 'assets', 'in', 'pmla', 'probe', 'against', 'ex', 'maharashtra', 'minister', 'anil', 'parab']
['saas', 'firm', 'rategain', 'enters', 'into', 'agreement', 'to', 'acquire', 'adara']
['buy', 'companyname', 'target', 'price', 'rs', 'parser', 'tonumbertargetpricel', 'organizationname']
['maharashtra', 'rpi', 'kawade', 'faction', 'joins', 'hands', 'with', 'cm', 'shinde', 'led', 'shiv', 'sena']
['lionsgate', 'india', 'inks', 'exclusive', 'deal', 'with', 'pvr', 'for', '2023', 'theatrical', 'releases']
['china', 'will', 'interfere', 'with', 'dalai', 'lama', 'succession', 'prepared', 'for', 'democratic', 'transition', 'tibetan', 'sikyong']
['sanjay', 'mudaliar', 'joins', 'iob', 'as', 'executive', 'director']
['oneplus', '11', 'launched', 'in', 'china', 'alongside', 'oneplus', 'buds', 'pro', '2', 'ahead', 'of', 'feb', '7', 'india', 'launch', 'check', 'price', 'features']
['over', '5', '7', 'crore', 'indians', 'affected', 'by', 'serious', 'fungal', 'diseases', 'study']
['its', 'vada', 'pav', 'vs', 'bhel', 'puri', 'as', 'nadella', 'evokes', 'chatgpt', 'to', 'settle', 'the', 'spicy', 'score']
['here', 'are', 'the', 'most', 'bizarre', 'pitches', 'on', 'shark', 'tank', 'india', 'season', '1']
['cait', 'other', 'organisations', 'pitch', 'for', 'immediate', 'rollout', 'of', 'e', 'commerce', 'policy']
['2023', 'a', 'difficult', 'year', 'to', 'navigate', 'but', 'enough', 'opportunities', 'out', 'there', 'anshu', 'kapoor']
['tripura', 'two', 'injured', 'shops', 'torched', 'in', 'bjp', 'cpim', 'clash', 'near', 'biplab', 'debs', 'house']
['besides', 'bank', 'of', 'baroda', 'this', 'stock', 'is', 'a', 'potential', 'candidate', 'to', 'enter', 'msci', 'report']
['tickets', 'sales', 'start', 'for', 'indias', 'first', 'ever', 'formula', 'e', 'race', 'in', 'hyderabad']
['bansal', 'steps', 'back', 'from', 'daily', 'ops', 'at', 'tata', 'neu', 'sources']
['govts', 'paddy', 'procurement', 'rises', '10', 'pc', 'to', '541', '90', 'lakh', 'tonne', 'so', 'far']
['pratik', 'gandhi', 'says', 'he', 'felt', 'blessed', 'to', 'play', 'mahatma', 'gandhi', 'and', 'jyotirao', 'phule', 'onscreen']
['96', 'of', 'msmes', 'expect', 'profits', 'to', 'rise', 'in', '2023', 'says', 'study']
['7', 'best', 'portable', 'washing', 'machines', 'in', 'the', 'us']
['prez', 'gives', 'assent', 'to', 'gujarat', 'bill', 'that', 'gives', 'police', 'power', 'to', 'take', 'action', 'against', 'protesters']
['nclt', 'restrains', 'reliance', 'capital', 'administrator', 'from', 'presenting', 'hindujas', 'belated', 'plan', 'before', 'coc']
['sonia', 'gandhi', 'admitted', 'to', 'hospital', 'ganga', 'ram', 'hospital']
['live', 'images', 'of', 'oneplus', '11', 'leak', 'ahead', 'of', 'jan', '4', 'launch', 'what', 'we', 'know', 'so', 'far']
['gold', 'rate', 'today', 'gold', 'futures', 'gain', 'rs', '397', 'to', 'rs', '55927', 'per', '10', 'gm']
['locating', 'a', 'speedy', 'solution', 'to', 'quick', 'commerces', 'woes']
['bilkis', 'bano', 'case', 'justice', 'bela', 'm', 'trivedi', 'recuses', 'from', 'hearing', 'pleas', 'against', 'early', 'release', 'of', '11', 'convicts', 'in', 'sc']
['no', 'road', 'digging', 'permission', 'to', 'be', 'given', 'in', 'mcd', 'areas', 'from', 'may', '1', 'to', 'sep', '15', 'in', 'view', 'of', 'g20', 'meetings']
['kanjhawala', 'case', 'victim', 'cremated', 'amid', 'tight', 'security']
['do', 'not', 'put', 'amazon', 'echo', 'alexa', 'devices', 'in', 'bedrooms', 'warn', 'experts']
['shapoorji', 'pallonjis', 'housing', 'platform', 'joyville', 'to', 'invest', 'rs', '750', 'cr', 'on', 'new', 'project', 'in', 'pune']
['government', 'health', 'facilities', 'in', 'lucknow', 'run', 'out', 'of', 'covid', 'doses', 'amid', 'fresh', 'virus', 'scare']
['crypto', 'prices', 'today', 'live', 'news', 'bitcoin', 'dogecoin', 'ethereum', 'shibha', 'inu', 'cryptocurrency', 'latest', 'updates', '04', 'january', '2022']
['b2b', 'edtech', 'company', 'uolo', 'buys', 'code', 'learning', 'platform', 'tekie']
['dense', 'fog', 'envelopes', 'delhi', 'temp', 'drops', 'to', 'seasons', 'lowest', 'of', '4', '4', 'deg', 'c']
['80th', 'edition', 'of', 'golden', 'globe', 'awards', '2023', 'to', 'stream', 'in', 'india', 'on', 'lionsgate', 'play']
['zionverse', 'launches', 'its', 'exclusive', '3d', 'obstacle', 'course', 'game']
['upper', 'age', 'limit', 'for', 'assisted', 'reproductive', 'technology', 'needs', 'relook', 'kerala', 'hc']
['see', 'more', 'value', 'options', 'in', 'smallcaps', 'followed', 'by', 'midcaps', 'and', 'largecaps', 'mrinal', 'singh']
['pv', 'and', '2w', 'sales', 'disappoint', 'in', 'december', 'but', 'stronger', 'growth', 'ahead', 'say', 'analysts']
['shark', 'tank', 'india', '2', 'is', 'back', 'netizens', 'upset', 'after', 'judges', 'refuse', 'to', 'invest', 'in', 'fellow', 'sharks', 'competitor']
['narcl', 'highest', 'npv', 'bidder', 'with', 'rs', '5555', 'cr', 'offer', 'in', 'srei', 'resolution']
['implications', 'of', 'a', 'global', 'regulatory', 'framework', 'on', 'crypto', 'industry']
['motorola', 'ties', 'up', 'with', 'reliance', 'jio', 'to', 'offer', '5g', 'smartphones']
['loss', 'after', 'loss', 'parents', 'say', 'byjus', 'pushed', 'them', 'into', 'debt']
['psu', 'bank', 'stock', 'among', '8', 'smallcaps', 'that', 'would', 'be', 'upgraded', 'to', 'midcaps']
['covid', 'jab', 'safe', 'in', 'children', 'adolescents', 'with', 'mis', 'c', 'study']
['sensex', 'declines', '200', 'points', 'ahead', 'of', 'us', 'fed', 'meet', 'minutes']
['she', 'was', 'drunk', 'insisted', 'on', 'driving', 'sultanpuri', 'victims', 'friend', 'who', 'fled', 'after', 'accident', 'tells', 'cops']
['employees', 'of', 'three', 'state', 'owned', 'power', 'companies', 'in', 'maharashtra', 'to', 'go', 'on', '72', 'hour', 'strike', 'from', 'january', '4']
['smallcap', 'energy', 'stock', 'climbs', 'over', '6', 'on', 'expansion', 'plan']
['ltimindtree', 'shares', 'fall', 'over', '2', 'after', 'director', 'venu', 'lambu', 'resigns']
['simple', 'nasal', 'swab', 'can', 'provide', 'early', 'warning', 'of', 'stealthy', 'viruses', 'lancet', 'study']
['new', 'credit', 'card', 'rules', 'hdfc', 'bank', 'sbi', 'card', 'revised', 'credit', 'card', 'rules', 'from', 'january', '1', '2023']
['indias', 'primary', 'market', 'gains', 'prominence', 'among', 'fpis']
['nclat', 'directs', 'google', 'to', 'deposit', '10', 'of', 'rs', '1337', '76', 'cr', 'penalty', 'by', 'cci']
['incursions', 'along', 'indo', 'tibet', 'border', 'are', 'by', 'china', 'tibetan', 'sikyong']
['fed', 'minutes', 'to', 'reveal', 'source', 'of', 'inflation', 'angst', 'pushing', 'up', 'rates']
['g20', 'to', 'be', 'flavour', 'of', '2023', 'first', 'meeting', 'under', 'tourism', 'track', 'likely', 'in', 'late', 'jan']
['rural', 'demand', 'holding', 'up', 'sentiment', 'very', 'positive', 'ramesh', 'iyer']
['buy', 'upl', 'target', 'price', 'rs', '1060', 'jm', 'financial']
['volkswagen', 'groups', 'india', 'sales', 'grow', '85', 'pc', 'to', '101270', 'units', 'in', '2022']
['buy', 'brigade', 'enterprises', 'target', 'price', 'rs', '720', 'motilal', 'oswal', 'financial', 'services']
['these', 'bank', 'stocks', 'can', 'give', '20', '40', 'returns']
['adb', 'indian', 'govt', 'sign', '220', 'mn', 'loan', 'agreement', 'to', 'improve', 'energy', 'security']
['battered', 'by', 'covid', 'china', 'hits', 'pause', 'on', 'giant', 'chip', 'spending']
['hdfc', 'balanced', 'advantage', 'fund', 'tops', 'the', 'category', 'offers', '18', '78']
['film', 'maker', 'muzaffar', 'ali', 'to', 'exhibit', 'his', 'paintings', 'sketches', 'at', 'upcoming', 'show', 'next', 'week']
['top', '7', 'stocks', 'that', 'have', 'been', 'upgraded', 'to', 'largecap', 'status', 'by', 'amfi']
['buy', 'reliance', 'industries', 'target', 'price', 'rs', '2909', 'prabhudas', 'lilladher']
['indias', 'services', 'sector', 'growth', 'hits', '6', 'month', 'high', 'in', 'december', 'on', 'strong', 'demand']
['buy', 'indusind', 'bank', 'target', 'price', 'rs', '1450', 'motilal', 'oswal', 'financial', 'services']
['leopard', 'in', 'greater', 'noida', 'society', 'search', 'and', 'rescue', 'operation', 'continues']
['bharatpe', 'cfo', 'nalin', 'negi', 'to', 'take', 'over', 'as', 'interim', 'ceo', 'from', 'suhail', 'sameer']
['drone', 'pli', 'does', 'it', 'do', 'enough', 'to', 'help', 'india', 'become', 'a', 'global', 'hub', 'by', '2030']
['rupee', 'rises', '18', 'paise', 'to', '82', '82', 'against', 'us', 'dollar']
['zomato', 'bharatpe', 'nykaa', 'and', 'more', 'the', 'revolving', 'door', 'for', 'top', 'execs', 'at', 'new', 'age', 'companies']
['there', 'is', 'a', 'typical', 'pre', 'budget', 'rally', 'in', 'pfc', 'and', 'rec', 'be', 'particular', 'about', 'getting', 'a', 'proper', 'exit', 'hemang', 'jani']
['top', '5', 'highly', 'rated', 'smartphones', 'in', 'the', 'us']
['motilal', 'oswal', 'financial', 'services', 'neutral', 'on', 'avenue', 'supermarts']
['for', 'the', '1st', 'time', 'apple', 'may', 'launch', 'base', 'iphone', '15', 'models', 'with', '48mp', 'camera', 'just', 'like', 'pro', 'variants']
['mercedes', 'benz', 'energy', 'to', 'repurpose', 'ev', 'batteries', 'inks', 'partnership', 'with', 'indian', 'startup', 'lohum']
['we', 'are', 'in', 'for', 'a', 'reasonably', 'good', 'earning', 'season', 'pankaj', 'murarka']
['buy', 'indraprastha', 'gas', 'target', 'price', 'rs', '596', 'prabhudas', 'lilladher']
['mobikwik', 'looks', 'to', 'hire', 'mid', 'and', 'senior', 'talent', 'amid', 'push', 'for', 'growth']
['dirty', 'bathrooms', 'force', 'twitter', 'employees', 'to', 'bring', 'their', 'own', 'toilet', 'paper', 'after', 'elon', 'musk', 'fires', 'janitors']
['new', 'year', 'special', 'be', 'disciplined', 'and', 'regular', 'with', 'investing']
['buy', 'oil', 'and', 'natural', 'gas', 'corporation', 'target', 'price', 'rs', '180', 'prabhudas', 'lilladher']
['radiant', 'cash', 'management', 'shares', 'debut', 'at', 'a', '10', 'premium', 'after', 'company', 'reduces', 'ipo', 'size']
['buy', 'mahanagar', 'gas', 'target', 'price', 'rs', '1103', 'prabhudas', 'lilladher']
['buy', 'indian', 'oil', 'corporation', 'target', 'price', 'rs', '130', 'prabhudas', 'lilladher']
['hold', 'gujarat', 'gas', 'target', 'price', 'rs', '530', 'prabhudas', 'lilladher']
['radiant', 'cash', 'management', 'lists', 'at', '10', 'premium', 'to', 'ipo', 'price']
['fundamental', 'radar', 'this', 'nbfc', 'multibagger', 'could', 'hit', 'fresh', 'record', 'highs', 'in', '2023', 'time', 'to', 'buy']
['we', 'are', 'witnessing', 'a', 'steep', 'drop', 'in', 'it', 'hiring', 'sunil', 'chemmankotil']
['india', 'logs', '175', 'covid', 'infections', 'in', 'a', 'day', 'active', 'caseload', 'declines', 'to', '2570']
['buy', 'oil', 'india', 'target', 'price', 'rs', '300', 'prabhudas', 'lilladher']
['6', 'stocks', 'which', 'saw', 'their', 'score', 'improving', 'in', 'what', 'was', 'a', 'volatile', 'year', 'for', 'small', 'cap', 'stocks', 'analysts', 'expect', 'a', 'potential', 'upside', 'of', 'up', 'to', '42']
['torrent', 'stalls', 'reliance', 'capital', 'resolution', 'process', 'with', 'an', 'interim', 'stay']
['maharashtra', 'employees', 'of', 'three', 'state', 'owned', 'power', 'companies', 'to', 'go', 'on', '72', 'hour', 'strike', 'from', 'jan', '4']
['buy', 'hindustan', 'petroleum', 'corporation', 'target', 'price', 'rs', '350', 'prabhudas', 'lilladher']
['buy', 'petronet', 'lng', 'target', 'price', 'rs', '325', 'prabhudas', 'lilladher']
['hot', 'stocks', 'brokerages', 'on', 'indusind', 'bank', 'equitas', 'small', 'finance', 'bank', 'and', 'axis', 'bank']
['general', 'atomics', 'partners', 'with', 'bharat', 'forge', 'to', 'manufacture', 'aerostructures', 'in', 'india']
['new', 'year', 'special', 'small', 'caps', 'may', 'offer', 'a', 'lot', 'of', 'opportunities', 'on', 'a', 'bottom', 'up', 'basis', 'for', 'alpha', 'creation']
['flipkart', 'fined', 'by', 'bengaluru', 'consumer', 'court', 'for', 'not', 'delivering', 'cellphone']
['debunking', 'common', 'myths', 'about', 'health', 'insurance', 'in', 'india']
['investors', 'made', 'more', 'money', 'through', 'direct', 'mutual', 'funds', 'in', 'past', 'decade']
['indian', 'exports', 'will', 'be', 'moderately', 'impacted', 'by', 'weak', 'global', 'demand', 'in', '2023', 'gtri']
['etmarkets', 'smart', 'talk', 'infra', 'railways', 'defense', 'among', 'top', '5', 'themes', 'to', 'shine', 'ahead', 'of', 'budget', '2023', 'raghvendra', 'nath']
['corporate', 'radar', 'gm', 'polyplast', 'secur', 'credentials', 'to', 'go', 'ex', 'bonus', 'board', 'meetings', 'and', 'more']
['buy', 'bharti', 'airtel', 'target', 'price', 'rs', '1039', 'prabhudas', 'lilladher']
['chips', 'failed', 'rally', 'leaves', 'them', 'historically', 'cheap']
['buy', 'gail', 'india', 'target', 'price', 'rs', '120', 'prabhudas', 'lilladher']
['traders', 'guide', 'this', 'bluechip', 'bank', 'stock', 'a', 'defence', 'player', 'can', 'rise', 'up', 'to', '6', 'show', 'tech', 'charts']
['pfc', 'and', 'rec', 'are', 'doing', 'well', 'now', 'should', 'you', 'buy', 'them', 'digant', 'haria', 'answers']
['are', 'arbitrage', 'funds', 'safe']
['pm', 'rishi', 'sunak', 'sets', 'out', 'priorities', 'for', 'britain', 'responds', 'to', 'critics']
['buy', 'bharat', 'electronics', 'target', 'price', 'rs', '108', 'prabhudas', 'lilladher']
['capex', 'theme', 'a', '10', 'year', 'story', 'for', 'india', 'big', 'time', 'infrastructure', 'spending', 'has', 'just', 'started', 'deven', 'choksey']
['2023', 'could', 'be', 'a', 'year', 'of', 'a', 'low', 'return', 'sector', 'rotations', 'and', 'outperformance', 'by', 'broader', 'markets', 'siddhartha', 'khemka']
['buy', 'bharat', 'petroleum', 'corporation', 'target', 'price', 'rs', '420', 'prabhudas', 'lilladher']
