['tesla', 'drivers', 'can', 'now', 'play', 'video', 'games', 'even', 'with', 'car', 'moving']
['american', 'airlines', 'ceo', 'doug', 'parker', 'to', 'step', 'down', 'next', 'march']
['coal', 'based', 'thermal', 'power', 'generation', 'rises', '16', '1', 'pc', 'to', '594', 'bn', 'units', 'in', 'apr', 'oct', 'govt']
['katrina', 'vicky', 'to', 'tie', 'the', 'knot', 'in', 'rajwadi', 'style', '20kg', 'organic', 'henna', 'sent', 'for', 'mehendi', 'bash']
['india', 'unseats', 'brazil', 'as', 'no', '1', 'food', 'supplier', 'to', 'arab', 'nations', 'after', '15', 'years']
['sasikala', 'calls', 'on', 'rajinikanth']
['centre', 'inks', 'two', 'loan', 'pacts', 'of', 'rs', '2074', 'crore', 'with', 'asian', 'development', 'bank']
['omicron', 'aviation', 'minister', 'jyotiraditya', 'scindia', 'takes', 'stock', 'of', 'preparedness', 'at', 'airports', 'issues', 'action', 'plan']
['expect', '100', 'mn', 'indians', 'to', 'own', 'cryptocurrencies', 'in', '2', '3', 'years', 'nischal', 'shetty']
['till', 'september', '421', 'cases', 'resolved', 'under', 'insolvency', 'law', '1149', 'cases', 'went', 'for', 'liquidation']
['indian', 'vcs', 'bet', 'big', 'on', 'web3', 'crypto', 'crimes', 'to', 'be', 'non', 'bailable', 'says', 'report']
['indias', 'mission', 'to', 'wto', 'inks', 'mou', 'with', '2', 'institutes', 'for', 'capacity', 'building', 'research', 'in', 'international', 'trade', 'law']
['who', 'advises', 'against', 'use', 'of', 'survivors', 'plasma', 'to', 'treat', 'covid']
['spinny', 'raises', '283', 'million', 'in', 'series', 'e', 'funding', 'from', 'adq', 'tiger', 'global', 'others']
['punjab', 'polls', 'arvind', 'kejriwal', 'woos', 'sc', 'community', 'promises', 'free', 'education', 'for', 'their', 'children']
['market', 'movers', 'whats', 'driving', 'investors', 'to', 'nalco', 'hindalcos', 'counters']
['rategain', 'travel', 'technologies', 'ipo', 'subscribed', '14', 'so', 'far', 'on', 'day', '1']
['sonia', 'gandhi', 'to', 'address', 'congress', 'parliamentary', 'party', 'meet', 'on', 'wednesday']
['time', 'for', 'centre', 'to', 'revoke', 'afspa', 'says', 'nagaland', 'cm', 'neiphiu', 'rio']
['families', 'of', '1509', 'healthcare', 'workers', 'paid', 'insurance', 'claims', 'under', 'pmgkp', 'says', 'centre']
['when', 'the', 'unexpected', 'happens', 'policy', 'and', 'market', 'implications', 'of', 'the', 'reappearance', 'of', 'inflation']
['addicted', 'to', 'the', 'screen', 'your', 'binge', 'watching', 'habit', 'could', 'be', 'a', 'problem', 'heres', 'what', 'to', 'do', 'about', 'it']
['covid', '19', 'india', 'adds', 'ghana', 'and', 'tanzania', 'to', 'list', 'of', 'at', 'risk', 'countries']
['moengage', 'raises', '30', 'million', 'in', 'round', 'led', 'by', 'steadview', 'capital']
['samyukta', 'kisan', 'morcha', 'to', 'hold', 'meeting', 'on', 'wednesday', 'to', 'decide', 'future', 'course', 'of', 'action']
['nagaland', 'deaths', 'agatha', 'sangma', 'raises', 'repeal', 'afspa', 'demand', 'in', 'lok', 'sabha']
['anil', 'deshmukh', 'case', 'ed', 'records', 'ex', 'maha', 'chief', 'secretary', 'sitaram', 'kuntes', 'statement', 'for', 'over', '6', 'hrs']
['government', 'orders', 'winding', 'up', 'of', '44', 'multi', 'state', 'credit', 'cooperative', 'societies', 'in', '9', 'states', 'uts', 'amit', 'shah']
['agritech', 'startup', 'agrostar', 'raises', '70', 'million', 'in', 'series', 'd', 'funding']
['probus', 'insurance', 'raises', 'usd', '6', '7', 'million', 'from', 'swiss', 'impact', 'fund']
['new', 'premium', 'income', 'of', 'life', 'insurers', 'up', '42', 'per', 'cent', 'at', 'rs', '27177', 'crore', 'in', 'november', 'irdai']
['modi', 'putin', 'push', 'investments', 'in', 'shipbuilding', 'steel', 'petrochemicals', 'to', 'boost', 'eco', 'ties']
['rld', 'chief', 'formally', 'announces', 'alliance', 'with', 'sp', 'says', 'bjps', 'politics', 'of', 'hatred', 'will', 'be', 'rejected']
['veteran', 'teacher', 'nanda', 'prusty', 'dies', 'in', 'odisha', 'tributes', 'pour', 'in']
['nagaland', 'cm', 'neiphiu', 'rio', 'seeks', 'repeal', 'of', 'afspa', '14', 'slain', 'civilians', 'laid', 'to', 'rest']
['nhrc', 'takes', 'suo', 'motu', 'cognizance', 'of', 'nagaland', 'firing', 'incident']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'wednesday']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'ramky', 'infra', 'rallies', 'voda', 'idea', 'drops', '5']
['tech', 'view', 'nifty50', 'likely', 'making', 'triangular', 'formation', 'expect', 'consolidation', 'for', 'few', 'days']
['farmer', 'unions', 'reach', 'consensus', 'on', 'future', 'of', 'agitation', 'announcement', 'on', 'wednesday', 'union', 'leader']
['demands', 'for', 'afspas', 'revocation', 'grow', 'louder', 'in', 'nagaland', 'after', 'botched', 'encounter']
['rani', 'mukherji', 'starrer', 'mrs', 'chatterjee', 'vs', 'norway', 'to', 'release', 'in', 'may', '2022']
['govt', 'plans', 'to', 'amend', 'notaries', 'act', 'puts', 'draft', 'bill', 'in', 'public', 'domain']
['mild', 'symptoms', 'displayed', 'by', 'those', 'infected', 'by', 'omicron', 'variant', 'in', 'rajasthan', 'doctors']
['no', 'operator', 'at', 'any', 'major', 'port', 'denied', 'handling', 'of', 'exim', 'cargo', 'from', 'any', 'nation', 'govt']
['office', 'of', 'major', 'general', 'rank', 'to', 'head', 'armys', 'court', 'of', 'inquiry', 'into', 'nagaland', 'firing', 'incident']
['police', 'detain', 'congress', 'leaders', 'surjewala', 'selja', 'vivek', 'bansal', 'during', 'panchkula', 'protest']
['india', 'exports', 'rs', '27575', 'cr', 'worth', 'of', 'marine', 'products', 'in', 'apr', 'sept', 'centre']
['rs', '20353', 'cr', 'undisclosed', 'credits', 'detected', 'in', 'panama', 'paradise', 'paper', 'leaks', 'govt']
['tea', 'exports', 'decline', 'by', 'around', '10', 'in', 'jan', 'sep', 'but', 'fetches', 'higher', 'price', 'in', 'overseas', 'market']
['govt', 'may', 'consider', 'any', 'institute', 'keen', 'to', 'take', 'lead', 'in', 'setting', 'up', 'of', 'cooperative', 'university', 'amit', 'shah']
['scindia', 'directs', 'delhi', 'airports', 'operator', 'dial', 'to', 'do', 'better', 'crowd', 'management']
['pm', 'modi', 'inaugurates', 'aiims', 'fertiliser', 'plant', 'in', 'ups', 'gorakhpur']
['bse', 'hbf', 'direct', 'limited', 'sign', 'mou', 'to', 'promote', 'listing', 'of', 'smes']
['ed', 'says', 'it', 'wasnt', 'heard', 'before', 'hc', 'restrained', 'authority', 'from', 'deciding', 'on', 'attachment', 'of', 'deshmukhs', 'properties']
['rs', '2000', 'notes', 'now', '1', '75', 'of', 'total', 'banknotes', 'in', 'circulation', 'down', 'from', '3', '27', 'in', 'march', '2018']
['3', 'factors', 'to', 'look', 'at', 'while', 'picking', 'specialty', 'chemical', 'stocks']
['can', 'robust', 'greenback', 'push', 'rupee', 'past', '76', 'per', 'dollar', 'mark', 'heres', 'what', 'experts', 'say']
['uae', 'adopts', 'western', 'style', 'weekend', 'shrinks', 'work', 'week', 'to', '4', '5', 'days']
['nagaland', 'firing', 'police', 'files', 'murder', 'case', 'against', 'security', 'forces', 'confusion', 'prevails', 'over', 'death', 'toll']
['india', 'has', 'supplied', 'over', '723', 'lakh', 'doses', 'of', 'covid', 'vaccine', 'to', '94', 'countries', 'two', 'un', 'entities', 'govt']
['itr', 'not', 'processed', 'by', 'the', 'tax', 'department', 'heres', 'what', 'you', 'can', 'do']
['hmsi', 'launches', 'activa125', 'premium', 'edition', 'at', 'rs', '78725']
['instagram', 'tightens', 'teen', 'defenses', 'as', 'us', 'hearing', 'looms']
['nawab', 'malik', 'wilfully', 'breached', 'undertaking', 'to', 'not', 'make', 'statements', 'against', 'wankhede', 'family', 'hc']
['decision', 'to', 'link', 'price', 'of', 'coking', 'coal', 'to', 'imported', 'dry', 'fuel', 'under', 'consideration', 'govt']
['hsbc', 'executes', 'its', 'first', 'sofr', 'linked', 'trade', 'financing', 'with', 'brookfield', 'renewable']
['over', '2', 'lakh', 'farmers', 'in', 'nagaland', 'get', 'rs', '299cr', 'under', 'pm', 'kisan', 'since', '2019', 'narendra', 'singh', 'tomar']
['65', 'cases', 'of', 'norovirus', 'reported', 'till', 'october', '31', 'in', 'india', 'govt', 'tells', 'rajya', 'sabha']
['nearly', '1500', 'companies', 'entered', 'fb', 'segment', 'over', 'past', '5', 'years', 'tracxn']
['anil', 'deshmukh', 'probe', 'former', 'maharashtra', 'chief', 'secretary', 'sitaram', 'kunte', 'appears', 'before', 'ed']
['lendenclub', 'raises', '10', 'million', 'in', 'funding', 'round']
['cybersecurity', 'startup', 'cloudsek', 'bags', '7', 'million', 'in', 'funding', 'led', 'by', 'massmutual', 'ventures']
['sensex', 'rebounds', '600', 'points', 'on', 'bottom', 'fishing', 'buy', 'bank', 'it', 'stocks', 'say', 'analysts']
['have', 'you', 'saved', 'enough', 'for', 'your', 'retirement']
['mfi', 'industry', 'shows', 'improvement', 'after', '2nd', 'wave', 'caution', 'needed', 'on', 'asset', 'quality', 'report']
['hc', 'asks', 'delhi', 'govt', 'to', 'inspect', 'liquor', 'shops', 'recently', 'opened', 'in', 'residential', 'area']
['cold', 'weather', 'can', 'lead', 'to', 'stiff', 'muscles', 'experts', 'suggest', 'staying', 'active', 'to', 'beat', 'winter', 'joint', 'pain']
['hc', 'upholds', 'fema', 'proceedings', 'against', 'private', 'firms']
['pandemic', 'makes', 'the', 'super', 'rich', 'richer', 'global', 'wealth', 'of', 'billionaires', 'soars', 'at', 'a', 'record', 'pace']
['various', 'measures', 'taken', 'to', 'protect', 'bona', 'fide', 'commercial', 'decision', 'of', 'banks', 'fm', 'nirmala', 'sitharaman']
['un', 'panel', 'of', 'external', 'auditors', 'can', 'contribute', 'to', 'strengthening', 'of', 'accountability', 'standards', 'cag', 'murmu']
['pakistani', 'couple', 'stuck', 'at', 'attari', 'border', 'name', 'their', 'newborn', 'border']
['billionaire', 'backed', 'fabindia', 'seeking', '500', 'mn', 'in', 'ipo']
['pm', 'ayushman', 'bharat', 'health', 'infrastructure', 'mission', 'launched', 'to', 'fill', 'gaps', 'in', 'healthcare', 'system', 'government']
['some', 'large', 'cap', 'companies', 'are', 'set', 'to', 'rally', 'deven', 'r', 'choksey']
['will', 'krishna', 'temple', 'be', 'built', 'in', 'lahore', 'if', 'not', 'in', 'mathura', 'up', 'minister', 'laxmi', 'narain', 'chaudhary']
['gold', 'climbs', 'rs', '29', 'silver', 'tanks', 'rs', '149']
['k', 'pop', 'band', 'bts', 'to', 'take', 'extended', 'break', 'ahead', 'of', 'march', 'concert']
['itr', 'filing', 'computing', 'your', 'total', 'taxable', 'income']
['govt', 'cuts', 'shorts', 'tenure', 'of', 'nhpc', 'director', 'personnel', 'n', 'k', 'jain', 'by', '2', 'months']
['proposed', 'india', 'bill', 'banning', 'crypto', 'payments', 'could', 'mean', 'jail', 'for', 'violations']
['drake', 'doesnt', 'want', 'to', 'be', 'a', 'part', 'of', 'the', 'grammy', 'awards', 'withdraws', '2', 'nominations']
['bmw', 'hits', 'one', 'million', 'ev', 'sales', 'targeting', 'two', 'million', 'by', '2025']
['full', 'statehood', 'for', 'jk', 'restoration', 'of', 'articles', '370', '35', 'a', 'among', '7', 'resolutions', 'passed', 'by', 'nc']
['reliance', 'capital', 'says', 'corporate', 'insolvency', 'resolution', 'started', 'against', 'company']
['india', 'exports', '9', '39', 'lakh', 'tonnes', 'of', 'sugar', 'so', 'far', 'this', 'marketing', 'year', 'aista']
['centre', 'disburses', 'rs', '2071cr', 'loan', 'for', '4000', 'odd', 'projects', 'so', 'far', 'under', 'agri', 'infra', 'fund']
['mixing', 'pfizer', 'astraz', 'covid', '19', 'shots', 'with', 'moderna', 'gives', 'better', 'immune', 'response', 'lancet', 'study']
['good', 'time', 'to', 'gradually', 'buy', 'bank', 'stocks', 'vinit', 'sambre']
['sebi', 'amends', 'delisting', 'rules', 'to', 'make', 'ma', 'more', 'convenient']
['eu', 'antitrust', 'regulator', 'seeks', 'input', 'on', 'microsofts', '16', 'billion', 'nuance', 'deal']
['citroen', 'to', 'hike', 'c5', 'aircross', 'suv', 'price', 'by', 'up', 'to', '3', 'from', 'january']
['narendra', 'modi', 'amit', 'shah', 'sonia', 'gandhi', 'priyanka', 'chopra', 'among', 'those', 'tested', 'jabbed', 'for', 'covid', 'in', 'bihar']
['palm', 'oil', 'jumps', '3', 'to', 'one', 'week', 'high', 'on', 'lower', 'stocks', 'forecast']
['panel', 'seeks', 'extra', 'data', 'on', 'mercks', 'covid', 'drug']
['nestle', 'india', 'gets', 'approval', 'under', 'production', 'linked', 'scheme']
['from', 'elon', 'musks', 'favourite', 'dogecoin', 'to', 'gen', 'z', 'term', 'cheugy', '2021s', 'most', 'mispronounced', 'words']
['dave', 'bautista', 'to', 'star', 'in', 'm', 'night', 'shyamalans', 'next', 'directorial', 'knock', 'at', 'the', 'cabin']
['20', 'kgs', 'lighter', 'khushbu', 'sundars', 'weight', 'loss', 'transformation', 'is', 'a', 'hit', 'with', 'netizens']
['jk', 'admin', 'announces', 'austerity', 'measures', 'to', 'promote', 'fiscal', 'discipline']
['australians', 'to', 'create', 'black', 'box', 'to', 'hold', 'world', 'accountable', 'for', 'climate', 'crisis']
['evergrande', 'debt', 'deadline', 'passes', 'with', 'no', 'sign', 'of', 'payment', 'sources']
['volkswagen', 'launches', 'all', 'new', 'tiguan', 'uv', 'in', 'india', 'at', 'rs', '31', '99', 'lakh', 'bookings', 'open']
['handset', 'launches', 'likely', 'delayed', 'shipments', 'may', 'get', 'impacted', 'as', 'supply', 'crunch', 'omnicron', 'loom']
['bitcoin', 'trial', 'defendant', 'wins', 'dispute', 'over', '50b', 'in', 'bitcoin']
['government', 'responsible', 'for', 'deadlock', 'in', 'rajya', 'sabha', 'mallikarjun', 'kharge']
['india', 'is', 'said', 'to', 'consider', 'capital', 'markets', 'regulator', 'for', 'crypto']
['breaking', 'into', 'other', 'niche', 'segments', 'within', 'travel', 'bhanu', 'chopra']
['india', 'says', 'disturbed', 'over', 'sentencing', 'of', 'aung', 'san', 'suu', 'kyi']
['saudi', 'arabia', 'oman', 'sign', 'deals', 'worth', '30', 'bn']
['european', 'equities', 'open', 'higher', 'on', 'easing', 'omicron', 'fears']
['us', 'diplomatic', 'boycott', 'what', 'does', 'it', 'mean', 'for', 'the', 'olympics']
['rahul', 'gandhi', 'raises', 'farmers', 'issue', 'in', 'lok', 'sabha', 'demands', 'compensation']
['uae', 'announces', 'move', 'to', 'saturday', 'sunday', 'weekend', 'state', 'news', 'agency']
['shivalik', 'small', 'finance', 'bank', 'indiagold', 'partner', 'to', 'launch', 'indias', 'first', 'loan', 'against', 'digital', 'gold']
['bengaluru', 'doctor', 'who', 'recovered', 'from', 'omicron', 'tests', 'covid', 'positive', 'again']
['australian', 'shares', 'rise', 'as', 'rba', 'holds', 'rates', 'omicron', 'fears', 'ease']
['doss', 'games', 'raises', 'rs', '2', '5', 'cr', 'in', 'pre', 'seed', 'funding']
['kareena', 'kapoor', 'khan', 'is', 'obsessed', 'with', 'jlaws', 'pregnancy', 'look']
['paytm', 'offers', 'special', 'flight', 'fares', 'for', 'armed', 'forces', 'students', 'senior', 'citizens']
['omicron', 'variant', 'may', 'have', 'picked', 'up', 'a', 'piece', 'of', 'common', 'cold', 'virus']
['katrina', 'kaif', 'and', 'vicky', 'kaushal', 'reach', 'palace', 'resort', 'in', 'rajasthans', 'sawai', 'madhopur', 'for', 'their', 'wedding']
['japans', 'nikkei', 'jumps', 'most', 'in', 'over', 'a', 'month', 'as', 'omicron', 'fear', 'eases']
['omicron', 'in', 'focus', 'up', 'issues', 'fresh', 'guidelines', 'details', 'here']
['wayfr', 'raises', 'rs', '3', 'cr', 'in', 'a', 'seed', 'round', 'from', '2am', 'vc', 'relentless', 'ventures', 'others']
['long', 'term', 'outlook', 'of', 'speciality', 'chemical', 'stocks', 'intact']
['ioc', 'respects', 'us', 'diplomatic', 'boycott', 'of', 'beijing', 'olympics']
['armed', 'forces', 'perseverance', 'courage', 'are', 'outstanding', 'pm', 'modi']
['kejriwal', 'alleges', 'sand', 'mining', 'going', 'on', 'in', 'punjab', 'cms', 'constituency', 'demands', 'probe']
['view', 'assessing', 'putins', 'india', 'visit', 'in', 'an', 'evolving', 'geopolitical', 'landscape']
['retail', 'investors', 'added', 'to', 'didi', 'selloff', 'after', 'delisting', 'news']
['three', 'catalysts', 'that', 'might', 'propel', 'reliance', 'shares', 'up', 'to', '83']
['karnataka', 'is', 'taking', 'measures', 'to', 'set', 'up', 'more', 'genomic', 'sequencing', 'labs', 'cm']
['centre', 'army', 'tells', 'sc', '487', 'women', 'officers', 'out', 'of', '615', 'granted', 'pc', 'court', 'appreciate', 'coas']
['why', 'are', 'bank', 'stocks', 'underperforming']
['omicron', 'better', 'to', 'be', 'safe', 'and', 'quick', 'than', 'sorry']
['saudi', 'aramco', 'blackrock', 'sign', '15', '5bn', 'gas', 'pipeline', 'deal']
['add', 'whirlpool', 'of', 'india', 'target', 'price', 'rs', '2500', 'icici', 'securities']
['omicron', 'effect', 'data', 'signs', 'indicate', 'rbi', 'may', 'keep', 'an', 'accommodative', 'policy']
['buy', 'aarti', 'industries', 'target', 'price', 'rs', '1080', 'axis', 'securities']
['petrol', 'diesel', 'prices', 'remain', 'unchanged', 'across', 'indian', 'metros']
['gss', 'infotech', 'gains', '5', 'on', 'board', 'not', 'to', 'acquire', 'agro', 'based', 'polimeraas']
['armed', 'forces', 'flag', 'day', 'honouring', 'the', 'men', 'in', 'uniform']
['buy', 'amber', 'enterprises', 'india', 'target', 'price', 'rs', '3690', 'axis', 'securities']
['voda', 'idea', 'launches', 'voice', 'over', 'wi', 'fi', 'calling', 'in', 'punjab']
['indigo', 'jumps', '5', 'as', 'call', 'for', 'egm', 'hints', 'at', 'resolution', 'of', 'feud', 'between', 'promoters']
['rupee', 'regains', 'ground', 'opens', '12', 'paise', 'higher', 'against', 'us', 'dollar']
['omicron', 'seen', 'slowing', 'indias', 'policy', 'normalisation', 'path']
['dpcc', 'spent', 'over', 'rs', '12', 'crore', 'on', '3', 'phases', 'of', 'odd', 'even', 'scheme', 'rti', 'reply']
['india', 'us', 'trade', 'policy', 'forum', 'has', 'key', 'role', 'in', 'deepening', 'understanding', 'of', 'each', 'others', 'positions', 'former', 'obama', 'admin', 'official']
['thoughtworks', 'xconf', 'tech', 'talk', 'series', 'foss', 'enables', 'fair', 'and', 'equitable', 'healthcare', 'for', 'all']
['buy', 'equitas', 'small', 'finance', 'bank', 'target', 'price', 'rs', '78', 'axis', 'securities']
['add', 'bajaj', 'electricals', 'target', 'price', 'rs', '1165', 'icici', 'securities']
['add', 'v', 'guard', 'industries', 'target', 'price', 'rs', '282', 'icici', 'securities']
['top', 'cryptocurrency', 'prices', 'today', 'bitcoin', 'hits', '50000', 'ethereum', 'binance', 'coin', 'jump', 'up', 'to', '8']
['best', 'mutual', 'funds', 'to', 'invest', 'for', '20', 'years']
