['twitter', 'gains', 'as', 'board', 'plots', 'defence', 'strategy', 'against', 'musk']
['mindtree', 'q4', 'results', 'profit', 'rises', '49', 'yoy', 'to', 'rs', '473', 'cr', 'firm', 'declares', 'rs', '27', 'dividend']
['when', 'anil', 'kapoor', 'arranged', 'rishi', 'kapoors', 'shirt', 'for', 'good', 'friend', 'satish', 'kaushik', 'in', 'his', 'debut', 'film']
['loan', 'assets', 'securitised', 'by', 'nbfcs', 'jump', '43', 'pc', 'to', 'rs', '1', '25', 'lakh', 'crore', 'last', 'fiscal', 'report']
['exports', 'rise', '37', 'to', 'us18', '8', 'bn', 'during', 'april', '1', '14']
['delhi', 'police', 'organises', 'aman', 'committee', 'meeting', 'at', 'jahangirpuri', 'to', 'maintain', 'peace', 'in', 'area']
['mahindra', 'lifespaces', 'acquires', '11', '5', 'acres', 'land', 'parcel', 'in', 'punes', 'pimpri']
['satyajit', 'rays', 'masterpiece', 'aranyer', 'din', 'ratri', 'to', 'be', 'the', 'inaugural', 'movie', 'at', 'kolkata', 'film', 'festival', 'on', 'april', '25']
['pakistani', 'terrorists', 'misusing', 'aadhaar', 'to', 'camouflage', 'identity', 'jk', 'police', 'for', 'stronger', 'safety', 'features']
['times', 'professional', 'learning', 'iim', 'trichy', 'emerge', 'as', 'strategic', 'partner', 'to', 'provide', 'leadership', 'change', 'management', 'programme', 'for', 'manappuram', 'finance']
['indian', 'institute', 'of', 'management', 'bodh', 'gaya', 'collaborates', 'with', 'times', 'professional', 'learning', 'to', 'launch', 'executive', 'education', 'programmes']
['not', 'need', 'for', 'alarm', 'as', 'hospitalisations', 'low', 'says', 'satyendar', 'jain', 'on', 'covid', 'situation', 'in', 'delhi']
['centre', 'asks', 'kerala', 'to', 'provide', 'updated', 'covid', '19', 'daily', 'data']
['equity', 'investors', 'shed', '2', '5', 'trillion', 'as', 'indices', 'plunge', 'sharply']
['apples', 'werent', 'always', 'big', 'juicy', 'sweet', 'a', 'brief', 'history', 'of', 'this', 'fruits', 'evolution', 'from', 'its', 'ancient', 'roots', 'in', 'kazakhstan']
['sustainable', 'trips', 'a', 'priority', 'for', 'indians', 'travellers', 'opt', 'for', 'eco', 'friendly', 'accommodations', 'transport', 'providers']
['india', 'can', 'help', 'other', 'countries', 'achieve', 'their', 'climate', 'change', 'goals', 'un', 'representative']
['down', '70', 'from', 'all', 'time', 'highs', 'can', 'this', 'crypto', 'token', 'rebound', 'anytime', 'soon']
['earthquake', 'of', '3', '4', 'magnitude', 'hits', 'jk']
['can', 'altering', 'workspaces', 'improve', 'productivity', 'employers', 'plan', 'to', 'transform', 'boring', 'desks', 'to', 'foster', 'creativity']
['wanted', 'to', 'break', 'away', 'from', 'what', 'is', 'expected', 'of', 'a', 'father', 'son', 'duo', 'onscreen', 'harsh', 'varrdhan', 'on', 'working', 'with', 'dad', 'anil', 'kapoor', 'in', 'thar']
['uttar', 'pradesh', 'gsdp', 'rises', '40', 'pc', 'in', 'last', 'five', 'years', 'suresh', 'kumar', 'khanna']
['amarnath', 'yatra', 'ndrf', 'sdrf', 'personnel', 'getting', 'special', 'training', 'to', 'join', 'mountain', 'rescue', 'teams']
['sugar', 'exports', 'may', 'jump', 'to', '90', 'lakh', 'tonnes', 'in', '2021', '22', 'isma']
['shilpa', 'shetty', 'kundra', 'launches', 'vfx', 'studio']
['innoviti', 'granted', 'patent', 'on', 'its', 'technology', 'for', 'double', 'debit', 'avoidance', 'in', 'payment', 'systems']
['southern', 'industry', 'has', 'always', 'made', 'good', 'films', 'and', 'its', 'success', 'is', 'not', 'surprising', 'says', 'anil', 'kapoor']
['embassy', 'group', 'leases', 'out', '85000', 'sq', 'ft', 'to', 'acsia', 'technologies', 'in', 'trivandrum']
['tcs', 'ceo', 'says', 'technology', 'to', 'push', 'investments', 'globally', 'for', 'many', 'more', 'years']
['indian', 'market', 'well', 'positioned', 'to', 'deliver', 'a', '15', '18', 'earnings', 'cagr', 'on', '2', 'year', 'basis', 'sameer', 'narayan']
['after', '1172', 'pt', 'sensex', 'plunge', 'experts', 'decode', 'mondays', 'market', 'mayhem']
['rallies', 'of', 'leaders', 'creating', 'communal', 'strife', 'must', 'be', 'banned', 'says', 'maharashtra', 'congress', 'chief']
['punjab', 'police', 'busts', 'terror', 'module', 'behind', 'nawanshahr', 'cia', 'office', 'grenade', 'attack', '3', 'held']
['rupee', 'slips', '6', 'paise', 'to', '76', '25', 'against', 'us', 'dollar']
['indias', 'wholesale', 'price', 'inflation', 'escalates', 'to', '14', '55', 'in', 'march']
['india', 'summer', 'pulses', 'sowing', 'up', '37', '19', 'as', 'on', 'april', '18', '2022']
['89', 'of', 'indians', 'believe', 'govt', 'initiatives', 'can', 'enhance', 'cyber', 'defences']
['varun', 'beverages', 'hit', 'all', 'time', 'high', 'firm', 'demand', 'for', 'soft', 'drinks']
['dalal', 'street', 'investors', 'poorer', 'by', 'rs', '4', 'lakh', 'crore', '5', 'reasons', 'behind', 'the', 'selloff']
['anand', 'mahindra', 'isnt', 'impressed', 'with', '10', 'min', 'delivery', 'but', 'gives', 'zepto', 'boss', 'a', 'fair', 'chance', 'to', 'explain', 'his', 'pov']
['uk', 'pm', 'johnson', 'facing', 'new', 'partygate', 'claims', 'ahead', 'of', 'india', 'visit']
['post', 'covid', 'brain', 'fog', 'ruining', 'your', 'productivity', 'try', 'salmon', 'cocoa', 'and', 'other', 'food', 'items', 'to', 'get', 'back', 'your', 'mental', 'sharpness']
['tata', 'power', 'renewable', 'raises', '4000', 'crore', 'shares', 'down', 'over', '5', 'on', 'profit', 'booking']
['stuck', 'container', 'ship', 'in', 'chesapeake', 'bay', 'finally', 'refloated']
['rakul', 'preet', 'singh', 'invests', 'in', 'd2c', 'brand', 'wellbeing', 'nutrition']
['omicron', 'ups', 'risk', 'of', 'upper', 'airway', 'infections', 'cardiac', 'arrest', 'in', 'small', 'kids']
['we', 'need', 'to', 'take', 'the', 'fight', 'to', 'rivals', 'with', 'competitive', 'affordable', 'cars', 'maruti', 'ceo', 'hisashi', 'takeuchi']
['lupin', 'gets', 'usfda', 'nod', 'to', 'market', 'drug', 'used', 'to', 'treat', 'chronic', 'hepatitis', 'b']
['india', 'potentially', 'could', 'be', 'a', 'beneficiary', 'of', 'growing', 'economic', 'nationalism', 'in', 'asia', 'rob', 'subbaraman', 'nomura']
['r', 'madhavan', 'overwhelmed', 'after', 'son', 'vedaant', 'bags', 'gold', 'medal', 'at', 'danish', 'open', 'swimming', 'meet']
['sadhvi', 'rithambara', 'asks', 'hindu', 'couples', 'to', 'produce', '4', 'kids', 'each', 'dedicate', '2', 'to', 'nation']
['who', 'is', 'raja', 'chari', 'the', 'indian', 'american', 'nasa', 'astronaut', 'all', 'set', 'to', 'return', 'to', 'earth', 'after', 'six', 'months', 'in', 'space']
['telcos', 'satcom', 'cos', 'must', 'coexist', 'in', 'mmwave', 'band', 'for', 'optimum', 'resource', 'use', 'says', 'trai']
['indias', 'digital', 'revolution', 'is', 'pushing', 'credit', 'cards', 'out', 'of', 'the', 'arena']
['maruti', 'suzuki', 'to', 'launch', 'its', 'first', 'electric', 'car', 'in', '2025']
['microsoft', 'joins', 'udaans', 'debt', 'funding', 'round']
['indiabulls', 'real', 'estate', 'to', 'use', 'rs', '865', 'crore', 'qip', 'proceeds', 'for', 'land', 'acquisition', 'debt', 'reduction']
['kenneth', 'andrade', 'on', 'why', 'it', 'is', 'not', 'the', 'right', 'time', 'to', 'go', 'bottom', 'fishing']
['sensex', 'plunges', 'over', '1000', 'points', 'infosys', 'hdfc', 'bank', 'under', 'selling', 'pressure']
['icici', 'securities', 'gives', 'a', 'buy', 'call', 'on', 'policybazaar', 'and', 'paisabazaar', 'know', 'the', 'target', 'price']
['police', 'investigation', 'team', 'attacked', 'by', 'family', 'of', 'man', 'who', 'opened', 'fire', 'in', 'jahangirpuri', 'officials']
['benedict', 'cumberbatch', 'all', 'set', 'to', 'host', 'snl', 'on', 'may', '7']
['digit', 'insurance', 'appoints', 'jasleen', 'kohli', 'as', 'md', 'and', 'ceo']
['covid', '19', 'delhi', 'records', 'a', '500', 'spike', 'in', 'cases', 'in', 'the', 'last', '15', 'days']
['what', 'a', 'holcim', 'exit', 'would', 'mean', 'for', 'acc', 'ambuja', 'investors', 'cement', 'sector']
['karisma', 'kapoor', 'to', 'play', 'detective', 'in', 'abhinay', 'deos', 'neo', 'noir', 'crime', 'dramabrown']
['the', 'steady', 'rise', 'of', 'citizenship', 'by', 'investment', 'in', 'a', 'post', 'pandemic', 'world']
['up', 'govt', 'makes', 'wearing', 'of', 'mask', 'compulsory', 'in', 'ncr', 'lucknow']
['delhi', 'capitals', 'under', 'quarantine', 'following', 'covid', '19', 'scare', 'cancel', 'travel', 'to', 'pune', 'reports', 'say']
['litre', 'in', 'rajasthan', 'highest', 'in', 'india']
['zydus', 'lifesciences', 'gets', 'usfda', 'nod', 'for', 'generic', 'product']
['rajkummar', 'rao', 'sanya', 'malhotra', 'wrap', 'up', 'shoot', 'for', 'cop', 'drama', 'hit', 'the', 'first', 'case']
['lml', 'electric', 'inks', 'loi', 'with', 'germanys', 'erockit', 'to', 'form', 'jv']
['states', 'giving', 'away', 'freebies', 'is', 'a', 'matter', 'of', 'concern', 'sbi', 'report']
['buy', 'cesc', 'target', 'price', 'rs', '120', 'icici', 'securities']
['ukraine', 'says', 'powerful', 'russian', 'strikes', 'kill', 'six', 'in', 'lviv']
['good', 'governance', 'begins', 'in', 'the', 'founders', 'head', 'info', 'edges', 'sanjeev', 'bikhchandani']
['maruti', 'hikes', 'prices', 'to', 'offset', 'impact', 'of', 'rising', 'input', 'costs']
['sri', 'lankan', 'president', 'gotabaya', 'rajapaksa', 'trims', 'cabinet', 'of', 'relatives']
['jasleen', 'kohli', 'appointed', 'as', 'new', 'md', 'and', 'ceo', 'of', 'prem', 'watsa', 'backed', 'digit', 'insurance']
['cryptocurrency', 'exchanges', 'under', 'stress', 'as', 'liquidity', 'providers', 'take', 'a', 'step', 'back', 'due', 'to', 'tds']
['will', 'develop', 'khajuraho', 'as', 'world', 'class', 'railway', 'station', 'ashwini', 'vaishnaw']
['farmers', 'hope', 'to', 'get', 'justice', 'rakesh', 'tikait', 'on', 'cancellation', 'of', 'bail', 'to', 'ashish', 'mishra']
['samantha', 'wraps', 'up', 'shoot', 'of', 'shaakuntalam', 'a', 'film', 'in', 'which', 'she', 'play', 'the', 'role', 'of', 'the', 'legendary', 'princess']
['buy', 'nhpc', 'target', 'price', 'rs', '45', 'icici', 'securities']
['buying', 'nifty', 'may', 'not', 'help', 'now', 'look', 'at', 'capital', 'goods', 'reopen', 'trade', 'sandip', 'sabharwal']
['commodity', 'course', 'buy', 'this', 'metal', 'future', 'to', 'generate', 'up', 'to', '14', 'returns']
['india', 'says', 'who', 'report', 'claiming', 'four', 'million', 'covid', 'deaths', 'in', 'india', 'based', 'on', 'flawed', 'methodology']
['pe', 'investment', 'in', 'indian', 'real', 'estate', 'up', '5x', 'sequentially', 'report']
['new', 'icloud', 'phishing', 'scam', 'could', 'drain', 'users', 'metamask', 'crypto', 'wallets']
['zomato', 'and', 'swiggy', 'are', 'now', 'backing', 'restaurant', 'management', 'company', 'urbanpiper']
['crypto', 'exchanges', 'look', 'at', 'institutional', 'investors', 'college', 'students', 'as', 'volumes', 'fall']
['what', 'will', 'holcim', 'exit', 'mean', 'for', 'the', 'cement', 'pack', 'rakesh', 'arora', 'answers']
['who', 'director', 'general', 'dr', 'tedros', 'ghebreyesus', 'to', 'be', 'on', 'three', 'day', 'gujarat', 'visit', 'from', 'monday']
['why', 'india', 'has', 'been', 'soft', 'on', 'russia', 'here', 'are', 'the', 'strong', 'reasons']
['oneplus', '10r', 'oneplus', 'nord', 'ce', '2', 'lite', '5g', 'oneplus', 'nord', 'buds', 'to', 'arrive', 'on', 'april', '28', 'check', 'details']
['audi', 'gears', 'up', 'to', 'drive', 'in', 'new', 'version', 'of', 'a8', 'in', 'india', 'bookings', 'to', 'open', 'in', 'next', 'few', 'days']
['elon', 'flexes', 'his', 'muskles', 'amul', 'topical', 'takes', 'a', 'dig', 'at', 'tesla', 'chiefs', 'move', 'to', 'take', 'over', 'twitter']
['even', 'lord', 'ram', 'will', 'be', 'restless', 'over', 'developments', 'in', 'madhya', 'pradeshs', 'khargone', 'says', 'sanjay', 'raut']
['how', 'rakesh', 'jhunjhunwala', 'reshuffled', 'his', 'portfolio', 'in', 'march', 'quarter']
['17', 'wagons', 'of', 'goods', 'train', 'derail', 'near', 'punjabs', 'rupnagar', 'no', 'casualty', 'reported']
['swiggy', 'zomato', 'back', 'restaurant', 'management', 'startup', 'urbanpiper', 'in', 'a', '24', 'million', 'funding', 'round']
['battle', 'underway', 'delhivery', 'ecom', 'express', 'xpressbees', 'trigger', 'new', 'charge', 'on', 'logistics', 'aggregators']
['support', 'hunar', 'haat', 'artisans', 'thakur', 'urges', 'bollywood', 'corporate', 'houses']
['40', 'lakh', 'indians', 'died', 'due', 'to', 'government', 'negligence', 'during', 'pandemic', 'says', 'rahul', 'gandhi']
['no', 'word', 'from', 'mariupol', 'as', 'surrender', 'window', 'offered', 'by', 'russia', 'opens']
['buy', 'tanla', 'platforms', 'target', 'price', 'rs', '1900', 'hdfc', 'securities']
['expertia', 'ai', 'raises', '1', '2', 'million', 'funding', 'led', 'by', 'chiratae', 'ventures', 'endiya', 'partners']
['next', 'year', 'to', 'be', 'very', 'tough', 'for', 'infosys', 'hdfc', 'bank', 'to', 'underperform', 'sandip', 'sabharwal']
['buy', 'indiamart', 'intermesh', 'target', 'price', 'rs', '7200', 'hdfc', 'securities']
['a', 'year', 'for', 'bulls', 'or', 'bears', 'heres', 'what', 'our', 'fund', 'managers', 'have', 'to', 'say']
['add', 'bse', 'target', 'price', 'rs', '925', 'hdfc', 'securities']
['buy', 'coal', 'india', 'target', 'price', 'rs', '234', 'icici', 'securities']
['rupee', 'skids', 'against', 'us', 'dollar', 'as', 'oil', 'prices', 'head', 'north', 'equities', 'crack']
['road', 'accident', 'triggers', 'communal', 'clash', 'in', 'gujarats', 'vadodara', '19', 'held']
['back', 'in', 'black', 'salman', 'khan', 'and', 'shah', 'rukh', 'khan', 'attend', 'baba', 'siddiques', 'star', 'studded', 'iftar', 'party', 'after', 'two', 'years']
['buy', 'info', 'edge', 'india', 'target', 'price', 'rs', '5560', 'hdfc', 'securities']
['legendary', 'odia', 'singer', 'prafulla', 'kar', 'dies', 'at', '83']
['jspls', 'steel', 'production', 'rises', 'in', 'march', 'quarter']
['the', 'nft', 'for', 'jack', 'dorseys', 'first', 'tweet', 'ever', 'is', 'worth', 'only', '6800', 'now']
['demand', 'for', 'soft', 'drinks', 'and', 'ice', 'creams', 'hits', 'five', 'year', 'high', 'on', 'early', 'onset', 'of', 'summer', 'and', 'rise', 'in', 'mobility']
['spicejet', 'launches', 'new', 'additional', 'non', 'stop', 'flights', 'on', 'domestic', 'and', 'international', 'routes', 'starting', 'april', '26']
['q4', 'earnings', 'preview', 'icici', 'pru', 'life', 'profit', 'may', 'grow', 'multifold', 'modest', 'vbn', 'growth', 'likely']
['zoya', 'akhtars', 'archies', 'begins', 'production', 'celebrity', 'kids', 'suhana', 'khan', 'agastya', 'nanda', 'khushi', 'kapoor', 'to', 'star', 'in', 'the', 'film']
['will', 'continue', 'to', 'respond', 'strongly', 'to', 'wilful', 'misconduct', 'fraud', 'says', 'bharatpe', 'investor', 'sequoia', 'capital']
['chinas', 'shenzhou', '13', 'crew', 'returns', 'to', 'earth', 'after', 'a', 'record', 'setting', 'mission', 'in', 'space']
['add', 'hindustan', 'unilever', 'target', 'price', 'rs', '2450', 'icici', 'securities']
['rising', 'fuel', 'cng', 'prices', 'auto', 'taxi', 'mini', 'bus', 'drivers', 'in', 'delhi', 'to', 'go', 'on', 'strike', 'on', 'monday']
['mutual', 'funds', 'add', 'over', '3', 'cr', 'folios', 'in', 'fy22', 'on', 'sharp', 'rally', 'in', 'equity', 'market', 'digitisation']
