['back', 'to', 'schools', 'so', 'whats', 'the', 'class', 'covid', 'sop']
['as', 'skies', 'get', 'crowded', 'jostle', 'for', 'pilots', 'begins']
['nhpc', 'to', 'develop', 'green', 'hydrogen', 'project', 'in', 'himachal', 'pradesh']
['bjp', 'highlights', 'govts', 'measures', 'for', 'st', 'community']
['zomato', 'to', 'discuss', 'new', 'delisting', 'policy', 'with', 'restaurants', 'body', 'next', 'week']
['senco', 'gold', 'files', 'drhp', 'with', 'sebi', 'for', 'rs', '525', 'crore', 'ipo']
['deepak', 'chahar', 'might', 'lose', 'all', 'of', 'his', 'rs', '14', 'crore', 'for', 'the', 'ipl', '2022', 'season', 'because', 'of', 'injury']
['pm', 'modi', 'to', 'unveil', 'lord', 'hanuman', 'statue', 'in', 'gujarats', 'morbi']
['vagsheer', 'sixth', 'submarine', 'under', 'scorpene', 'project', 'to', 'be', 'launched', 'on', 'apr', '20']
['one', 'board', 'exam', 'pattern', 'or', 'split', 'terms', 'cbse', 'yet', 'to', 'decide', 'for', 'class', '10', '12', 'exams', 'for', '2022', '23', 'session']
['bjp', 'fact', 'finding', 'team', 'meets', 'rape', 'victims', 'family', 'criticises', 'wb', 'government']
['india', 'to', 'get', 'record', 'number', 'of', 'doctors', 'in', 'next', '10', 'years', 'pm']
['sps', 'rs', 'mp', 'sukhram', 'yadav', 'meets', 'adityanath', 'triggers', 'speculations', 'of', 'crossover', 'to', 'bjp']
['indian', 'diaspora', 'keeping', 'identity', 'of', 'india', 'alive', 'wherever', 'they', 'are', 'rajnath', 'singh']
['pm', 'modi', 'vietnams', 'communist', 'party', 'gen', 'secy', 'discuss', 'ukraine', 'south', 'china', 'sea', 'situation']
['foundry', 'industry', 'aiming', 'to', 'double', 'market', 'size', 'to', 'usd', '32', 'bn', 'in', '7', 'years', 'iif']
['this', 'is', 'how', 'mother', 'in', 'law', 'neetu', 'ranbirs', 'sisters', 'welcomed', 'bahu', 'alia', 'into', 'the', 'kapoor', 'clan']
['use', 'loudspeakers', 'to', 'discuss', 'price', 'rise', 'says', 'aaditya', 'thackeray']
['present', 'situation', 'in', 'maharashtra', 'wouldnt', 'have', 'arisen', 'had', 'couple', 'of', 'bjp', 'leaders', 'been', 'jailed', 'eknath', 'khadse']
['bro', 'to', 'set', 'up', 'new', 'rcc', 'units', 'task', 'force', 'for', 'development', 'work', 'in', 'ladakh', 'dg']
['whatsapp', 'will', 'soon', 'allow', '32', 'people', 'in', 'group', 'voice', 'call', 'larger', 'file', 'sharing', 'up', 'to', '1gb']
['will', 'become', 'minister', 'again', 'after', 'coming', 'out', 'clear', 'eshwarappa', 'says', 'ahead', 'of', 'resignation']
['musk', 'just', 'lit', 'a', 'fuse', 'under', 'best', 'laid', 'plans', 'of', 'social', 'companies']
['services', 'exports', 'to', 'australia', 'likely', 'to', 'reach', '5', 'bn', 'by', '2027', 'sepc']
['coal', 'supply', 'to', 'power', 'plants', 'rises', '25', 'in', 'fy22']
['development', 'not', 'possible', 'without', 'peace', 'pm', 'should', 'make', 'appeal', 'for', 'reducing', 'communal', 'tension', 'gehlot']
['alliance', 'air', 'to', 'operate', 'flights', 'between', 'gujarats', 'keshod', 'to', 'mumbai', 'from', 'saturday']
['maruti', 'suzuki', 'drives', 'in', 'new', 'ertiga', 'at', 'rs', '8', '35', 'lakh']
['ayushman', 'bharat', 'tele', 'consultation', 'facility', 'to', 'start', 'at', '1', 'lakh', 'wellness', 'centres', 'from', 'saturday']
['plants', 'have', 'become', 'a', 'must', 'have', 'for', 'home', 'decor', 'but', 'before', 'you', 'buy', 'one', 'make', 'sure', 'you', 'know', 'how', 'to', 'keep', 'them', 'alive']
['future', 'enterprises', 'defaults', 'on', 'rs', '1', '22', 'cr', 'interest', 'payment', 'for', 'ncds']
['join', 'us', 'aap', 'gujarat', 'chief', 'invites', 'unhappy', 'hardik', 'patel']
['blackrock', 'deal', 'after', '190', 'gain', 'can', 'multibagger', 'tata', 'power', 'rise', 'further']
['hdfc', 'bank', 'q4', 'preview', 'profit', 'may', 'jump', '24', '28', 'yoy', 'heres', 'what', 'to', 'watch', 'out', 'for']
['bhatt', 'byaah', 'with', 'a', 'quirky', 'topical', 'amul', 'celebrates', 'alia', 'ranbirs', 'intimate', 'wedding']
['saudi', 'prince', 'alwaleed', 'bin', 'talal', 'rejects', 'elon', 'musks', 'twitter', 'takeover', 'bid']
['zomatos', 'new', 'policy', 'stokes', 'concern', 'from', 'nrai']
['moderate', 'intensity', 'quake', 'hits', 'odishas', 'nayagarh', 'district']
['nearly', '48', 'pc', 'rise', 'in', 'home', 'isolation', 'cases', 'of', 'covid', 'in', 'last', 'one', 'week', 'in', 'delhi', 'data']
['not', 'just', 'at', 'bandras', 'vastu', 'but', 'ranbir', 'alias', 'wedding', 'was', 'also', 'held', 'in', 'kolkata', 'courtesy', 'fans']
['air', 'india', 'starts', 'restoring', 'salaries', 'in', 'a', 'phased', 'manner', 'to', 'pre', 'pandemic', 'levels']
['yediyurappa', 'backs', 'eshwarappa', 'says', 'he', 'will', 'come', 'out', 'clear', 'and', 'return', 'as', 'minister']
['committee', 'to', 'be', 'set', 'up', 'to', 'consider', 'auto', 'taxi', 'fare', 'revision', 'in', 'delhi', 'gahlot']
['maha', 'govt', 'wont', 'allow', 'anyone', 'to', 'vitiate', 'states', 'atmosphere', 'walse', 'patil', 'on', 'mns', 'chiefs', 'loudspeaker', 'remark']
['dhfl', 'scam', 'dheeraj', 'wadhawan', 'may', 'have', 'to', 'face', 'personal', 'insolvency', 'action']
['vengeance', 'with', 'which', 'bjp', 'bulldozing', 'constitution', 'has', 'reached', 'homes', 'of', 'minorities', 'mehbooba']
['nifty', 'support', 'near', '17000', 'bandhan', 'rallis', 'india', 'hindalco', 'top', 'buys', 'siddarth', 'bhamre']
['binance', 'promotes', 'chagri', 'poyraz', 'to', 'global', 'head', 'of', 'sanctions']
['be', 'very', 'cautious', 'but', 'put', 'your', 'bet', 'on', 'these', '5', 'sectors', 'ajay', 'bagga']
['elon', 'musk', 'is', 'no', 'longer', 'twitters', 'largest', 'shareholder', 'vanguard', 'group', 'ups', 'stake', 'to', '10', '3']
['hawkers', 'permitted', 'to', 'operate', 'in', 'markets', 'only', 'in', 'accordance', 'with', 'policy', 'sc']
['india', 'registers', '949', 'new', 'covid', '19', 'cases', 'active', 'cases', 'rise', 'to', '11191']
['tata', 'neu', 'will', 'also', 'have', 'brands', 'from', 'other', 'companies', 'in', 'future', 'says', 'n', 'chandrasekaran']
['jefferies', 'now', 'covers', 'tci', 'express', 'rates', 'it', 'a', 'buy']
['us', 'looks', 'forward', 'to', 'work', 'with', 'new', 'pm', 'shehbaz', 'sharif', 'says', 'ties', 'with', 'pakistan', 'vital']
['elon', 'musks', 'retail', 'investor', 'army', 'could', 'offer', 'twitter', 'takeover', 'hope']
['us', 'info', 'war', 'aimed', 'at', 'gaining', 'upper', 'hand', 'against', 'russia']
['findability', 'sciences', 'looks', 'to', 'ramp', 'up', 'presence', 'in', 'india', 'invest', 'in', 'statistics', 'and', 'computer', 'programming', 'talent']
['egypt', 'adds', 'india', 'as', 'new', 'wheat', 'import', 'origin']
['goldman', 'sachs', 'morgan', 'stanley', 'face', 'off', 'on', 'musk', 'bid', 'for', 'twitter']
['hyatt', 'hotels', 'plans', 'to', 'add', 'over', '3800', 'keys', 'with', 'over', '50', 'hotels', 'in', 'india', 'by', '2023']
['good', 'friday', '2022', 'how', 'the', 'day', 'become', 'a', 'universal', 'symbol', 'of', 'sacrifice', 'compassion']
['investigate', 'jaiprakash', 'associates', 'sail', 'to', 'nclt']
['how', 'vardhman', 'textiles', 'vice', 'chairman', 'and', 'jmd', 'is', 'prompting', 'womens', 'empowerment']
['stuck', 'for', 'a', 'month', 'in', 'the', 'chesapeake', 'ever', 'forward', 'to', 'use', 'full', 'moon', 'to', 'free', 'ship']
['what', 'to', 'do', 'and', 'what', 'not', 'to', 'do', 'for', 'an', 'inflation', 'proof', 'portfolio', 'gurmeet', 'chadha']
['why', 'chakri', 'lokapriya', 'is', 'still', 'not', 'impressed', 'by', 'itc']
['brokers', 'cut', 'infosys', 'targets', 'by', '4', '7', 'but', 'still', 'remain', 'bullish']
['earthquake', 'of', 'magnitude', '5', '3', 'hits', 'arunachal', 'pradesh']
['us', 'president', 'joe', 'biden', 'greets', 'people', 'on', 'mahavir', 'jayanti']
['tatas', 'hydrogen', 'bus', 'gets', 'nod', 'for', 'roadworthiness', 'trials', 'from', 'govt']
['india', 'sri', 'lanka', 'ministerial', 'meet', 'on', 'the', 'cards']
['pgi', 'chandigarh', 'gets', 'nod', 'to', 'study', 'vaccine', 'mixing']
['blackrock', 'led', 'team', 'to', 'invest', '4000', 'crore', 'in', 'tatas', 'renewables', 'firm']
['tcs', 'has', 'upper', 'hand', 'with', 'deal', 'wins', 'lower', 'attrition', 'in', 'fy23', 'vs', 'infosys']
['india', 'in', 'no', 'rush', 'for', 're', 'rouble', 'mechanism']
['labour', 'force', 'shrinks', 'by', '3', '8', 'million', 'in', 'march', 'to', '428', 'million', 'cmie']
['bank', 'of', 'india', 'moves', 'nclt', 'against', 'future', 'retail', 'files', 'insolvency', 'plea']
['increased', 'tax', 'revenue', 'mop', 'up', 'keeps', 'india', 'on', 'track', 'to', 'becoming', '5', 'trn', 'economy', 'finance', 'ministry']
['road', 'transport', 'ministry', 'completes', '141190', 'km', 'of', 'national', 'highways']
['crazy', 'rich', 'asians', 'star', 'henry', 'golding', 'boards', 'downtown', 'owl', 'adaptation']
['direct', 'selling', 'has', 'to', 'be', 'clearly', 'defined', 'industry', 'bodies']
['ukraine', 'says', 'it', 'sank', 'russian', 'flagship', 'moscow', 'denies']
['after', 'chat', 'with', 'karnataka', 'cm', 'ks', 'eshwarappa', 'says', 'will', 'quit', 'in', 'interest', 'of', 'party']
['china', 'says', 'family', 'infections', 'among', 'reasons', 'responsible', 'for', 'shanghai', 'covid', 'spread']
['delhi', 'tightens', 'rules', 'for', 'schools', 'as', 'covid', 'cases', 'rise']
['why', 'the', 'developed', 'world', 'must', 'step', 'up', 'to', 'strengthen', 'the', 'weakest', 'links', 'in', 'the', 'global', 'covid', 'chain']
['us', 'president', 'joe', 'biden', 'says', 'us', 'deciding', 'on', 'sending', 'envoy', 'to', 'ukraine']
['ironic', 'officewear', 'collection', '2022']
['hindu', 'sena', 'puts', 'up', 'posters', 'near', 'jnu', 'main', 'gate', 'warns', 'of', 'stringent', 'steps', 'if', 'saffron', 'insulted']
['textiles', 'pli', 'scheme', 'nod', 'for', '61', 'proposals', 'to', 'bring', 'in', '19077', 'crore']
['punjab', 'cm', 'bhagwant', 'mann', 'says', 'he', 'sent', 'officials', 'to', 'meet', 'delhi', 'cm', 'arvind', 'kejriwal']
['hiranandani', 'logistics', 'jv', 'greenbase', 'leases', 'out', '2', 'lakh', 'sq', 'ft', 'industrial', 'space', 'to', 'jost']
['news', 'from', 'the', 'island', 'isnt', 'very', 'good', 'for', 'many', 'indian', 'entities']
['price', 'gap', 'between', 'cng', 'and', 'petrol', 'diesel', 'narrows']
['india', 'meteorological', 'department', 'springs', 'up', 'new', 'rainfall', 'normal']
['pm', 'modi', 'on', '3', 'day', 'trip', 'to', 'gujarat', 'from', 'april', '18']
['merlin', 'launches', 'tallest', 'skyscraper', 'in', 'kolkatas', 'it', 'hub']
['hardik', 'patel', 'again', 'hits', 'out', 'at', 'partys', 'state', 'leadership', 'surge', 'of', 'dissent', 'in', 'gujarat', 'congress']
['axis', 'bank', 'ceo', 'amitabh', 'chaudhrys', 'six', 'point', 'guide', 'on', 'how', 'to', 'build', 'a', 'robust', 'credit', 'ecosystem']
['shanghai', 'lockdown', 'could', 'shave', 'off', 'about', '2', 'of', 'chinas', 'total', 'gdp']
['kolkata', 'cbi', 'arrest', 'one', 'more', 'person', 'in', 'rampurhat', 'killing']
['china', 'locked', 'down', 'shanghai', 'residents', 'barter', 'for', 'what', 'money', 'cant', 'buy']
['katrina', 'kaif', 'deepika', 'padukone', 'priyanka', 'chopra', 'and', 'others', 'wish', 'newlywed', 'couple', 'alia', 'ranbir', 'a', 'happy', 'married', 'life']
['no', 'specific', 'words', 'against', 'any', 'community', 'at', 'delhi', 'sansad', 'police', 'tells', 'supreme', 'court']
['as', 'schools', 'open', 'centre', 'set', 'to', 'launch', 'mission', 'drug', 'awareness', 'for', 'classes', '6', '11']
['bids', 'invited', 'to', 'set', 'up', 'manufacturing', 'zone', 'for', 'power', 'renewable', 'energy']
['oversupply', 'of', 'spectrum', 'to', 'telcos', 'at', 'the', 'cost', 'of', 'satellite', 'industry', 'ispa', 'on', 'trai', 'recommendations']
['centre', 'infuses', '5000', 'crore', 'into', '3', 'state', 'run', 'insurance', 'companies']
['uk', 'has', 'been', 'winning', 'back', 'indian', 'migrants', 'one', 'immigration', 'policy', 'at', 'a', 'time']
['stock', 'and', 'bond', 'bottom', 'feeders', 'hold', 'on', 'tight', 'amid', 'fed', 'bullying']
['eshwarappas', 'resignation', 'cannot', 'be', 'considered', 'a', 'setback', 'for', 'the', 'govt', 'karnataka', 'cm']
['sc', 'directs', 'cpcb', 'to', 'conduct', 'surprise', 'inspections', 'at', 'brick', 'kilns', 'in', 'ncr']
['kolkata', 'besides', 'cbi', 'ed', 'to', 'probe', 'bengal', 'ssc', 'recruitment', 'scam']
['with', 'woman', 'cm', 'even', 'a', 'single', 'crime', 'against', 'women', 'shameful', 'trinamool', 'mp']
