['pm', 'modi', 'greets', 'dalai', 'lama', 'on', 'his', 'birthday']
['lenders', 'accept', 'rs', '2500', 'crore', 'offer', 'from', 'jindal', 'family', 'faction', 'to', 'settle', 'dues', 'of', 'power', 'firm']
['power', 'demand', 'soars', 'to', 'all', 'time', 'high', 'of', '197', '06', 'gw', 'on', 'tuesday']
['amarinder', 'singh', 'meets', 'sonia', 'gandhi', 'amid', 'infighting', 'in', 'punjab', 'congress']
['813', 'major', 'railway', 'stations', 'get', 'ip', 'based', 'cctv', 'cameras']
['modi', 'govt', 'gives', 'promotions', 'to', 'ministers', 'for', 'attacking', 'rahul', 'gandhi', 'congress', 'ahead', 'of', 'cabinet', 'reshuffle']
['like', 'bofors', 'set', 'up', 'jpc', 'for', 'rafale', 'deal', 'digvijaya', 'singh', 'to', 'pm', 'modi']
['bengal', 'government', 'passes', 'resolution', 'to', 'set', 'up', 'vidhan', 'parishad']
['indo', 'pacific', 'summit', 'organised', 'by', 'india', 'pushes', 'post', 'pandemic', 'economic', 'recovery']
['india', 'remains', 'committed', 'to', 'promotion', 'and', 'protection', 'of', 'human', 'rights', 'mea']
['sbi', 'to', 'auction', 'two', 'npa', 'accounts', 'to', 'recover', 'dues', 'of', 'over', 'rs', '313', 'cr']
['samsung', 'skips', 'telecom', 'pli', 'scheme', 'ericsson', 'participates', 'through', 'jabil']
['nse', 'clarifies', 'on', 'nifty', 'futures', 'trade', 'spike', 'says', 'its', 'systems', 'fine']
['cabinet', 'reshuffle', 'likely', 'on', 'wednesday', 'amid', 'buzz', 'of', 'big', 'reset']
['ceo', 'of', 'the', 'worlds', 'largest', 'cryptocurrency', 'said', 'that', 'financial', 'assets', 'like', 'cryptocurrencies', 'only', 'come', 'along', 'once', 'in', 'a', 'generation']
['mathura', 'court', 'rejects', 'bail', 'plea', 'of', 'kerala', 'based', 'journalist', 'siddique', 'kappan']
['govt', 'launches', 'mobile', 'app', 'matsya', 'setu', 'for', 'aqua', 'farmers']
['over', '15', 'lakh', 'non', 'resident', 'keralites', 'return', 'home', 'during', 'may', '2020', 'june', '2021', 'from', '6', 'gulf', 'nations', 'official', 'data']
['rec', 'raises', '400', 'million', 'at', 'a', 'tighter', 'rate']
['narendra', 'modi', 'government', 'creates', 'a', 'new', 'ministry', 'of', 'co', 'operation', 'sources']
['former', 'assam', 'cm', 'sarbananda', 'sonowal', 'reaches', 'new', 'delhi', 'ahead', 'of', 'union', 'cabinet', 'expansion']
['paytm', 'rejigs', 'board', 'ahead', 'of', 'its', '2', '2', 'billion', 'ipo']
['west', 'coast', 'to', 'see', 'increase', 'in', 'rainfall', 'activity', 'from', 'july', '9']
['rapido', 'files', 'application', 'to', 'operate', 'bike', 'taxis', 'in', 'karnataka']
['images', 'of', 'people', 'thronging', 'hill', 'stations', 'frightening', 'govt', 'stresses', 'on', 'following', 'covid', 'protocols']
['greater', 'noida', 'authority', 'allotted', '62', 'acres', 'of', 'industrial', 'land', 'to', 'five', 'companies', 'official']
['nse', 'bse', 'bulk', 'deals', 'tamarind', 'capital', 'sells', 'stake', 'in', 'dhani', 'services']
['all', 'india', 'radio', 'news', 'department', 'hit', 'by', 'vacancies', 'manpower', 'crunch']
['creation', 'of', 'separate', 'ministry', 'of', 'cooperation', 'fulfils', 'budget', 'announcement', 'made', 'by', 'finance', 'minister', 'govt', 'sources', 'pti', 'kr', 'smn', 'smn']
['assam', 'assembly', 'budget', 'session', 'allowed', 'to', 'be', 'held', 'from', 'july', '12']
['cumulative', 'covid', 'vaccine', 'doses', 'administered', 'in', 'india', 'cross', '36', 'crore', 'health', 'ministry']
['maharashtra', 'congress', 'renews', 'demand', 'for', 'muslim', 'quota', 'in', 'education']
['trade', 'setup', 'major', 'hurdle', 'for', 'nifty50', 'remains', 'at', '15850', '15900']
['urban', 'indians', 'have', 'appetite', 'for', 'travel', 'health', 'safety', 'risks', 'are', 'biggest', 'barrier', 'report']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'wednesday']
['73', 'districts', 'reported', 'over', '10', 'covid', 'positivity', 'rate', 'in', 'june', '29', 'july', '5', 'week', 'govt']
['court', 'comes', 'down', 'hard', 'on', 'twitter']
['crypto', 'exchanges', 'use', 'trading', 'lull', 'to', 'build', 'capacity', 'improve', 'systems']
['china', 'deepens', 'crypto', 'crackdown', 'with', 'central', 'bank', 'warning']
['mop', 'clarification', 'enables', 'bses', 'discoms', 'to', 'exit', 'ntpc', 'ppa', 'for', 'the', 'first', 'time']
['now', 'earn', 'interest', 'like', 'bank', 'savings', 'account', 'on', 'your', 'bitcoin', 'wallet']
['common', 'eligibility', 'test', 'for', 'govt', 'job', 'aspirants', 'will', 'be', 'conducted', 'from', 'early', '2022', 'jitendra', 'singh']
['not', 'another', 'anniversary']
['winning', 'bidder', 'proposes', 'benefits', 'for', 'jet', 'airways', 'staff', 'with', 'rider', 'need', 'at', 'least', '95', 'approval']
['ib', 'pressurised', 'kerala', 'police', 'to', 'arrest', 'nambi', 'narayanan', 'in', 'the', 'isro', 'espionage', 'case', 'ex', 'kerala', 'dgp', 'siby', 'mathews']
['petrol', 'diesel', 'prices', 'likely', 'to', 'rise', 'further', 'as', 'crude', 'oil', 'hits', '77', 'a', 'barrel']
['mamata', 'slams', 'bjp', 'mlas', 'for', 'not', 'disrupting', 'governor', 'dhankhars', 'speech']
['bengal', 'govt', 'appeals', 'to', 'a', 'larger', 'bench', 'of', 'calcutta', 'hc', 'to', 'reconsider', 'its', 'recent', 'order', 'on', 'post', 'poll', 'violence']
['ghaziabad', 'police', 'not', 'keen', 'on', 'investigating', 'twitter', 'indias', 'role', 'in', 'viral', 'video', 'hc']
['chirag', 'urges', 'pm', 'not', 'to', 'induct', 'paras', 'in', 'union', 'cabinet', 'as', 'ljp', 'member', 'says', 'will', 'go', 'to', 'court', 'otherwise']
['most', 'cfa', 'institute', 'members', 'predict', 'k', 'shaped', 'recovery', 'from', 'covid', '19', 'pandemic', 'survey']
['bajaj', 'auto', 'cuts', 'dominor', '250', 'price', 'by', 'rs', '16800']
['new', 'gold', 'hallmarking', 'rule', 'silent', 'on', 'antique', 'jewellery', 'gold', 'traders']
['tvs', 'motor', 'launches', 'ntorq', '125', 'race', 'xp', 'tagged', 'at', 'rs', '83275']
['will', 'justice', 'prevail', 'for', 'home', 'buyers', 'in', 'noida', 'kessel', 'project']
['rbi', 'warns', 'of', 'stress', 'build', 'up', 'in', 'consumer', 'credit']
['karnataka', 'hc', 'asks', 'up', 'police', 'if', 'twitter', 'india', 'controls', 'content', 'posted', 'on', 'the', 'site']
['bajaj', 'finances', 'headline', 'numbers', 'for', 'the', 'june', 'quarter', 'shows', 'muted', 'disbursements', 'and', 'lower', 'customer', 'acquisition']
['exorbitant', 'freight', 'rates', 'adds', 'to', 'woes', 'of', 'industrial', 'units', 'in', 'himachal', 'pradesh', 'uttarakhand']
['oneweb', 'in', 'talks', 'to', 'reduce', 'access', 'terminal', 'costs', 'says', 'sunil', 'mittal']
['a', 'first', 'in', 'their', 'life', 'experience', 'awaits', 'new', 'breed', 'of', 'investors', 'on', 'd', 'street']
['telecom', 'watchdog', 'asks', 'dot', 'to', 'stop', 'oneweb', 'starlink', 'and', 'amazon', 'from', 'getting', 'free', '5g', 'spectrum', 'through', 'backdoor']
['all', 'covid', '19', 'care', 'centres', 'to', 'be', 'closed', 'in', 'odisha', 'as', 'cases', 'decline']
['nta', 'announces', 'dates', 'for', 'jee', 'mains', '2021', 'exams', 'to', 'be', 'held', 'from', 'july', '20', 'july', '25', 'and', 'july', '27', 'august', '2']
['nitish', 'doesnt', 'rule', 'out', 'jdu', 'joining', 'union', 'govt', 'ducks', 'queries', 'on', 'formula']
['ubers', 'india', 'tech', 'team', 'develops', 'storytelling', 'feature', 'on', 'eats', 'app']
['razorpay', 'mastercard', 'launch', 'solution', 'for', 'recurring', 'payments', 'aims', 'to', 'integrate', 'with', 'over', '50', 'banks']
['market', 'movers', 'chip', 'shortage', 'short', 'circuits', 'tata', 'motors', 'banks', 'find', 'their', 'groove']
['rahul', 'gandhi', 'attacks', 'govt', 'on', 'mnrega', 'wages', 'asks', 'are', 'these', 'acche', 'din']
['will', 'promote', 'khadi', 'prakritik', 'paint', 'made', 'from', 'cow', 'dung', 'in', 'india', 'gadkari']
['fake', 'tesla', 'apple', 'stocks', 'have', 'started', 'trading', 'on', 'blockchains']
['will', 'contest', 'next', 'assembly', 'polls', 'from', 'badami', 'siddaramaiah']
['ed', 'summons', 'pdp', 'chief', 'mehbooba', 'muftis', 'mother', 'for', 'questioning', 'in', 'money', 'laundering', 'case']
['assam', 'announces', 'total', 'lockdown', 'in', '7', 'districts', 'with', 'high', 'covid', 'positivity', 'rates']
['ampere', 'electric', 'cuts', 'electric', 'scooters', 'prices', 'by', 'rs', '27000', 'in', 'gujarat']
['iifl', 'home', 'finance', 'to', 'raise', 'up', 'to', 'rs', '1000', 'crore', 'via', 'bonds']
['government', 'committed', 'to', 'development', 'empowerment', 'of', 'tribal', 'communities', 'prakash', 'javadekar']
['housing', 'sales', 'down', '76pc', 'in', 'apr', 'jun', 'in', '8', 'cities', 'over', 'previous', 'quarter', 'proptiger']
['can', 'a', 'big', 'spike', 'in', 'fuel', 'price', 'turn', 'rbis', 'growth', 'inflation', 'equation', 'topsy', 'turvy']
['anz', 'india', 'business', 'chambers', 'flagship', 'summit', 'to', 'take', 'place', 'on', 'thursday']
['should', 'you', 'buy', 'the', 'dip', 'in', 'tata', 'motors']
['bitcoin', 'swings', 'as', 'china', 'regulators', 'punish', 'company', 'over', 'crypto']
['un', 'eu', 'human', 'rights', 'officials', 'term', 'stan', 'swamys', 'death', 'as', 'devastating']
['dr', 'reddys', 'bullish', 'on', 'otc', 'products', 'sale', 'through', 'amazon', 'others', 'in', 'us']
['gst', 'collection', 'dips', 'below', 'rs', '1', 'lakh', 'crore', 'in', 'june']
['jyotiraditya', 'scindia', 'visits', 'ujjain', 'temple', 'cuts', 'short', 'his', 'tour', 'to', 'leave', 'for', 'delhi', 'amid', 'cabinet', 'expansion', 'buzz']
['as', 'pharmacy', 'of', 'the', 'world', 'india', 'assisted', 'several', 'countries', 'by', 'supplying', 'essential', 'medicines', 'president', 'kovind']
['next', '3', 'years', 'are', 'going', 'to', 'be', 'very', 'difficult', 'for', 'equity', 'investors', 'warns', 's', 'naren']
['pranabs', 'son', 'wants', 'to', 'live', 'up', 'to', 'his', 'fathers', 'legacy', 'in', 'new', 'role', 'in', 'tmc']
['over', '3000', 'affected', 'by', 'black', 'fungus', '122', 'fatalities', 'in', 'tamil', 'nadu', 'minister']
['dcw', 'chief', 'swati', 'maliwal', 'gets', 'another', 'three', 'year', 'term']
['bengalurus', 'warehouse', 'leasing', 'volume', 'remains', 'steady', 'during', 'fy', '2021', 'knight', 'frank', 'india']
['indias', 'hiring', 'rate', 'recovered', 'moderately', 'from', '10', 'pc', 'in', 'apr', 'to', '35', 'pc', 'in', 'may', '2021', 'linkedin', 'data']
['maharashtra', 'government', 'introduces', '3', 'bills', 'to', 'counter', 'centres', 'farm', 'laws']
['biggest', 'gainers', 'and', 'losers', 'force', 'motors', 'soars', '18', 'tata', 'motors', 'plunges', '8']
['jumboking', 'md', 'meditates', 'daily', 'tunes', 'in', 'to', 'the', 'ashtavakra', 'gita', 'recital', 'on', 'sundays']
['maharashtra', 'assembly', 'passes', 'resolution', 'seeking', '3', 'crore', 'covid', '19', 'vaccine', 'doses', 'from', 'centre', 'per', 'month']
['covid', '19', 'delhi', 'records', '79', 'cases', '4', 'deaths']
['iran', 'accuses', 'israel', 'of', 'june', 'attack', 'on', 'civilian', 'nuclear', 'site']
['tech', 'view', 'nifty', 'forms', 'gravestone', 'doji', 'dont', 'buy', 'the', 'dips', 'in', 'haste', 'say', 'analysts']
['fo', 'nifty', 'lacking', 'followup', 'buying', 'at', 'higher', 'levels', 'vix', 'seeing', 'a', 'spike']
['tennis', 'greats', 'leander', 'paes', 'and', 'mahesh', 'bhupathi', 'to', 'reunite', 'this', 'time', 'for', 'a', 'web', 'series']
['wibmo', 'strengthens', 'leadership', 'team', 'with', 'five', 'new', 'appointments']
['domestic', 'air', 'passenger', 'traffic', 'back', 'to', 'growth', 'trajectory', 'in', 'june', 'amid', 'falling', 'covid', 'cases', 'report']
['sbm', 'bank', 'india', 'collaborates', 'with', 'drip', 'capital', 'to', 'empower', 'msme', 'exporters']
['china', 'should', 'recognise', 'that', 'dalai', 'lama', 'is', 'key', 'to', 'resolving', 'sino', 'tibetan', 'conflict', 'head', 'of', 'tibetan', 'govt', 'in', 'exile']
['jnpts', 'container', 'cargo', 'traffic', 'rises', '52', '78', 'per', 'cent', 'in', 'june']
['sherni', 'gets', 'a', 'salute', 'indian', 'army', 'names', 'firing', 'range', 'after', 'vidya', 'balan']
['dynavax', 'to', 'supply', 'its', 'cpg', '1018', 'adjuvant', 'for', 'biological', 'es', 'covid', '19', 'vaccine', 'candidate']
['didi', 'loses', '22', 'billion', 'in', 'market', 'cap', 'after', 'china', 'crackdown']
['sugarcane', 'production', 'in', 'maharashtra', 'may', 'go', 'up', 'by', 'over', '200', 'lakh', 'tonnes', 'nfcsf', 'chief']
['centre', 'moves', 'sc', 'seeking', 'transfer', 'of', 'pleas', 'pending', 'in', 'hcs', 'challenging', 'validity', 'of', 'new', 'it', 'rules']
['saudis', 'raise', 'oil', 'prices', 'after', 'opec', 'fails', 'to', 'add', 'supply']
['warren', 'buffetts', 'realty', 'brokerage', 'berkshire', 'hathaway', 'homeservices', 'forays', 'into', 'india']
['jlr', 'reports', '68', 'increase', 'in', 'retail', 'sales', 'in', 'june', 'quarter', 'at', '124537', 'units']
['crude', 'oil', 'futures', 'rise', 'on', 'spot', 'demand']
['nhb', 'imposes', 'rs', '4', '75', 'lakh', 'fine', 'on', 'hdfc', 'for', 'technical', 'non', 'compliance']
['aluminium', 'futures', 'up', 'on', 'spot', 'demand']
['dolly', 'khanna', 'hikes', 'stakes', 'in', 'two', 'smallcap', 'stocks', 'in', 'june', 'quarter']
['congress', 'always', 'at', 'forefront', 'of', 'tackling', 'challenges', 'priyanka', 'gandhi', 'vadra']
['guar', 'seed', 'futures', 'rise', 'on', 'fresh', 'bets']
['gst', 'collections', 'drop', 'to', 'rs', '92849', 'crore', 'in', 'june', 'break', '8', 'month', 'streak', 'of', 'crossing', 'rs', '1', 'lakh', 'crore']
['pdp', 'writes', 'to', 'delimitation', 'commission', 'says', 'party', 'will', 'stay', 'away', 'from', 'proceedings']
['cricket', 'england', 'to', 'name', 'new', 'squad', 'for', 'pakistan', 'after', 'covid', 'outbreak']
['russia', 'drills', 'attack', 'helicopters', 'pledges', 'help', 'to', 'secure', 'tajik', 'afghan', 'border']
['modi', 'govt', 'misuses', 'central', 'agencies', 'whenever', 'elections', 'are', 'due', 'in', 'a', 'state', 'ashok', 'gehlot']
['it', 'hardware', 'makers', 'seek', 'higher', 'sops', 'under', 'pli', 'scheme', 'to', 'be', 'globally', 'competitive']
['aviation', 'ministry', 'sets', 'up', 'sub', 'group', 'for', 'suggesting', 'ways', 'to', 'improve', 'cargo', 'related', 'infrastructure', 'issues']
['zinc', 'futures', 'up', 'on', 'firm', 'spot', 'demand']
['pm', 'modi', 'fulfilled', 'mookerjees', 'dream', 'by', 'revoking', 'jks', 'special', 'status', 'dhami']
['daimler', 'india', 'commercial', 'vehicles', 'creates', 'transformation', 'management', 'office', 'appoints', 'chief', 'transformation', 'officer']
['governor', 'prorogues', 'monsoon', 'session', 'of', 'maharashtra', 'legislature']
['rupee', 'falls', '24', 'paise', 'to', 'close', 'at', '74', '55', 'against', 'us', 'dollar']
['over', '15000', 'mpsc', 'related', 'vacancies', 'will', 'be', 'filled', 'at', 'earliest', 'ajit', 'pawar']
['recent', 'evidence', 'points', 'to', 'natural', 'origin', 'of', 'covid', '19', 'scientists', 'write', 'in', 'lancet']
['4th', 'of', 'companies', 'forced', 'to', 'look', 'at', 'asset', 'divestments']
['gold', 'gains', 'by', 'rs', '389', 'silver', 'jumps', 'to', 'rs', '69105']
['jlr', 'says', 'chip', 'shortage', 'to', 'sink', 'volumes', 'by', '50', 'lead', 'to', '1b', 'pound', 'outflows', 'in', 'q2']
['coriander', 'futures', 'rise', 'on', 'spot', 'demand']
['global', 'corporate', 'tax', 'overhaul', 'faces', 'rocky', 'road', 'to', 'completion']
['sensex', 'hits', 'record', 'high', 'and', 'then', 'retreats', 'as', 'tamo', 'ril', 'infy', 'weigh', 'on', 'dalal', 'street']
['job', 'openings', 'for', 'permanent', 'staffers', 'to', 'be', 'adversely', 'affected', 'due', 'to', '2nd', 'wave', 'of', 'covid', '19', 'survey']
['nothing', 'in', 'ceca', 'implies', 'that', 'indians', 'get', 'jobs', 'in', 'singapore', 'unconditionally', 'minister']
['julianne', 'moore', 'feels', 'the', 'term', 'ageing', 'gracefully', 'is', 'sexist', 'as', 'it', 'applies', 'only', 'to', 'women']
['second', 'covid', 'wave', 'a', 'setback', 'for', 'fy22', 'business', 'plans', 'confident', 'of', 'overcoming', 'challenges', 'titan']
['atms', 'and', 'paying', 'to', 'withdraw', 'our', 'own', 'money', 'how', 'justified', 'are', 'these', 'charges']
['united', 'states', 'forces', 'shoot', 'down', 'armed', 'drone', 'over', 'iraq', 'embassy']
['alcobev', 'startup', 'rockclimber', 'raises', '1', 'million', 'in', 'pre', 'series', 'a', 'funding']
['bjp', 'holds', 'mock', 'session', 'outside', 'maharashtra', 'assembly', 'against', 'suspension', 'of', '12', 'mlas']
['consumer', 'court', 'asks', 'retailer', 'to', 'pay', 'rs', '1500', 'to', 'customer', 'for', 'charging', 'rs', '10', 'for', 'carry', 'bag']
['sc', 'dismisses', 'pleas', 'seeking', 'nod', 'to', 'conduct', 'rath', 'yatra', 'at', 'places', 'other', 'than', 'jagannath', 'puri']
['fidelity', 'blackrock', 'lead', 'pine', 'labs', '600', 'million', 'funding', 'ahead', 'of', 'ipo']
['cv', 'sales', 'seen', 'picking', 'up', 'in', 'second', 'half', 'with', 'heavy', 'trucks', 'leading', 'the', 'way']
['snapdeal', 'appoints', 'ex', 'walmart', 'executive', 'saurabh', 'bansal', 'as', 'chief', 'merchandising', 'officer']
['bjp', 'members', 'do', 'not', 'know', 'courtesy', 'decency', 'mamata', 'in', 'assembly']
['demand', 'outlook', 'of', 'indian', 'tyre', 'industry', 'remains', 'favourable', 'icra']
['board', 'exams', '2022', 'principalsexperts', 'hail', 'cbses', 'plan', 'to', 'hold', 'two', 'term', 'exams', 'for', 'class', '10', '12']
['ncr', 'reports', '6', '9', 'million', 'sq', 'ft', 'warehousing', 'transaction', 'in', 'fy', '21', 'highest', 'among', 'eight', 'cities']
['russia', 'indonesia', 'talk', 'up', 'aseans', 'consensus', 'on', 'myanmar', 'peace']
['jlr', 'q2', 'despatches', 'to', 'be', 'hit', 'by', '50', 'due', 'to', 'chip', 'shortage', 'tata', 'motors', 'share', 'tank']
['investors', 'having', 'moderate', 'risk', 'appetite', 'can', 'look', 'at', 'equity', 'savings', 'funds']
['hollow', 'promise', 'of', 'free', 'power', 'has', 'no', 'meaning', 'until', 'ppas', 'annulled', 'navjot', 'sidhu']
['afghan', 'forces', 'deploy', 'to', 'counter', 'taliban', 'assault']
['number', 'of', 'indian', 'professionals', 'in', 'singapore', 'up', 'due', 'to', 'tech', 'talent', 'demand', 'not', 'favourable', 'treatment', 'govt']
['mithali', 'raj', 'reclaims', 'number', 'one', 'spot', 'in', 'icc', 'odi', 'rankings']
['finbox', 'ceo', 'believes', 'spiritual', 'health', 'is', 'as', 'important', 'as', 'physical', 'fitness']
['turkish', 'united', 'states', 'defence', 'ministers', 'to', 'discuss', 'kabul', 'airport', 'plan', 'on', 'wednesday']
['didi', 'shows', 'chinas', 'tech', 'giants', 'must', 'first', 'answer', 'to', 'beijing']
['ashok', 'leyland', 'expects', 'plants', 'to', 'be', 'operational', 'for', '6', '25', 'days', 'in', 'july']
['oil', 'soars', 'to', 'multi', 'year', 'highs', 'after', 'opec', 'talks', 'collapse']
['amazon', 'india', 'launches', 'two', 'all', 'women', 'delivery', 'stations', 'in', 'kerala']
['asian', 'oil', 'buyers', 'fret', 'over', 'margin', 'impact', 'of', 'cancelled', 'opec', 'meeting']
['indias', 'new', 'crypto', 'regulations', 'are', 'ready', 'for', 'the', 'monsoon', 'session', 'of', 'parliament', 'according', 'to', 'sitharaman']
['dot', 'secretary', 'to', 'meet', 'satellite', 'companies', 'telcos', 'on', 'local', 'manufacturing', 'of', 'satcom', 'gear']
['japan', 'deputy', 'pm', 'taro', 'aso', 'says', 'need', 'to', 'defend', 'taiwan', 'with', 'united', 'states', 'if', 'invaded', 'media']
['info', 'edge', 'to', 'acquire', 'axilly', 'labs', 'for', 'rs', '21', 'crore']
['stan', 'swamys', 'death', 'an', 'institutional', 'murder', 'family', 'friends', 'of', 'elgar', 'parishad', 'case', 'accused']
['sovereign', 'bonds', 'slide', 'as', 'rbis', 'choice', 'of', 'purchase', 'papers', 'disappoint']
['malabar', 'gold', 'diamonds', 'to', 'hire', '5000', 'people', 'in', 'current', 'financial', 'year']
['tvs', 'motor', 'expects', 'swift', 'recovery', 'from', 'covid', '19', 'to', 'capitalise', 'on', 'preference', 'for', 'personal', 'mobility']
['covid', 'kerala', 'government', 'to', 'maximise', 'testing', 'in', '6', 'districts', 'where', 'test', 'positivity', 'rate', 'is', 'high']
['delhi', 'govt', 'launches', 'financial', 'assistance', 'scheme', 'for', 'families', 'of', 'covid', 'victims']
['new', 'it', 'portal', 'created', 'mess', 'failed', 'to', 'attain', 'objective', 'says', 'tharoor']
['karnataka', 'will', 'implement', 'mekedatu', 'project', 'asserts', 'cm', 'yediyurappa']
['govt', 'free', 'to', 'take', 'any', 'action', 'against', 'twitter', 'delhi', 'high', 'court', 'says']
['ensure', 'people', 'in', 'mental', 'health', 'homes', 'tested', 'for', 'covid', '19', 'vaccinated', 'sc', 'to', 'centre']
['groovy', 'earned', '15', 'crores', 'just', 'by', 'selling', 'juices', 'during', 'covid', '19', 'pandemic']
['scenarios', 'for', 'afghanistan', 'with', 'foreign', 'troops', 'all', 'but', 'gone']
['a', 'new', 'generation', 'of', 'investors', 'come', 'in', 'whenever', 'markets', 'do', 'well', 'vidhu', 'shekhar', 'country', 'head', 'of', 'cfa', 'institute', 'in', 'india']
['your', 'guidance', 'is', 'missed', 'tina', 'ambani', 'pays', 'tribute', 'to', 'dhirubhai', 'ambani', 'on', 'his', 'death', 'anniversary']
['phonepe', 'partners', 'flipkart', 'to', 'digitise', 'cash', 'on', 'delivery', 'payments']
['s', 'naren', 'shares', 'lessons', 'from', 'past', 'bull', 'markets']
['myntra', 'lets', 'shoppers', 'exchange', 'items', 'for', 'any', 'product', 'without', 'going', 'through', 'a', 'refund', 'cycle']
['the', 'war', 'in', 'afghanistan', 'by', 'the', 'numbers']
['president', 'appoints', 'new', 'governors', 'for', '8', 'states', 'in', 'major', 'rejig']
['samsung', 'electronics', 'earnings', 'preview', 'q2', 'profit', 'likely', 'up', '38', 'on', 'strong', 'chip', 'prices']
['punjab', 'haryana', 'witness', 'alarming', 'dip', 'in', 'groundwater', 'level', 'study']
['travel', 'bank', 'stocks', 'among', '84', 'scrips', 'giving', 'bullish', 'signals', 'on', 'macd', 'chart']
['bitcoin', 'org', 'gets', 'hit', 'by', 'ransomware', 'with', 'hackers', 'asking', 'for', 'bitcoin', 'in', 'exchange']
['dubais', 'emaar', 'expects', 'to', 'delist', 'malls', 'unit', 'by', 'year', 'end']
['6', 'factors', 'that', 'will', 'shape', 'up', 'things', 'for', 'dalal', 'street', 'in', 'next', 'six', 'months']
['oil', 'market', 'in', 'limbo', 'as', 'opec', 'talks', 'fail', 'how', 'top', '5', 'brokerages', 'see', 'things', 'playing', 'out']
['buy', 'ultratech', 'cement', 'target', 'price', 'rs', '8000', 'icici', 'securities']
['19', 'year', 'old', 'sailor', 'found', 'dead', 'at', 'naval', 'base', 'in', 'kochi']
['commodity', 'strategies', 'gold', 'silver', 'crude', 'base', 'metals']
['simple', 'energy', 'new', 'electric', 'scooter', 'promises', '240km', 'range', 'on', 'a', '70', 'minute', 'charge']
['amazon', 'begins', 'new', 'chapter', 'as', 'bezos', 'hands', 'over', 'ceo', 'role']
['shiv', 'sena', 'mp', 'sanjay', 'raut', 'justifies', 'suspension', 'of', '12', 'maharashtra', 'bjp', 'mlas', 'bjp', 'protests']
['reliance', 'in', 'talks', 'to', 'buy', 'stake', 'in', 'home', 'fashion', 'brand', 'portico']
['united', 'states', 'left', 'afghan', 'airfield', 'at', 'night', 'didnt', 'tell', 'new', 'commander']
['contact', 'lost', 'with', 'plane', 'in', 'russias', 'far', 'east', '28', 'on', 'board', 'reports']
['3', 'real', 'estate', 'stocks', 'to', 'ride', 'the', 'pandemic', 'boom']
['warehousing', 'space', 'transactions', 'set', 'to', 'grow', '19', 'annually', 'over', 'next', 'five', 'years', 'report']
['sitharaman', 'shares', 'indias', 'covid', '19', 'response', 'with', 'g20', 'panel']
['buy', 'excel', 'industries', 'target', 'price', 'rs', '1410', 'icici', 'direct']
['oil', 'price', 'spike', 'risks', 'wider', 'market', 'swings', 'amid', 'inflation', 'fears']
['petrol', 'diesel', 'prices', 'unchanged', 'on', 'tuesday']
['rcom', 'hits', 'lower', 'circuit', 'after', 'dot', 'refuses', 'to', 'renew', 'licence']
['indian', 'army', 'chief', 'general', 'mm', 'naravane', 'meets', 'uks', 'chief', 'of', 'defence', 'staff', 'gen', 'sir', 'carter']
['india', 'to', 'make', 'cowin', 'open', 'source', 'pm']
['covid', '19', 'india', 'records', 'lowest', 'daily', 'rise', 'in', '111', 'days']
['in', 'myanmar', 'the', 'military', 'and', 'police', 'declare', 'war', 'on', 'medics']
