['air', 'rage', 'could', 'well', 'be', 'the', 'latest', 'rage']
['anushka', 'sharma', 'shares', 'a', 'picture', 'of', 'her', 'whole', 'heart', 'in', 'one', 'frame', 'feat', 'virat', 'kohli', 'with', 'baby', 'vamika', 'b', 'town', 'sends', 'love']
['maharashtra', 'to', 'reopen', 'dry', 'amusement', 'parks', 'cinemas', 'from', 'october', '22']
['average', 'cost', 'for', 'state', 'debt', 'plunges', '27', 'bps', 'to', '6', '72']
['combining', 'astrazeneca', 'vaccine', 'with', 'mrna', 'jab', 'highly', 'effective', 'against', 'covid', '19', 'shows', 'lancet', 'study']
['these', 'are', 'the', 'most', 'sought', 'after', 'majors', 'in', 'the', 'world']
['sex', 'and', 'the', 'city', 'author', 'candace', 'bushnell', 'says', 'show', 'was', 'not', 'very', 'feminist']
['market', 'movers', 'has', 'the', 'dmart', 'gravy', 'turn', 'finally', 'come', 'to', 'a', 'halt']
['scindia', 'flags', 'off', '6', 'routes', 'expanding', 'aerial', 'connectivity', 'of', 'north', 'east']
['india', 'israel', 'agree', 'to', 'resume', 'negotiations', 'on', 'fta', 'from', 'next', 'month']
['exports', 'up', '40', '54', 'on', 'year', 'in', 'first', 'fortnight', 'of', 'october']
['rampant', 'speculative', 'activity', 'poses', 'capital', 'loss', 'risk', 'to', 'retail', 'investors']
['global', 'solar', 'sector', 'sees', '190', 'per', 'cent', 'jump', 'in', 'corporate', 'funding', 'to', 'usd', '22', '8', 'billion', 'report']
['msn', 'labs', 'launches', 'patented', 'diabetes', 'pill', 'jardiance', 'after', 'drl', 'heats', 'up', 'potential', 'legal', 'battle']
['rbi', 'imposes', 'penalty', 'of', 'rs', '1', 'crore', 'on', 'state', 'bank', 'of', 'india', 'over', 'non', 'compliance', 'of', 'directions']
['elon', 'musk', 'sparks', 'another', 'shiba', 'inu', 'rally', 'to', 'the', 'moon', 'other', 'shiba', 'coins', 'follow', 'suit']
['jio', 'tops', '4g', 'chart', 'with', '20', '9', 'mbps', 'download', 'speed', 'in', 'september', 'trai']
['covid', '19', 'govt', 'eases', 'curbs', 'allows', 'schools', 'pools', 'to', 'reopen']
['mandira', 'bedi', 'talks', 'about', 'emotional', 'void', 'left', 'by', 'husbands', 'death', 'says', 'her', 'kids', 'inspire', 'her', 'to', 'live', 'to', 'do', 'better']
['deep', 'industries', 'to', 'diversify', 'into', 'services', 'to', 'offshore', 'rigs', 'biogas', 'industry']
['rbi', 'slaps', 'penalty', 'of', 'rs', '1', '95', 'crore', 'on', 'standard', 'chartered', 'bank']
['government', 'buys', '56', '62', 'lakh', 'tonnes', 'of', 'paddy', 'so', 'far', 'in', 'kharif', 'marketing', 'season', 'for', 'rs', '11000', 'crore']
['edelweiss', 'divests', 'stake', 'in', 'insurance', 'brokerage', 'arm', 'to', 'arthur', 'gallagher']
['chinas', 'economy', 'weakens', 'as', 'gdp', 'in', 'q3', 'declines', 'to', '4', '9', 'per', 'cent']
['ultratech', 'q2', 'results', 'net', 'profit', 'rises', '7', '6', 'yoy', 'misses', 'estimate']
['domestic', 'air', 'passengers', 'up', '79', '23', 'during', 'september', 'over', 'same', 'month', 'last', 'year']
['india', 'pushing', 'to', 'get', 'lic', 'ipo', 'done', 'on', 'time', 'finance', 'minister']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'paras', 'defence', 'soars', 'antony', 'waste', 'tanks', '11']
['rupee', 'faces', 'fresh', 'hurdles', 'as', 'oil', 'continues', 'to', 'head', 'north']
['brazil', 'buys', '4', 'billion', 'in', 'crypto', 'ahead', 'of', 'bitcoin', 'law']
['five', 'us', 'lawmakers', 'accuse', 'amazon', 'of', 'possibly', 'lying', 'to', 'congress', 'following', 'reuters', 'report']
['tech', 'view', 'nifty50', 'in', 'overbought', 'zone', 'consolidation', 'looks', 'imminent']
['nclt', 'gives', 'nod', 'to', 'creditors', 'shareholders', 'of', 'reliance', 'retail', 'to', 'hold', 'meetings', 'for', 'proposed', 'future', 'group', 'deal']
['30', 'locations', 'affected', '8', 'trains', 'regulated', 'in', 'northern', 'railway', 'zone', 'following', 'rail', 'roko', 'protests']
['schools', 'to', 'reopen', 'for', 'students', 'of', 'classes', '1', 'to', '5', 'in', 'karnataka', 'announcement', 'soon', 'cm']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'tuesday']
['post', 'soviet', 'eurasian', 'military', 'bloc', 'csto', 'begins', 'drills', 'near', 'afghan', 'border', 'ahead', 'of', 'moscow', 'summit']
['exxonmobil', 'india', 'announces', 'new', 'ceo', 'lead', 'country', 'manager']
['indian', 'crypto', 'exchange', 'wazirx', 'got', '377', 'requests', 'from', 'law', 'enforcement', 'agencies']
['dera', 'chief', 'gurmeet', 'ram', 'rahim', 'singh', '4', 'others', 'get', 'life', 'term', 'in', 'murder', 'case']
['if', 'you', 'are', 'a', 'pensioner', 'you', 'can', 'submit', 'jeevan', 'pramaan', 'sitting', 'at', 'home', 'here', 'is', 'what', 'you', 'need', 'to', 'do']
['who', 'expects', 'more', 'information', 'from', 'indias', 'bharat', 'biotech', 'for', 'its', 'covid', '19', 'vaccine']
['active', 'covid', '19', 'cases', 'lowest', 'in', '221', 'days']
['high', 'oil', 'prices', 'to', 'hurt', 'world', 'economic', 'recovery', 'india', 'to', 'opec']
['india', 'focused', 'private', 'equity', 'fund', 'sabre', 'partners', 'buys', '13', '4', 'in', 'aviom', 'india', 'housing', 'finance']
['nykaa', 'ipo', 'gets', 'sebi', 'nod', 'urban', 'company', 'cuts', 'commissions']
['gulf', 'islamic', 'investment', 'to', 'open', 'office', 'in', 'bengaluru', 'to', 'invest', 'rs', '3750', 'crore', 'in', '3', 'years']
['theatres', 'in', 'maharashtra', 'should', 'start', 'with', 'proper', 'fire', 'and', 'structural', 'safety', 'checks', 'cm', 'thackeray']
['govt', 'gives', 'telcos', 'till', 'oct', '29', 'on', 'opting', 'for', 'payments', 'moratorium', '90', 'days', 'for', 'equity', 'conversion']
['fo', 'regular', 'higher', 'lows', 'for', 'nifty50', 'hold', 'promise', 'but', 'vix', 'spike', 'a', 'worry']
['all', 'matters', 'will', 'be', 'resolved', 'says', 'channi', 'after', 'sidhu', 'flags', 'issues', 'in', 'letter', 'to', 'sonia', 'gandhi']
['emraan', 'hashmi', 'starrer', 'dybbuk', 'will', 'get', 'an', 'amazon', 'release', 'on', 'oct', '29']
['farmers', 'block', 'train', 'traffic', 'in', 'punjab', 'as', 'part', 'of', 'rail', 'roko', 'stir', 'over', 'lakhimpur', 'incident']
['sale', 'of', 'air', 'india', 'will', 'constitute', 'an', 'important', 'milestone', 'imf', 'official']
['three', 'dead', 'as', 'incessant', 'rains', 'lash', 'uttarakhand', 'chardham', 'yatra', 'halted', 'temporarily']
['heres', 'how', 'digital', 'banking', 'helped', 'me', 'manage', 'my', 'money', 'better']
['explained', 'blockchains', 'and', 'their', 'disruptive', 'power']
['army', 'chief', 'on', '2', 'day', 'visit', 'to', 'jammu', 'to', 'review', 'security', 'situation']
['further', 'investment', 'liberalisation', 'structural', 'reforms', 'could', 'help', 'deepen', 'integration', 'in', 'global', 'value', 'chains', 'imf']
['blame', 'it', 'on', 'bull', 'market', 'why', 'metal', 'auto', 'stocks', 'continue', 'to', 'rise']
['coal', 'india', 'arm', 'mcl', 'dispatches', 'over', '5', '47', 'lakh', 'tonnes', 'of', 'dry', 'fuel']
['basking', 'in', 'the', 'sun', 'livemocha', 'founder', 'loves', 'to', 'read', 'business', 'books', 'in', 'his', 'balcony']
['tripeur', 'to', 'raise', 'funds', 'eyes', 'south', 'east', 'asia', 'market', 'for', 'expansion']
['two', 'earthquakes', 'measuring', '4', '7', 'magnitude', 'hit', 'nepal', 'no', 'damage', 'reported', 'officials']
['top', 'cryptocurrency', 'prices', 'today', 'bitcoin', 'binance', 'coin', 'dogecoin', 'add', 'up', 'to', '2']
['delhi', 'records', '720', 'dengue', 'cases', 'so', 'far', 'and', 'one', 'death', 'in', '2021']
['crisil', 'predicts', 'revival', 'in', 'private', 'investment', 'cycle', 'after', 'more', 'than', 'a', 'decade']
['why', 'girish', 'pai', 'is', 'betting', 'on', 'hcl', 'tech', 'and', 'tech', 'mahindra']
['kartik', 'aaryan', 'starrer', 'drama', 'thriller', 'dhamaka', 'to', 'release', 'on', 'netflix', 'in', 'november']
['damanis', 'dmart', 'turns', '20', 'bagger', 'but', 'analysts', 'see', 'up', 'to', '54', 'plunge', 'ahead']
['bjp', 'slams', 'congress', 'for', 'vilification', 'of', 'sardar', 'patel', 'at', 'cwc', 'meeting']
['delhi', 'tamil', 'nadu', 'lead', 'indias', 'transition', 'to', 'electric', 'cooking', 'with', '17', 'adoption', 'ceew', 'study']
['oilmeal', 'exports', 'down', '36', 'in', 'september', '2021', 'says', 'solvent', 'extractors', 'association']
['continued', 'coordinated', 'policy', 'response', 'to', 'combat', 'covid', '19', 'is', 'critical', 'to', 'overcome', 'health', 'crisis', 'imf']
['gold', 'gains', 'marginally', 'silver', 'jumps', 'to', 'rs', '62328']
['jyotiraditya', 'scindia', 'virtually', 'flags', 'off', 'alliance', 'air', 'flight', 'connecting', 'three', 'northeastern', 'cities']
['im', 'more', 'excited', 'about', 'music', 'than', 'ever', 'still', 'learning', 'from', 'other', 'musicians', 'says', 'elton', 'john']
['china', 'says', 'it', 'tested', 'hypersonic', 'vehicle', 'not', 'missile', 'as', 'previously', 'reported']
['ex', 'army', 'officer', 'points', 'out', 'error', 'in', 'akshay', 'kumars', 'gorkha', 'poster', 'actor', 'promises', 'to', 'take', 'utmost', 'care']
['theres', 'still', 'steam', 'left', 'in', 'the', 'market', 'where', 'to', 'scout', 'for', 'new', 'opportunities']
['over', '102', 'crore', 'covid', '19', 'vaccine', 'doses', 'provided', 'to', 'states', 'uts', 'centre']
['dp', 'world', 'says', 'committed', 'to', 'realise', 'true', 'biz', 'potential', 'of', 'jk', 'through', 'improved', 'market', 'connectivity']
['states', 'brace', 'for', 'intense', 'weather', 'char', 'dham', 'yatra', 'halted', 'temporarily', 'as', 'imd', 'issues', 'alert', 'for', 'heavy', 'rains']
['digital', 'detox', 'with', 'a', 'cryptic', 'text', 'arjun', 'kapoor', 'hints', 'at', 'taking', 'a', 'break', 'from', 'social', 'media']
['airtel', 'vodafone', 'idea', 'and', 'reliance', 'jio', 'have', 'till', 'october', '29', 'to', 'opt', 'for', 'the', 'agr', 'dues', 'moratorium']
['dsp', 'mutual', 'fund', 'launches', 'dsp', 'nifty', '50', 'equal', 'weight', 'etf']
['imitation', 'game', 'virat', 'kohli', 'shows', 'fans', 'how', 'shikhar', 'dhawan', 'behaves', 'on', 'field', 'when', 'he', 'is', 'lost', 'in', 'space']
['indian', 'led', 'teams', 'plant', 'based', 'jet', 'fuel', 'could', 'cut', 'emissions', 'by', '68', 'study']
['equitas', 'small', 'finance', 'bank', 'to', 'raise', 'rs', '1000', 'crore', 'in', 'qip']
['hcl', 'tech', 'launches', 'early', 'career', 'programme', 'in', 'vietnam', 'to', 'onboard', '2600', 'students', 'in', 'global', 'it', 'careers', 'within', '5', 'yrs']
['investors', 'wealth', 'soars', 'by', 'rs', '12', 'lakh', 'crore', 'as', 'record', 'run', 'continues']
['your', 'phone', 'may', 'replace', 'your', 'metro', 'card', 'soon', 'dmrc', 'is', 'planning', 'to', 'introduce', 'nfc', 'payments', 'at', 'entry', 'gates']
['embassy', 'reit', 'raises', 'rs', '4600', 'cr', 'debt', 'at', '6', '5']
['32', 'players', 'featuring', 'in', 'icc', 't20', 'world', 'cup', 'drafted', 'for', 'abu', 'dhabi', 't10']
['regulatory', 'changes', 'for', 'related', 'party', 'transactions', 'to', 'boost', 'corporate', 'governance', 'fitch']
['make', 'sure', 'youve', 'got', 'these', 'tax', 'bases', 'covered', 'before', 'moving', 'to', 'the', 'us']
['were', 'disrupting', 'traditional', 'health', 'insurance', 'by', 'adding', 'a', 'layer', 'of', 'preventive', 'care', 'on', 'top', 'of', 'it', 'mayank', 'kale', 'loop', 'health']
['consumer', 'demand', 'for', 'bigger', 'homes', 'in', 'mumbai', 'is', 'rising']
['tata', 'punch', 'prices', 'start', 'at', 'rs', '5', '49', 'lakh', 'tata', 'motors', 'expects', 'it', 'to', 'be', 'its', 'top', 'seller']
['ipo', 'bound', 'sterlite', 'power', 'win', 'rs', '324', 'crore', 'order', 'in', 'north', 'east']
['nabard', 'subsidiary', 'signs', 'trust', 'deed', 'for', 'credit', 'guarantee', 'fund', 'trust', 'for', 'farmer', 'producer', 'organisations']
['punjab', 'cabinet', 'opposes', 'centres', 'decision', 'to', 'extend', 'bsf', 'jurisdiction']
['gpt', 'healthcare', 'files', 'for', 'ipo', 'may', 'raise', 'rs', '450', '500', 'crore']
['no', 'jobs', 'in', 'bihar', 'tejashwi', 'yadav', 'slams', 'cm', 'nitish', 'kumar', 'after', 'two', 'from', 'state', 'killed', 'by', 'terrorists', 'in', 'jk']
['communal', 'harmony', 'to', 'be', 'protected', 'violence', 'aimed', 'at', 'creating', 'trouble', 'before', 'next', 'poll', 'bangladesh', 'hm']
['commodity', 'strategies', 'gold', 'silver']
['cg', 'power', 'to', 'complete', 'rs', '382', 'crore', 'kanjurmarg', 'land', 'sale', 'by', 'march', 'end']
['we', 'will', 'have', 'a', 'decent', 'uptick', 'in', 'bookings', 'for', 'full', 'year', 'c', 'vijayakumar']
['directions', 'for', 'delhi', 'police', 'commissioners', 'intervention', 'in', '2020', 'riots', 'case', 'fell', 'on', 'deaf', 'ears', 'court']
['how', 'a', 'frenchman', 'sitting', 'in', 'paris', 'transformed', 'wipro']
['can', 'i', 'continue', 'to', 'invest', 'in', 'icici', 'prudential', 'technology', 'fund']
['nirmala', 'sitharaman', 'highlights', 'need', 'to', 'keep', 'supply', 'chains', 'open', 'for', 'vaccine', 'raw', 'materials', 'to', 'combat', 'covid', '19']
['ibis', 'to', 'invest', 'over', 'rs', '500', 'cr', 'to', 'add', '685', 'keys', 'across', '4', 'hotels', 'by', 'fy24']
['anand', 'mahindra', 'shares', 'the', 'leadership', 'lesson', 'he', 'learnt', 'from', 'mahendra', 'singh', 'dhoni', 'says', 'its', 'all', 'about', 'balance']
['water', 'level', 'in', 'dams', 'rising', 'in', 'kerala', 'orange', 'alert', 'issued']
['highest', 'post', 'pandemic', 'domestic', 'air', 'traffic', 'seen', 'on', 'sunday', 'jyotiraditya', 'scindia']
['first', 'death', 'due', 'to', 'dengue', 'reported', 'in', 'delhi', 'this', 'year', '723', 'total', 'cases', 'civic', 'body']
['diwali', 'christmas', 'demand', 'pushes', 'up', 'sweets', 'garments', 'export', 'orders']
['punjab', 'cabinet', 'decides', 'to', 'waive', 'pending', 'water', 'bills']
['tea', 'exports', 'down', 'by', '14', 'in', 'first', 'seven', 'months', 'of', '2021', 'owing', 'to', 'us', 'sanctions']
['car', 'two', 'wheeler', 'sales', 'lack', 'sparkle', 'chip', 'shortage', 'pushing', 'down', 'stocks', 'and', 'demand']
['opposition', 'putting', 'hurdles', 'in', 'development', 'agenda', 'nadda']
['external', 'affairs', 'minister', 's', 'jaishankar', 'unveils', 'bhoodan', 'grove', 'plaque', 'at', 'jerusalem', 'forest', 'in', 'israel']
['singapore', 'billionaire', 'and', 'cristiano', 'ronaldo', 'to', 'marry', 'football', 'and', 'tech']
['vil', 'teams', 'up', 'with', 'larsen', 'and', 'toubro', 'for', 'trials', 'of', '5g', 'based', 'smart', 'city', 'solutions']
['hindustan', 'copper', 'rallies', '12', 'amidst', 'divestment', 'buzz']
['gujarat', 'govt', 'raises', 'cap', 'on', 'eid', 'e', 'milad', 'procession', 'participants', 'to', '400', 'within', 'limited', 'area']
['sri', 'lankas', 'first', 'test', 'captain', 'bandula', 'warnapura', 'dies', 'at', '68']
['jacqueline', 'fernandez', 'skips', 'ed', 'summons', 'in', 'money', 'laundering', 'case', 'for', 'third', 'time']
['tata', 'power', 'zooms', '15', 'per', 'cent', 'on', 'renewable', 'energy', 'unit', 'ipo', 'buzz']
['maasters', 'group', 'to', 'invest', 'rs', '250', 'crore', 'in', 'developing', 'one', 'million', 'sq', 'ft', 'in', 'noida']
['ed', 'issues', 'fresh', 'summons', 'to', 'shiv', 'sena', 'mp', 'gawali', 'for', 'questioning', 'on', 'oct', '20']
['nykaa', 'adani', 'wilmar', 'star', 'health', '3', 'others', 'get', 'sebis', 'go', 'ahead', 'to', 'float', 'ipos']
['china', 'joins', 'heated', 'race', 'for', 'new', 'missiles', 'vies', 'with', 'us', 'russia']
['gilts', 'suffer', 'on', 'high', 'oil', 'prices', 'but', 'rupee', 'steady']
['gujarat', 'fire', 'in', 'surat', 'packaging', 'unit', '2', 'dead', 'many', 'injured', 'among', '145', 'rescued']
['escape', 'clause', 'to', 'avoid', 'disputes', 'in', 'pandemic', 'global', 'response', 'system', 'with', 'other', 'agencies', 'key', 'india', 'to', 'wto']
['tasers', 'non', 'lethal', 'weapons', 'ready', 'for', 'indian', 'security', 'forces', 'to', 'tackle', 'chinese', 'armys', 'barbed', 'clubs']
['disproportionate', 'assets', 'case', 'against', 'one', 'more', 'ex', 'aiadmk', 'minister']
['shiv', 'sena', 'editorial', 'states', 'use', 'of', 'central', 'agencies', 'against', 'kin', 'of', 'mva', 'leaders', 'shows', 'bjps', 'inhuman', 'face']
['tata', 'group', 'driven', 'by', 'values', 'not', 'valuations', 'arun', 'maira']
['up', 'assembly', 'recalls', 'services', 'of', 'former', 'cm', 'kalyan', 'singh', 'among', 'some', 'other', 'former', 'members', 'of', 'the', 'house']
['difficult', 'for', 'middle', 'class', 'to', 'travel', 'even', 'by', 'roadpriyanka', 'gandhi', 'on', 'rising', 'fuel', 'prices']
['murder', 'at', 'singhu', 'border', 'puts', 'farmer', 'unions', 'in', 'spot']
['sterlite', 'power', 'bags', 'rs', '324', 'cr', 'transmission', 'project']
['discipline', 'to', 'follow', 'while', 'you', 'start', 'your', 'investment', 'journey']
['cbse', 'class', '10', '12', 'board', 'exams', '2022', 'date', 'sheet', 'for', 'term', '1', 'can', 'be', 'released', 'today']
['lanka', 'ioc', 'urges', 'government', 'to', 'hike', 'fuel', 'prices']
['india', 'israel', 'share', 'similar', 'challenges', 'from', 'radicalism', 'terrorism', 'jaishankar']
['sensex', 'hits', 'fresh', 'high', 'nifty', 'tops', '18500', 'despite', 'weak', 'global', 'cues']
['who', 'does', 'not', 'have', 'to', 'report', 'foreign', 'assets', 'while', 'filing', 'itr']
['buy', 'cyient', 'target', 'price', 'rs', '1585', 'anand', 'rathi']
['reshaping', 'supply', 'chains', 'vietnam', 'takes', 'the', 'lead', 'but', 'india', 'positioned', 'well', 'for', 'a', 'larger', 'role', 'kearneys', 'viswanathan', 'rajendran']
['expectations', 'of', 'new', 'investors', 'in', 'the', 'stock', 'market', 'are', 'unreal', 'anirudha', 'taparia', 'joint', 'ceo', 'iifl', 'wealth']
['a', 'piece', 'from', 'gabriel', 'garcia', 'marquez', 'wardrobe', 'nobel', 'prize', 'winning', 'writers', 'clothes', 'go', 'on', 'sale']
['buy', 'state', 'bank', 'of', 'india', 'target', 'price', 'rs', '540', 'hdfc', 'securities']
['pm', 'narendra', 'modis', 'italy', 'visit', 'to', 'focus', 'on', 'key', 'bilateral', 'issues', 'besides', 'g20', 'summit']
['buy', 'axis', 'bank', 'target', 'price', 'rs', '928', 'hdfc', 'securities']
['bcci', 'invites', 'applications', 'for', 'head', 'coach', 'batting', 'and', 'bowling', 'coach', 'positions', 'in', 'the', 'indian', 'cricket', 'team']
['former', 'union', 'minister', 'babul', 'supriyo', 'to', 'submit', 'resignation', 'as', 'lok', 'sabha', 'mp', 'tomorrow']
['gold', 'rate', 'today', 'yellow', 'metal', 'firm', 'silver', 'near', 'rs', '63500']
['buy', 'ramkrishna', 'forgings', 'target', 'price', 'rs', '1545', 'angel', 'one']
['market', 'momentum', 'to', 'continue', 'now', 'heres', 'where', 'to', 'invest', 'manishi', 'raychaudhuri']
['hyundai', 'partners', 'with', 'spotify', 'india', 'on', 'discover', 'weekly']
['agritech', 'startups', 'think', 'beyond', 'organic', 'think', 'hydroponics']
['how', 'to', 'invest', 'in', 'direct', 'plans', 'for', 'mutual', 'funds']
['franklin', 'templeton', 'strengthens', 'emerging', 'markets', 'equity', 'india', 'team', 'with', 'new', 'hires']
['indian', 'companies', 'bet', 'big', 'on', 'cx', 'innovation', 'to', 'protect', 'business', 'from', 'competitors', 'report']
['how', 'much', 'should', 'i', 'spend', 'to', 'buy', 'a', 'new', 'car', 'or', 'a', 'second', 'hand', 'car']
['t20', 'world', 'cup', 'biggest', 'responsibility', 'of', 'career', 'dhoni', 'is', 'life', 'coach', 'and', 'brother', 'hardik', 'pandya']
['route', 'mobile', 'jumps', '2', '7', 'on', 'big', 'fundraising', 'plan']
['metropolis', 'healthcare', 'up', '0', '7', 'as', 'board', 'approves', 'acquisition', 'of', 'hitech', 'diagnostic']
['realty', 'hot', 'spot', 'series', 'this', 'locality', 'has', 'the', 'most', 'premium', 'residential', 'areas', 'in', 'mumbai']
['mp', 'govt', 'to', 'hold', 'quiz', 'competition', 'on', 'ramayana', 'with', 'air', 'travel', 'to', 'ayodhya', 'as', 'prize']
['the', 'biggest', 'winner', 'in', 'indias', 'power', 'crisis']
['russian', 'fighter', 'escorts', 'us', 'bomber', 'above', 'sea', 'of', 'japan']
['how', 'this', 'boss', 'found', 'his', 'business', 'partner', 'on', 'twitter']
['dr', 'reddys', 'labs', 'launches', 'copy', 'of', 'bi', 'drug', 'move', 'may', 'lead', 'to', 'legal', 'battle']
['yuvraj', 'singh', 'arrested', 'in', 'haryana', 'released', 'on', 'bail', 'in', 'alleged', 'casteist', 'remarks', 'case']
['agri', 'waste', 'recycling', 'project', 'takachar', 'named', 'among', 'prince', 'williams', 'earthshot', 'prize', 'winners']
['sunteck', 'realty', 'acquires', '110', 'acres', 'land', 'parcel', 'at', 'pen', 'khopoli', 'near', 'mumbai']
['buy', 'hdfc', 'bank', 'target', 'price', 'rs', '1955', 'icici', 'securities']
['indian', 'american', 'scientist', 'gets', 'lifetime', 'achievement', 'award']
['sell', 'pnb', 'housing', 'finance', 'target', 'price', 'rs', '485', 'icici', 'securities']
['crypto', 'investment', 'in', 'mutual', 'funds', 'style', 'mudrex', 'launches', 'coin', 'sets']
['lakhimpur', 'incident', 'samyukt', 'kisan', 'morcha', 'to', 'hold', 'rail', 'roko', 'on', 'oct', '18', 'to', 'demand', 'dismissal', 'arrest', 'of', 'minister', 'ajay', 'mishra']
['india', 'set', 'to', 'achieve', 'govts', 'ambitious', 'target', 'of', '400', 'billion', 'for', 'the', 'year']
['who', 'is', 'driving', 'the', 'breakneck', 'rally', 'on', 'd', 'street', 'irctc', 'stock', 'tells', 'a', 'story']
['cement', 'the', 'carbon', 'cost', 'of', 'construction']
['prominent', 'personalities', 'appeal', 'to', 'bangladesh', 'pm', 'to', 'take', 'action', 'against', 'those', 'involved', 'in', 'vandalism', 'of', 'durga', 'puja', 'pandals']
['average', 'spot', 'power', 'prices', 'drop', 'as', 'rains', 'bring', 'relief', 'across', 'states']
['heavy', 'rains', 'lash', 'delhi', 'parts', 'of', 'western', 'up', 'haryana']
['should', 'you', 'invest', 'in', 'passive', 'thematic', 'mutual', 'funds']
['buy', 'bandhan', 'bank', 'target', 'price', 'rs', '441', 'hdfc', 'securities']
['procurement', 'of', 'expensive', 'aircraft', 'parts', 'to', 'be', 'done', 'after', 'approval', 'of', 'senior', 'official', 'air', 'india']
['rains', 'death', 'toll', 'in', 'kerala', 'rises', 'to', '22', 'centre', 'offers', 'assistance']
['dixon', 'gains', '5', 'as', 'it', 'starts', 'making', '5g', 'smartphones']
['chinas', 'economic', 'growth', 'weakens', 'amid', 'construction', 'slowdown']
