['cant', 'have', 'a', 'border', 'clash', 'within', 'india']
['us', 'supports', 'indias', 'emergence', 'as', 'leading', 'global', 'power', 'state', 'department']
['trade', 'setup', 'stay', 'stock', 'specific', 'in', 'this', 'market']
['ixigo', 'raises', '53', 'million', 'led', 'by', 'singapore', 'sovereign', 'wealth', 'fund', 'gic']
['basavaraj', 'bommai', 'to', 'take', 'over', 'as', 'karnataka', 'chief', 'minister', 'on', 'wednesday']
['centre', 'trashes', 'reports', 'claiming', 'indias', 'covid', 'death', 'rate', 'may', 'be', 'about', '7', '8', 'times', 'higher']
['who', 'has', 'commenced', 'review', 'process', 'for', 'emergency', 'use', 'listing', 'of', 'covaxin', 'govt']
['pharma', 'pli', 'scheme', 'has', 'export', 'generation', 'potential', 'of', 'rs', '1', '96', 'lakh', 'cr', 'over', '6', 'yrs', 'mansukh', 'mandaviya']
['people', 'who', 'participated', 'in', 'covid', 'vaccine', 'trials', 'will', 'get', 'cowin', 'certificates', 'health', 'ministry']
['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'wednesday']
['chinas', 'aggression', 'lac', 'standoff', 'on', 'blinkens', 'india', 'agenda', 'as', 'us', 'officials', 'tour', 'asia']
['sbi', 'axis', 'bank', 'icici', 'bank', 'others', 'buy', 'stakes', 'in', 'fintech', 'firm', 'ibbic']
['govt', 'extends', 'bidding', 'deadline', 'for', 'transaction', 'legal', 'advisors', 'for', 'rinl', 'till', 'aug', '17']
['french', 'groupe', 'adp', 'and', 'gmr', 'sign', 'agreement', 'to', 'share', 'expertise']
['drdo', 'chairman', 'emphasises', 'building', 'of', 'indigenous', 'defence', 'system']
['yondr', 'group', 'everstone', 'group', 'join', 'hands', 'to', 'develop', 'data', 'centres', 'in', 'india']
['uniphore', 'technologies', 'acquires', 'israeli', 'firm', 'jacada']
['30', 'government', 'schools', 'in', 'delhi', 'will', 'come', 'under', 'newly', 'formed', 'education', 'board', 'from', '2021', '22', 'session']
['rbis', 'communication', 'key', 'to', 'handling', 'excess', 'liquidity', 'says', 'stancharts', 'sahay']
['dlf', 'considering', 'to', 'enter', 'mumbai', 'market', 'with', 'a', 'residential', 'project']
['digital', 'platform', 'bandhoo', 'raises', '1', '1', 'million', 'from', 'unitus']
['bses', 'delhi', 'discoms', 'to', 'procure', '50', 'power', 'from', 'renewable', 'energy', 'sources', 'by', '2024']
['bjp', 'names', 'basavaraj', 'bommai', 'as', 'new', 'chief', 'minister', 'of', 'karnataka']
['bjp', 'mla', 'moves', 'calcutta', 'hc', 'challenging', 'pac', 'chairmanship', 'of', 'mukul', 'roy']
['3', 'trials', 'of', 'covovax', 'on', 'children', 'aged', '2', '17']
['over', '21', '40', 'lakh', 'farmers', 'enrolled', 'under', 'pm', 'kmy', 'narendra', 'singh', 'tomar']
['online', 'lending', 'platforms', 'cant', 'be', 'allowed', 'to', 'charge', 'exorbitant', 'interest', 'delhi', 'high', 'court']
['nothing', 'launches', 'ear', '1', 'wireless', 'earphones', 'in', 'india', 'at', 'rs', '5999']
['indias', 'only', 'china', 'dedicated', 'fund', 'suffers', 'from', 'jinpings', 'tech', 'purge']
['flipkart', 'challenges', 'karnataka', 'hc', 'order', 'on', 'cci', 'probe', 'in', 'supreme', 'court']
['frl', 'reliance', 'deal', 'will', 'decide', 'if', 'emergency', 'arbitrator', 'award', 'valid', 'enforceable', 'says', 'sc']
['covishield', 'gives', '93', 'protection', 'against', 'covid', '98', 'mortality', 'reduction', 'finds', 'afmc', 'study']
['government', 'says', '78', 'foreign', 'companies', 'registered', 'in', 'india', 'last', 'fiscal', 'year']
['hotel', 'occupancies', 'in', 'all', 'major', 'cities', 'saw', 'month', 'on', 'month', 'increase', 'in', 'june', 'hvs', 'anarock', 'report']
['construction', 'equipment', 'industry', 'could', 'grow', '25', 'in', '2021', 'regain', 'pre', 'covid', 'peak', 'in', '2022', 'jcb', 'india']
['govt', 'focussed', 'on', 'enabling', 'policies', 'to', 'strengthen', 'digital', 'infrastructure', 'dot', 'official']
['naresh', 'goyal', 'ajay', 'singh', 'prashant', 'ruia', 'among', 'potential', 'pegasus', 'spyware', 'targets', 'report']
['imf', 'cuts', 'india', 'growth', 'projection', 'to', '9', '5', 'on', 'severe', 'second', 'covid', 'wave']
['lt', 'board', 'approves', 'merger', 'of', 'lt', 'hydrocarbon', 'engineering']
['imf', 'remains', 'wary', 'of', 'cryptocurrencies', 'calls', 'legalisation', 'an', 'inadvisable', 'shortcut']
['the', 'exorcist', 'is', 'returning', 'as', 'a', 'trilogy', 'leslie', 'odom', 'jr', 'ellen', 'burstyn', 'will', 'star', 'in', 'reboot']
['vedanta', 'to', 'invest', 'rs', '6611', 'crore', 'on', 'balcos', 'smelter', 'capacity', 'expansion']
['381', 'mm', 'rainfall', 'in', 'delhi', 'this', 'month', 'highest', 'for', 'july', 'in', '18', 'years', 'imd']
['canara', 'bank', 'restructures', 'loans', 'worth', 'rs', '13000', 'crore', 'msme', 'retail', 'worst', 'hit']
['grey', 'market', 'premium', 'hits', 'crazy', 'levels', 'time', 'to', 'turn', 'cautious']
['what', 'will', 'it', 'take', 'for', 'ril', 'stock', 'to', 'stop', 'underperforming', 'd', 'street']
['covid', 'impact', 'retails', 'loans', 'impairment', 'rises', 'as', 'borrowers', 'delay', 'payments']
['2nd', 'india', 'sri', 'lanka', 't20', 'postponed', 'to', 'wednesday', 'as', 'krunal', 'pandya', 'tests', 'positive', 'for', 'covid', '19']
['alzheimers', 'disease', 'makes', 'us', 'lose', 'our', 'memories', 'but', 'what', 'are', 'the', 'first', 'things', 'that', 'one', 'begins', 'to', 'forget']
['wb', 'govt', 'to', 'continue', 'with', 'its', 'policy', 'of', 'not', 'acquiring', 'land', 'for', 'companies', 'wanting', 'to', 'set', 'up', 'units', 'in', 'state']
['there', 'are', 'cases', 'of', 'people', 'who', 'have', 'been', 'covid', 'positive', 'more', 'than', 'once', 'govt', 'tells', 'rajya', 'sabha']
['maruti', 'q1', 'preview', 'sales', 'may', 'fall', '25', '30', 'qoq', 'margin', 'can', 'contract']
['day', 'trading', 'guide', '2', 'stock', 'recommendations', 'for', 'wednesday']
['ntagi', 'recommendation', 'to', 'increase', 'gap', 'between', 'covishield', 'doses', 'based', 'on', 'scientific', 'evidence', 'government']
['day', '1', 'glenmark', 'life', 'sciences', 'ipo', 'subscribed', '74', 'in', 'one', 'hour', 'of', 'bidding']
['biggest', 'gainers', 'losers', 'of', 'the', 'day', 'pharma', 'players', 'bleed', 'coffee', 'stocks', 'cheer']
['govt', 'aims', 'to', 'create', 'national', 'farmers', 'database', 'using', 'digital', 'land', 'records', 'narendra', 'singh', 'tomar']
['unity', 'of', 'opposition', 'parties', 'will', 'take', 'shape', 'on', 'its', 'own', 'says', 'mamata', 'banerjee']
['t', 'series', 'lahari', 'bag', 'music', 'rights', 'of', 'rrr', 'for', 'rs', '25', 'crore']
['gold', 'slips', 'by', 'rs', '123', 'silver', 'falls', 'to', 'rs', '65710']
['nearly', 'rs', '49000', 'crore', 'lying', 'unclaimed', 'with', 'banks', 'insurers', 'karad']
['do', 'you', 'qualify', 'for', 'diana', 'award', 'check', 'out', 'the', 'details']
['tech', 'view', 'nifty', 'forms', 'bearish', 'candle', 'but', 'no', 'sign', 'of', 'weakness']
['pencilton', 'raises', '330k', 'in', 'a', 'pre', 'seed', 'round', 'by', 'jupiter', 'others']
['sugar', 'mills', 'may', 'earn', 'rs', '15000', 'crore', 'revenue', 'in', '2020', '21', 'from', 'ethanol', 'supply', 'to', 'omcs']
['vedanta', 'to', 'invest', 'over', 'rs', '6600', 'cr', 'in', '2', 'years', 'to', 'ramp', 'up', 'balcos', 'smelter', 'capacity']
['electric', 'two', 'wheelers', 'may', 'account', 'for', '10', 'pc', 'of', 'overall', 'sales', 'in', '2', '3', 'yrs', 'ather', 'energy']
['7', 'opposition', 'parties', 'write', 'to', 'president', 'kovind', 'urging', 'him', 'to', 'instruct', 'govt', 'to', 'discuss', 'farmers', 'issues', 'pegasus', 'in', 'parliament']
['ola', 'ceo', 'strongly', 'disagrees', 'with', 'tesla', 'hyundai', 'on', 'import', 'duties']
['krishna', 'sanghavi', 'on', 'two', 'red', 'flags', 'to', 'watch', 'out', 'for', 'in', 'this', 'market']
['indian', 'aviation', 'markets', 'recovery', 'significantly', 'impacted', 'by', 'cap', 'on', 'fares', 'capacity', 'says', 'iata', 'dg', 'willie', 'walsh']
['opposition', 'disrupts', 'rajya', 'sabha', 'proceedings', 'again', 'over', 'pegasus', 'row', 'farm', 'laws']
['premier', 'energies', 'plans', 'to', 'invest', 'rs', '1200', 'cr', 'in', '2', 'years', 'eyeing', '3', 'gw', 'manufacturing', 'capacity']
['private', 'hospitals', 'directly', 'procured', 'over', '1', '27', 'crore', 'covid', 'vaccine', 'doses', 'in', 'may', 'govt']
['tatva', 'chintan', 'set', 'to', 'become', '2nd', 'stock', 'in', 'july', 'to', 'double', 'investor', 'money', 'on', 'debut']
['health', 'ministry', 'has', 'sought', 'details', 'on', 'issue', 'of', 'fake', 'covid', 'tests', 'from', 'states', 'government']
['yondr', 'everstone', 'ink', 'jv', 'to', 'invest', 'over', '1', 'billion', 'in', 'india', 'to', 'develop', 'operate', 'data', 'centers']
['made', 'in', 'india', 'sputnik', 'v', 'to', 'be', 'available', 'during', 'september', 'october', 'dr', 'reddys']
['bjp', 'may', 'name', 'new', 'chief', 'minister', 'for', 'karnataka', 'tomorrow', 'as', 'it', 'moves', 'swiftly', 'to', 'fill', 'the', 'political', 'vacuum']
['decrease', 'in', 'maoist', 'violence', 'incidents', 'in', 'last', '3', 'years', 'govt']
['ratan', 'tatas', 'fund', 'backed', 'axio', 'biosolutions', 'raises', '6', 'million', 'to', 'strengthen', 'its', 'position', 'in', 'india']
['dressing', 'up', 'for', 'work', 'and', 'keeping', 'his', 'day', 'flexible', 'help', 'lighthouse', 'learning', 'co', 'founder', 'be', 'productive', 'in', 'wfh']
['parliament', 'passes', 'marine', 'aids', 'to', 'navigation', 'bill']
['sc', 'notice', 'to', 'centre', 'on', 'plea', 'seeking', 'directions', 'for', 'uniform', 'healthcare', 'standard']
['javed', 'akhtars', 'defamation', 'case', 'court', 'gives', 'kangana', 'ranaut', 'last', 'chance', 'for', 'exemption', 'directs', 'her', 'to', 'appear', 'next', 'time']
['indigo', 'q1', 'results', 'airline', 'reports', 'larger', 'than', 'expected', 'net', 'loss', 'of', 'rs', '3174', 'crore']
['indusind', 'bank', 'q1', 'results', 'net', 'profit', 'surges', '112', 'yoy', 'to', 'rs', '975', 'crore', 'beats', 'estimates']
['rupee', 'slips', '5', 'paise', 'to', 'close', 'at', '74', '47', 'against', 'us', 'dollar']
['us', 'says', 'chinas', 'sea', 'claims', 'have', 'no', 'basis', 'in', 'international', 'law']
['fdi', 'in', 'food', 'processing', 'sector', 'falls', '57', 'to', '393', 'mn', 'in', 'fy21']
['7938', 'janaushadhi', 'centres', 'functional', 'across', 'india', 'mandaviya']
['abb', 'to', 'divest', 'mechanical', 'power', 'transmission', 'division', 'to', 'rbc', 'bearings', 'for', 'usd', '2', '9', 'bn']
['identification', 'of', 'orphans', 'due', 'to', 'covid', 'does', 'not', 'brook', 'any', 'further', 'delay', 'sc']
['sanofi', 'india', 'q2', 'results', 'co', 'reports', 'net', 'profit', 'at', 'rs', '178', 'crore']
['sowing', 'of', 'kharif', 'crops', 'picks', 'up', 'with', 'advancement', 'in', 'monsoon', 'narendra', 'singh', 'tomar']
['pegasus', 'snooping', 'issue', 'most', 'important', 'for', 'it', 'panel', 'will', 'question', 'govt', 'officials', 'on', 'this', 'tharoor']
['nhrc', 'panel', 'members', 'probing', 'post', 'poll', 'violence', 'share', 'ties', 'with', 'bjp', 'west', 'bengal', 'govt', 'in', 'affidavit', 'before', 'hc']
['market', 'movers', 'why', 'dr', 'reddys', 'fell', 'took', 'other', 'drug', 'stocks', 'down', 'with', 'it']
['industrial', 'demand', 'resuming', 'with', 'crude', 'prices', 'looking', 'up', 'sunil', 'duggal', 'vedanta']
['diamond', 'jewellery', 'makers', 'facing', 'problems', 'with', 'gold', 'hallmarking']
['indias', 'plastics', 'exports', 'grew', '60', 'in', 'june', '2021', 'plexconcil']
['fo', 'spike', 'in', 'volatility', 'causing', 'profit', 'taking', 'decline']
['elon', 'musk', 'and', 'michael', 'saylor', 'had', 'the', 'most', 'influence', 'on', 'crypto', 'markets', 'over', 'the', 'last', 'three', 'months']
['sensex', 'drops', '274', 'points', 'led', 'by', 'sell', 'off', 'in', 'pharma', 'stocks', 'dr', 'reddys', 'tanks', '10']
['over', '2', 'lakh', 'hectare', 'farmland', 'damaged', 'this', 'year', 'due', 'to', 'hydro', 'meteorological', 'calamities', 'narendra', 'singh', 'tomar']
['hubble', 'finds', 'first', 'evidence', 'of', 'water', 'vapour', 'on', 'jupiters', 'moon', 'ganymede']
['disclosing', 'names', 'of', 'people', 'booked', 'by', 'delhi', 'police', 'under', 'uapa', 'not', 'in', 'larger', 'public', 'interest', 'govt']
['uco', 'bank', 'q1', 'results', 'net', 'profit', 'jumps', 'over', '4', 'fold', 'to', 'rs', '102', 'cr']
['madras', 'hc', 'stays', 'single', 'judge', 'order', 'against', 'actor', 'vijay', 'over', 'import', 'of', 'luxury', 'car']
['cairn', 'arbitration', 'govt', 'confirms', 'french', 'court', 'order', 'against', 'indian', 'assets']
['nothing', 'to', 'unveil', 'ear', '1', 'today', 'heres', 'what', 'to', 'expect', 'and', 'how', 'to', 'livestream', 'the', 'event']
['guar', 'seed', 'futures', 'rise', 'on', 'fresh', 'bets']
['delhi', 'govt', 'will', 'recommend', 'names', 'of', 'doctors', 'healthcare', 'workers', 'for', 'padma', 'awards', 'to', 'centre', 'arvind', 'kejriwal']
['maharashtra', 'floods', 'deputy', 'cm', 'moots', 'construction', 'of', 'flyovers', 'on', 'mumbai', 'bengaluru', 'highway']
['355', 'capf', 'assam', 'rifles', 'personnel', 'killed', 'in', 'last', '5', 'years', 'govt']
['harappan', 'era', 'city', 'dholavira', 'inscribed', 'on', 'unesco', 'world', 'heritage', 'list']
['indian', 'archers', 'brace', 'for', 'one', 'last', 'chance', 'at', 'tokyo', 'olympics']
['capacity', 'fare', 'regulations', 'by', 'india', 'slowing', 'passenger', 'growth', 'iata', 'dg', 'walsh']
['crude', 'oil', 'futures', 'rise', 'on', 'spot', 'demand']
['new', 'karnataka', 'cm', 'bjp', 'legislature', 'party', 'meeting', 'in', 'bengaluru', 'on', 'tuesday', 'evening']
['torrent', 'gas', 'plans', 'rs', '10000', 'crore', 'capex', 'in', '5', 'years', 'sets', 'up', '25', 'cng', 'stations', 'in', 'chennai']
['what', 'comes', 'after', 'retirement', 'heres', 'how', 'you', 'can', 'replace', 'the', 'important', 'aspects', 'of', 'work']
['post', 'october', 'demand', 'will', 'grow', 'and', 'mahindra', 'finance', 'would', 'benefit', 'from', 'it', 'ramesh', 'iyer']
['westlife', 'development', 'plans', 'to', 'open', 'over', '25', 'mcdonalds', 'stores', 'annually']
['zinc', 'futures', 'down', 'on', 'muted', 'demand']
['coriander', 'futures', 'decline', 'on', 'low', 'demand']
['stranded', 'seafarers', 'in', 'iran', 'hc', 'asks', 'centre', 'to', 'provide', 'assistance', 'file', 'status', 'report']
['james', 'gunns', 'the', 'suicide', 'squad', 'to', 'release', 'in', 'select', 'cities', 'in', 'india', 'on', 'august', '5']
['amara', 'karan', 'to', 'play', 'pivotal', 'role', 'in', 'amc', 'sci', 'fi', 'series', 'moonhaven']
['govt', 'trashes', 'reports', 'on', 'missing', 'target', 'of', 'administering', '50', 'crore', 'covid', 'vaccine', 'doses', 'by', 'july', 'end']
['waaree', 'energies', 'completes', 'production', 'of', 'over', '300', 'mw', 'solar', 'modules', 'in', 'us']
['over', '10', 'lakh', 'candidates', 'trained', 'since', '2014', 'under', 'ddu', 'gky']
['indian', 'shooters', 'crash', 'out', 'in', '10m', 'air', 'rifle', 'mixed', 'qualifications']
['national', 'integration', 'council', 'last', 'met', 'in', '2013', 'minister', 'informs', 'lok', 'sabha']
['reckitt', 'cost', 'warning', 'china', 'woes', 'drag', 'european', 'shares', 'lower']
['jiophone', 'next', 'will', 'create', 'opportunities', 'for', 'other', 'brands', 'says', 'nokia', 'phone', 'maker']
['assam', 'to', 'move', 'sc', 'for', 'protection', 'of', 'forests', 'after', 'bloody', 'border', 'clashes', 'with', 'mizoram']
['court', 'defers', 'order', 'on', 'whether', 'to', 'put', 'shashi', 'tharoor', 'on', 'trial', 'in', 'his', 'wife', 'sunandas', 'death', 'case']
['assam', 'mizoram', 'border', 'tense', 'as', 'guwahati', 'announces', 'mourning', 'to', 'condole', 'deaths', 'in', 'clash', 'assam', 'locals', 'threaten', 'economic', 'blockade']
['ather', 'energy', 'releases', 'its', 'first', 'impact', 'report', 'claims', 'it', 'is', '2nd', 'auto', 'co', 'globally', 'after', 'tesla', 'to', 'do', 'so']
['mgnrega', 'has', 'already', 'used', 'up', 'over', 'half', 'of', 'its', 'annual', 'funds', 'this', 'fiscal']
['vince', 'mcmahon', 'scripted', 'series', 'in', 'the', 'works', 'to', 'focus', 'on', 'wwe', 'chairmans', '1990s', 'steroids', 'trial']
['bajaj', 'auto', 'to', 'swap', 'stake', 'in', 'ktm', 'for', 'a', 'slice', 'of', 'parent', 'pierer', 'mobility']
['gujarat', 'govt', 'to', 'give', 'rs', '2000', 'monthly', 'aid', 'to', 'children', 'who', 'have', 'lost', 'a', 'parent', 'to', 'covid', '19']
['koo', 'app', 'calls', 'on', 'users', 'to', 'apply', 'for', 'its', 'yellow', 'tick', 'verification', 'system']
['india', 'records', 'less', 'than', '30000', 'fresh', 'covid', '19', 'cases', 'for', 'the', 'first', 'time', 'in', 'over', 'four', 'months']
['india', 'russia', 'to', 'hold', '13', 'day', 'mega', 'military', 'exercise', 'in', 'volgograd']
['dixon', 'tech', 'q1', 'results', 'consolidated', 'pat', 'jumps', '1035', 'to', 'rs', '18', 'cr', 'misses', 'estimates']
['government', 'seeks', 'extension', 'till', 'jan', '9', 'for', 'framing', 'caa', 'rules']
['tango', 'eye', 'appoints', 'bny', 'mellon', 'technologys', 'arindam', 'chakraborty', 'as', 'cto']
['skoda', 'to', 'expand', 'presence', 'to', '100', 'cities', 'in', 'india', 'by', 'next', 'month']
['dr', 'reddys', 'q1', 'results', 'consolidated', 'pat', 'falls', 'yoy', 'to', 'rs', '571', 'cr', 'misses', 'estimates', 'sales', 'rise', '11']
['sharad', 'pawar', 'says', 'vips', 'should', 'avoid', 'visits', 'to', 'flood', 'affected', 'areas']
['eloelo', 'raises', '2', '1', 'million', 'to', 'strengthen', 'creator', 'tie', 'ups', 'fuel', 'expansion']
['pegasus', 'spyware', 'senior', 'journalists', 'move', 'sc', 'seeking', 'independent', 'enquiry', 'into', 'govt', 'snooping', 'allegations']
['lakshadweep', 'administration', 'in', 'hurry', 'to', 'make', 'her', 'look', 'anti', 'national', 'ayesha', 'sulthana', 'to', 'kerala', 'hc']
['parts', 'of', 'delhi', 'waterlogged', 'after', 'heavy', 'rainfall']
['naomi', 'osaka', 'eliminated', 'from', 'tokyo', 'olympics', 'tennis', 'tournament']
['elon', 'musks', 'tesla', 'second', 'quarter', 'earnings', 'show', 'that', 'its', 'bitcoin', 'holding', 'cost', 'the', 'company', '23', 'million', 'in', 'impairment']
['axis', 'bank', 'buys', '5', '55', 'pc', 'stake', 'in', 'financial', 'technology', 'firm', 'ibbic']
['union', 'ministers', 'pradhan', 'reddy', 'observers', 'for', 'karnataka', 'bjp', 'legislative', 'party', 'meeting']
['facebook', 'assembles', 'team', 'from', 'across', 'gaming', 'virtual', 'reality', 'units', 'to', 'build', 'metaverse']
['inter', 'state', 'border', 'disputes', 'can', 'only', 'be', 'resolved', 'with', 'mutual', 'cooperation', 'centre', 'a', 'facilitator', 'govt']
['raj', 'kundra', 'sent', 'to', '14', 'day', 'judicial', 'custody', 'in', 'pornography', 'case', 'court', 'to', 'hear', 'bail', 'plea', 'tomorrow']
['what', 'will', 'separate', 'men', 'from', 'boys', 'in', 'next', '2', '3', 'quarters', 'saurabh', 'mukherjea', 'answers']
['aussie', 'shares', 'close', 'at', 'record', 'high', 'as', 'miners', 'gain', 'on', 'bluescope', 'steels', 'forecast']
['yediyurappa', 'supporter', 'allegedly', 'commits', 'suicide', 'caretaker', 'cm', 'expresses', 'grief']
['sharechat', 'is', 'now', 'valued', 'at', '2', '88', 'billion', 'with', 'a', '145', 'million', 'fundraise']
['sensex', 'gains', 'in', 'early', 'trade', 'nifty', 'above', '15850', 'equitas', 'holdings', 'surges', '8', 'sparc', 'drops', '4']
['rajnath', 'begins', 'three', 'day', 'visit', 'to', 'dushanbe', 'to', 'attend', 'sco', 'meet']
['over', '2', '28', 'crore', 'covid', '19', 'vaccine', 'doses', 'still', 'available', 'with', 'states', 'uts', 'says', 'government']
['assam', 'mizoram', 'border', 'clash', 'congress', 'forms', '7', 'member', 'committee', 'to', 'assess', 'ground', 'situation']
['missed', 'allotment', 'in', 'ipo', 'listings', 'try', 'participating', 'via', 'edelweiss', 'recently', 'listed', 'ipo', 'fund']
['rajya', 'sabha', 'adjourned', 'till', '12', 'noon', 'after', 'oppn', 'parties', 'create', 'ruckus']
['prospects', 'for', 'cement', 'industry', 'in', 'fy22', 'look', 'bright', 'says', 'kumar', 'mangalam', 'birla']
['commodity', 'strategies', 'gold', 'silver', 'crude', 'base', 'metals']
['rajya', 'sabha', 'adjourned', 'till', '2', 'pm']
['nikkei', 'closes', 'below', '28000', 'level', 'for', 'second', 'day', 'despite', 'wall', 'street', 'boost']
['morepen', 'laboratories', 'q1', 'results', 'net', 'profit', 'jumps', '57', 'to', 'rs', '30', 'cr']
['dlf', 'shares', 'climb', 'over', '3', 'reach', '52', 'week', 'high', 'after', 'q1', 'earnings']
['gvk', 'chairman', 'gv', 'krishna', 'reddy', 'buys', 'bungalow', 'in', 'hyderabads', 'jubilee', 'hills', 'for', 'rs', '23', '15', 'crore']
['debutant', 'lovlina', 'borgohain', 'makes', 'qfs', 'of', 'olympic', 'boxing']
['idfc', 'mutual', 'fund', 'launches', 'us', 'equity', 'fund', 'of', 'fund']
['radhika', 'apte', 'and', 'vikrant', 'massey', 'to', 'headline', 'crime', 'thriller', 'forensic']
['china', 'shares', 'plunge', 'to', '8', 'month', 'low', 'on', 'regulatory', 'woes']
['pandemic', 'derails', 'construction', 'under', 'pradhan', 'mantri', 'awas', 'yojana']
['sell', 'yes', 'bank', 'target', 'price', 'rs', '10', 'emkay', 'global']
['droom', 'bets', 'on', 'eight', 'fold', 'growth', 'in', 'gmv', 'by', '2025']
['tokyo', 'olympics', 'a', 'success', 'a', 'failure', 'and', 'how', 'to', 'judge']
['pm', 'modi', 'asks', 'bjp', 'mps', 'to', 'organise', 'programmes', 'at', 'village', 'level', 'to', 'mark', '75', 'years', 'of', 'indias', 'independence']
['zomato', 'may', 'turn', 'into', 'a', 'multibagger', 'the', 'first', 'initiation', 'of', 'coverage', 'shows']
['equitas', 'holdings', 'equitas', 'sfb', 'jumps', '9', 'heres', 'why']
['indian', 'origin', 'author', 'sunjeev', 'sahotas', 'china', 'room', 'enters', 'the', 'booker', 'prize', 'longlist', 'for', 'fiction']
['to', 'strengthen', 'treds', 'factoring', 'amendment', 'bill', 'passed', 'by', 'lok', 'sabha']
['tokyo', 'olympics', 'chirag', 'satwik', 'win', 'but', 'could', 'not', 'qualify', 'for', 'knockout', 'stage']
['government', 'will', 'brazen', 'out', 'snooping', 'allegations', 'until', 'name', 'of', 'nso', 'groups', 'indian', 'client', 'is', 'revealed', 'chidambaram']
['dlfs', 'q1', 'sales', 'bookings', 'jump', 'nearly', '7', 'fold', 'to', 'rs', '1014', 'crore', 'despite', 'second', 'wave', 'of', 'covid']
['alembic', 'pharma', 'tanks', '10', 'after', 'flop', 'show', 'in', 'q1']
['need', 'effective', 'mechanism', 'to', 'address', 'global', 'vaccine', 'inequity', 'india', 'in', 'unsc']
['karnataka', 'may', 'see', 'turbulence', 'with', 'yediyurappas', 'exit', 'says', 'policy', 'analyst']
['add', 'dlf', 'target', 'price', 'rs', '355', 'icici', 'securities']
['the', 'taliban', 'what', 'could', 'its', 'return', 'to', 'power', 'mean', 'for', 'afghanistan']
['kanye', 'west', 'has', 'been', 'living', 'inside', 'atlanta', 'stadium', 'to', 'work', 'on', 'new', 'album']
['buy', 'itc', 'target', 'price', 'rs', '270', 'emkay', 'global']
['covid', '19', 'when', 'will', 'we', 'reach', 'herd', 'immunity', 'here', 'are', '3', 'reasons', 'thats', 'a', 'hard', 'question', 'to', 'answer']
['alexa', 'swinton', 'joins', 'sarah', 'jessica', 'parker', 'in', 'sex', 'and', 'the', 'city', 'revival']
['buy', 'multi', 'commodity', 'exchange', 'of', 'india', 'target', 'price', 'rs', '1940', 'motilal', 'oswal']
['high', 'court', 'rejects', 'ima', 'chiefs', 'plea', 'against', 'court', 'order', 'asking', 'him', 'not', 'to', 'use', 'platform', 'to', 'propagate', 'religion']
['buy', 'larsen', 'amp', 'toubro', 'target', 'price', 'rs', '1835', 'motilal', 'oswal']
['rel', 'retail', 'brands', 'may', 'soon', 'come', 'to', 'kiranas']
['brazils', 'health', 'regulator', 'scraps', 'bharat', 'biotechs', 'eua', 'application', 'of', 'covaxin']
['president', 'visits', 'baramulla', 'drass', 'trip', 'cancelled']
['daimler', 'set', 'to', 'hire', '1k', 'local', 'engineers', 'soon']
['gold', 'price', 'today', 'yellow', 'metal', 'flat', 'silver', 'slips', 'below', 'rs', '67000']
['rupee', 'inches', '7', 'paise', 'higher', 'to', '74', '35', 'against', 'us', 'dollar']
['neutral', 'on', 'vedanta', 'target', 'price', 'rs', '300', 'motilal', 'oswal']
['sebi', 'wants', 'alternative', 'investment', 'funds', 'raising', 'money', 'to', 'hire', 'investment', 'banks']
