['india', 'will', 'win', 'but', 'i', 'hope', 'australia', 'make', 'it', 'hard', 'for', 'them']
['we', 'will', 'make', 'schools', 'in', 'delhi', 'punjab', 'best', 'in', 'the', 'world', 'arvind', 'kejriwal']
['indias', 'tumakuru', 'facility', 'poised', 'to', 'become', 'a', 'global', 'hub', 'for', 'helicopter', 'manufacturing']
['gold', 'remains', 'vulnerable', 'as', 'inflation', 'concerns', 'returns', 'could', 'face', 'resistance', 'near', '1900']
['meghalaya', 'polls', 'congress', 'releases', 'manifesto', 'promises', 'free', 'healthcare', 'msp', 'on', 'agricultural', 'products']
['chatgpt', 'clears', 'us', 'medical', 'licensing', 'exam', 'study']
['manchester', 'city', 'vs', 'aston', 'villa', 'know', 'kick', 'off', 'time', 'tv', 'channel', 'live', 'stream', 'predictions', 'and', 'more']
['jammu', 'srinagar', 'national', 'highway', 'reopened', 'for', 'stranded', 'vehicles', 'after', '3', 'day', 'closure']
['congress', 'and', 'jds', 'who', 'believe', 'in', 'tipu', 'sultan', 'cant', 'do', 'good', 'for', 'karnataka', 'amit', 'shah']
['sebi', 'proposes', 'to', 'enhance', 'role', 'accountability', 'of', 'mutual', 'fund', 'trustees']
['need', 'to', 'present', 'scientific', 'evidence', 'for', 'efficacy', 'of', 'ayush', 'medicinal', 'systems', 'sonowal']
['india', 'dedicates', 'jaffna', 'cultural', 'centre', 'to', 'people', 'of', 'sri', 'lanka']
['ram', 'charan', 'fulfils', 'nine', 'year', 'old', 'cancer', 'survivor', 'fans', 'wish', 'meets', 'him', 'in', 'hospital']
['karnataka', 'collected', 'record', 'gst', 'of', 'rs', '6085', 'cr', 'in', 'january', 'cm', 'bommai']
['oppn', 'parties', 'should', 'unite', 'against', 'communal', 'forces', 'in', 'country', 'rjds', 'tejashwi']
['apparel', 'exports', 'to', 'japan', 'expected', 'to', 'grow', 'by', '20', '25', 'pc', 'annually', 'aepc']
['bengal', 'school', 'jobs', 'scam', 'calcutta', 'hc', 'orders', 'wbbse', 'to', 'cancel', 'jobs', 'of', '1911', 'illegally', 'appointed', 'group', 'd', 'staff']
['hug', 'day', '2023', 'a', 'guide', 'to', 'health', 'benefits', 'of', 'hugging', 'this', 'valentines', 'week']
['himadri', 'speciality', 'chemical', 'q3', 'results', 'net', 'profit', 'more', 'than', 'doubles', 'yoy', 'to', 'rs', '65', 'crore']
['saab', 'setting', 'up', 'manufacturing', 'facility', 'for', 'carl', 'gustaf', 'weapon', 'system', 'in', 'india']
['us', 'shot', 'down', 'high', 'altitude', 'object', 'off', 'alaska', 'over', 'reasonable', 'threat', 'confirms', 'white', 'house']
['several', 'hindi', 'gecs', 'may', 'return', 'to', 'dd', 'free', 'dish']
['nfl', 'honors', '2023', 'heres', 'the', 'list', 'of', 'winners', 'in', 'each', 'category']
['lithium', 'reserve', 'found', 'in', 'j', 'ks', 'reasi', 'is', 'of', 'best', 'quality', 'official']
['planning', 'to', 'make', 'your', 'beau', 'feel', 'one', 'in', 'a', 'million', 'wow', 'them', 'with', 'one', 'of', 'these', 'perfumes']
['ashton', 'kutchers', 'sound', 'ventures', 'considers', '200', 'million', 'ai', 'fund']
['big', 'improvement', 'in', 'indias', 'disaster', 'preparedness', 'response', 'iucn']
['madhya', 'pradesh', 'second', 'batch', 'of', '12', 'cheetahs', 'expected', 'to', 'arrive', 'at', 'kuno', 'on', 'feb', '18', 'says', 'official']
['wordle', '602', 'today', 'check', 'hints', 'and', 'answer', 'for', 'february', '11', 'world', 'game']
['emissions', 'from', 'fertilisers', 'could', 'be', 'cut', 'down', 'by', '80', 'pc', 'study']
['leeds', 'vs', 'manchester', 'united', 'kick', 'off', 'time', 'where', 'to', 'watch', 'and', 'all', 'you', 'need', 'to', 'know']
['uttar', 'pradesh', 'has', 'best', 'policies', 'in', 'every', 'field', 'deputy', 'cm', 'maurya', 'at', 'global', 'investors', 'summit']
['abb', 'india', 'mulls', 'utilising', 'rs', '1800', 'crore', 'for', 'acquisitions', 'to', 'drive', 'growth']
['immense', 'opportunities', 'in', 'health', 'sector', 'mandaviya', 'to', 'investors', 'at', 'up', 'summit']
['mumbai', 'emerged', 'as', 'a', 'preferred', 'destination', 'for', 'cross', 'border', 'investment', 'among', 'apac', 'cities']
['ntagi', 'panel', 'takes', 'up', 'inclusion', 'of', 'covid', 'jab', 'covovax', 'on', 'cowin', 'portal']
['new', 'age', 'stocks', 'have', 'exhibited', 'recovery', 'but', 'better', 'wait', 'and', 'watch', 'sudip', 'bandyopadhyay']
['no', 'freedom', 'of', 'speech', 'inside', 'or', 'outside', 'parliament', 'mallikarjun', 'kharge']
['abb', 'india', 'mulls', 'utilising', 'rs', '1800', 'cr', 'for', 'acquisitions', 'to', 'drive', 'growth']
['constitution', 'remarkable', 'homegrown', 'product', 'of', 'self', 'governance', 'dignity', 'and', 'independence', 'says', 'cji']
['thousands', 'of', 'fintech', 'jobs', 'are', 'gone', 'as', 'companies', 'cut', 'costs', 'for', 'first', 'time']
['kisi', 'ka', 'bhai', 'kisi', 'ki', 'jaan', 'salman', 'khan', 'pooja', 'hegde', 'in', 'naiyo', 'lagda', 'song', 'fans', 'call', 'it', 'love', 'anthem', 'of', 'valentines', 'season']
['public', 'investors', 'faith', 'in', 'these', '8', 'stocks', 'leaves', 'big', 'holes', 'in', 'their', 'portfolios']
['sundaram', 'home', 'finance', 'eyes', 'disbursements', 'of', 'over', 'rs', '10', 'cr', 'in', 'small', 'biz', 'loans']
['australian', 'spinner', 'todd', 'murphy', 'impresses', 'cricket', 'lovers', 'on', 'test', 'debut', 'picks', 'up', '7', 'wickets', 'in', 'nagpur']
['ranbir', 'kapoor', 'deepika', 'padukones', 'tamasha', 're', 'releases', 'in', 'theatres', 'for', 'valentines', 'week']
['annu', 'kapoor', 'to', 'portray', 'pandit', 'deendayal', 'upadhyaya', 'in', 'pawan', 'kk', 'nagpals', 'main', 'deendayal', 'hun']
['pm', 'to', 'inaugurate', 'year', 'long', 'celebrations', 'to', 'mark', 'maharshi', 'dayanand', 'saraswatis', 'birth', 'anniversary']
['old', 'players', 'of', 'misgovernance', 'joined', 'hands', 'pm', 'modi', 'attacks', 'cong', 'cpim', 'alliance', 'in', 'tripura']
['infrastructure', 'banks', 'evs', 'and', 'green', 'energy', 'key', 'themes', 'in', 'fy24']
['jdssm', 'demands', 'removal', 'of', 'christians', 'from', 'st', 'list', 'ahead', 'of', 'assembly', 'polls']
['view', 'budget', '2023', 'ensured', 'india', 'is', 'primed', 'for', 'green', 'growth']
['bjp', 'under', 'modi', 'realising', 'pt', 'deendayals', 'dream', 'of', 'welfare', 'and', 'development', 'for', 'all', 'yogi', 'adityanath']
['ravindra', 'jadeja', 'fined', 'for', 'applying', 'cream', 'on', 'swollen', 'index', 'finger', 'without', 'permission', 'from', 'umpires']
['spadikam', 're', 'release', 'mohanlal', 'expresses', 'his', 'gratitude', 'as', 'fans', 'show', 'their', 'love', 'for', 'aadu', 'thoma']
['gulmohar', 'trailer', 'out', 'manoj', 'bajpayee', 'sharmila', 'tagore', 'starrer', 'is', 'all', 'about', 'love', 'hate', 'equation', 'within', 'family', 'fans', 'excited']
['quordle', '383', 'today', 'check', 'hints', 'and', 'answers', 'to', 'crack', 'february', '11', 'wordle', 'puzzle']
['studying', 'abroadis', 'easy', 'landing', 'a', 'job', 'not', 'so', 'much']
['gsi', 'to', 'take', 'up', '111', 'public', 'good', 'projects', 'next', 'fiscal']
['dgca', 'imposes', 'rs', '20', 'lakh', 'fine', 'on', 'air', 'asia', 'for', 'failing', 'to', 'discharge', 'duties']
['lava', 'launches', 'new', 'variant', 'of', 'lava', 'blaze', '5g', 'with', '6gb', 'ram', 'in', 'india', 'check', 'specifications', 'price', 'here']
['indore', 'mops', 'up', 'rs', '661', '52', 'cr', 'on', 'day', 'one', 'of', 'public', 'issue', 'of', 'green', 'bonds']
['phonepe', 'launches', 'support', 'for', 'cross', 'border', 'upi', 'payments']
['english', 'vinglish', 'is', 'all', 'set', 'to', 'release', 'in', 'china', 'on', 'february', '24', 'to', 'honour', 'sridevis', 'fifth', 'death', 'anniversary']
['delhi', 'lg', 'removes', 'aap', 'govt', 'nominees', 'from', 'discom', 'boards']
['srk', 'sports', 'luxury', 'watch', 'worth', 'a', 'staggering', 'rs', '5', 'cr', 'in', 'new', 'video', 'with', 'deepika', 'padukone']
['sidharth', 'malhotra', 'kiara', 'advanis', 'mumbai', 'reception', 'check', 'reception', 'date', 'venue', 'guest', 'list', 'and', 'more', 'here']
['hrithik', 'roshan', 'to', 'work', 'on', 'krrish', '4', 'after', 'exit', 'from', 'nitesh', 'tiwaris', 'ramayan', 'say', 'reports']
['rajkumar', 'hirani', 'to', 'make', 'biopic', 'on', 'cricket', 'legend', 'lala', 'amarnath', 'after', 'shah', 'rukh', 'khans', 'dunki', 'say', 'reports']
['canada', 'adds', '150000', 'jobs', 'as', 'pm', 'trudeau', 'widens', 'gates', 'for', 'new', 'immigrants']
['removal', 'of', 'kejriwal', 'govt', 'appointed', 'members', 'from', 'discom', 'boards', 'by', 'delhi', 'lg', 'illegal', 'manish', 'sisodia']
['kangana', 'ranaut', 'refers', 'to', 'aamir', 'khan', 'as', 'bechara', 'in', 'her', 'reaction', 'to', 'his', 'viral', 'video', 'check', 'post', 'here']
['how', 'mohra', 'actress', 'poonam', 'jhawer', 'became', 'a', 'social', 'media', 'sensation', 'read', 'here']
['transform', 'your', 'living', 'room', 'with', 'the', 'best', 'home', 'theatre', 'under', '15000']
['india', 'will', 'look', 'into', 'the', 'valuation', 'rules', 'for', 'angel', 'tax', 'on', 'investments', 'by', 'overseas', 'investors', 'in', 'start', 'ups']
['sun', 'pharma', 'recalls', 'over', '34k', 'bottles', 'of', 'generic', 'drug', 'in', 'us', 'due', 'to', 'manufacturing', 'issues']
['aero', 'india', 'show', 'spectacular', 'show', 'in', 'the', 'air', 'frustration', 'on', 'the', 'ground', 'as', 'huge', 'turnout', 'for', 'dress', 'rehearsal', 'brings', 'traffic', 'to', 'a', 'standstill']
['ai', 'war', 'begins', 'google', 'employees', 'say', 'bardai', 'launch', 'was', 'rushed', 'and', 'botched']
['new', 'tax', 'regime', 'to', 'benefit', 'middle', 'class', 'leave', 'more', 'money', 'in', 'their', 'hands', 'fm', 'sitharaman']
['joshimath', 'sinking', 'mental', 'health', 'issues', 'add', 'to', 'trauma', 'of', 'displaced']
['what', 'life', 'is', 'like', 'in', 'pakistan', 'where', 'diesel', 'costs', '262', 'rupee', 'a', 'litre']
['guidelines', 'for', 'farmers', 'subsidy', 'to', 'be', 'revised', 'shobha', 'karandlaje']
['legacy', 'twitter', 'blue', 'checks', 'to', 'be', 'removed', 'soon', 'elon', 'musk']
['weekly', 'top', 'picks', '5', 'stocks', 'with', 'an', 'upside', 'potential', 'of', 'up', 'to', '39']
['e', '3', 'stocks', 'that', 'can', 'be', 'possible', 'wealth', 'creators']
['potential', 'of', 'smart', 'contracts', 'on', 'blockchain']
['bjps', 'kazheto', 'kinimi', 're', 'elected', 'unopposed', 'from', 'nagalands', 'akuluto', 'assembly', 'constituency']
['india', 'a', 'spiritual', 'nation', 'samir', 'jain']
['promise', 'day', '2023', 'history', 'significance', 'and', 'all', 'you', 'need', 'to', 'know', 'about', 'this', 'special', 'day']
['promise', 'day', '2023', 'unlucky', 'in', 'love', 'here', 'are', 'some', 'twitter', 'memes', 'that', 'might', 'make', 'your', 'day']
['anticipating', 'violence', 'cpi', 'm', 'general', 'secretary', 'sought', 'protection', 'of', 'voters', 'from', 'their', 'home', 'to', 'the', 'polling', 'stations']
['bears', 'might', 'take', 'control', 'if', 'nifty', 'fails', 'to', 'reclaim', '18000', 'next', 'week', 'rupak', 'de']
['neet', 'pg', '2023', 'exam', 'health', 'minister', 'mansukh', 'mandaviya', 'makes', 'statement', 'regarding', 'exam', 'in', 'lok', 'sabha']
['learn', 'with', 'etmarkets', 'cash', 'flows', 'a', 'measure', 'to', 'understand', 'a', 'companys', 'present', 'financial', 'health']
['where', 'is', 'the', 'recession', 'as', 'symptoms', 'linger', 'india', 'counts', 'on', 'its', 'immunity']
['steven', 'spielberg', 'lauds', 'rrr', 'visuals', 'calls', 'it', 'an', 'eye', 'candy']
['aero', 'india', '2023', 'set', 'to', 'dazzle', 'enthusiasts', 'with', 'sorties', 'aerobatic', 'performances', 'mid', 'air', 'formations']
['as', 'bears', 'grip', 'sensex', 'bulls', 'ride', 'on', 'smallcaps', '61', 'stocks', 'give', 'double', 'digit', 'weekly', 'returns']
['gautam', 'adani', 'hires', 'us', 'legal', 'powerhouse', 'wachtell', 'in', 'battle', 'against', 'hindenburg', 'reports', 'say']
['home', 'car', 'loan', 'emis', 'bank', 'of', 'baroda', 'union', 'bank', 'of', 'india', 'hike', 'loan', 'interest', 'rates']
['deendayal', 'upadhyayas', 'vision', 'has', 'inspired', 'our', 'govt', 'pm', 'modi']
['the', 'real', 'reason', 'behind', 'crash', 'in', 'acc', 'and', 'ambuja', 'cements']
['taking', 'local', 'to', 'global', 'how', 'indian', 'smbs', 'are', 'thriving', 'in', 'global', 'markets', 'with', 'technology']
['indian', 'art', 'fair', '2023', 'art', 'extravaganza', 'showcase', 'intersection', 'of', 'tech', 'and', 'art']
['india', 'sme', 'investments', 'leads', 'magicrete', 'building', 'solutions', 'rs', '66', 'cr', 'fund', 'raising']
['canara', 'bank', 'pnb', 'hike', 'loan', 'interest', 'rates', 'emis', 'on', 'home', 'loan', 'car', 'loan', 'set', 'to', 'rise', 'again']
['how', 'to', 'effectively', 'apply', 'ai', 'to', 'supply', 'chain', 'processes', 'to', 'yield', 'transformative', 'results']
['mammalian', 'brain', 'size', 'depends', 'on', 'the', 'quality', 'of', 'parental', 'care', 'study']
['kanorias', 'offer', 'full', 'payment', 'of', 'dues', 'to', 'regain', 'srei', 'control']
['ed', 'arrests', 'son', 'of', 'ysr', 'congress', 'mp', 'in', 'delhi', 'excise', 'policy', 'money', 'laundering', 'case']
['gigapresses', 'the', 'giant', 'die', 'casts', 'reshaping', 'car', 'manufacturing']
['adanis', 'hire', 'ny', 'law', 'firm', 'to', 'fight', 'hindenburg', 'report']
['will', 'demolish', 'domes', 'of', 'new', 'telangana', 'secretariat', 'if', 'elected', 'to', 'power', 'state', 'bjp', 'chief', 'bandi', 'sanjay', 'kumar']
['goa', 'to', 'develop', 'four', 'full', 'fledged', 'fishing', 'villages', 'with', 'central', 'govt', 'funding']
['brokerages', 'retain', 'bullish', 'calls', 'on', 'zomato', 'but', 'cut', 'price', 'targets']
['e', 'pharmacies', 'pulled', 'up', 'over', 'licence', 'issue']
['msci', 'adds', 'bob', 'cg', 'power', 'in', 'rejigged', 'india', 'index']
['winter', 'games', 'in', 'gulmarg', 'will', 'boost', 'sporting', 'culture', 'in', 'jammu', 'and', 'kashmir', 'pm']
['gst', 'compensation', 'west', 'bengal', 'says', 'centre', 'owes', 'it', 'over', 'rs', '2400', 'crore']
['axis', 'trustees', 'bondholders', 'move', 'sc', 'over', 'yes', 'bank', 'writedown']
['oberoi', 'realty', 'affiliate', 'buys', 'penthouse', 'in', 'jv', 'project', 'in', 'mumbais', 'worli', 'for', 'rs', '230', 'crore']
['rising', 'india', 'rates', 'to', 'upset', 'modis', 'budget', 'math', 'on', 'small', 'savings']
['offline', 'companies', 'beat', 'e', 'tailers', 'in', 'leasing', 'warehouses']
['air', 'power', 'to', 'play', 'critical', 'role', 'in', 'deciding', 'outcome', 'of', 'any', 'future', 'conflict', 'iaf', 'chief', 'v', 'r', 'chaudhari']
['bankruptcy', 'court', 'admits', 'zee', 'learn', 'for', 'resolution', 'on', 'yes', 'bank', 'plea']
['pakistan', 'to', 'supply', 'arms', 'to', 'ukraine', 'via', 'german', 'port', 'now']
['nclt', 'admits', 'frost', 'international', 'for', 'resolution', 'on', 'bank', 'of', 'india', 'plea']
['indias', 'industrial', 'production', 'index', 'grows', '4', '3', 'in', 'december']
['trading', 'firms', 'are', 'making', 'fortunes', 'by', 'delivering', 'russian', 'oil', 'to', 'india']
['ril', 'acre', 'resolution', 'plan', 'for', 'sintex', 'gets', 'tribunals', 'approval']
['tech', 'earnings', 'a', 'mixed', 'bag', 'in', 'q3', 'other', 'big', 'stories', 'this', 'week']
['supreme', 'court', 'seeks', 'govt', 'view', 'on', 'ways', 'to', 'shield', 'investors']
['norway', 'to', 'explore', 'supply', 'of', 'rare', 'earths', 'to', 'india', 'following', 'big', 'discovery', 'trade', 'minister']
['rbi', 'to', 'share', 'whitelist', 'of', 'digital', 'loan', 'apps', 'soon']
['dating', 'apps', 'go', 'desi', 'woo', 'townsfolk']
['nicola', 'bulleys', 'partner', 'says', 'will', 'not', 'give', 'up', 'on', 'her', 'as', 'police', 'fail', 'to', 'find', 'evidence']
['clarksons', 'farm', 'season', '3', 'heres', 'what', 'we', 'know', 'about', 'it', 'so', 'far']
['rmt', 'union', 'rejects', 'revised', 'pay', 'offers', 'vows', 'to', 'continue', 'rail', 'strikes', 'in', 'uk']
['amid', 'layoffs', 'clutch', 'of', 'edtech', 'firms', 'roll', 'out', 'hikes', 'and', 'esops']
['mind', 'over', 'money', 'how', '60', '90', 'mn', 'of', 'badminton', 'help', 'this', 'ceo', 'in', 'strategy', 'formation']
['timeline', 'ban', 'on', 'quick', 'loan', 'apps', 'and', 'its', 'repeal', 'all', 'in', 'a', 'week']
['north', 'meets', 'south', 'akshay', 'kumar', 'and', 'mohanlal', 'shake', 'a', 'leg', 'at', 'a', 'wedding', 'video', 'goes', 'viral']
['federal', 'bank', 'revises', 'savings', 'account', 'interest', 'rates']
['uttrakhand', 'governor', 'gives', 'consent', 'to', 'ordinance', 'meant', 'to', 'curb', 'use', 'of', 'unfair', 'means', 'in', 'recruitment', 'exams']
['patient', 'rohit', 'sharma', 'tames', 'the', 'pitch']
['ten', 'compelling', 'reasons', 'why', 'artificial', 'intelligence', 'standards', 'are', 'necessary']
['bts', 'member', 'jimin', 'announces', 'his', 'first', 'solo', 'album', 'plans', 'to', 'launch', 'it', 'in', 'march', 'check', 'details', 'here']
['small', 'with', 'big', 'gains', 'investors', 'may', 'look', 'at', 'buying', 'smallcaps', 'in', '2023', 'for', 'long', 'term']
['are', 'you', 'out', 'of', 'ideas', 'on', 'what', 'to', 'make', 'with', 'your', 'leftover', 'ingredients', 'chatgpt', 'has', 'all', 'the', 'answers']
['india', 'on', '25', 'trillion', 'economy', 'path', 'tata', 'sons', 'chairman']
['delhi', 'hc', 'stops', 'parle', 'from', 'using', 'fabo', 'name']
['dpiit', 'working', 'on', 'quality', 'control', 'orders', 'for', 'several', 'products', 'official']
['anticipating', 'violence', 'cpi', 'm', 'general', 'secy', 'sought', 'protection', 'of', 'voters']
['as', 'in', 'physiotherapy', 'continuity', 'conviction', 'necessary', 'for', 'countrys', 'development', 'pm', 'modi']
['india', 'seeks', 'talks', 'before', 'wto', 'fixes', 'ecommerce', 'rules']
['tata', 'steel', 'may', 'not', 'have', 'to', 'add', 'debt', 'to', 'fund', 'acquisitions', 'md', 'tv', 'narendran']
['steven', 'spielberg', 'praises', 'ss', 'rajamoulis', 'rrr', 'as', 'outstanding', 'watch', 'video']
['nda', 'govt', 'successful', 'in', 'controlling', 'terror', 'in', 'jk', 'insurgency', 'in', 'ne', 'left', 'wing', 'extremism', 'amit', 'shah']
['earlier', 'up', 'investor', 'summit', 'took', 'place', 'elsewhere', 'amit', 'shah', 'attacks', 'sp', 'govt']
['garena', 'free', 'fire', 'max', 'redeem', 'codes', 'for', 'february', '11', 'out', 'get', 'diamonds', 'weapons', 'free', 'gifts', 'and', 'more']
['kotak', 'acquires', 'sonata', 'finance', 'in', '537', 'crore', 'all', 'cash', 'deal']
['no', 'impact', 'of', 'adani', 'crisis', 'on', 'policyholders', 'or', 'shareholders', 'lic', 'to', 'take', 'a', 'call', 'after', 'talk', 'with', 'adani', 'management', 'chairman']
['supreme', 'court', 'dismisses', 'pil', 'seeking', 'ban', 'on', 'bbc']
['bigg', 'boss', '16', 'grand', 'finale', 'date', 'time', 'live', 'streaming', 'where', 'to', 'watch', 'prize', 'money', 'and', 'more']
['congress', 'left', 'parties', 'in', 'tripura', 'enters', 'into', 'seat', 'sharing', 'arrangement', 'for', 'assembly', 'polls']
['view', 'personal', 'endorsements', 'by', 'world', 'leaders', 'can', 'make', 'a', 'huge', 'differenceto', 'good', 'causes']
