['supreme', 'court', 'grants', 'bail', 'to', 'journalist', 'siddique', 'kappan']
['tata', 'motors', 'to', 'launch', 'its', 'third', 'electric', 'vehicle', 'tiago', 'later', 'this', 'month']
['easier', 'for', 'many', 'leaders', 'to', 'make', 'peace', 'with', 'bjp', 'fold', 'hands', 'before', 'it', 'not', 'my', 'character', 'rahul', 'gandhi']
['police', 'in', 'kerala', 'fine', 'electric', 'scooter', 'owner', 'for', 'no', 'puc', 'cops', 'claim', 'it', 'was', 'typo']
['kapil', 'sharma', 'show', 'season', '3', 'everything', 'you', 'may', 'want', 'to', 'know']
['now', 'where', 'will', 'kohinoor', 'go']
['will', 'leave', 'no', 'stone', 'unturned', 'to', 'trace', 'the', 'culprits', 'of', 'enforced', 'disappearances', 'in', 'pakistan', 'pm', 'shehbaz', 'sharif', 'tells', 'high', 'court']
['siemens', 'healthineers', 'enters', 'pact', 'with', 'narayana', 'hcg', 'iisc', 'for', 'digital', 'healthcare', 'innovations']
['gurgram', 'bar', 'cancels', 'kunal', 'kamra', 'shows', 'after', 'vhp', 'bajrang', 'dal', 'threat']
['chinas', 'supply', 'of', 'arms', 'to', 'iran', 'fuels', 'tehrans', 'terror']
['the', 'bankruptcy', 'court', 'admits', 'pancard', 'clubs', 'to', 'insolvency', 'resolution', 'process']
['world', 'ev', 'day', 'in', 'conversation', 'with', 'actor', 'entrepreneur', 'gul', 'panag', 'on', 'indias', 'transition', 'to', 'electric', 'mobility']
['suriya', 'unveils', 'motion', 'poster', 'of', 'his', 'period', 'action', 'drama', 'helmed', 'by', 'siva']
['up', 'police', 'unearths', 'rs', '4200', 'cr', 'fraud', 'with', 'links', 'to', 'chinese', 'operators']
['more', 'than', 'an', 'apology', 'jallianwala', 'trust', 'secy', 'on', 'queens', 'visit', 'to', 'massacre', 'site']
['with', 'all', 'trials', 'successful', 'vande', 'bharat', 'trains', 'manufacture', 'to', 'begin', 'from', 'october', 'ashwini', 'vaishnaw']
['nifty', 'bank', 'key', 'levels', 'to', 'watch', 'out', 'for', 'on', 'monday']
['congs', 'conversation', 'with', 'people', 'has', 'stopped', 'country', 'already', 'united', 'bjp']
['prince', 'harry', 'meghan', 'markle', 'pay', 'tribute', 'to', 'late', 'queen', 'elizabeth', 'find', 'out', 'how']
['first', 'batch', 'of', '12', 'cheetahs', 'from', 'south', 'africa', 'likely', 'to', 'reach', 'india', 'in', 'october']
['rbi', 'imposes', 'penalties', 'on', '3', 'entities', 'for', 'non', 'compliance']
['mcap', 'of', 'bse', 'listed', 'firms', 'hit', 'fresh', 'all', 'time', 'high', 'of', 'rs', '283', 'lakh', 'cr']
['london', 'fashion', 'week', 'will', 'queen', 'elizabeth', 'iis', 'demise', 'affect', 'show', 'read', 'to', 'know']
['the', 'indian', 'truck', 'market', 'is', 'anticipated', 'to', 'rise', 'by', 'more', 'than', 'four', 'times', 'by', '2050']
['government', 'to', 'launch', '15', 'day', 'campaign', 'on', 'september', '17', 'to', 'mark', '8', 'years', 'of', 'swachh', 'bharat', 'mission']
['karnataka', 'councillor', 'with', 'bpl', 'card', 'loses', 'post', 'after', 'court', 'finds', 'he', 'has', '500', 'kg', 'jewellery']
['ohio', 'may', 'become', 'a', 'swing', 'state', 'again', 'find', 'out', 'how']
['nifty50', 'inching', 'closer', 'to', '18000', 'what', 'investors', 'should', 'do', 'next', 'week']
['sc', 'extends', 'interim', 'medical', 'bail', 'granted', 'to', 'ex', 'cmd', 'of', 'amrapali', 'group']
['irb', 'invit', 'fund', 'to', 'acquire', 'vadodara', 'kim', 'expressway', 'project', 'at', 'equity', 'value', 'of', 'rs', '342', 'cr']
['us', 'and', 'india', 'establish', 'new', 'project', 'to', 'improve', 'tree', 'coverage', 'in', 'india']
['central', 'vista', 'avenue', 'open', 'to', 'visitors', 'most', 'say', 'its', 'money', 'well', 'spent']
['why', 'this', 'is', 'a', 'bear', 'bounce', 'not', 'a', 'new', 'bull', 'market', 'gs', 'explains']
['ettech', 'deals', 'digest', 'some', 'revival', 'in', 'startup', 'funding', 'as', 'marquee', 'investors', 'place', 'bets']
['after', 'up', 'to', '2500', 'surge', 'in', '2021', '6', 'of', 'top', '10', 'bse500', 'winners', 'take', 'a', 'big', 'hit']
['hp', 'polls', 'aap', 'promises', 'rs', '3000', 'monthly', 'allowance', 'to', 'jobless', 'youth', 'if', 'voted', 'to', 'power']
['icici', 'direct', 'is', 'betting', 'on', 'these', '5', 'consumer', 'discretionary', 'stocks', 'sees', 'up', 'to', '25', 'upside']
['premium', 'hotels', 'add', 'in', 'a', 'unique', 'offer', 'ev', 'charging', 'stations', 'for', 'green', 'travellers']
['why', 'did', 'queen', 'elizabeth', 'ii', 'celebrate', 'two', 'birthdays', 'every', 'year', 'find', 'out', 'here']
['automobile', 'dealers', 'anticipate', 'high', 'levels', 'of', 'transparency', 'and', 'ethical', 'business', 'practises', 'from', 'producers', 'fada']
['sc', 'agrees', 'to', 'hear', 'plea', 'challenging', 'administrative', 'internet', 'shutdown', 'orders']
['govt', 'asks', 'rbi', 'for', 'list', 'of', 'legal', 'lending', 'apps', 'interview', 'with', 'zomato', 'cofounder', 'mohit', 'gupta']
['dont', 'want', 'sc', 'to', 'become', 'tareekh', 'pe', 'tareekh', 'court', 'sc', 'judge', 'dy', 'chandrachud']
['seven', 'f1', 'teams', 'carry', 'out', 'upgrades', 'for', 'italian', 'grand', 'prix', 'at', 'monza', 'circuit', 'see', 'details']
['high', 'level', 'panel', 'approves', '32', 'beneficiaries', 'under', 'pli', 'for', 'large', 'scale', 'electronics', 'manufacturing']
['uks', 'cabinet', 'members', 'pay', 'homage', 'to', 'queen', 'elizabeth', 'ii', 'at', 'pms', 'residence']
['church', 'of', 'wales', 'to', 'ring', 'bells', 'to', 'mourn', 'queen', 'elizabeth', 'iis', 'demise']
['aai', 'carrying', 'out', 'upgradation', 'work', 'at', 'tuticorin', 'airport', 'in', 'tn', 'for', 'rs', '381', 'crore']
['qatar', 'airways', 'group', 'to', 'recruit', 'new', 'employees', 'from', 'india', 'for', 'various', 'roles']
['us', 'to', 'make', 'it', 'easier', 'for', 'low', 'income', 'immigrants', 'to', 'get', 'green', 'cards']
['united', 'states', 'issues', 'record', 'number', 'of', 'student', 'visas', 'to', 'indians', 'in', '2022']
['brahmastra', 'surpasses', 'rrr', 'in', 'advance', 'bookings', 'ranbir', 'alia', 'starrer', 'records', 'rs', '23', 'cr', 'opening', 'weekend']
['exports', 'of', 'software', 'services', 'from', 'india', 'increased', 'to', '88', '8', 'during', '2021', '22', 'fiscal', 'rbi']
['luke', 'hemsworth', 'milo', 'ventimiglia', 'join', 'russell', 'crowe', 'starrer', 'land', 'of', 'bad']
['planning', 'to', 'buy', 'iphone14', 'heres', 'how', 'the', 'new', 'apple', 'device', 'stands', 'out', 'from', 'iphone', '13']
['chiseling', 'a', 'choice', 'should', 'you', 'go', 'abroad', 'for', 'undergraduate', 'or', 'postgraduate']
['kamal', 'haasan', 'takes', 'a', 'trip', 'down', 'memory', 'lane', 'recalls', 'the', 'time', 'queen', 'elizabeth', 'ii', 'attended', 'marudhanayagam', 'shoot']
['apple', 'iphone', '14', 'should', 'buy', 'new', 'phone', 'from', 'the', 'us', 'or', 'india', 'see', 'details']
['director', 'actor', 'sj', 'suryah', 'to', 'star', 'in', 'ram', 'charans', 'next', 'film', 'rc15']
['royal', 'mourning', 'to', 'last', 'until', 'seven', 'days', 'after', 'queens', 'funeral']
['us', 'consulate', 'in', 'hyderabad', 'to', 'soon', 'have', '55', 'windows', 'for', 'visa']
['germany', 'to', 'grant', 'citizenship', 'to', 'foreigners', 'in', 'just', 'three', 'years']
['no', 'criminal', 'connect', 'with', 'delhi', 'riots', 'argues', 'umar', 'khalid', 'hc', 'reserves', 'order', 'on', 'bail', 'plea']
['germany', 'is', 'planning', 'to', 'introduce', 'points', 'based', 'green', 'cards']
['brahmastra', 'verdict', 'twitterati', 'lauds', 'ranbir', 'kapoor', 'and', 'alia', 'bhatt', 'starrer', 'calls', 'it', 'a', 'visual', 'classic']
['neeraj', 'chopra', 'likely', 'to', 'skip', 'national', 'games', '2022', 'over', 'groin', 'issue']
['best', 'coffee', 'maker', 'machine', 'under', '10000']
['china', 'silent', 'on', 'narendra', 'modi', 'xi', 'jinping', 'meet', 'at', 'sco', 'summit', 'says', 'disengagement', 'of', 'troops', 'in', 'ladakh', 'positive', 'signal']
['asia', 'cup', 'review', 'more', 'questions', 'than', 'answers', 'ahead', 'of', 't20', 'world', 'cup']
['india', 'faces', 'bankruptcy', 'of', 'vision', 'congress', 'leader', 'rahul', 'gandhi']
['elizabeth', 'ii', 'visited', 'india', 'thrice', 'got', 'rousing', 'reception', 'at', 'ramlila', 'maidan', 'in', '1961', 'inaugurated', 'aiims', 'buildings']
['gun', 'salute', 'to', 'be', 'fired', 'on', 'friday', 'for', 'each', 'year', 'of', 'the', 'queens', 'life']
['indias', 'rice', 'production', 'may', 'fall', 'by', '10', '12', 'mn', 'tonnes', 'during', 'the', 'kharif', 'season', 'this', 'year', 'food', 'secretary']
['dandera', 'launches', 'otua', 'a', '3', 'wheeler', 'cargo', 'ev', 'with', 'up', 'to', '300', 'km', 'range']
['cobra', 'kai', 'season', '5', 'when', 'where', 'to', 'watch']
['capgemini', 'announces', 'acquisition', 'of', 'singapore', 'based', 'aodigy']
['squid', 'game', 'star', 'lee', 'jung', 'jae', 'to', 'headline', 'star', 'wars', 'series', 'the', 'acolyte']
['what', 'is', 'difference', 'between', 'free', 'to', 'play', 'play', 'to', 'earn', 'games', 'read', 'to', 'know']
['construction', 'worker', 'dies', '4', 'others', 'injured', 'after', 'tower', 'crane', 'breaks', 'in', 'noida']
['queens', 'state', 'funeral', 'to', 'be', 'uks', 'first', 'since', '1965']
['5', 'injured', 'in', 'building', 'collapse', 'in', 'delhis', 'azad', 'market']
['emami', 'seeks', 'for', 'increased', 'levels', 'of', 'competitiveness', 'by', 'remaining', 'firmly', 'involved', 'in', 'ayurveda']
['around', '76', 'startups', 'to', 'get', 'financial', 'support', 'for', 'work', 'on', 'water', 'management']
['king', 'charles', 'iii', 'the', 'king', 'who', 'believes', 'in', 'healing', 'power', 'of', 'yoga', 'ayurveda']
['icici', 'bank', 'hits', 'fresh', '52', 'week', 'high', 'jumps', '35', 'in', '6', 'months']
['qatar', 'reopens', 'doha', 'airport', 'to', 'ease', 'world', 'cup', 'traffic']
['amazon', 'ceo', 'jeff', 'bezos', 'criticises', 'nigerian', 'born', 'professor', 'on', 'twitter', 'for', 'wishing', 'excruciating', 'death', 'for', 'queen', 'elizabeth', 'ii', 'see', 'details']
['lucknow', 'man', 'arrested', 'for', 'defacing', 'hanuman', 'idol', 'in', 'city', 'temple']
['prophet', 'remark', 'row', 'supreme', 'court', 'refuses', 'to', 'entertain', 'plea', 'seeking', 'arrest', 'of', 'nupur', 'sharma']
['bilkis', 'bano', 'case', 'sc', 'to', 'hear', 'pleas', 'against', 'release', 'of', '11', 'convicts', 'after', 'three', 'weeks']
['india', 'to', 'mourn', 'on', 'sunday', 'queen', 'elizabeth', 'iis', 'demise', 'national', 'flag', 'to', 'be', 'flown', 'at', 'half', 'mast']
['buying', 'smartphone', 'for', 'gaming', 'purposes', '4', 'points', 'you', 'should', 'know']
['yashoda', 'teaser', 'samantha', 'ruth', 'prabhu', 'is', 'playing', 'pregnant', 'spy']
['harsha', 'engineers', 'ipo', 'to', 'open', 'next', 'week', 'grey', 'market', 'premium', 'is', 'already', 'at', '150', 'per', 'share']
['sonia', 'gandhi', 'relieving', 'mukul', 'wasnik', 'as', 'mp', 'incharge', 'sets', 'off', 'buzz', 'in', 'congress', 'circles']
['view', 'the', 'karmayogi', 'queen', 'who', 'did', 'her', 'duty', 'with', 'selfless', 'grace', 'for', '70', 'years', 'till', 'the', 'end', 'of', 'her', 'life']
['tech', 'view', 'nifty', 'forms', 'bullish', 'candle', 'for', '2nd', 'week', 'but', 'analysts', 'see', 'weakness', 'ahead']
['nature', 'attacked', 'wrong', 'targets', 'un', 'chief', 'on', 'pakistan', 'floods']
['india', 'japan', 'partnership', 'good', 'for', 'indo', 'pacific', 'region', 'and', 'global', 'order', 'eam', 's', 'jaishankar']
['nse', 'phone', 'tapping', 'case', 'ed', 'files', 'chargesheet', 'against', 'ex', 'chief', 'chitra', 'ramakrishna', 'ravi', 'narain']
['aws', 'announces', 'public', 'sector', 'partnerships', 'in', 'india']
['whats', 'happening', 'in', 'one', 'piece', 'chapter', '1060']
['zydus', 'buys', 'rights', 'from', 'pharmacosmos', 'to', 'sell', 'drug', 'to', 'treat', 'anemia', 'in', 'india', 'nepal']
['indian', 'social', 'media', 'flooded', 'with', 'demands', 'for', 'uk', 'to', 'return', 'the', 'kohinoor', 'after', 'queens', 'death']
['kolkatas', 'triparna', 'chakraborty', 'has', 'the', 'dream', 'job', 'sleeping']
['keep', 'losing', 'your', 'earbuds', 'charging', 'case', 'airpods', 'pro', '2', 'is', 'easier', 'to', 'locate', 'thanks', 'to', 'apples', 'precision', 'finding', 'feature']
['rbi', 'to', 'issue', 'whitelist', 'of', 'all', 'legal', 'loan', 'apps', 'app', 'stores', 'can', 'host', 'only', 'these']
['what', 'will', 'happen', 'to', 'netflixs', 'the', 'crown', 'after', 'queen', 'elizabeth', 'iis', 'demise']
['ev', 'industry', 'can', 'end', 'the', 'financial', 'year', 'with', 'more', 'than', '50000', 'car', 'sales', 'says', 'tatas', 'shailesh', 'chandra']
['was', 'elon', 'musk', 'in', 'his', 'high', 'school', 'chess', 'team', 'read', 'to', 'know']
['microplastics', 'make', 'its', 'way', 'to', 'water', 'trapped', 'in', 'plant', 'leaf', 'study']
['pvr', 'inox', 'leisure', 'slump', 'up', 'to', '6', 'after', 'mixed', 'reviews', 'for', 'brahmastra']
['gold', 'gains', 'rs', '62', 'silver', 'jumps', 'rs', '579']
['rahul', 'gandhi', 'and', 'co', 'padyatris', 'begin', 'bharat', 'jodo', 'yatra', 'from', 'southern', 'tip', 'long', 'haul', 'ahead']
['apple', 'ceo', 'responds', 'to', 'googles', 'sms', 'request', 'heres', 'what', 'he', 'said']
['tata', 'in', 'talks', 'to', 'build', 'iphones', 'for', 'apple', 'in', 'india', 'report']
['army', 'air', 'force', 'conduct', 'joint', 'exercise', 'gagan', 'strike', 'in', 'punjab']
['value', 'creation', 'tech', 'for', 'good', 'and', 'corporate', 'governance', 'among', 'top', 'startup', 'themes', 'at', 'et', 'soonicorns', 'summit']
['how', 'to', 'sign', 'google', 'documents', 'with', 'esignature', 'all', 'you', 'need', 'to', 'know']
['mission', 'to', 'clean', 'ganga', 'draws', 'people', 'to', 'bid', 'for', 'gifts', 'received', 'by', 'pm', 'modi']
['thank', 'god', 'trailer', 'out', 'ajay', 'devgn', 'plays', 'chitragupta']
['rail', 'ministry', 'floats', 'rs', '1000', 'crores', 'tender', 'for', 'manufacture', 'of', 'forged', 'wheels']
['us', 'based', 'healthtech', 'startup', 'certifyos', 'raises', '14', '5', 'million', 'in', 'funding', 'led', 'by', 'general', 'catalyst']
['air', 'india', 'group', 'starts', 'vacating', 'its', 'offices', 'from', 'government', 'owned', 'properties']
['the', 'crown', 'halts', 'filming', 'for', 'season', '6', 'out', 'of', 'respect', 'for', 'queen', 'elizabeth', 'ii']
['hunting', 'multibaggers', 'd', 'street', 'experts', 'swear', 'by', 'these', 'themes']
['apple', 'iphone', '14', 'models', 'launched', 'heres', 'how', 'to', 'pre', 'order', 'them']
['bjps', 'swipe', 'at', 'congress', 'leader', 'rahul', 'gandhi', 'over', 'price', 'of', 'his', 't', 'shirt']
['queen', 'elizabeth', 'ii', 'admired', 'richness', 'diversity', 'of', 'india']
['alert', 'railways', 'cop', 'spots', 'woman', 'intending', 'to', 'commit', 'suicide', 'counsels', 'her']
['rape', 'case', 'court', 'denies', 'anticipatory', 'bail', 'to', 'singer', 'rahul', 'jain']
['irdai', 'proposes', 'to', 'make', 'issue', 'of', 'insurance', 'policies', 'in', 'demat', 'form', 'mandatory']
['equity', 'mutual', 'fund', 'inflow', 'at', '10', 'month', 'low', 'sip', 'contribution', 'at', 'record', 'high']
['axis', 'bank', 'hikes', 'fd', 'interest', 'rates', 'by', 'up', 'to', '25', 'basis', 'points', 'on', 'these', 'tenures']
['mumbais', 'dabbawalas', 'grieve', 'with', 'royal', 'family', 'recall', 'breakfast', 'with', 'queen', 'elizabeth']
['todays', 'quordle', 'here', 'are', 'clues', 'answers', 'for', 'word', 'puzzle']
['when', 'two', 'queens', 'met', 'the', 'iconic', 'exchange', 'between', 'britains', 'monarch', 'hollywood', 'star', 'marilyn', 'monroe']
['trisha', 'paytas', 'twitter', 'is', 'abuzz', 'with', 'weird', 'queen', 'elizabeth', 'reincarnation', 'theory']
['bullish', 'on', 'indian', 'markets', 'because', 'of', 'structural', 'tailwinds', 'charu', 'chanana']
['sensex', 'nifty', 'end', 'volatile', 'session', 'in', 'the', 'green', 'rise', 'nearly', '2', 'for', 'the', 'week']
['motorola', 'edge', '30', 'ultra', 'with', '200', 'mp', 'camera', 'launched', 'globally', 'specifications', 'price', 'and', 'more']
['govt', 'clears', 'pli', 'incentive', 'of', 'rs53', 'cr', 'for', 'dixon', 'becomes', 'first', 'firm', 'to', 'receive', 'sops', 'under', 'scheme']
['here', 'is', 'everything', 'you', 'need', 'to', 'know', 'about', 'the', 'usa', 'b2', 'visa']
['thunderstorms', 'heavy', 'rains', 'predicted', 'for', 'five', 'days', 'in', 'mumbai']
['price', 'rise', 'high', 'shipment', 'led', 'to', 'export', 'restrictions', 'on', 'rice', 'food', 'secretary']
['armys', 'forward', 'posts', 'along', 'lac', 'in', 'arunachal', 'pradesh', 'to', 'have', 'helipads']
['bjp', 'terrorising', 'muslims', 'on', 'pretext', 'of', 'conducting', 'madrassa', 'survey', 'mayawati']
['boxers', 'claressa', 'shields', 'savannah', 'marshal', 'face', 'off', 'for', 'world', 'championships']
['cyrus', 'mistry', 'death', 'car', 'brakes', 'were', 'applied', '5', 'seconds', 'before', 'crash', 'as', 'per', 'mercedes', 'interim', 'report']
['spicejet', 'appoints', 'ashish', 'kumar', 'as', 'new', 'cfo']
['railways', 'floats', 'tender', 'to', 'make', '80000', 'make', 'in', 'india', 'wheels', 'every', 'year', 'ashwini', 'vaishnaw']
['can', 'brahmastra', 'break', 'the', 'jinx', 'for', 'multiplexes', 'abneesh', 'roy', 'explains']
['king', 'charles', 'iii', 'the', 'man', 'who', 'can', 'travel', 'the', 'world', 'without', 'a', 'passport']
['more', 'than', 'rs', '168', 'crore', 'spent', 'by', 'aap', 'govt', 'to', 'provide', 'health', 'facilities', 'to', 'delhiites', 'in', 'last', '5', 'yrs']
['harsha', 'engineering', 'ipo', 'to', 'open', 'sept', '14', 'price', 'band', 'fixed']
['wealthdesks', 'whitepaper', 'discusses', 'how', 'the', 'unified', 'wealth', 'interface', 'uwi', 'will', 'be', 'a', 'game', 'changer', 'for', 'the', 'asset', 'wealth', 'and', 'broking', 'ecosystem']
['indias', 'finance', 'minister', 'outlines', 'steps', 'to', 'ward', 'off', 'illegal', 'loan', 'apps']
['sc', 'grants', '2', 'weeks', 'to', 'centre', 'to', 'file', 'reply', 'to', 'pleas', 'challenging', 'places', 'of', 'worship', 'act']
['have', 'made', 'my', 'decision', 'will', 'reply', 'when', 'poll', 'is', 'held', 'says', 'congress', 'leader', 'rahul', 'gandhi', 'on', 'being', 'party', 'chief', 'again']
['ranbir', 'kapoors', 'brahmastra', 'wipes', 'out', 'over', '800', 'crore', 'wealth', 'of', 'pvr', 'and', 'inox', 'investors']
['when', 'nizam', 'of', 'hyderabad', 'gave', 'queen', 'elizabeth', 'a', 'necklace', 'studded', 'with', '300', 'diamonds']
['chinese', 'military', 'confirms', 'disengagement', 'of', 'troops', 'of', 'china', 'and', 'india', 'from', 'gogra', 'hotsprings', 'pp', '15', 'in', 'eastern', 'ladakh']
['how', 'to', 'generate', 'aadhaar', 'virtual', 'id']
['harsha', 'engineers', 'trades', 'at', '60', 'premium', 'in', 'grey', 'market', 'ahead', 'of', 'ipo']
['rice', 'production', 'may', 'fall', 'by', '10', '12', 'mn', 'tonnes', 'food', 'secretary']
['what', 'happens', 'to', 'the', 'uk', 'after', 'queen', 'elizabeths', 'ii', 'death', 'changes', 'in', 'national', 'anthem', 'passport', 'currency']
['gspl', 'jumps', '9', 'logs', 'biggest', 'single', 'day', 'gain', 'since', 'february', '2021']
['garth', 'brooks', 'cultural', 'event', 'at', 'croke', 'park', 'heres', 'everything', 'you', 'need', 'to', 'know']
['russias', 'exclusion', 'may', 'pave', 'way', 'for', 'india', 'into', 'global', 'bond', 'index']
['dukaan', 'joins', 'hands', 'with', 'sharechat', 'moj', 'for', 'merchants', 'creators']
['footballer', 'trevor', 'sinclair', 'criticizes', 'queen', 'shortly', 'after', 'demise', 'tweet', 'goes', 'viral']
['prince', 'williams', 'actions', 'give', 'sleepless', 'nights', 'to', 'queen', 'elizabeth', 'ii', 'find', 'out', 'the', 'truth']
['falling', 'credit', 'cost', 'one', 'of', 'the', 'biggest', 'reasons', 'for', 'rise', 'in', 'roa', 'for', 'bank', 'of', 'baroda', 'md']
['degrees', 'through', 'distance', 'learning', 'to', 'be', 'on', 'par', 'with', 'those', 'obtained', 'by', 'conventional', 'mode']
['india', 'considers', 'new', 'coal', 'imports', 'as', 'energy', 'supply', 'concern', 'grows']
['who', 'regional', 'committee', 'meet', 'concludes', 'member', 'countries', 'vow', 'to', 'strengthen', 'health', 'systems']
['four', 'people', 'from', 'mumbai', 'thane', 'dead', 'as', 'car', 'headed', 'for', 'badrinath', 'falls', 'into', 'gorge']
['first', 'ever', 'online', 'archive', 'of', 'apple', 'co', 'founder', 'steve', 'jobs', 'brings', 'together', 'all', 'his', 'famous', 'quotes', 'speeches']
['bernard', 'shaw', 'face', 'of', 'cnn', 'for', 'decades', 'dies', 'at', '82']
['weekly', 'top', 'picks', 'stocks', 'that', 'scored', '10', 'on', '10']
['this', 'sbi', 'fd', 'allows', 'you', 'to', 'withdraw', 'money', 'anytime', 'without', 'paying', 'a', 'penalty', 'check', 'details']
['apple', 'watch', 'model', 'se', 'series', '8', 'up', 'for', 'pre', 'booking', 'check', 'date', 'price']
['tata', 'motors', 'to', 'roll', 'out', 'ev', 'version', 'of', 'tiago']
['sonali', 'phogat', 'case', 'sc', 'stays', 'demolition', 'of', 'curlies', 'restaurant', 'in', 'goa']
['world', 'ev', 'day', 'industry', 'pitches', 'for', 'sustainable', 'electric', 'vehicle', 'ecosystem']
['bjp', 'not', 'likely', 'to', 'pull', 'out', 'of', 'ruling', 'meghalaya', 'democratic', 'alliance', 'sangma']
['pvr', 'to', 'seek', 'nod', 'from', 'shareholders', 'creditors', 'on', 'oct', '11', 'for', 'merger', 'with', 'inox']
['mercury', 'prize', 'ceremony', 'postponed', 'due', 'to', 'queen', 'elizabeths', 'death']
