['make', 'mmwpg', 'great', 'as', 'a', 'footballing', 'side']
['coimbatore', 'lok', 'sabha', 'constituency', 'bjps', 'k', 'annamalai', 'to', 'face', 'dmks', 'ganapathy', 'rajkumar', 'aiadmks', 'singai', 'ramachandran', 'voting', 'on', 'april', '19']
['what', 'are', 'you', 'trying', 'to', 'prove', 'bjps', 'rajnath', 'singh', 'slams', 'tejashwi', 'yadav', 'for', 'eating', 'fish', 'during', 'navratri']
['best', 'stabilizer', 'for', 'ac', 'in', 'india', 'v', 'guard', 'and', 'microtek']
['congress', 'insults', 'women', 'didnt', 'give', 'due', 'respect', 'to', 'ambedkar', 'savarkar', 'claims', 'bjp', 'candidate', 'kangana', 'ranaut']
['tehran', 'indian', 'embassy', 'issues', 'additional', 'helpline', 'numbers', 'amid', 'tensions', 'in', 'region']
['kolkata', 'knight', 'riders', 'win', 'by', '8', 'wickets', 'against', 'lucknow', 'super', 'giants', 'at', 'eden', 'gardens']
['indira', 'gandhi', 'had', 'promised', 'poverty', 'removal', 'but', 'nothing', 'happened', 'amit', 'shahs', 'dig', 'at', 'rahul', 'gandhi']
['s', 'pc', 'offers', 'new', 'video', 'this', 'week', 'details', 'here']
['air', 'india', 'temporarily', 'suspends', 'flights', 'to', 'tel', 'aviv', 'amid', 'escalating', 'tensions']
['leasing', 'of', 'lithium', 'ion', 'batteries', 'for', '3', 'wheelers', 'to', 'be', 'rolled', 'out', 'soon', 'in', 'kolkata']
['imd', 'issues', 'alert', 'for', 'rainfall', 'spell', 'with', 'thunderstorms', 'for', 'delhi', 'punjab', 'haryana', 'mp', 'and', 'rajasthan']
['bjps', 'lok', 'sabha', 'poll', 'manifesto', 'jumla', 'patra', 'breaks', 'world', 'record', 'of', 'lies', 'akhilesh', 'yadav']
['retail', 'buying', 'in', 'asia', 'including', 'india', 'fuels', 'gold', 'price', 'momentum', 'goldman', 'sachs']
['the', 'boys', 'season', '4', 'episode', 'release', 'date', 'cast', 'plot', 'and', 'latest', 'updates']
['godrej', 'locks', 'eyes', '50', 'market', 'share', 'bets', 'big', 'on', 'new', 'cheaper', 'products', 'price', 'cuts', 'of', 'existing', 'ones']
['salman', 'khan', 'security', 'threat', 'lawrence', 'bishnois', 'brother', 'takes', 'responsibility', 'for', 'firing', 'outside', 'actors', 'residence']
['carlyle', 'picks', 'jpmorgan', 'and', 'kotak', 'to', 'help', 'arrange', 'hexaware', 'ipo', 'report']
['j', 'k', 'lg', 'flags', 'off', 'pilgrimage', 'along', 'heritage', 'route', 'to', 'varishno', 'devi', 'shrine']
['ls', 'polls', 'former', 'akali', 'mla', 'pawan', 'tinu', 'joins', 'aap', 'likely', 'to', 'be', 'fielded', 'from', 'jalandhar']
['omar', 'abdullah', 'rules', 'out', 'contesting', 'assembly', 'elections', 'till', 'j', 'k', 'is', 'ut']
['did', 'oj', 'simpson', 'make', 'any', 'confession', 'before', 'passing', 'away', 'family', 'breaks', 'silence']
['kumaraswamys', 'rural', 'women', 'have', 'lost', 'their', 'way', 'comment', 'sparks', 'row']
['fallout', 'season', '2', 'know', 'about', 'the', 'potential', 'release', 'date', 'cast', 'and', 'plot', 'details']
['dhoom', 'inspired', 'robbers', 'nabbed', 'in', 'delhi', '26', 'cases', 'cracked']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'monday']
['pm', 'modi', 'to', 'campaign', 'for', 'nda', 'candidates', 'in', 'central', 'and', 'south', 'kerala', 'tomorrow']
['alex', 'garlands', 'civil', 'war', 'where', 'to', 'watch', 'and', 'streaming', 'updates']
['alarming', 'that', 'passengers', 'paying', 'for', 'comfort', 'are', 'enduring', 'such', 'hardships', 'man', 'narrates', 'sisters', 'experience', 'in', '3', 'ac', 'train']
['modi', 'destroying', 'democracy', 'no', 'difference', 'between', 'him', 'and', 'putin', 'says', 'sharad', 'pawar']
['have', 'maturity', 'to', 'gel', 'with', 'jdu', 'to', 'ensure', 'third', 'term', 'for', 'modi', 'chirag', 'paswan']
['job', 'market', 'witnessing', 'rebalancing', 'after', 'rush', 'of', 'cash', 'flow', 'seen', 'immediately', 'after', 'covid', '19', 'says', 'upgrad', 'co', 'founder', 'ronnie', 'screwvala']
['pooja', 'bhatt', 'slams', 'security', 'lapse', 'after', 'firing', 'outside', 'salman', 'khans', 'mumbai', 'house', 'if', 'this', 'can', 'happen', 'with']
['fintech', 'funding', 'in', 'jan', 'march', 'down', '57', 'year', 'on', 'year', 'but', 'up', '59', 'from', 'last', 'quarter']
['as', 'situation', 'in', 'the', 'middle', 'east', 'worsens', 'israeli', 'envoy', 'assures', 'safety', 'of', 'indian', 'workers']
['lok', 'sabha', 'elections', 'as', 'good', 'as', 'rigged', 'development', 'economist', 'jean', 'dreze']
['indian', 'mission', 'in', 'israel', 'issues', 'fresh', 'advisory', 'no', 'country', 'evacuating', 'its', 'nationals', 'so', 'far', 'following', 'iran', 'salvo']
['nifty', 'bank', 'has', 'historically', 'given', '5', 'average', 'return', 'in', 'q4', 'earnings', 'season', 'anand', 'james']
['congress', 'always', 'insulted', 'dr', 'babasaheb', 'ambedkar', 'we', 'have', 'honoured', 'him', 'pm', 'modi']
['pm', 'getting', 'invitations', 'for', 'events', 'scheduled', 'abroad', 'in', '2025', 'entire', 'world', 'sure', 'of', 'his', 'win', 'rajnath']
['bade', 'miyan', 'chote', 'miyan', 'box', 'office', 'akshay', 'kumar', 'and', 'tiger', 'shroffs', 'action', 'extravaganza', 'crosses', 'rs', '76', 'cr', 'mark', 'on', 'day', '3']
['attack', 'on', 'oppn', 'hindutva', 'and', 'other', 'issues', 'form', 'key', 'elements', 'of', 'western', 'medias', 'lok', 'sabha', 'coverage']
['lok', 'sabha', 'polls', '2024', 'three', 'way', 'battle', 'in', 'venice', 'of', 'the', 'east', 'alappuzha']
['meet', 'the', 'master', 'tailor', 'overloaded', 'with', 'orders', 'for', 'politicians', 'kurta', 'pyjamas', 'for', 'lok', 'sabha', 'polls', '2024']
['second', 'batch', 'of', 'indian', 'military', 'personnel', 'leaves', 'maldives', 'president', 'muizzu']
['indian', 'student', 'shot', 'dead', 'in', 'vancouver', 'car', 'incident', 'investigation', 'on']
['glenmark', 'recalls', '6528', 'bottles', 'of', 'blood', 'pressure', 'drug', 'in', 'us']
['pushing', 'the', 'envelope', 'financial', 'ratios', 'like', 'cd', 'ratio', 'and', 'many', 'others', 'need', 'to', 'be', 'looked', 'at', 'in', 'context']
['three', 'ex', 'cms', 'from', 'nda', 'in', 'poll', 'fray', 'heats', 'up', 'campaign', 'scene', 'in', 'cong', 'ruled', 'karnataka']
['ipl', '2024', 'kkr', 'vs', 'lsg', 'pitch', 'report', 'playing', '11', 'dream', '11', 'prediction', 'eden', 'gardens', 'stadium', 'kolkata', 'knight', 'riders', 'lucknow', 'super', 'giants', 'today', 'match', 'shreyas', 'iyer', 'kl', 'rahul']
['corrections', 'are', 'opportunities', 'for', 'long', 'term', 'investors', '5', 'midcaps', 'with', 'right', 'mix', 'and', 'upside', 'potential', 'of', 'up', 'to', '46']
['lic', 'sees', '59', 'pc', 'jump', 'in', 'value', 'of', 'investments', 'in', 'adani', 'stocks']
['oppn', 'lost', 'power', 'due', 'to', 'disunity', 'congress', 'problems', 'need', 'remedying', 'amartya', 'sen']
['ambedkar', 'jayanti', '2024', 'history', 'date', 'significance', 'and', 'other', 'key', 'details']
['iran', 'israel', 'war', 'will', 'nifty', 'bulls', 'get', 'trapped', 'in', 'cross', 'firing', 'and', 'how', 'it', 'may', 'impact', 'investors']
['dogs', 'maul', 'to', 'death', 'toddler', 'in', 'hyderabad', '4', 'year', 'old', 'in', 'ups', 'deoria']
['maharashtra', 'leads', 'in', '85', 'voter', 'category', 'up', 'and', 'bihar', 'follows']
['imphal', 'ring', 'road', 'project', 'to', 'transform', 'transport', 'dynamics', 'in', 'manipur', 'introduce', 'women', 'operated', 'e', 'vehicles']
['siddu', 'dk', 'will', 'take', 'care', 'of', 'bengaluru', 'mind', 'your', 'own', 'business', 'pai', 'tells', 'congress', 'in', 'kerala']
['india', 'rubbishes', 'lancets', 'claim', 'of', 'lack', 'of', 'accuracy', 'transparency', 'in', 'data']
['ambedkar', 'jayanti', '2024', 'wishes', 'greetings', 'and', 'quotes']
['soundarya', 'jagadish', 'death', 'sandalwood', 'producer', 'passes', 'away', 'suicide', 'suspected']
['technical', 'breakout', 'stocks', 'how', 'to', 'trade', 'quess', 'corp', 'kei', 'industries', 'and', 'tata', 'power', 'on', 'monday']
['puthandu', '2024', 'check', 'date', 'time', 'rituals', 'and', 'other', 'details', 'here']
['normalcy', 'restored', 'in', 'manipur', 'reconciliation', 'on', 'with', 'kukis', 'n', 'biren', 'singh', 'singh']
['are', 'israel', 'and', 'iran', 'headed', 'for', 'a', 'war', 'know', 'what', 'can', 'happen']
['kannada', 'cinema', 'producer', 'soundarya', 'jagadish', 'reports', 'claim', 'suicide', 'family', 'says', 'heart', 'attack']
['wticabs', 'plans', 'to', 'induct', '1000', 'evs', 'in', 'its', 'fleet', 'this', 'fiscal']
['from', 'delhis', 'chole', 'kulche', 'wala', 'to', 'ghaziabads', 'special', 'invitees', 'who', 'got', 'first', 'copy', 'of', 'bjp', 'manifesto']
['salman', 'khan', 'security', 'alert', 'gunshots', 'fired', 'outside', 'actors', 'mumbai', 'house', 'police', 'launch', 'investigation']
['wary', 'of', 'bob', 'world', 'app', 'and', 'other', 'scams', 'fin', 'min', 'bats', 'for', 'enhanced', 'kyc', 'due', 'diligence']
['bjp', 'manifesto', '2024', 'uniform', 'civil', 'code', 'ucc', 'will', 'be', 'implemented', 'says', 'party', 'in', 'its', 'poll', 'pitch']
['bitcoin', 'slumps', '8', 'after', 'iran', 'attacks', 'israel', 'flashes', 'warning', 'for', 'global', 'markets']
['super', '30', 'founder', 'anand', 'kumar', 'to', 'launch', 'online', 'educational', 'platform', 'for', 'the', 'poor']
['israel', 'attacked', 'by', 'iran', 'india', 'calls', 'for', 'restraint', 'issues', 'statement']
['debutants', 'poll', 'what', 'do', 'the', 'first', 'time', 'voters', 'of', 'election', '2024', 'who', 'have', 'come', 'of', 'age', 'in', 'the', 'modi', 'regime', 'want']
['the', 'roving', 'indian', 'the', 'rise', 'of', 'luxury', 'sports', 'tourism']
['digi', 'yatra', 'stakeholders', 'working', 'to', 'address', 'tailgating', 'issue']
['market', 'valuation', 'of', '7', 'most', 'valued', 'firms', 'climb', 'rs', '59404', 'cr', 'bharti', 'airtel', 'icici', 'bank', 'lead', 'gainers']
['bjp', 'manifesto', 'mudra', 'loan', 'limit', 'to', 'be', 'hiked', 'to', 'rs', '20', 'lakh', 'from', 'rs', '10', 'lakh']
['cocoa', 'conundrum', 'chocolates', 'and', 'problems', 'of', 'the', 'commodity', 'cycle']
['charting', 'the', 'global', 'economy', 'india', 'can', 'be', 'the', 'worlds', 'no', '1', 'contributor', 'to', 'gdp', 'growth', 'by', '2028']
['electric', 'motorbikes', 'on', 'course', 'to', 'take', 'charge', 'of', 'ev', 'space']
['fpis', 'infuse', 'over', 'rs', '13300', 'crore', 'in', 'equities', 'in', 'april', 'so', 'far', 'amidst', 'bullish', 'economic', 'outlook']
['israel', 'iran', 'conflict', 'q4', 'earnings', 'among', '11', 'factors', 'that', 'will', 'steer', 'd', 'street', 'this', 'week']
['hold', 'sun', 'pharma', 'and', 'dr', 'reddys', 'buy', 'natco', 'on', 'dips', 'among', 'pharma', 'stocks', 'mayuresh', 'joshi']
['slightly', 'bearish', 'on', 'the', 'market', 'if', 'you', 'have', 'raised', 'cash', 'stay', 'on', 'the', 'sidelines', 'sanjiv', 'bhasin']
['enough', 'ideas', 'to', 'invest', 'in', 'even', 'when', 'market', 'is', 'at', 'record', 'high', 'betting', 'on', '3', 'sectors', 'mukul', 'kochhar']
['lok', 'sabha', 'polls', 'bjp', 'to', 'release', 'election', 'manifesto', 'on', 'april', '14', 'say', 'sources']
['uk', 'deploys', 'several', 'jets', 'air', 'refuelling', 'tankers', 'in', 'response', 'to', 'iranian', 'attack', 'on', 'israel']
['factories', 'around', 'the', 'world', 'are', 'slowly', 'cranking', 'into', 'gear', 'again']
['israel', 'iran', 'tension', 'indian', 'carriers', 'to', 'avoid', 'iranian', 'airspace']
['india', 'inc', 'embracing', 'neurodiversity', 'at', 'workplace']
['17', 'indians', 'among', '25', 'crew', 'on', 'ship', 'seized', 'by', 'iran', 'india', 'in', 'touch', 'with', 'iranian', 'authorities', 'say', 'sources']
['ipl', 'firms', 'up', 'telcos', 'data', 'cover', 'drive', 'wholl', 'score', 'more']
['no', 'more', 'stinky', 'rides', 'how', 'railways', 'plans', 'to', 'tackle', 'smelly', 'trains', 'stations']
['skill', 'gap', 'in', 'workforce', 'ai', 'advancements', 'make', 'cyber', 'attacks', 'more', 'threatening', 'in', 'india']
['casting', 'an', 'eye', 'on', 'indias', 'web3', 'landscape', 'across', 'crypto', 'gaming']
['world', 'designing', 'forum', 'to', 'set', 'up', 'handloom', 'cluster', 'and', 'apparel', 'designing', 'park', 'in', 'agra']
['smartphone', 'ac', 'sales', 'spring', 'back', 'in', 'q4']
['bournvita', 'other', 'brands', 'to', 'lose', 'health', 'drink', 'status']
['all', 'gas', 'fired', 'power', 'plants', 'to', 'operate', 'in', 'may', 'june']
['inter', 'miami', 'vs', 'sporting', 'kansas', 'city', 'live', 'streaming', 'start', 'time', 'will', 'lionel', 'messi', 'play']
['work', 'from', 'home', 'tax', 'benefits', 'who', 'can', 'avail', 'home', 'office', 'deductions']
['captain', 'america', 'brave', 'new', 'world', 'will', 'the', 'new', 'marvel', 'movie', 'release', 'in', '2024']
['ambedkar', 'jayanti', '2024', 'why', 'is', 'article', '32', 'considered', 'the', 'heart', 'and', 'soul', 'of', 'the', 'indian', 'constitution']
['you', 'visit', 'karnataka', 'only', 'during', 'elections', 'cm', 'takes', 'dig', 'at', 'pm', 'ahead', 'of', 'his', 'mega', 'events', 'in', 'mysuru', 'mangaluru', 'today']
['ls', 'polls', 'demand', 'for', 'private', 'jets', 'choppers', 'jumps', 'up', 'to', '40', 'pc', 'operators', 'set', 'to', 'rake', 'in', 'more', 'profit']
['scottie', 'scheffler', 'produces', 'stubborn', 'yet', 'imaginative', 'golf', 'to', 'lead', 'the', 'masters', 'charge']
['army', 'successfully', 'conducts', 'field', 'trials', 'of', 'anti', 'tank', 'guided', 'missile', 'system']
['sahith', 'theegala', 'and', 'akshay', 'bhatia', 'dial', 'resilience', 'to', 'fight', 'the', 'masters', 'battle']
['no', 'takers', 'for', 'erstwhile', 'royals', 'in', 'uttar', 'pradesh', 'this', 'lok', 'sabha', 'election']
['silver', 'price', 'at', 'lifetime', 'high', 'will', 'the', 'rally', 'continue']
['india', 'adds', 'record', '18', 'gw', 'renewable', 'energy', 'capacity', 'in', 'fy24']
['swiggy', 'shoe', 'theft', 'saga', 'sonu', 'soods', 'remarks', 'on', 'delivery', 'executive', 'sparks', 'social', 'media', 'backlash', 'heres', 'what', 'he', 'said']
['battle', 'for', 'bikaner', 'union', 'minister', 'arjun', 'ram', 'meghwal', 'to', 'contest', 'against', 'congress', 'govind', 'ram', 'meghwal']
['value', 'triumphs', 'momentum', 'in', 'fy24', 'from', 'the', 'quant', 'lens']
['oldest', 'conjoined', 'twins', 'in', 'the', 'world', 'lori', 'and', 'george', 'passed', 'away', 'at', '62', 'know', 'their', 'journey']
['civil', 'war', 'spoilers', 'ending', 'scene', 'explained', 'all', 'you', 'need', 'to', 'know']
['trump', 'hush', 'money', 'criminal', 'trial', 'starts', 'in', 'new', 'york', 'on', 'monday']
['storm', 'politics', 'in', 'jalpaiguri', 'mamata', 'banerjee', 'slams', 'pm', 'modi', 'promises', 'relief', 'for', 'victims']
['5', 'israeli', 'state', 'of', 'the', 'art', 'multilayered', 'air', 'defense', 'systems', 'that', 'protected', 'it', 'from', 'irans', 'drone', 'and', 'missile', 'strikes']
['grill', 'splendour', 'services', 'ipo', 'opens', 'monday', 'all', 'you', 'need', 'to', 'know', 'before', 'subscribing']
['is', 'jenna', 'ortega', 'set', 'to', 'portray', 'gothams', 'batgirl', 'for', 'dc', 'universe', 'heres', 'the', 'scoop']
['indian', 'embassy', 'has', 'raised', 'with', 'authorities', 'matter', 'of', 'haryana', 'youths', 'stuck', 'in', 'russia', 'randeep', 'surjewala']
['the', 'hunger', 'artist', 'when', 'writing', 'is', 'a', 'per', 'diem', 'exercise']
['tripura', 'cm', 'manik', 'saha', 'mulls', 'to', 'reopen', 'political', 'murder', 'cases', 'to', 'take', 'legal', 'advice', 'after', 'lok', 'sabha', 'poll']
