['fm', 'asks', 'state', 'run', 'banks', 'to', 'focus', 'on', 'msme', 'outreach']
['delhi', 'violence', 'police', 'files', '3', 'charge', 'sheets', 'before', 'court', 'in', 'cases', 'related', 'to', 'murder', 'rioting']
['govt', 'further', 'extends', 'validity', 'of', 'motor', 'vehicle', 'related', 'documents', 'till', 'september', '30', '2020']
['centre', 'to', 'link', '50', 'lakh', 'artisans', 'weavers', 'to', 'gem', 'portal', 'smriti', 'irani']
['defence', 'psus', 'internal', 'data', 'employee', 'ids', 'passwords', 'leaked', 'on', 'dark', 'web']
['finance', 'minister', 'reviews', 'progress', 'of', 'rs', '3', 'lakh', 'crore', 'credit', 'guarantee', 'scheme', 'for', 'msmes']
['fo', 'niftys', 'failure', 'to', 'sustain', 'above', '200', 'ema', 'doesnt', 'bode', 'well', 'for', 'bulls']
['panacea', 'infosec', 'to', 'hike', 'headcount', 'by', '40', '45', 'per', 'cent', 'sees', 'rising', 'demand', 'for', 'cybersecurity', 'audits']
['oyo', 'appoints', 'steve', 'albrecht', 'as', 'non', 'executive', 'director']
['lockdown', 'day', '77', 'delhi', 'drowning']
['amitabh', 'bachchans', 'voice', 'might', 'soon', 'help', 'you', 'navigate', 'directions', 'on', 'google', 'maps']
['high', 'court', 'asks', 'centre', 'to', 'reconsider', 'fixing', 'price', 'cap', 'for', 'n95', 'masks']
['security', 'forces', 'avert', 'militant', 'attack', 'by', 'timely', 'detection', 'of', 'ied', 'in', 'jammu', 'and', 'kashmirs', 'baramulla']
['airstrikes', 'again', 'hit', 'syrias', 'rebel', 'area', 'displace', 'thousands']
['how', 'covid', 'upended', '20', 'million', 'lives', 'in', 'indias', 'finance', 'hub']
['up', 'teachers', 'documents', 'used', 'in', '9', 'schools', 'payment', 'of', 'rs', '12', '24', 'lakh', 'made', 'in', 'six', 'districts']
['author', 'cara', 'hunters', 'di', 'fawley', 'crime', 'novels', 'to', 'be', 'adapted', 'for', 'the', 'small', 'screen']
['sufficient', 'liquidity', 'at', 'present', 'no', 'asset', 'impacted', 'by', 'covid', '19', 'lt']
['minister', 'shekhawat', 'expresses', 'concern', 'over', 'slow', 'progress', 'of', 'jal', 'jeevan', 'mission', 'in', 'meghalaya']
['options', 'explored', 'for', 'hybrid', 'virtual', 'session', 'of', 'parliament', 'sources']
['railway', 'plans', 'hotel', 'eateries', 'mass', 'transit', 'system', 'between', 'mathura', 'and', 'vrindavan']
['minda', 'corporations', 'german', 'subsidiary', 'filed', 'for', 'insolvency', 'in', 'germany']
['amid', 'us', 'tension', 'iran', 'builds', 'fake', 'aircraft', 'carrier', 'to', 'attack']
['toyota', 'kirloskar', 'launches', 'flexible', 'emi', 'for', 'car', 'purchase', 'servicing']
['mumbai', 'most', 'expensive', 'indian', 'city', 'for', 'expats', '19th', 'most', 'expensive', 'in', 'asia', 'survey']
['tech', 'view', 'bearish', 'belt', 'hold', 'on', 'nifty', 'chart', 'shows', 'weakness', 'in', 'momentum']
['iran', 'to', 'execute', 'man', 'who', 'allegedly', 'spied', 'on', 'us', 'slain', 'general']
['hyundai', 'creta', 'tops', 'passenger', 'vehicles', 'segment', 'in', 'may']
['epfo', 'settles', '36', '02', 'lakh', 'claims', 'worth', 'rs', '11540', 'crore', 'in', 'april', 'may']
['kashmiri', 'woman', 'who', 'tested', 'covid', '19', 'positive', 'in', 'nia', 'custody', 'denied', 'bail', 'in', 'terror', 'case']
['majority', 'of', 'consumers', 'plan', 'to', 'cut', 'shopping', 'expenditure', 'post', 'lockdown', 'report']
['market', 'movers', 'pharma', 'names', 'shine', 'in', 'market', 'slump', 'sell', 'signals', 'in', '40', 'stocks']
['no', 'institutional', 'quarantine', 'for', 'maharashtra', 'returnees', 'karnataka', 'health', 'minister']
['driving', 'license', 'other', 'vehicle', 'related', 'documents', 'expired', 'after', '1st', 'feb', 'to', 'be', 'considered', 'valid', 'till', '30th', 'september']
['pandemic', 'could', 'devour', 'bulk', 'of', 'csr', 'kitty', 'this', 'year', 'crisil']
['vicky', 'kaushals', 'famous', 'uri', 'line', 'gets', 'a', 'quirky', 'spin', 'thanks', 'to', 'mumbai', 'police']
['three', 'things', 'that', 'keep', 'intermiles', 'ceo', 'on', 'top', 'of', 'his', 'game', 'while', 'working', 'from', 'home']
['airtel', 'subsidiary', 'buys', 'additional', '6', 'stake', 'in', 'bangladeshs', 'robi', 'axiata']
['steps', 'you', 'can', 'take', 'to', 'improve', 'your', 'credit', 'score']
['operating', 'procedures', 'a', 'plateful', 'small', 'hotels', 'may', 'keep', 'the', 'doors', 'shut']
['intergovernmental', 'negotiations', 'on', 'unsc', 'reforms', 'slowed', 'due', 'to', 'covid', '19', 'unga', 'president']
['cisf', 'official', 'succumbs', 'to', 'covid', '19', '13th', 'death', 'in', 'capfs']
['architects', 'change', 'workplace', 'layout', 'as', 'companies', 'mull', 'office', 'reopening']
['sensex', 'falls', '850', 'pts', 'from', 'days', 'high', 'to', 'end', '414', 'pts', 'lower', 'banks', 'ril', 'top', 'drags']
['a', '26', 'billion', 'truck', 'company', 'with', 'zero', 'revenue', 'just', 'surged', '103']
['covid', '19', 'set', 'to', 'amplify', 'inequality', 'in', 'income', 'disrupt', 'consumption', 'story']
['bail', 'set', 'at', '1', 'mn', 'for', 'us', 'police', 'officer', 'charged', 'in', 'floyd', 'death']
['covid', '19', 'in', 'india', 'may', 'have', 'originated', 'from', 'eu', 'middle', 'east', 'iisc', 'study']
['flipkarts', 'voice', 'assistant', 'to', 'help', 'people', 'shop', 'for', 'grocery']
['west', 'bengal', 'schools', 'colleges', 'to', 'follow', 'state', 'govt', 'advisory', 'on', 'resuming', 'classroom', 'teaching']
['oyo', 'is', 'beefing', 'up', 'its', 'board', 'of', 'directors', 'the', 'second', 'board', 'appointment', 'this', 'year', 'is', 'a', 'former', 'fbi', 'consultant']
['paytm', 'payments', 'bank', 'fy20', 'net', 'profit', 'up', '55', 'at', 'rs', '29', '8', 'crore']
['gold', 'imports', 'by', 'india', 'tumble', 'for', 'a', 'second', 'month', 'on', 'lockdown']
['polls', 'to', '7', 'karnataka', 'legislative', 'council', 'seats', 'on', 'june', '29']
['steel', 'demand', 'to', 'decline', 'by', '13', '15', 'in', 'fy21', 'margins', 'to', 'be', 'under', 'pressure', 'crisil']
['dalal', 'street', 'best', 'place', 'for', 'big', 'short', 'this', 'seasoned', 'investor', 'is', 'making', 'a', 'killing']
['public', 'wifi', 'a', 'pipedream', 'in', 'india', 'with', 'stakeholders', 'at', 'loggerheads']
['sc', 'takes', 'note', 'of', 'excesses', 'against', 'migrant', 'workers', 'says', 'they', 'needs', 'to', 'be', 'dealt', 'humanely']
['hp', 'police', 'headquarters', 'sealed', 'dgp', '30', 'other', 'officers', 'in', 'self', 'quarantine', 'after', 'coronavirus', 'scare']
['maharashtra', 'thieves', 'decamp', 'with', 'atm', 'containing', 'over', 'rs', '17', 'lakh']
['82', 'year', 'old', 'parle', 'g', 'books', 'best', 'sales', 'in', 'covid', 'times']
['titan', 'doesnt', 'see', 'full', 'recovery', 'from', 'covid', '19', 'crisis', 'until', 'early', '2021', 'and', 'now', 'gold', 'prices', 'threaten', 'to', 'squeeze', 'profit']
['mind', 'the', 'gap', 'affordable', 'internet', 'vital', 'for', 'coronavirus', 'recovery']
['equity', 'mutual', 'funds', 'give', '25', 'returns', 'during', 'lockdown', 'amid', 'market', 'recovery']
['trending', 'stocksnbspvodafone', 'idea', 'shares', 'slumpnbsp', 'nearly', '9']
['donald', 'trump', 'may', 'still', 'win', 'this', 'novembers', 'presidential', 'election']
['smriti', 'irani', 'to', 'address', 'virtual', 'rally', 'in', 'delhi', 'highlighting', 'one', 'year', 'achievement', 'of', 'modi', 'govt']
['credr', 'launches', 'on', 'demand', 'doorstep', 'bike', 'service', 'in', 'select', 'cities']
['bmc', 'allows', 'markets', 'shops', 'to', 'function', 'for', 'full', 'working', 'hours', 'in', 'mumbai']
['chardham', 'yatra', 'not', 'to', 'start', 'till', 'jun', '30']
['investors', 'raise', 'the', 'bar', 'for', 'barings', 'hexaware', 'delisting', 'ahead', 'of', 'board', 'meet']
['large', 'user', 'base', 'can', 'help', 'telecom', 'cos', 'create', 'indias', 'digital', 'ecosystem', 'morgan', 'stanley']
['delhi', 'high', 'court', 'asks', 'kejriwal', 'govt', 'to', 'treat', 'as', 'representation', 'plea', 'for', 'capping', 'hospitals', 'charges']
['up', 'kept', 'covid', '19', 'spread', 'under', 'control', 'despite', 'being', 'most', 'populous', 'state', 'cm', 'adityanath']
['sonu', 'sood', 'stopped', 'at', 'bandra', 'terminus', 'not', 'allowed', 'to', 'meet', 'migrant', 'workers']
['view', 'government', 'can', 'explore', 'alternative', 'ways', 'to', 'finance', 'infrastructure', 'projects']
['talent500', 'partners', 'with', 'coding', 'ninjas', 'to', 'create', 'employment', 'opportunities', 'in', 'tech', 'domain']
['southwest', 'monsoon', 'to', 'hit', 'odisha', 'in', 'next', '3', 'days', 'met']
['oci', 'card', 'holders', 'from', 'us', 'face', 'harassment', 'on', 'arrival', 'at', 'mumbai', 'airport', 'family', 'members']
['us', 'failed', 'to', 'properly', 'oversee', 'chinese', 'telecom', 'carriers', 'senate', 'panel']
['bhel', 'commissions', '270', 'mw', 'thermal', 'plant', 'in', 'telangana']
['perception', 'of', 'up', 'as', 'an', 'investor', 'destination', 'is', 'changing', 'sidharth', 'nath', 'singh']
['thousands', 'mourn', 'george', 'floyd', 'in', 'texas', 'amidst', 'protests', 'across', 'us', 'against', 'racial', 'injustice']
['pakistan', 'army', 'resorts', 'to', 'shelling', 'along', 'loc', 'in', 'jammu', 'and', 'kashmirs', 'poonch', 'district']
['hiring', 'activity', 'declines', '61', 'in', 'may', '2020', 'as', 'compared', 'to', 'may', '2019', 'naukri', 'com', 'jobspeak']
['share', 'market', 'update', 'metal', 'shares', 'mixed', 'ratnamani', 'metals', 'climbs', '7']
['challenges', 'about', 'but', 'titan', 'expects', 'normalcy', 'in', 'sales', 'by', 'q4']
['due', 'to', 'coronavirus', 'pandemic', 'perception', 'of', 'importance', 'of', 'insurance', 'now', 'higher', 'than', 'ever', 'survey']
['gayatri', 'projects', 'jumps', '5', 'on', 'rs', '145', 'crore', 'order', 'win']
['war', 'of', 'words', 'us', 'prosecutors', 'say', 'prince', 'andrew', 'not', 'co', 'operating', 'in', 'epstein', 'probe']
['indias', 'virus', 'count', 'over', '2', '6', 'lakh', 'daily', 'spike', 'inching', 'close', 'to', '10000', 'mark']
['anand', 'rathi', 'has', 'a', 'buy', 'call', 'on', 'karnataka', 'bank', 'target', 'price', 'rs', '60']
['lt', 'made', 'major', 'cryostat', 'base', 'installed', 'in', 'worlds', 'largest', 'nuclear', 'fusion', 'project', 'in', 'france']
['poor', 'performance', 'rumours', 'hit', 'balanced', 'advantage', 'funds']
['buy', 'pi', 'industries', 'target', 'price', 'rs', '1785', 'angel', 'broking']
['vocal', 'for', 'local', 'gives', 'roposo', 'desi', 'tiktok', 'like', 'app', 'a', 'pushapp', 'crosses', '5', 'crore', 'downloads', 'on', 'google', 'play', 'store']
['dlf', 'to', 'open', 'delhi', 'malls', 'from', 'wednesday']
['pre', 'owned', 'cars', 'strike', 'chord', 'with', 'customers', 'as', 'lockdown', 'eases', 'cars24']
['5paisa', 'cuts', 'dp', 'charges', 'in', 'half', 'claims', 'to', 'be', 'lowest', 'in', 'industry']
['just', '5', 'of', 'india', 'inc', 'bullish', 'on', 'hiring', 'in', 'jul', 'sep', 'quarter', 'job', 'outlook', 'bleakest', 'in', '15', 'yrs', 'survey']
['chernobyl', 'director', 'johan', 'renck', 'teams', 'up', 'with', 'hbo', 'for', 'the', 'last', 'of', 'us', 'pilot']
['8', '78', 'unemployment', 'estimate', 'for', '2018', '19', 'conservative', 'compared', 'plfs', 'cmie']
['share', 'market', 'update', 'psu', 'bank', 'shares', 'fall', 'pnb', 'dips', '2br']
['mining', 'construction', 'finance', 'insurance', 'real', 'estate', 'to', 'drive', 'q3', 'job', 'market', 'in', 'india']
['share', 'market', 'update', 'fmcg', 'shares', 'trade', 'higher', 'dabur', 'rises', 'over', '2br']
['priti', 'patel', 'rishi', 'sunak', 'rail', 'against', 'racism', 'as', 'uk', 'pm', 'hails', 'his', 'diverse', 'cabinet']
['france', 'announces', '16', '9', 'billion', 'in', 'aid', 'to', 'aviation', 'industry']
['rupee', 'pares', 'initial', 'gains', 'settles', '6', 'paise', 'down', 'at', '75', '61', 'against', 'us', 'dollar']
['fdi', 'from', 'cayman', 'islands', 'to', 'india', 'jumps', 'three', 'fold', 'to', '3', '7', 'bn', 'in', '2019', '20']
['chinese', 'fighter', 'jets', 'briefly', 'enter', 'taiwan', 'airspace', 'taipei']
['indias', 'sovereign', 'rating', 'downgrade', 'created', 'six', 'fallen', 'angels', 'moodys']
['no', 'announcement', 'on', 'withdrawal', 'of', 'troops', 'from', 'germany', 'white', 'house']
['parties', 'should', 'rise', 'above', 'politics', 'over', 'china', 'issue', 'sp', 'and', 'bsp']
['china', 'tells', 'students', 'to', 'consider', 'whether', 'to', 'study', 'in', 'australia', 'or', 'leave']
['sonam', 'kapoors', 'lockdown', 'birthday', 'was', 'all', 'about', 'balloons', 'flowers', 'with', 'a', 'digital', 'surprise', 'from', 'hubby']
['lufthansa', 'offers', 'to', 'fly', 'in', 'empty', 'take', 'out', 'fliers', 'back', 'to', 'europe']
['global', 'use', 'of', 'euro', 'stabilizes', 'near', 'historic', 'lows', 'ecb', 'says']
['ensure', 'lockdown', 'easing', 'does', 'not', 'boomerang', 'shiv', 'sena']
['australia', 'shares', 'end', 'at', '3', 'month', 'high', 'on', 'swift', 'economic', 'turnaround', 'hopes']
['buy', 'garden', 'reach', 'shipbuilders', 'target', 'price', 'rs', '230', 'icici', 'securities']
['maken', 'moves', 'nhrc', 'seeks', 'direction', 'to', 'delhi', 'govt', 'to', 'reserve', '70', 'hospital', 'beds', 'for', 'covid', 'patients']
['add', 'lampt', 'target', 'price', 'rs', '1040', 'icici', 'securities']
['china', 'hong', 'kong', 'stocks', 'gain', 'on', 'quick', 'economic', 'revival', 'hopes']
['2', 'month', 'peak', 'as', 'firmer', 'yen', 'weighs', 'on', 'market']
['class', '10', 'public', 'exams', 'in', 'tamil', 'nadu', 'cancelled', 'students', 'promoted', 'chief', 'minister', 'k', 'palaniswami']
['the', '3', 'factors', 'fuelling', 'defections', 'in', 'gujarat', 'congress']
['european', 'shares', 'inch', 'lower', 'as', 'bat', 'banks', 'weigh']
['french', 'economy', 'to', 'shrink', 'about', '10', 'this', 'year', 'recovery', 'mid', '2022']
['inox', 'leisure', 'shares', 'tumble', 'nearly', '8', 'on', 'q4', 'net', 'loss']
['you', 'deserve', 'it', 'farhan', 'congratulates', 'father', 'javed', 'akhtar', 'on', 'richard', 'dawkins', 'award', 'win']
['defacement', 'of', 'mahatma', 'gandhis', 'statue', 'was', 'a', 'disgrace', 'trump']
['share', 'market', 'update', 'pharma', 'shares', 'rise', 'sun', 'pharma', 'gains', '4br']
['difficult', 'to', 'test', 'all', 'dead', 'for', 'coronavirus', 'telangana', 'govt', 'officials']
['share', 'market', 'update', 'it', 'shares', 'mixed', 'just', 'dial', 'slips', '4']
['changan', 'automobile', 'to', 'delay', 'india', 'entry', 'by', 'a', 'year']
['mutual', 'admiration', 'club', 'hina', 'khan', 'calls', 'smriti', 'irani', 'her', 'only', 'favourite', 'actress', 'amethi', 'mp', 'says', 'she', 'looks', 'forward', 'to', 'meeting', 'the', 'tv', 'star']
['trending', 'stocksnbsppsp', 'projects', 'sharesnbsp', 'jump', 'nearlynbsp', '5']
['titan', 'company', 'profit', 'revenue', 'growth', 'for', 'fourth', 'quarter', 'ended', 'march', '31']
['bajaj', 'finserv', 'extends', 'loan', 'emi', 'moratorium', 'check', 'the', 'details', 'here']
['dlf', 'gic', 'joint', 'venture', 'reports', '15', 'increase', 'in', 'rental', 'income', 'in', 'fy20']
['brshare', 'market', 'update', 'bank', 'shares', 'up', 'rbl', 'bank', 'surges', '9br']
['rbi', 'proposes', 'easier', 'securitisation', 'loan', 'sale', 'guidelines']
['trending', 'stocksnbspsterlite', 'technologies', 'shares', 'dip', 'nearly', '1']
['share', 'market', 'update', '1', 'stock', 'hits', '52', 'week', 'lows', 'on', 'nse']
['world', 'leaders', 'cannot', 'come', 'for', 'unga', 'session', 'due', 'to', 'covid19', 'unga', 'prez']
['share', 'market', 'update', '31', 'stocks', 'hit', '52', 'week', 'highs', 'on', 'nse']
['buy', 'gujarat', 'state', 'petronet', 'target', 'price', 'rs', '300', 'motilal', 'oswal']
['global', 'economy', 'to', 'plunge', 'into', 'worst', 'recession', 'since', 'ww', 'ii', 'world', 'bank']
['aiib', 'pboc', 'among', '16', 'china', 'based', 'entities', 'registered', 'as', 'fpi', 'in', 'india']
['share', 'market', 'update', 'auto', 'shares', 'gain', 'eicher', 'motors', 'up', '2']
['bajaj', 'auto', 'hero', 'motocorp', 'eicher', 'motors', 'top', 'picks', 'among', 'auto', 'stocks', 'iifl']
['sensex', 'jumps', '300', 'points', 'nifty', 'tops', '10250', 'on', 'firm', 'global', 'cues']
['what', 'should', 'be', 'rate', 'of', 'withdrawal', 'from', 'savings', 'to', 'meet', 'expenses', 'after', 'retirement']
['rupee', 'trades', 'flat', 'against', 'the', 'us', 'dollar']
['trending', 'stocks', 'icici', 'bank', 'shares', 'rise', 'over', '1']
['centrum', 'has', 'a', 'buy', 'call', 'on', 'gujarat', 'gas', 'target', 'price', 'rs', '315']
['trending', 'stocksnbsppower', 'finance', 'corporation', 'shares', 'down', 'nearly', '1']
