['just', 'escape', 'afghans', 'in', 'delhi', 'urge', 'kin', 'in', 'kabul']
['sri', 'lanka', 'to', 'import', 'medical', 'oxygen', 'from', 'india', 'amid', 'rise', 'in', 'covid', '19', 'cases']
['entire', 'country', 'proud', 'of', 'indian', 'olympics', 'contingent', 'president', 'kovind']
['blast', 'damages', 'school', 'in', 'assams', 'hailakandi', 'near', 'mizoram', 'border', 'cm', 'says', 'probe', 'to', 'be', 'conducted']
['looking', 'into', 'requests', 'from', 'afghan', 'students', 'to', 'facilitate', 'their', 'return', 'to', 'varsity', 'jnu']
['uk', 'cuts', 'price', 'of', 'covid', '19', 'tests', 'for', 'travellers', 'including', 'those', 'from', 'india']
['nbcc', 'reports', 'rs', '932', '24', 'crore', 'turnover', 'for', 'the', 'first', 'quarter']
['dmk', 'government', 'appoints', 'trained', 'aspirants', 'of', 'all', 'castes', 'as', 'priests', 'in', 'temples']
['delhi', 'metro', 'operations', 'to', 'be', 'curtailed', 'on', 'pink', 'line', 'for', 'more', 'than', '3', 'weeks']
['independence', 'day', 'pm', 'to', 'unfurl', 'national', 'flag', 'at', 'red', 'fort', 'two', 'iaf', 'choppers', 'to', 'shower', 'flower', 'petals']
['apparel', 'exports', 'to', 'major', 'markets', 'increasing', 'at', 'healthy', 'pace', 'aepc']
['independence', 'day', 'flag', 'hoisting', 'cancelled', 'by', 'navy', 'on', 'goa', 'island', 'as', 'locals', 'object', 'cm', 'requests', 'it', 'to', 'go', 'ahead', 'with', 'programme']
['sjvn', 'bags', '200', 'mw', 'solar', 'power', 'project', 'worth', 'rs', '1000', 'crore', 'in', 'bihar']
['no', 'new', 'covid', '19', 'case', 'in', 'mumbais', 'dharavi', 'active', 'infections', 'at', '11']
['i', 'day', 'menu', 'some', 'easy', 'recipes', 'that', 'bring', 'a', 'taste', 'of', 'indias', 'regional', 'flavour']
['pc', 'jeweller', 'q1', 'results', 'net', 'loss', 'narrows', 'to', 'rs', '66', 'cr']
['kunal', 'bothras', '3', 'stock', 'picks', 'for', 'this', 'week']
['3', 'cobra', 'commandos', 'get', 'shaurya', 'chakra', 'for', 'daring', 'anti', 'naxal', 'operations', 'in', 'chhattisgarh', 'before', '2019', 'polls']
['partners', 'group', 'buys', 'broadband', 'service', 'provider', 'act', 'for', 'rs6750', 'cr']
['home', 'ministry', 'notifies', 'august', '14', 'as', 'partition', 'horrors', 'remembrance', 'day']
['presidents', 'distinguished', 'service', 'medal', 'for', 'noida', 'police', 'commissioner', 'alok', 'singh']
['independence', 'day', 'security', 'tightened', 'across', 'mumbai', 'police', 'on', 'general', 'alert']
['sjvn', 'q1', 'results', 'net', 'profit', 'rises', 'nearly', '13', 'to', 'rs', '342', 'cr']
['vlcc', 'files', 'ipo', 'papers', 'with', 'sebi']
['full', 'vaccination', 'or', 'negative', 'rt', 'pcr', 'mandatory', 'to', 'enter', 'punjab', 'from', 'monday']
['want', 'to', 'experience', 'what', 'its', 'like', 'living', 'on', 'mars', 'nasa', 'is', 'hiring']
['ryan', 'murphys', 'american', 'horror', 'story', 'lands', 'two', 'new', 'spin', 'offs', 'to', 'be', 'developed', 'as', 'limited', 'series']
['from', '1950s', 'to', 'now', 'tracking', 'patriotism', 'in', 'hindi', 'films', 'this', 'independence', 'day']
['assam', 'first', 'state', 'to', 'adopt', 'model', 'tenancy', 'act', 'says', 'housing', 'secretary']
['dmk', 'govt', 'presents', 'exclusive', 'farm', 'budget', 'first', 'in', 'tn']
['dalal', 'street', 'week', 'ahead', 'which', 'pockets', 'may', 'play', 'catchup', 'which', 'ones', 'may', 'lag']
['dmk', 'govt', 'presents', 'exclusive', 'farm', 'budget', 'first', 'in', 'tamil', 'nadu']
['ntpc', 'invites', 'eoi', 'to', 'set', 'up', 'pilot', 'project', 'on', 'hydrogen', 'blending', 'with', 'natural', 'gas']
['august', '14', 'to', 'be', 'observed', 'as', 'partition', 'horrors', 'remembrance', 'day', 'pm', 'modi']
['partners', 'group', 'to', 'acquire', 'atria', 'convergence', 'for', 'enterprise', 'value', 'of', 'usd', '1', '2', 'bn']
['oscar', 'winner', 'star', 'emma', 'stone', 'to', 'return', 'as', 'cruella', 'in', 'sequel', 'to', 'disney', 'film']
['standard', 'chartered', 'citi', 'and', 'ubs', 'are', 'among', 'the', '100', 'biggest', 'banks', 'in', 'the', 'world', 'investing', 'in', 'crypto', 'and', 'blockchain', 'with', 'custodial', 'services', 'leading', 'the', 'charge']
['tamil', 'nadu', 'government', 'is', 'upset', 'about', 'losing', 'money', 'on', 'luxury', 'cars']
['independence', 'day', '20', 'itbp', 'troops', 'awarded', 'medals', 'for', 'bravely', 'fighting', 'chinese', 'pla', 'in', 'ladakh']
['china', 'snags', 'worlds', 'biggest', 'ipos', 'while', 'hong', 'kong', 'listings', 'dry', 'up']
['death', 'toll', 'rises', 'to', '23', 'from', 'landslide', 'site', 'in', 'himachals', 'kinnaur', 'as', '6', 'more', 'bodies', 'recovered']
['greaves', 'cottons', 'arm', 'ampere', 'vehicle', 'to', 'buy', '26', 'pc', 'stake', 'in', 'mlr', 'auto', 'for', 'rs', '18', '81', 'cr']
['changes', 'in', 'ibc', 'paves', 'way', 'for', 'prepack', 'solutions', 'for', 'the', 'msme', 'sector']
['a', 'vi', 'collapse', 'may', 'prove', 'costly', 'for', '150m', '2g', 'users']
['bitcoins', 'surge', 'lacks', 'extreme', 'leverage', 'that', 'powered', 'past', 'rallies']
['twitter', 'moves', 'india', 'head', 'manish', 'maheshwari', 'to', 'us', 'in', 'a', 'new', 'role', 'amid', 'political', 'storm']
['george', 'soros', 'exits', 'shares', 'bought', 'during', 'bill', 'hwangs', 'archegos', 'implosion']
['shelby', 'davis', 'investment', 'tips', 'to', 'achieve', 'long', 'term', 'success']
['in', 'his', 'maiden', 'budget', 'tn', 'fm', 'cuts', 'tax', 'on', 'petrol', 'by', '3', 'a', 'litre']
['air', 'india', 'to', 'operate', 'three', 'flights', 'a', 'week', 'in', 'london', 'kochi', 'sector', 'from', 'august', '22']
['ongc', 'q1', 'results', 'net', 'profit', 'soars', '800', 'to', 'rs', '4335', 'crore']
['deal', 'activity', 'in', 'india', 'inc', 'slows', 'to', '40', '7', 'billion', 'due', 'to', 'covid', 'second', 'wave', 'pwc']
['bse', 'measures', 'cant', 'trigger', 'deep', 'correction', 'this', 'market', 'has', 'legs']
['tripartite', 'agreement', 'is', 'not', 'possible', 'because', 'of', 'mizoram', 'assam', 'cm', 'himanta', 'biswa', 'sarma']
['ngt', 'refuses', 'to', 'modify', 'order', 'on', 'deregistration', 'of', '10', 'year', 'old', 'diesel', 'vehicles']
['realty', 'set', 'to', 'look', 'up', 'after', 'years', 'of', 'hiatus', 'try', 'catch', 'them', 'young']
['twitter', 'unlocks', 'rahul', 'gandhis', 'handle']
['apple', 'defends', 'new', 'child', 'protection', 'features', 'that', 'would', 'check', 'images', 'on', 'icloud', 'storage', 'rejects', 'threats', 'to', 'privacy']
['pm', 'modi', 'expected', 'to', 'address', 'annual', 'unga', 'session', 'in', 'person', 'on', 'sept', '25', 'provisional', 'list']
['navy', 'ships', 'to', 'illuminated', 'in', 'andaman', 'nicobar', 'islands', 'as', 'part', 'of', 'independence', 'day', 'celebrations']
['famous', 'street', 'artist', 'banksy', 'takes', 'credit', 'for', 'british', 'seaside', 'spraycation']
['four', 'more', 'indian', 'sites', 'recognised', 'in', 'ramsar', 'list', 'as', 'wetlands', 'of', 'international', 'importance']
['shortage', 'of', 'everything', 'how', 'covid', '19', 'exposed', 'the', 'vulnerability', 'in', 'modern', 'global', 'supply', 'chains']
['noted', 'lyricist', 'javed', 'akhtar', 'says', 'songs', 'in', 'movies', 'have', 'gone', 'in', 'the', 'background']
['security', 'beefed', 'up', 'in', 'kashmir', 'admin', 'directs', 'to', 'hoist', 'tricolor', 'and', 'sing', 'national', 'anthem', 'on', 'august', '15']
['indias', 'chronic', 'disease', 'burden', 'helped', 'fuel', 'covids', 'brutal', 'waves']
['growing', 'a', 'sustainable', 'family', 'tree', 'why', 'weve', 'nurtured', 'mangroves', 'since', 'the', '1940s']
['seller', 'beware']
['india', 'reports', '38667', 'new', 'coronavirus', 'cases', '478', 'fresh', 'fatalities']
['nippon', 'india', 'mf', 'mobilises', 'rs', '2860', 'crore', 'via', 'flexi', 'cap', 'fund']
['fixed', 'income', 'has', 'negative', 'returns', 'now', 'why', 'investing', 'in', 'bank', 'fds', 'is', 'a', 'losers', 'game']
['starbucks', 'renegotiating', 'rent', 'agreements', 'with', 'property', 'owners', 'due', 'to', 'covid', 'disruption']
['grasims', 'consolidated', 'net', 'up', '4', 'fold', 'in', 'q1']
['wockhardt', 'enso', 'health', 'join', 'hands', 'for', 'sputnik', 'jabs']
['indices', 'climb', 'new', 'peaks', 'on', 'inflation', 'data', 'boost']
['mix', 'vaccines', 'only', 'if', 'first', 'one', 'unavailable', 'serum', 'chairman']
['nanci', 'griffith', 'grammy', 'winning', 'folk', 'singer', 'songwriter', 'passes', 'away', 'at', '68']
['mutual', 'funds', 'bet', 'big', 'on', 'primary', 'offers']
['ashok', 'leyland', 'bets', 'on', 'quick', 'bounceback', 'in', 'h2']
['twitter', 'indias', 'manish', 'maheshwari', 'to', 'move', 'to', 'us', 'as', 'senior', 'director']
['facebook', 'encrypts', 'end', 'to', 'end', 'messenger', 'voice', 'video', 'call', 'in', 'privacy', 'move']
['kingfisher', 'house', 'sold', 'for', '52', 'cr']
['ondc', 'to', 'end', 'e', 'commerce', 'monopolistic', 'practices', 'ensure', 'data', 'privacy', 'piyush', 'goyal']
['blue', 'hydrogen', 'what', 'is', 'it', 'and', 'should', 'it', 'replace', 'natural', 'gas']
['govt', 'does', 'not', 'want', 'to', 'curb', 'someone', 'right', 'to', 'consume', 'beef', 'through', 'cattle', 'preservation', 'bill', 'assam', 'cm', 'himanta', 'biswa', 'sarma']
['the', 'taliban', 'is', 'already', 'inspiring', 'terror', 'beyond', 'afghanistan', 'it', 'will', 'only', 'spread']
['3', 'trials', 'of', 'intranasal', 'vaccine']
['whats', 'in', 'the', 'last', 'name', 'evolution', 'of', 'surnames', 'and', 'subcontinental', 'subversions']
['chinas', 'concerns', 'cause', 'a', 'change', 'of', 'guard', 'at', 'cpec']
['pressure', 'on', 'mauricio', 'pochettino', 'to', 'deliver', 'with', 'psg', 'galacticos', 'after', 'messi', 'arrival']
['yogi', 'govt', 'lays', 'emphasis', 'on', 'women', 'oriented', 'schemes']
['yechury', 'pegasus', 'is', 'attack', 'on', 'democracy']
['bjp', 'plans', 'to', 'hold', 'modi', 'samarthan', 'sammelans', 'to', 'mobilise', 'obc', 'groups']
['assam', 'passes', 'cattle', 'preservation', 'bill']
['centre', 'releases', '2nd', 'tranche', 'of', 'covid', 'emergency', 'package']
['independence', 'for', 'aug', '15', 'celebrations']
['allahabad', 'high', 'court', 'quashes', 'detention', 'under', 'nsa', 'for', 'cow', 'slaughter']
['ayodhya', 'mosque', 'trust', 'to', 'apply', 'for', 'fcra', 'okay']
['pf', 'losses', 'force', 'air', 'india', 'to', 'pay', 'its', 'staff', 'lower', 'than', 'epfo', 'rate']
['oppn', 'mps', 'refute', 'attack', 'charge', 'say', 'govt', 'rushing', 'with', 'bills', 'bypassing', 'house', 'panels']
['mirchi', 'revenue', 'up', '44', 'in', 'q1', 'digital', 'share', 'rises', 'to', '12', '6']
['five', 'more', 'cos', 'look', 'to', 'end', 'litigation', 'arbitration']
['july', 'exports', 'surge', '50', 'to', '35', '4b']
['no', 'immediate', 'plan', 'to', 'shut', 'kabul', 'embassy', 'says', 'india']
['kids', 'above', '12', 'with', 'comorbidities', 'may', 'be', 'vaccinated', 'first']
['stop', 'attacks', 'now', 'qatar', 'panel', 'to', 'taliban']
['scrappage', 'policy', 'will', 'draw', '10kcr', 'investment', 'pm']
['vis', '150m', '2g', 'subscribers', 'at', 'stake']
['probe', 'panel', 'only', 'after', 'formal', 'complaint']
['somany', 'home', 'innovation', 'posts', 'rs', '104', 'cr', 'net', 'profit', 'in', 'june', 'qtr']
['inox', 'wind', 'loss', 'narrows', 'to', 'rs', '80', 'crore', 'in', 'june', 'quarter']
['glenmark', 'life', 'q1', 'profit', 'up', '25', 'at', 'rs', '101', 'cr']
['max', 'ventures', 'and', 'industries', 'q1', 'net', 'profit', 'up', 'three', 'fold', 'to', 'rs', '46', 'cr']
['allcargo', 'logistics', 'q1', 'results', 'net', 'profit', 'grows', 'over', '3', 'folds', 'to', 'rs', '106', 'cr']
['petrol', 'and', 'diesel', 'prices', 'remain', 'unchanged', 'for', 'a', 'month', 'now']
['fortis', 'healthcare', 'posts', 'q1', 'net', 'profit', 'of', 'rs', '431', 'cr', 'on', 'one', 'off', 'gain']
['gmr', 'infrastructure', 'q1', 'net', 'loss', 'narrows', 'to', 'rs', '318', 'crore']
['dhfl', 'posts', 'four', 'fold', 'jump', 'in', 'q1', 'net', 'profit', 'at', 'rs', '314', 'crore']
['krbl', 'ltd', 'q1', 'profit', 'up', '12', 'at', 'rs', '141', 'cr']
['gic', 'res', 'standalone', 'net', 'loss', 'widens', 'to', 'rs', '771', 'cr', 'in', 'jun', 'quarter']
['jagran', 'prakashan', 'q1', 'loss', 'at', 'rs', '7', 'cr', 'revenue', 'up', '41', '4', 'at', 'rs', '270', 'cr']
['twitter', 'restores', 'access', 'to', 'rahul', 'gandhis', 'account', 'tweet', 'withheld', 'in', 'india', 'according', 'to', 'countrys', 'laws']
['apollo', 'hospitals', 'posts', 'profit', 'after', 'tax', 'of', 'rs', '489', 'cr', 'for', 'jun', 'quarter']
['govt', 'woos', 'us', 'investors', 'to', 'explore', 'opportunities', 'in', 'power', 'renewable', 'energy', 'sector']
['after', 'nitish', 'tejashwi', 'writes', 'letter', 'to', 'pm', 'modi', 'demanding', 'caste', 'census']
['govt', 'prepares', 'for', 'covid', '19', 'third', 'wave', 'releases', 'rs', '7200', 'crore']
['sun', 'tv', 'network', 'q1', 'net', 'profit', 'at', 'rs', '365', 'cr']
['rattanindia', 'power', 'net', 'loss', 'widens', 'to', 'rs', '824', 'cr', 'in', 'june', 'quarter']
['notices', 'on', 'mismatch', 'between', 'gstr', '2a', 'gstr', '3b', 'how', 'to', 'defend', 'such', 'cases']
['after', 'volatile', 'start', 'to', 'fy22', 'sovereign', 'bond', 'mart', 'adopts', 'wait', 'watch', 'policy']
['ncpcr', 'summons', 'facebook', 'officials', 'over', 'rahul', 'gandhis', 'instagram', 'post']
['special', 'steel', 'pli', 'scheme', 'to', 'help', 'india', 'enter', 'high', 'quality', 'value', 'chain']
['75', 'years', 'of', 'independence', 'what', 'india', 'needs', 'to', 'do', 'to', 'fulfill', 'its', 'tryst', 'with', 'destiny']
['tv', 'today', 'network', 'q1', 'net', 'profit', 'up', 'nearly', 'three', 'fold', 'to', 'rs', '37', 'cr']
['world', 'market', 'themes', 'for', 'the', 'week', 'ahead']
