['can', 'cyborg', 'roaches', 'be', 'mans', 'pest', 'friend']
['that', '90s', 'show', 'mila', 'kunis', 'felt', 'nervous', 'while', 'shooting', 'with', 'husband', 'ashton', 'kutcher', 'this', 'is', 'what', 'she', 'said']
['amazon', 'indias', 'erstwhile', 'biggest', 'seller', 'cloudtail', 'revenue', 'jumped', '15', 'before', 'shutdown']
['india', 'has', 'supplied', 'cryolines', 'for', 'iter', 'project', 'in', 'france', 'atomic', 'energy', 'commission', 'chairman']
['delhi', 'hc', 'seeks', 'cert', 'ins', 'response', 'to', 'plea', 'challenging', 'cybersecurity', 'directions']
['senior', 'advocate', 'r', 'venkataramani', 'appointed', 'as', 'new', 'attorney', 'general', 'of', 'india']
['assam', '1000', 'mw', 'solar', 'power', 'project', 'to', 'be', 'set', 'up', 'in', 'dima', 'hasao', 'district']
['auto', 'dealers', 'to', 'clock', 'their', 'fastest', 'revenue', 'growth', 'in', 'three', 'fiscals', 'says', 'crisil']
['bank', 'of', 'england', 'forced', 'to', 'step', 'in', 'to', 'protect', 'uk', 'economy', 'heres', 'why']
['russia', 'reacts', 'to', 'europes', 'accusations', 'of', 'nord', 'stream', 'pipe', 'explosion']
['hurricane', 'ian', 'inches', 'closer', 'to', 'florida', 'how', 'to', 'find', 'a', 'shelter', 'for', 'yourself', 'and', 'your', 'pets']
['flipkart', 'commerce', 'general', 'counsel', 'quits', 'walmart', 'indias', 'vp', 'legal', 'gets', 'interim', 'charge']
['hurricane', 'ian', 'wreaks', 'havoc', 'in', 'cuba', 'island', 'left', 'powerless', 'more', 'details', 'here']
['george', 'clooney', 'wife', 'amal', 'clooney', 'celebrate', 'wedding', 'anniversary', 'in', 'style', 'in', 'new', 'york']
['swacch', 'city', 'domain', 'allegedly', 'breached', 'by', 'leakbase', 'user', 'details', 'of', '16', 'million', 'could', 'be', 'compromised']
['eam', 's', 'jaishankar', 'meets', 'sullivan', 'at', 'white', 'house', 'discusses', 'bilateral', 'ties', 'ways', 'to', 'advance', 'free', 'prosperous', 'indo', 'pacific']
['govt', 'signs', 'mou', 'with', 'amazon', 'to', 'provide', 'training', 'jobs', 'to', 'people', 'with', 'disabilities', 'in', 'e', 'commerce', 'sector']
['ambuja', 'cements', 'pledges', '50', 'pc', 'share', 'in', 'acc', 'as', 'collateral', 'for', 'loans']
['1', 'chinese', 'national', 'killed', '2', 'injured', 'by', 'unidentified', 'gunman', 'in', 'pakistan']
['rajnath', 'singh', 'visits', 'forward', 'areas', 'in', 'arunachal']
['rabbit', 'hotel', 'and', 'retreat', 'in', 'templepatrick', 'awarded', 'as', 'northern', 'ireland', 'hotel', 'of', 'the', 'year']
['cargosol', 'logistics', 'sme', 'ipo', 'opens', 'all', 'details', 'here']
['oracle', 'fined', '23m', 'on', 'bribery', 'charges', 'local', 'iphone', 'production', 'shows', 'apples', 'india', 'capabilities', 'moodys']
['best', 'water', 'purifiers', 'under', '5000', 'in', 'india']
['zero', 'cost', 'term', 'insurance', 'plans', 'what', 'is', 'the', 'actual', 'cost', 'of', 'these', 'policies']
['is', 'kenan', 'thompsons', 'ex', 'wife', 'christina', 'evangeline', 'dating', 'his', 'saturday', 'night', 'live', 'co', 'star', 'chris', 'redd', 'read', 'to', 'know']
['govt', 'asks', 'customs', 'to', 'allow', 'export', 'of', 'rice', 'consignments', 'with', 'limited', 'quantity', 'of', 'broken', 'rice']
['sebi', 'lays', 'guidelines', 'on', 'preferential', 'issue', 'institutional', 'placement', 'for', 'listed', 'reit', 'invit']
['rock', 'band', 'foo', 'fighters', 'give', 'tribute', 'to', 'drummer', 'taylor', 'hawkins']
['wordle', 'september', '28', 'clues', 'and', 'answer', 'for', 'todays', 'word', 'of', 'the', 'day']
['la', 'brea', 'season', '2', 'all', 'you', 'need', 'to', 'know']
['david', 'bowies', 'handwritten', 'lyrics', 'for', 'famous', 'song', 'starman', 'auctioned', 'for', 'over', '200000', 'see', 'details']
['singapore', 'blocks', '245', 'domains', 'linked', 'to', '30', 'illegal', 'streaming', 'sites']
['i', 'am', 'not', 'very', 'well', 'comedian', 'bob', 'mortimer', 'opens', 'up', 'about', 'his', 'health', 'on', 'a', 'podcast']
['after', 'rupa', 'huq', 'probe', 'sally', 'nugent', 'leaves', 'uk', 'leader', 'sir', 'keir', 'starmer', 'quivering']
['edelweiss', 'financial', 'services', 'mulls', 'raising', 'up', 'to', 'rs', '400', 'crore']
['critics', 'will', 'find', 'fault', 'in', 'everything', 'have', 'to', 'carry', 'on', 'our', 'work', 'mamata']
['rivigo', 'deal', 'will', 'triple', 'our', 'express', 'delivery', 'biz', 'mahindra', 'logistics', 'md']
['hailey', 'biebers', 'brownie', 'glazed', 'lips', 'invited', 'netizens', 'furore', 'heres', 'why']
['centre', 'ramping', 'up', 'measures', 'to', 'increase', 'green', 'hydrogen', 'generation', 'union', 'minister']
['action', 'must', 'against', 'any', 'outfit', 'indulging', 'in', 'illegal', 'activities', 'spreading', 'hatred', 'aap', 'on', 'centres', 'ban', 'on', 'popular', 'front', 'of', 'india']
['ferne', 'mccann', 'at', 'loggerheads', 'with', 'ex', 'friend', 'sam', 'faiers', 'find', 'out', 'why']
['fpt', 'industrial', 'to', 'acquire', 'minority', 'stake', 'in', 'blue', 'energy', 'motors']
['amazon', 'great', 'indian', 'festival', 'sale', '2022', 'a', 'smartwatch', 'deal', 'that', 'cant', 'be', 'beat']
['rinl', 'achieves', 'record', 'turnover', 'in', 'fy', '2021', '22', 'says', 'cmd']
['reliance', 'jio', 'chairman', 'akash', 'ambani', 'onlyfans', 'ceo', 'amrapali', 'gan', 'among', 'time100', 'next', 'list', 'of', 'rising', 'stars']
['india', 'elect', 'to', 'field', 'against', 'south', 'africa', 'in', '1st', 't20', 'bumrah', 'ruled', 'out', 'with', 'back', 'injury']
['nedfi', 'logged', 'highest', 'growth', 'in', 'sanctions', 'in', '2021', '22']
['the', 'dragon', 'prince', 'mystery', 'of', 'aaravos', 'season', '4', 'check', 'release', 'date', 'key', 'details']
['hindustan', 'copper', 'to', 'increase', 'mine', 'production', 'says', 'md']
['fbi', 'season', '5', 'episode', '3', 'preview', 'know', 'release', 'date', 'time', 'and', 'where', 'to', 'stream']
['scene', 'of', 'bustle', 'a', 'fortnight', 'ago', 'kerala', 'pfi', 'office', 'now', 'wears', 'a', 'deserted', 'look']
['russia', 'says', 'stupid', 'to', 'blame', 'moscow', 'for', 'nord', 'stream', 'attack']
['sonia', 'gandhi', 'meets', 'a', 'k', 'antony', 'congress', 'sources', 'indicate', 'digvijay', 'may', 'run', 'for', 'aicc', 'prez', 'post']
['rbis', 'rate', 'setting', 'panel', 'begins', '3', 'day', 'meet', 'all', 'eyes', 'on', 'decision']
['who', 'is', 'ned', 'fulmer', 'his', 'wife', 'ariel']
['chinas', 'stance', 'can', 'help', 'india', 'get', 'more', 'investments', 'from', 'taiwanese', 'cos', 'official']
['people', 'want', 'bigger', 'homes', 'and', 'reopening', 'offices', 'schools', 'hasnt', 'altered', 'this', 'trend']
['big', 'question', 'mark', 'on', 'whether', 'india', 'can', 'cash', 'in', 'on', 'slowdown', 'in', 'chinese', 'economy', 'mythili', 'bhusnurmath']
['yr', 'green', 'areca', 'nut', 'without', 'mip', 'condition', 'from', 'bhutan']
['andrew', 'tate', 'vs', 'logan', 'paul', 'controversial', 'kickboxer', 'puts', 'forward', 'his', 'requirements']
['why', 'is', 'syphilis', 'surging', 'in', 'us', 'all', 'you', 'need', 'to', 'know', 'about', 'the', 'disease']
['cat', '2022', 'sees', 'rise', 'of', '11', 'in', 'overall', 'registrations', 'likely', 'to', 'be', 'highest', 'since', 'cat', '2008']
['veteran', 'film', 'maker', 'satish', 'kaushik', 'joins', 'cast', 'of', 'kangana', 'ranauts', 'emergency']
['toyota', 'hyryder', 'urban', 'cruiser', 'prices', 'start', 'from', 'rs', '10', '48', 'lakh', 'full', 'price', 'list']
['tata', 'tiago', 'ev', 'launched', 'price', 'specs', 'and', 'other', 'details', 'here']
['giant', '40', 'foot', 'veena', 'installed', 'in', 'ayodhya', 'as', 'tribute', 'to', 'lata', 'mangeshkar']
['want', 'to', 'be', 'all', 'those', 'people', 'i', 'can', 'never', 'be', 'in', 'real', 'life', 'says', 'chiyaan', 'vikram', 'on', 'his', 'unconventional', 'film', 'choices']
['suryakumar', 'yadav', 'moves', 'up', 'to', 'no', '2', 'in', 'icc', 't20i', 'batter', 'rankings']
['covid', '19', 'vaccine', 'may', 'have', 'temporary', 'increased', 'your', 'menstrual', 'cycle', 'shows', 'study']
['kim', 'kardashian', 'jumps', 'wobbles', 'in', 'figure', 'hugging', 'dress', 'at', 'milan', 'fashion', 'week', 'trolled', 'on', 'the', 'internet']
['which', 'arsenal', 'teammate', 'alex', 'scott', 'fell', 'madly', 'and', 'deeply', 'in', 'love', 'with', 'heres', 'this', 'tv', 'stars', 'big', 'revelation']
['bassam', 'tariq', 'exits', 'marvels', 'blade', 'movie', 'as', 'director']
['money', 'laundering', 'case', 'bombay', 'hc', 'reserves', 'judgment', 'on', 'ex', 'minister', 'anil', 'deshmukhs', 'bail', 'plea']
['ericsson', 'vows', 'commitment', 'to', 'indias', 'manufacturing', 'prowess', 'for', 'production', 'of', '5g', 'infrastructure']
['tech', 'update', 'oneplus', 'nord', 'watch', 'price', 'feature', 'revealed', 'xiaomi', '12t', 'and', '12t', 'pro', 'to', 'launch', 'on', 'october', '4']
['speciality', 'chemical', 'stocks', 'in', 'a', 'sweet', 'spot', 'here', 'are', '3', 'top', 'picks']
['best', 'godrej', 'washing', 'machines', 'in', 'india']
['share']
['hugh', 'jackman', 'to', 'return', 'as', 'wolverine', 'in', 'deadpool', '3', 'ryan', 'reynolds', 'reveals']
['hindustan', 'motors', 'paid', 'off', 'most', 'liabilities', 'reduced', 'losses', 'official']
['housing', 'boom', 'can', 'bring', 'smiles', 'to', 'these', 'two', 'tile', 'stocks']
['hurricane', 'ian', 'is', 'set', 'to', 'hit', 'florida', 'check', 'landfall', 'timing', 'speed', 'warning']
['tech', 'view', 'nifty', 'bulls', 'fail', 'to', 'guard', '200', 'dma', 'what', 'investors', 'should', 'do', 'on', 'thursday']
['gul', 'panags', 'good', 'bad', 'girl', 'to', 'stream', 'on', 'sonyliv', 'from', 'october', '14']
['app', 'based', 'taxi', 'services', 'will', 'be', 'available', 'in', 'goa', 'soon', 'chief', 'minister', 'pramod', 'sawant']
['heardle', 'today', 'clues', 'and', 'answer', 'to', 'music', 'puzzle', 'of', 'september', '28']
['best', 'dishwashers', 'in', 'india']
['no', 'place', 'like', 'mumbai', 'during', 'navratri', 'anand', 'mahindra', 'tweets', 'garba', 'video']
['punjab', 'police', 'arrest', 'criminal', 'associated', 'with', 'canada', 'based', 'gangster']
['prime', 'minister', 'modi', 'says', 'extension', 'of', 'free', 'ration', 'scheme', 'will', 'benefit', 'crores', 'during', 'the', 'festive', 'season']
['icra', 'maintains', '7', '2', 'per', 'cent', 'gdp', 'forecast', 'for', 'fy23']
['kanpur', 'bans', 'rearing', 'of', 'pit', 'bull', 'rottweiler', 'dog', 'breeds', 'within', 'city', 'limits']
['prince', 'harry', 'and', 'meghan', 'markle', 'demoted', 'on', 'the', 'royal', 'familys', 'official', 'website', 'check', 'out', 'recent', 'changes', 'made', 'to', 'the', 'page']
['nifty', 'bank', 'key', 'levels', 'to', 'watch', 'out', 'for', 'on', 'thursday']
['giant', 'cutouts', 'of', 'virat', 'kohli', 'rohit', 'sharma', 'at', 'thiruvananthapuram', 'venue', 'of', 'first', 't20i']
['airtel', 'payments', 'bank', 'to', 'install', '1', '5', 'lakh', 'micro', 'atms', 'this', 'fiscal']
['is', 'your', 'hair', 'uncombable', 'new', 'study', 'finds', 'the', 'gene', 'responsible', 'for', 'dry', 'and', 'brittle', 'locks']
['how', 'is', 'india', 'insulated', 'against', 'global', 'challenges', 'kv', 'kamath', 'has', 'the', 'answer']
['creamfields', 'north', '2023', 'returns', 'to', 'cheshire', 'check', 'out', 'tickets', 'schedule', 'timings', 'and', 'other', 'details', 'here']
['tripura', 'cm', 'likely', 'to', 'take', 'steps', 'for', 'solving', 'retrenched', 'teachers', 'problems', 'after', 'durga', 'puja']
['airbus', 'to', 'auction', '500', 'unique', 'items', 'of', 'iconic', 'aircraft', 'a380', 'rare', 'artwork', 'pieces', 'up', 'for', 'grabs']
['killer', 'of', 'robert', 'f', 'kennedy', 'challenges', 'denial', 'of', 'his', 'parole', 'in', 'us', 'court', 'details', 'here']
['gold', 'falls', 'by', 'rs', '435', 'silver', 'tumbles', 'rs', '1600']
['nagaland', 'ad', 'hoc', 'teachers', 'agitation', 'enters', 'third', 'day']
['bjp', 'accuses', 'kerala', 'minister', 'of', 'close', 'links', 'with', 'banned', 'rehab', 'india', 'foundation']
['bank', 'holidays', 'in', 'september', '2022', 'banks', 'to', 'remain', 'closed', 'for', '11', 'days', 'in', 'september', 'check', 'the', 'holiday', 'list', 'here']
['mahabharata', 'a', 'large', 'scale', 'ambitious', 'project', 'for', 'disney', 'hotstar', 'gaurav', 'banerjee']
['not', 'keen', 'on', 'becoming', 'congress', 'president', 'as', 'i', 'want', 'to', 'focus', 'on', 'madhya', 'pradesh', 'ahead', 'of', 'next', 'years', 'polls', 'kamal', 'nath']
['cyber', 'security', 'watchdog', 'cert', 'in', 'reports', 'vulnerabilities', 'in', 'whatsapp']
['after', 'tiago', 'launch', 'tata', 'motors', 'to', 'remain', 'leader', 'emerge', 'stronger', 'in', 'ev', 'section', 'mitul', 'shah']
['west', 'bengal', 'govt', 'extends', 'rebate', 'on', 'stamp', 'duty', 'till', 'end', 'of', '2022']
['burberry', 'replaces', 'riccardo', 'tisci', 'with', 'english', 'fashion', 'designer', 'daniel', 'lee']
['suzlon', 'energy', 'rights', 'issue', 'of', 'rs', '1200', 'crore', 'to', 'open', 'on', 'october', '11']
['govt', 'working', 'on', 'decriminalising', 'certain', 'offences', 'under', 'gst', 'lower', 'compounding', 'charges']
['rajasthan', 'cm', 'ashok', 'gehlot', 'to', 'visit', 'delhi', 'meet', 'congress', 'high', 'command']
['anyone', 'from', 'aap', 'could', 'now', 'be', 'arrested', 'bjp', 'scared', 'of', 'losing', 'gujarat', 'arvind', 'kejriwal']
['bank', 'of', 'england', 'steps', 'up', 'to', 'stabilise', 'uk', 'financial', 'markets', 'launches', 'temporary', 'bond', 'buying', 'programme']
['universal', 'music', 'india', 'acquires', 'majority', 'stake', 'in', 'talent', 'management', 'firm', 'tm', 'ventures']
['india', 'russia', 'expand', 'cooperation', 'in', 'kudankulam', 'nuclear', 'power', 'plant']
['jewellery', 'chains', 'are', 'growing', 'at', 'the', 'cost', 'of', 'standalone', 'jewellers', 'and', 'its', 'only', 'going', 'to', 'get', 'worse', 'says', 'world', 'gold', 'council', 'report']
['iphone', '13', 'pro', 'under', 'rs', '85k', 'flipkart', 'big', 'billion', 'days', 'sale', 'offers', 'super', 'deals', 'on', 'premium', 'apple', 'device']
['extension', 'of', 'free', 'ration', 'scheme', 'will', 'benefit', 'crores', 'of', 'people', 'ensure', 'support', 'in', 'festive', 'season', 'pm', 'modi']
['india', 'vs', 'south', 'africa', '1st', 't20i', 'match', 'timings', 'live', 'telecast', 'streaming', 'details']
['myanmar', 'beauty', 'queen', 'flees', 'to', 'canada', 'following', 'threats', 'from', 'military', 'junta', 'read', 'details', 'here']
['central', 'government', 'employees', 'given', '4', 'hike', 'in', 'da', 'ahead', 'of', 'diwali']
['7th', 'pay', 'commission', 'minimum', 'qualifying', 'service', 'required', 'for', 'promotion', 'of', 'central', 'govt', 'employees', 'revised']
['bears', 'tighten', 'grip', 'on', 'dalal', 'street', 'nifty', 'cracks', 'below', '16900', 'sensex', 'falls', '509', 'points']
['imf', 'slams', 'uk', 'government', 'tax', 'plans', 'warns', 'cost', 'of', 'living', 'crisis', 'may', 'worsen']
['fake', 'call', 'center', 'duping', 'us', 'citizens', 'busted', 'in', 'gurugram', 'nine', 'arrested']
['tata', 'motors', 'launches', 'tiago', 'ev', 'at', 'an', 'aggressive', 'price', 'of', 'rs', '8', '49', 'lakh', 'to', 'rs', '11', '79', 'lakh']
['estee', 'advisors', 'launches', 'category', 'iii', 'fund', 'aif', 'to', 'raise', 'rs', '200', 'crore']
['livfin', 'expects', 'a', 'monthly', 'disbursal', 'of', 'rs', '150', '170', 'crore', 'in', 'ongoing', 'festive', 'season']
['mastek', 'hasnt', 'felt', 'any', 'negative', 'impact', 'of', 'slowdown', 'in', 'europe', 'uk', 'so', 'far', 'md']
['stormy', 'start', 'to', 'tourist', 'season', 'as', 'sc', 'order', 'leads', 'to', 'tension', 'around', 'taj', 'mahal']
['suryakumar', 'equals', 'career', 'best', 'second', 'position', 'in', 'icc', 't20i', 'rankings']
['netflixs', 'dead', 'to', 'me', 'final', 'season', 'check', 'out', 'the', 'premiere', 'date']
['geordie', 'shore', 'star', 'marnie', 'simpsons', '2', 'yr', 'old', 'baby', 'rox', 'rushed', 'to', 'hospital', 'heres', 'what', 'happened']
['would', 'retire', 'if', 'i', 'get', 'such', 'an', 'amount', 'salman', 'khan', 'denies', 'rumours', 'of', 'him', 'bagging', 'rs', '1000', 'cr', 'for', 'hosting', 'bb', '16']
['pfi', 'ban', 'seizure', 'of', 'properties', 'freezing', 'of', 'bank', 'accounts', 'to', 'follow']
['tractor', 'splits', 'in', 'two', 'after', 'crash', 'with', 'mercedes', 'benz', 'near', 'tirupati']
['countrymen', 'experienced', 'lord', 'rama', 'through', 'songs', 'of', 'lata', 'mangeshkar', 'pm', 'modi']
['ban', 'on', 'pfi', 'cannot', 'be', 'supported', 'aimim', 'chief', 'asaduddin', 'owaisi']
['letting', 'out', 'your', 'house', 'to', 'an', 'nri', 'make', 'sure', 'youve', 'got', 'this', 'covered']
['duare', 'ration', 'scheme', 'of', 'west', 'bengal', 'govt', 'ultra', 'vires', 'to', 'nfsa', 'legally', 'void', 'calcutta', 'hc']
['quordle', 'today', 'clues', 'and', 'answers', 'for', 'september', '28']
['india', 'needs', 'to', 'invest', 'usd', '10', 'bn', 'for', 'ev', 'li', 'ion', 'batteries', 'by', '2030', 'report']
['to', 'beat', 'the', 'traffic', 'of', 'bangalore', 'you', 'can', 'now', 'book', 'a', '12', 'minute', 'helicopter', 'ride']
['nothings', '4th', 'software', 'update', 'improves', 'colour', 'accuracy', 'night', 'photography', 'on', 'phone', '1']
['cabinet', 'gives', 'nod', 'to', 'pm', 'garib', 'kalyan', 'yojana', 'extension', 'da', 'hike', 'and', 'railway', 'stations', 'redevelopment']
['it', 'firms', 'reach', 'out', 'for', 'legal', 'help', 'to', 'address', 'moonlighting']
['sudip', 'bandyopadhyay', 'on', 'why', 'india', 'cements', 'is', 'buzzing', 'where', 'to', 'bet', 'in', 'auto']
['iisc', 'aiims', 'rishikesh', 'researchers', 'develop', 'algorithm', 'to', 'decode', 'brain', 'scans', 'for', 'epilepsy']
['congress', 'mp', 'bats', 'for', 'priyanka', 'as', 'party', 'prez', 'says', 'she', 'is', 'no', 'more', 'gandhi', 'family', 'member', 'after', 'marriage']
['saveo', 'raises', '4', '5', 'million', 'in', 'funding', 'at', '50', 'million', 'valuation']
['users', 'willing', 'to', 'shell', 'out', 'up', 'to', '45', 'pc', 'premium', 'for', '5g', 'plans', 'ericssons', 'study']
['tata', 'motors', 'rises', '2', 'after', 'launching', 'hatchback', 'tiago', 'ev']
['new', 'noida', 'a', 'new', 'investment', 'hub', 'for', 'up']
['everything', 'you', 'need', 'to', 'know', 'about', 'second', '324', 'cost', 'of', 'living', 'installment', 'in', 'uk']
['can', 'india', 'continue', 'to', 'outperform', 'global', 'markets']
['up', 'mirzapur', 'admin', 'bans', 'smoking', 'tobacco', 'use', 'in', 'vindhyachal', 'navratri', 'fair', 'area']
['birthday', 'special', 'from', 'wake', 'up', 'sid', 'to', 'rockstar', 'some', 'ranbir', 'kapoor', 'performances', 'that', 'stayed', 'with', 'us', 'over', 'the', 'years']
['rupee', 'slides', 'to', 'fresh', 'record', 'low', 'of', '81', '9', 'vs', 'us', 'dollar']
['this', 'big', 'billion', 'day', 'sale', 'make', 'larger', 'space', 'for', 'small', 'home', 'appliances', 'with', 'flipkart', 'at', 'affordable', 'prices']
['mahindra', 'mahindra', 'gains', '2', 'in', 'a', 'subdued', 'market', 'heres', 'why']
