['59', 'net', 'shutdowns', 'in', '6', 'months', 'states', 'snap', 'link', 'at', 'increasing', 'pace']
['final', 'sit', 'report', 'on', '2015', 'sacrilege', 'cases', 'puts', 'blames', 'on', 'dera', 'sacha', 'sauda']
['glitch', 'in', 'e', 'filing', 'portal', 'infosys', 'taking', 'measures', 'says', 'it', 'dept']
['mha', 'amends', 'fcra', 'rules', 'allows', 'relatives', 'living', 'abroad', 'to', 'send', 'up', 'to', 'rs', '10', 'lakh', 'to', 'indians', 'without', 'restrictions']
['opinion', 'mind', 'your', 'ps', 'qs', 'tomahtos', 'tomaytos']
['udaipur', 'case', 'kanhaiya', 'lal', 'murder', 'accused', 'attacked', 'at', 'jaipur', 'court']
['bjp', 'empowering', 'poor', 'opposition', 'parties', 'their', 'own', 'families', 'jp', 'nadda', 'at', 'bjp', 'meet']
['ntpc', 'arm', 'to', 'develop', '10gw', 'renewable', 'energy', 'park', 'in', 'rajasthan']
['if', 'pakistan', 'india', 'ever', 'forge', 'peaceful', 'relations', 'its', 'credit', 'will', 'also', 'go', 'to', 'satinder', 'lambah', 'pakistans', 'ex', 'diplomats']
['de', 'beers', 'positive', 'on', 'india', 'expects', 'business', 'similar', 'to', 'last', 'year']
['kolkata', 'police', 'issues', 'look', 'out', 'circular', 'against', 'nupur', 'sharma']
['shark', 'attack', 'ashneer', 'grover', 'and', 'anupam', 'mittal', 'dine', 'out', 'in', 'london', 'thrilled', 'fans', 'ask', 'who', 'paid', 'the', 'bill']
['whatsapp', 'update', 'you', 'will', 'soon', 'be', 'able', 'to', 'delete', 'messages', 'that', 'are', 'two', 'days', 'old']
['hindustan', 'zinc', 'mined', 'metal', 'production', 'rises', '14', 'in', 'apr', 'jun']
['koffee', 'with', 'karan', 's7', 'trailer', 'spills', 'the', 'tea', 'on', 'upcoming', 'episode', 'guest', 'list', 'includes', 'samantha', 'ruth', 'prabhu', 'akshay', 'kumar', 'alia', 'bhatt', 'more']
['india', 'slams', 'uscirf', 'for', 'misrepresenting', 'facts']
['ipl', 'style', 'champions', 'boat', 'league', 'to', 'begin', 'in', 'kerala', 'on', 'september', '4', 'tourism', 'minister']
['3', 'stocks', 'ideas', 'from', 'kunal', 'bothra', 'for', 'next', 'week']
['rsmssb', 'vdo', '2022', 'mains', 'admit', 'card', 'released', 'how', 'to', 'download', 'and', 'other', 'details']
['dalal', 'street', 'week', 'ahead', 'nifty', 'fall', 'below', '15400', 'may', 'spark', 'more', 'weakness']
['uddhavs', 'letter', 'removing', 'shinde', 'as', 'shiv', 'sena', 'leader', 'to', 'be', 'challenged', 'says', 'kesarkar']
['delhi', 'police', 'officer', 'admits', 'he', 'informed', 'media', 'incorrectly', 'about', 'mohammed', 'zubairs', 'bail', 'plea']
['determined', 'to', 'make', 'cooperative', 'sector', 'more', 'powerful', 'modern', 'amit', 'shah']
['next', 'gabbar', 'in', 'the', 'making', 'ranbir', 'kapoors', 'once', 'in', 'a', 'lifetime', 'dream', 'is', 'to', 'play', 'villain']
['jee', 'main', '2022', 'nta', 'to', 'reopen', 'application', 'window', 'soon', 'all', 'you', 'need', 'to', 'know']
['bjp', 'announces', 'host', 'of', 'campaigns', 'with', 'an', 'eye', 'on', '2024', 'lok', 'sabha', 'polls']
['tejashwi', 'yadav', 'makes', 'fresh', 'bid', 'to', 'fish', 'in', 'ndas', 'troubled', 'waters']
['teesta', 'setalvad', 'sreekumar', 'sent', 'in', 'judicial', 'remand', 'cops', 'do', 'not', 'seek', 'further', 'custody']
['data', 'protection', 'bill', 'puts', 'indian', 'children', 'at', 'a', 'disadvantage', 'heres', 'how']
['explained', 'how', 'covid', 'vaccines', 'work', 'in', 'people', 'with', 'different', 'body', 'weights']
['jasprit', 'bumrah', 'creates', 'world', 'record', 'smashes', 'most', 'runs', 'in', 'a', 'test', 'match']
['punjab', 'cm', 'mann', 'likely', 'to', 'expand', 'cabinet', 'sources']
['senior', 'politician', 'p', 'c', 'george', 'arrested', 'in', 'sexual', 'assault', 'case']
['mp', 'local', 'body', 'polls', 'will', 'give', 'free', 'power', 'water', 'health', 'care', 'if', 'we', 'win', 'says', 'kejriwal']
['netflix', 'crashes', 'after', 'strange', 'things', '4', 'volume', '2', 'release', 'users', 'flood', 'twitter', 'with', 'memes']
['golds', 'already', 'struggling', 'market', 'gets', 'another', 'jolt', 'from', 'indias', 'import', 'duty', 'hike']
['india', 'all', 'out', 'for', '416', 'on', 'day', '2', 'of', 'fifth', 'test', 'against', 'england']
['kotak', 'securities', 'sees', 'another', '15', 'downside', 'in', 'mrpl', 'maintains', 'sell', 'tag']
['congress', 'warns', 'of', 'legal', 'action', 'against', 'bjp', 'leaders', 'for', 'sharing', 'misleading', 'rahul', 'video', 'demands', 'apology']
['monsoon', 'has', 'covered', 'entire', 'country', 'imd']
['rajkummar', 'rao', 'and', 'patralekhaas', 'paris', 'pic', 'gets', 'rofl', 'comment', 'from', 'arjun', 'kapoor']
['udaipur', 'killing', 'cong', 'alleges', 'one', 'of', 'main', 'accused', 'bjp', 'member']
['mgnrega', 'played', 'saviour', 'for', 'millions', 'during', 'covid', 'but', 'prime', 'minister', 'narendra', 'modi', 'did', 'not', 'acknowledge', 'it', 'rahul', 'gandhi']
['whats', 'keeping', 'oil', 'prices', 'well', 'above', '100', 'for', 'third', 'consecutive', 'month']
['presidential', 'elections', 'a', 'fight', 'between', 'two', 'ideologies', 'yashwant', 'sinha']
['maha', 'cm', 'shinde', 'to', 'legally', 'challenge', 'his', 'removal', 'as', 'sena', 'leader', 'says', 'rebel', 'mla']
['lendingkart', 'raises', 'rs', '75', 'cr', 'in', 'debt', 'from', 'gmo', 'llc', 'triodos', 'investment']
['zawe', 'ashton', 'and', 'hayley', 'squires', 'bag', 'lead', 'roles', 'in', 'bbcs', 'maryland', 'adaptation']
['delhi', 'schools', 'get', 'new', 'assessment', 'criteria', 'for', 'students', 'heres', 'how', 'they', 'will', 'be', 'evaluated']
['mp', 'civic', 'polls', 'aap', 'testing', 'electoral', 'waters', 'with', 'promise', 'of', 'free', 'water', 'better', 'schools']
['hbo', 'cancels', 'steven', 'moffats', 'drama', 'series', 'the', 'time', 'travelers', 'wife', 'after', 'one', 'season']
['mca', 'to', 'have', 'contracts', 'for', 'first', 'class', 'players']
['cat', '2022', 'all', 'you', 'want', 'to', 'know', 'about', 'notification', 'and', 'mba', 'entrance', 'exam', 'this', 'year']
['etmarkets', 'learning', 'guide', 'why', 'averaging', 'is', 'good', 'for', 'an', 'investor', 'bad', 'for', 'a', 'trader']
['answer', 'key', 'to', 'ts', 'polycet', '2022', 'available', 'on', 'sbtet', 'the', 'telangana', 'official', 'website']
['maharashtra', 'amravati', 'chemist', 'stabbed', 'to', 'death', 'for', 'alleged', 'social', 'media', 'post', 'supporting', 'nupur', 'sharma', 'five', 'held']
['triveni', 'engineering', 'looks', 'to', 'invest', 'rs', '210', 'crore', 'in', 'sugar', 'transmission', 'businesses']
['twitter', 'handles', 'supporting', 'alt', 'news', 'zubair', 'post', 'arrest', 'mostly', 'from', 'middle', 'east', 'countries', 'pak', 'delhi', 'police']
['as', 'india', 'seeks', 'to', 'curb', 'accidents', 'marutis', 'rc', 'bhargava', 'faces', 'a', 'dilemma']
['why', 'sell', 'now', 'buy', 'later', 'may', 'not', 'be', 'the', 'right', 'strategy', 'in', 'this', 'market']
['bajaj', 'finance', 'hikes', 'fd', 'interest', 'rates', 'check', 'the', 'latest', 'interest', 'rates']
['bank', 'of', 'india', 'hikes', 'mclr', 'on', 'loans']
['alt', 'news', 'parent', 'company', 'pravda', 'media', 'received', 'rs', '2', 'lakh', 'from', 'foreign', 'countries', 'says', 'police']
['etmarkets', 'smart', 'talk', 'nifty50', 'can', 'hit', '18200', 'by', 'december', 'nishit', 'master']
['coming', 'soon', 'new', 'whatsapp', 'feature', 'to', 'hide', 'your', 'online', 'status']
['what', 'is', 'the', 'latest', 'canara', 'bank', 'savings', 'account', 'interest', 'rate']
['key', 'developments', 'at', 'the', 'gst', 'council', 'meeting']
['bjp', 'should', 'have', 'shown', 'big', 'heart', 'by', 'honouring', 'rotational', 'cm', 'pact', 'says', 'sena', 'taunts', 'devendra', 'fadnavis']
['delhi', 'police', 'seeks', '14', 'day', 'judicial', 'custody', 'of', 'alt', 'news', 'co', 'founder', 'mohammed', 'zubair']
['fadnavis', 'was', 'in', 'the', 'loop', 'took', 'maharashtra', 'deputy', 'cm', 'post', 'after', 'pm', 'modis', 'call', 'sources']
['zomato', 'star', 'health', 'among', 'bse500', 'stocks', 'that', 'tanked', 'up', 'to', '20', 'in', 'volatile', 'week']
['film', 'maker', 'antoine', 'fuqua', 'says', 'reuniting', 'with', 'chris', 'pratt', 'in', 'the', 'terminal', 'list', 'was', 'divine', 'order']
['automated', 'environments', 'scaling', 'up', 'digitisation', 'for', 'a', 'streamlined', 'supply', 'chain']
['vijay', 'deverakonda', 'said', 'playing', 'boxer', 'in', 'liger', 'was', 'mentally', 'and', 'physically', 'challenging']
['track', 'and', 'trace', 'tech', 'is', 'powering', 'gst', 'administration', 'and', 'compliances']
['enjoy', 'dum', 'biryani', 'irani', 'tea', 'while', 'in', 'hyderabad', 'telangana', 'minister', 'ktr', 'mocks', 'at', 'bjp', 'leaders']
['mind', 'over', 'money', 'sachin', 'gupta', 'shares', '12', 'point', 'checklist', 'for', 'traders', 'to', 'maintain', 'mental', 'health']
['spicejet', 'flight', 'lands', 'safely', 'in', 'delhi', 'after', 'smoke', 'detected', 'at', '5000', 'feet']
['india', 'logs', '17092', 'new', 'covid', 'cases', '29', 'deaths']
['in', 'a', 'setback', 'for', 'banks', 'ultratech', 'drops', 'plan', 'to', 'buy', 'jaypee', 'plant']
['richest', 'billionaires', 'lose', '1', '4', 'trillion', 'in', 'worst', 'half', 'ever']
['5', 'years', 'of', 'gst', 'for', 'shipping', 'and', 'logistics', 'some', 'key', 'matters', 'addressed', 'but', 'still', 'not', 'smooth', 'sailing']
['discussions', 'on', 'assembly', 'poll', 'wins', 'strategy', 'likely', 'to', 'feature', 'in', 'bjps', 'national', 'executive', 'meeting']
['indian', 'startups', 'building', 'global', 'products', 'will', 'be', 'a', 'big', 'long', 'trend', 'says', 'girish', 'mathrubootham']
['who', 'will', 'get', 'the', 'party', 'symbol', 'bow', 'and', 'arrow', 'if', 'shiv', 'sena', 'splits']
['war', 'strained', 'wheat', 'market', 'faces', 'moment', 'of', 'truth']
['et', 'rise', 'world', 'msme', 'day', '2022', 'experts', 'discuss', 'on', 'building', 'self', 'reliant', 'msmes']
['fiis', 'dump', 'indian', 'stocks', 'worth', 'rs', '50000', 'crore', 'in', 'june', 'is', 'the', 'worse', 'ahead']
['shares', 'of', 'refiners', 'producers', 'tumble']
['germany', 'not', 'keen', 'on', 'kaliningrad', 'blockade', 'media', 'sources']
['telangana', 'cm', 'k', 'chandrashekar', 'rao', 'not', 'to', 'receive', 'pm', 'modi', 'at', 'hyderabad', 'airport', '3rd', 'time', 'in', 'six', 'months']
['why', 'do', 'smallcaps', 'falter', 'before', 'reaching', 'full', 'bloom', 'saurabh', 'mukherjea', 'gives', '4', 'reasons']
['1st', 'team', 'of', 'imct', 'from', 'ministry', 'of', 'home', 'affairs', 'visits', 'flood', 'affected', 'areas', 'in', 'assam']
['12', 'us', 'lawmakers', 'urge', 'joe', 'biden', 'to', 'hold', 'india', 'accountable', 'in', 'wto', 'for', 'its', 'trade', 'distorting', 'practices']
['simply', 'put', 'extreme', 'weather', 'is', 'the', 'new', 'normal', 'in', 'india']
['tiktok', 'confirms', 'some', 'china', 'based', 'employees', 'can', 'access', 'us', 'user', 'data']
['private', 'market', 'correction', 'just', 'getting', 'started', 'alpha', 'waves', 'navroz', 'udwadia']
['sati', 'lambah', 'a', 'rare', 'diplomat', 'for', 'all', 'seasons']
['pv', 'sales', 'rev', 'up', 'in', 'june', 'as', 'output', 'now', 'in', 'high', 'gear']
['hybrid', 'is', 'the', 'new', 'onboarding', 'route', 'for', 'most', 'top', 'companies']
['pm', 'modi', 'and', 'vladimir', 'putin', 'hold', 'comprehensive', 'dialogue']
['govt', 'slaps', 'export', 'tax', 'on', 'petrol', 'diesel', 'windfall', 'tax', 'on', 'domestic', 'crude', 'oil']
['cluster', 'of', 'global', 'brands', 'bursts', 'on', 'to', 'the', 'indian', 'scene']
['india', 'weathered', 'global', 'turbulence', 'inflation', 'in', 'june']
['with', 'nabards', 'help', 'ondc', 'can', 'onboard', 'the', 'entire', 'indian', 'farm', 'value', 'chain', 'including', 'mandis', 'piyush', 'goyal']
['wns', 'acquires', 'chennai', 'based', 'automation', 'services', 'company', 'vuram', 'for', '165', 'million']
['jpmorgan', 'sees', 'stratospheric', '380', 'oil', 'on', 'worst', 'case', 'russian', 'cut']
['europe', 'becomes', 'the', 'epicenter', 'for', 'this', 'summers', 'travel', 'chaos']
['karnataka', 'chief', 'minister', 'urges', 'ev', 'makers', 'to', 'make', 'e', 'cars', 'affordable', 'to', 'common', 'man']
['state', 'run', 'retailers', 'petrol', 'sales', 'rise', '29', 'diesel', '35']
['duty', 'hike', 'state', 'run', 'omcs', 'optimistic', 'of', 'increased', 'fuel', 'supply']
['labour', 'market', 'recovery', 'still', 'slow', 'mgnregs', 'demand', 'up', '2', '9', 'in', 'june']
['ulfa', 'i', 'militant', 'killed', 'in', 'encounter', 'in', 'assam']
['big', 'indian', 'spender', 'go', 'forth', 'and', 'splurge']
['indias', 'forex', 'reserves', 'rise', '2', '73', 'billion', 'after', 'three', 'week', 'of', 'fall']
['pay', '50', 'service', 'charge', 'for', 'a', '20', 'cup', 'of', 'tea', 'on', 'trains']
['world', 'bank', 'clears', '1billion', 'support', 'for', 'healthcare', '750m', 'for', 'infra', 'funding']
['truck', 'hits', 'one', 'of', 'the', 'cars', 'in', 'suvendu', 'adhikaris', 'convoy', 'none', 'hurt']
['great', 'wall', 'motor', 'drops', '1', 'billion', 'india', 'entry', 'plans', 'after', 'term', 'sheet', 'with', 'general', 'motors', 'expires', 'for', 'plant', 'acquisition']
['maharashtra', 'politics', 'all', 'eyes', 'will', 'now', 'be', 'on', 'devendra', 'fadnavis', 'the', 'deputy', 'cm']
['chief', 'minister', 'mamata', 'banerjee', 'on', 'draupadi', 'murmu']
['todays', 'heardle', 'clues', 'and', 'answer', 'for', '2nd', 'july', '2022']
['uddhav', 'faction', 'moves', 'supreme', 'court', 'seeks', 'suspension', 'of', '16', 'rebel', 'mlas']
['ed', 'arrests', '2', 'in', 'money', 'laundering', 'case', 'against', 'satyendar', 'jain']
['mauritius', 'regulator', 'clarifies', 'cap', 'gains', 'booked', 'by', 'pes', 'in', 'india', 'wont', 'be', 'taxed']
['dont', 'consider', 'shinde', 'as', 'sena', 'cm', 'says', 'uddhav', 'thackeray']
['capt', 'amarinder', 'singhs', 'party', 'to', 'merge', 'with', 'bjp', 'claims', 'punjab', 'bjp', 'leader', 'harjit', 'singh', 'grewal']
['european', 'union', 'looking', 'to', 'ban', 'russian', 'gold']
['ppe', 'kit', 'row', 'himanta', 'biswa', 'sarma', 'files', 'defamation', 'case', 'against', 'sisodia', 'over', 'corruption', 'charges']
['ntagi', 'could', 'decide', 'on', 'mrna', 'vaccines', 'inclusion', 'in', 'national', 'drive', 'next', 'week']
['fsib', 'sole', 'entity', 'for', 'bank', 'board', 'appointments']
['another', 'breach', 'in', 'the', 'church', 'state', 'wall']
['wordle', '378', 'for', '2nd', 'july', '2022', 'get', 'the', 'clues', 'and', 'answer', 'here', 'for', 'todays', 'heardle']
['12', 'more', 'bodies', 'found', 'death', 'toll', 'mounts', 'to', '20']
['niti', 'aayog', 'calls', 'for', 'waste', 'minimisation', 'push']
['brace', 'for', 'recession', 'shock', 'after', 'worst', 'markets', 'rout', 'in', '52', 'years', 'says', 'bank', 'of', 'america']
['quordle', '159', 'for', 'july', '2', '2022', 'clues', 'hints', 'and', 'answers']
['scamsters', 'beware', 'trai', 'to', 'get', 'ai', 'help', 'to', 'curb', 'fraud', 'calls', 'smses']
['provocation', 'not', 'needed', 'for', 'islamic', 'fundamentalism', 'to', 'grow', 'rss', 'sunil', 'ambekar']
['is', 'nifty', 'pe', 'bidding', 'adieu', 'to', 'bears', 'heres', 'what', 'the', 'charts', 'are', 'telling', 'us']
['how', 'to', 'calculate', 'tax', 'on', 'your', 'crypto', 'assets', 'from', 'this', 'year']
['rishabh', 'pant', 'awes', 'the', 'cricketing', 'world', 'with', 'his', 'batsmanship']
['bihar', 'prepared', 'pmgsy', 'budget', '2020', '21', 'without', 'any', 'planning', 'cag']
['people', 'feared', 'riots', 'during', 'rath', 'yatra', 'under', 'congress', 'rule', 'amit', 'shah']
['telangana', 'rashtra', 'samithi', 'main', 'target', 'at', 'bjp', 'conclave']
['public', 'sector', 'banks', 'almost', 'fully', 'transmit', 'may', 'hike', 'to', 'new', 'borrowers']
