['ccpa', 'fines', 'flipkart', 'for', 'selling', 'substandard', 'pressure', 'cookers']
['govt', 'amends', 'rules', 'pertaining', 'to', 'maintaining', 'of', 'books', 'by', 'companies']
['adani', 'group', 'gets', 'provisional', 'approval', 'for', 'energy', 'projects', 'in', 'sri', 'lanka']
['gotabaya', 'rajapaksa', 'to', 'return', 'to', 'sri', 'lanka', 'on', 'august', '24', 'says', 'his', 'cousin']
['parties', 'should', 'be', 'free', 'to', 'make', 'electoral', 'promises', 'but', 'detail', 'how', 'a', 'scheme', 'will', 'be', 'financed']
['covid', '1652', 'new', 'cases', '8', 'more', 'deaths', 'in', 'delhi', 'positivity', 'rate', '9', '92']
['meta', 'and', 'national', 'commission', 'for', 'women', 'partner', 'with', 'farhan', 'akhtars', 'mard', 'to', 'launch', 'a', 'reporting', 'campaign', 'for', 'women', 'safety']
['manufacturing', 'investments', 'rose', '20', '9', 'in', 'fy20', 'before', 'covid', 'pandemic', 'asi', 'report']
['experts', 'warn', 'of', 'spike', 'in', 'swine', 'flu', 'cases', 'in', 'delhi', 'urge', 'people', 'to', 'mask', 'up', 'follow', 'social', 'distancing']
['india', 'has', 'never', 'been', 'defensive', 'about', 'its', 'stand', 'on', 'buying', 'russian', 'oil', 'wanted', 'the', 'best', 'deal', 'for', 'the', 'people', 'eam', 'jaishankar']
['renew', 'power', 'to', 'raise', 'usd', '1', 'billion', 'through', 'external', 'commercial', 'borrowings']
['love', 'and', 'mischief']
['will', 'withdraw', 'campaign', 'in', 'bihar', 'if', 'new', 'govt', 'provides', '5', '10', 'lakh', 'jobs', 'in', '2', 'yrs', 'prashant', 'kishor']
['govt', 'telcos', 'rushing', 'to', 'start', '5g', 'but', 'major', 'launches', 'only', 'in', 'december']
['logistics', 'aggregator', 'shiprocket', 'turns', 'unicorn', 'with', '32', 'million', 'funding']
['election', 'commission', 'pushes', 'for', 'inclusive', 'accessible', 'electoral', 'processes']
['blackstone', 'likely', 'to', 'sell', 'sona', 'blws', 'shares', 'worth', 'nearly', 'rs', '4000', 'crore', 'on', 'thursday']
['indias', 'oil', 'meal', 'exports', 'up', '19', 'pc', 'at', '2', '27', 'lakh', 'tonnes', 'in', 'july', 'sea']
['ahead', 'of', 'market', '10', 'things', 'that', 'will', 'decide', 'd', 'street', 'action', 'on', 'thursday']
['crocodile', 'enters', 'residential', 'colony', 'in', 'madhya', 'pradesh', 'videos', 'ho', 'viral']
['kashi', 'vishwanath', 'temple', 'gyanvapi', 'mosque', 'case', 'allahabad', 'hc', 'to', 'hold', 'next', 'hearing', 'aug', '30']
['unrealistic', 'to', 'assume', 'india', 'will', 'record', 'sustained', 'growth', 'of', '8', 'pc', 'says', 'montek', 'singh', 'ahluwalia']
['cuet', '4th', 'phase', 'exam', 'cancelled', 'at', '13', 'centres', 'due', 'to', 'technical', 'reasons']
['bjp', 'turns', 'to', 'bsy', 'with', 'hope', 'as', 'assembly', 'polls', 'near', 'in', 'karnataka']
['meghalaya', 'boiled', 'eggs', 'introduced', 'to', 'anganwadi', 'centre', 'nutrition', 'programme']
['rohit', 'is', 'a', 'bit', 'laid', 'back', 'ganguly']
['essar', 'signs', 'new', '60', 'million', 'litre', 'fuel', 'deal', 'with', 'd', 'a', 'roberts']
['over', '1', 'crore', 'passengers', 'flew', 'in', '5', 'years', 'under', 'udan', 'scheme', 'govt']
['coal', 'mining', 'lease', 'sc', 'imposes', 'rs', 'one', 'lakh', 'cost', 'on', 'centre', 'for', 'its', 'callous', 'approach']
['tea', 'cafe', 'chain', 'chai', 'point', 'enters', 'amritsar', 'with', 'store', 'near', 'golden', 'temple']
['gas', 'leaks', 'from', 'pipeline', 'in', 'mumbai', 'suburb', 'of', 'kandivali']
['indian', 'chinese', 'troops', 'to', 'take', 'part', 'in', 'military', 'exercises', 'in', 'russia', 'chinese', 'defence', 'ministry']
['bmw', 'sees', 'robust', 'demand', 'for', 'luxury', 'vehicles', 'in', 'india', 'heres', 'why']
['supreme', 'court', 'asks', 'unitech', 'board', 'to', 'upload', 'on', 'its', 'website', 'timeline', 'for', 'completion', 'of', 'stalled', 'projects']
['make', 'indias', 'textile', 'ecosystem', '250', 'billion', 'in', '5', '7', 'years', 'piyush', 'goyal', 'tells', 'industry']
['borrowers', 'shift', 'back', 'to', 'domestic', 'markets', 'as', 'global', 'conditions', 'turn', 'volatile']
['new', 'engine', 'rules', 'regulations', 'for', 'formula', '1', 'get', 'approval', 'check', 'out', 'the', 'changes']
['dalit', 'boy', 'death', 'father', 'took', 'child', 'to', '6', 'hospitals', 'over', '23', 'days', 'but', 'failed', 'to', 'save', 'him']
['no', 'shut', 'down', 'strikes', 'agitations', 'in', 'the', 'state', 'nagaland', 'govt', 'warns', 'individuals', 'and', 'organisations']
['975', 'new', 'coronavirus', 'cases', 'in', 'mumbai', 'highest', 'since', 'july', '1', '2', 'die']
['former', 'us', 'president', 'donald', 'trump', 'backed', 'candidate', 'harriet', 'hageman', 'beats', 'liz', 'cheney', 'in', 'wyoming', 'read', 'details', 'here']
['plan', 'to', 'set', 'up', 'operations', 'in', 'dubai', 'uk', 'and', 'us', 'for', 'nris', 'vishu', 'ramachandran', 'chairman', 'indiassetz']
['krishna', 'janmashtami', '2022', 'five', 'songs', 'to', 'get', 'immersed', 'in', 'festive', 'fervour']
['new', 'maruti', 'alto', 'k10', 'gets', 'a', 'complete', 'makeover', 'show', 'leaked', 'images']
['mahas', 'coronavirus', 'cases', 'surge', 'to', '1800', '6', 'more', 'die']
['now', 'taste', 'local', 'flavours', 'as', 'vendors', 'return', 'on', 'trains']
['bank', 'of', 'baroda', 'raises', 'rs', '1000', 'crore']
['rbi', 'asks', 'payment', 'system', 'stakeholders', 'to', 'submit', 'feedback', 'on', 'digital', 'payment', 'charges']
['shiprocket', 'is', '20th', 'unicorn', 'of', '2022', 'flipkart', 'gives', 'walmart', 'an', 'ad', 'boost']
['maharashtra', 'cid', 'to', 'probe', 'ex', 'mlc', 'metes', 'death', 'in', 'road', 'accident']
['samsung', 'foldable', 'smartphones', 'get', '50k', 'pre', 'orders']
['market', 'trading', 'guide', '2', 'stock', 'ideas', 'for', 'thursday']
['do', 'you', 'ever', 'beat', 'yourself', 'up', 'for', 'procrastinating', 'it', 'is', 'linked', 'to', 'health', 'and', 'career', 'problems', 'but', 'heres', 'how', 'you', 'can', 'stop']
['india', 'microfinance', 'institutions', 'have', 'rs', '33000', 'crore', 'of', 'bad', 'loans', 'despite', 'better', 'collections', 'industry', 'body', 'says']
['us', 'citizens', 'to', 'get', 'affordable', 'hearing', 'aids', 'soon', 'heres', 'how']
['akasa', 'air', 'may', 'place', 'big', 'plane', 'order', 'in', 'next', '18', 'months', 'ceo']
['alaska', 'primary', 'election', '2022', 'us', 'justice', 'department', 'monitors', 'process', 'check', 'out', 'what', 'happened']
['all', 'about', 'super', 'vasuki', 'indias', 'longest', 'heaviest', 'freight', 'train', 'with', '6', 'engines', '295', 'wagons']
['political', 'parties', 'cant', 'be', 'prevented', 'from', 'making', 'poll', 'promises', 'says', 'sc']
['cactus', 'venture', 'partners', 'raises', 'rs', '350', 'crore', 'in', 'funding']
['disruption', 'now', 'feels', 'like', 'business', 'as', 'usual', 'kumar', 'mangalam', 'birla']
['us', 'man', 'builds', 'own', 'fiber', 'broadband', 'gets', 'govt', 'contract', 'for', '2', '6', 'million']
['16', 'us', 'states', 'to', 'provide', 'supplementary', 'stimulus', 'funds', 'is', 'yours', 'on', 'the', 'list']
['what', 'makes', 'cybersecurity', 'an', 'attractive', 'career', 'choice', 'in', 'the', 'us']
['robert', 'de', 'niro', 'to', 'star', 'mob', 'drama', 'film', 'wise', 'guys', 'by', 'film', 'maker', 'barry', 'levinson']
['do', 'people', 'who', 'feel', 'entitled', 'cheat', 'more', 'new', 'study', 'challenges', 'popular', 'psychology', 'idea']
['govt', 'working', 'on', 'providing', 'trauma', 'care', 'to', 'road', 'accidents', 'victims', 'at', 'nearest', 'point', 'aramane']
['best', 'of', 'apple', 'laptops', 'macbook', 'pro', 'and', 'macbook', 'air']
['august', '17', 'panchang', 'know', 'todays', 'sunrise', 'sunset', 'timings', 'nakshatra', 'shubh', 'and', 'ashubh', 'muhurat']
['dgca', 'asks', 'airlines', 'to', 'strictly', 'enforce', 'covid', '19', 'protocol', 'including', 'mask', 'mandate']
['india', 'monitors', 'any', 'development', 'in', 'its', 'neighbourhood', 'which', 'has', 'bearing', 'on', 'its', 'security', 'issues', 'jaishankar']
['everyone', 'knows', 'who', 'the', 'real', 'cm', 'is', 'aaditya', 'thackerays', 'dig', 'at', 'eknath', 'shinde']
['vikram', 'solar', 'gets', 'sebi', 'nod', 'to', 'mop', 'up', 'funds', 'via', 'ipo']
['gccs', 'are', 'owning', 'end', 'to', 'end', 'processes', 'etilc', 'roundtable']
['shimla', 'stipulated', '75', 'ponds', 'amrit', 'sarovar', 'for', 'water', 'conservation', 'to', 'mark', 'azadi', 'ka', 'amrit', 'mahotsav']
['honda', '2wheeler', 'india', 'reveals', 'its', 'new', 'activa', 'variant']
['is', 'johnny', 'depp', 'making', 'a', 'strong', 'comeback', 'after', 'winning', 'defamation', 'case', 'against', 'ex', 'wife', 'amber', 'heard', 'read', 'details', 'here']
['rakesh', 'jhunjhunwala', 'was', 'about', 'possibility', 'that', 'one', 'can', 'start', 'with', 'rs', '5000', 'and', 'make', 'rs', '50000', 'crore', 'madhu', 'kela']
['elevated', 'atf', 'prices', 'rupee', 'depreciation', 'likely', 'to', 'pose', 'threat', 'to', 'domestic', 'carriers', 'recovery', 'report']
['flipkart', 'to', 'pay', 'rs', '1l', 'fine', 'for', 'selling', 'sub', 'standard', 'pressure', 'cookers']
['all', 'about', 'the', 'sewing', 'machine', 'maker', 'whose', 'shares', 'surged', 'after', 'rakesh', 'jhunjhunwala', 'owned', 'rare', 'investments', 'buys', 'stake']
['ctet', '2022', 'notification', 'likely', 'to', 'be', 'released', 'by', 'end', 'of', 'this', 'month']
['venture', 'debt', 'firm', 'stride', 'ventures', 'closes', 'a', '200', 'million', 'fund']
['tech', 'view', 'nifty50', 'in', 'overbought', 'zone', 'but', 'there', 'are', 'no', 'signs', 'of', 'weakness', 'heres', 'why']
['rapper', 'aitch', 'promises', 'to', 'fix', 'situation', 'after', 'promotional', 'stunt', 'goes', 'wrong']
['bilkis', 'bano', 'case', 'congress', 'asks', 'if', 'pm', 'modi', 'approved', 'of', 'gujarat', 'govt', 'decision', 'to', 'release', 'convicts']
['syrma', 'sgs', 'tech', 'ipo', 'sails', 'through', 'on', 'day', '3', 'nii', 'portion', 'fully', 'subscribed']
['mumbai', 'breathes', 'its', 'cleanest', 'air', 'ever', 'for', 'the', 'second', 'time', 'this', 'monsoon']
['after', 'laal', 'singh', 'chaddha', 'bo', 'debacle', 'social', 'media', 'boycott', 'trend', 'hits', 'shah', 'rukh', 'khan', 'salman', 'and', 'hrithiks', 'forthcoming', 'films']
['meta', 'now', 'lets', 'you', 'cross', 'post', 'reels', 'to', 'facebook', 'from', 'instagram', 'check', 'out', 'new', 'features']
['chinese', 'research', 'ship', 'on', 'mission', 'of', 'peace', 'and', 'friendship', 'to', 'sri', 'lanka', 'to', 'boost', 'bilateral', 'space', 'st', 'exchanges', 'captain']
['centre', 'grants', 'vip', 'security', 'cover', 'to', 'industrialist', 'gautam', 'adani']
['d', 'street', 'logs', 'longest', 'winning', 'run', 'of', 'the', 'year', 'as', 'sensex', 'reclaims', '60k', 'nifty', 'tops', '17900', 'level']
['cabinet', 'clears', 'proposal', 'to', 'raise', 'eclgs', 'corpus', 'to', 'rs', '5', 'lakh', 'cr', 'for', 'tourism', 'and', 'hospitality', 'sector']
['mm', 'in', 'talks', 'with', 'different', 'states', 'in', 'india', 'for', 'setting', 'up', 'ev', 'production', 'site']
['india', 'supplies', 'nearly', '60', 'pc', 'of', 'vaccines', 'used', 'worldwide', 'finance', 'minister']
['rupee', 'gains', '22', 'paise', 'against', 'the', 'dollar', 'as', 'crude', 'prices', 'ease', 'fpis', 'come', 'back']
['technical', 'glitches', 'hit', '4th', 'round', 'of', 'cuet', 'ug', 'students', 'claim', 'exam', 'cancelled', 'at', 'their', 'centres']
['amid', 'spike', 'in', 'covid', 'cases', 'delhi', 'sees', 'nearly', 'two', 'fold', 'rise', 'in', 'hospitalisations', 'in', 'fortnight']
['need', 'to', 'improve', 'quality', 'of', 'road', 'construction', 'and', 'maintenance', 'roads', 'secretary']
['rusk', 'media', 'raises', '9', '5', 'million', 'in', 'series', 'a', 'round', 'led', 'by', 'audacity', 'vc', 'and', 'daol', 'investment']
['ott', 'has', 'helped', 'in', 'reducing', 'piracy', 'says', 'tamil', 'actor', 'arun', 'vijay']
['walmarts', 'ad', 'revenue', 'grew', '30', 'in', 'june', 'led', 'by', 'flipkart', 'and', 'walmart', 'connect']
['government', 'to', 'form', 'expert', 'groups', 'to', 'explore', 'adoption', 'of', 'common', 'chargers', 'says', 'consumer', 'affairs', 'secretary']
['wedding', 'bells', 'ring', 'for', 'actor', 'gong', 'hyo', 'jin', 'singer', 'kevin', 'oh']
['13', 'reasons', 'why', 'actor', 'tommy', 'dorfman', 'makes', 'revelation', 'over', 'engagement', 'this', 'is', 'what', 'she', 'said']
['best', 'oneplus', 'smart', 'tvs', 'in', 'india']
['stride', 'ventures', 'closes', 'india', 'fund', 'ii', 'at', '200', 'million']
['chandrakant', 'pandit', 'named', 'head', 'coach', 'of', 'kolkata', 'knight', 'riders']
['efforts', 'being', 'made', 'to', 'develop', 'waterways', 'with', 'private', 'sectors', 'help', 'iwai']
['akasa', 'air', 'all', 'set', 'to', 'add', 'one', 'aircraft', 'every', 'two', 'weeks', 'says', 'its', 'well', 'capitalised']
['actor', 'olivia', 'wilde', 'wins', 'custody', 'case', 'against', 'ex', 'husband', 'jason', 'sudeikis', 'in', 'new', 'york', 'court']
['telugu', 'film', 'karthikeya', '2', 'shows', '300', 'growth', 'across', 'north', 'india']
['x', 'rated', 'instagram', 'photo', 'of', 'musician', 'tommy', 'lee', 'shocks', 'fans', 'across', 'the', 'globe']
['150', 'cartons', 'of', 'cadbury', 'chocolate', 'stolen', 'from', 'godown', 'in', 'lucknow']
['i', 'want', 'both', 'rahul', 'dravid', 'and', 'rishab', 'pant', 'type', 'stocks', 'in', 'my', 'portfolio', 'basant', 'maheshwari']
['madonna', 'turns', '64', 'queen', 'of', 'pop', 'celebrates', 'occasion', 'in', 'style', 'with', 'twin', 'daughters', 'check', 'out', 'what', 'was', 'special']
['shefali', 'shah', 'tests', 'covid', 'positive', 'will', 'be', 'under', 'home', 'quarantine']
['aviation', 'museum', 'to', 'be', 'set', 'up', 'in', 'punjabs', 'patiala']
['jetstar', 'passengers', 'can', 'now', 'book', 'seats', 'on', 'indigo', 'flights', 'as', 'part', 'of', 'interline', 'agreement']
['rupee', 'gains', '29', 'paise', 'to', 'close', 'at', '79', '45', 'against', 'us', 'dollar']
['market', 'likely', 'to', 'pause', 'at', '18000', 'and', 'fall', '200', '300', 'pts', 'thats', 'the', 'time', 'to', 'enter', 'vinit', 'bolinjkar']
['korean', 'drama', 'extraordinary', 'attorney', 'woo', 'set', 'to', 'return', 'for', 'second', 'season']
['akasa', 'air', 'has', 'enough', 'capital', 'to', 'induct', '72', 'aircraft', 'thanks', 'to', 'rakesh', 'jhunjhunwalas', 'visionary', 'role', 'says', 'ceo']
['bjp', 'targets', 'siddaramaiah', 'for', 'muslim', 'area', 'remarks', 'calls', 'it', 'jihadi', 'mindset']
['gautam', 'adani', 'to', 'address', 'forbes', 'global', 'ceo', 'conference', 'in', 'singapore']
['hollywood', 'director', 'wolfgang', 'peterson', 'dies', 'at', '81']
['airtel', 'pays', 'rs', '8312', '4', 'cr', 'for', '5g', 'spectrum', 'to', 'dot']
['better', 'call', 'saul', 'grand', 'finale', 'blasts', 'from', 'past', 'and', 'one', 'last', 'twist']
['all', 'about', 'new', 'ola', 's1', 'electric', 'scooter', 'and', 'how', 'it', 'is', 'different', 'from', 'the', 'old', 'model']
['sbi', 'hikes', 'these', 'loan', 'interest', 'rates', 'by', '20', 'bps', 'check', 'new', 'rates']
['air', 'india', 'selects', 'rategain', 'to', 'adjust', 'ticket', 'prices', 'with', 'real', 'time', 'airfare', 'data']
['govt', 'projects', 'record', 'foodgrain', 'production', 'lower', 'wheat', 'output', 'in', '2021', '22', 'crop', 'year']
['london', 'to', 'new', 'york', 'in', 'less', 'than', 'four', 'hours', 'all', 'you', 'need', 'to', 'know']
['workplace', 'recognition', 'and', 'not', 'salary', 'is', 'top', 'criteria', 'for', 'job', 'seekers', 'in', 'india', 'report']
['india', 'has', 'never', 'been', 'defensive', 'about', 'its', 'stand', 'on', 'buying', 'russian', 'oil', 'eam', 'jaishankar']
['us', 'envoy', 'novovax', 'ceo', 'hail', 'role', 'played', 'by', 'india', 'and', 'sii', 'during', 'covid', '19', 'pandemic']
['vivo', 'v25', 'pro', 'with', 'mediatek', 'dimensity', '1300', 'chipset', 'arriving', 'in', 'india', 'heres', 'what', 'to', 'expect']
['sports', 'goods', 'furniture', 'and', 'shoes', 'lead', 'indias', 'retail', 'growth', 'this', 'festival', 'season', 'rai']
['cabinet', 'approves', 'interest', 'subvention', 'of', '1', '5', 'percent', 'on', 'short', 'term', 'farm', 'loans', 'up', 'to', 'rs', '3', 'lakh']
['indias', 'oil', 'demand', 'to', 'rise', '7', '7', 'pc', 'in', '2023']
['now', 'shifting', 'of', 'officials', 'only', 'after', 'cms', 'permission', 'says', 'up', 'govt', 'order']
['uk', 'economy', 'is', 'under', 'fire', 'as', 'inflation', 'crosses', '10', 'highest', 'since', '1982']
['singer', 'india', 'rallies', '52', 'in', '4', 'sessions', 'what', 'ceo', 'says', 'on', 'rares', 'investment']
['drillmec', 'india', 'bags', 'oil', 'rig', 'orders', 'worth', '1', '5', 'billion', 'from', 'oil', 'india', 'ongc']
['now', 'book', 'electric', 'ac', 'bus', 'from', 'goa', 'airport', 'to', 'your', 'destination', 'at', 'only', 'rs', '200']
['106', 'deaths', 'per', 'lakh', 'population', 'in', 'delhi', 'attributable', 'to', 'pm2', '5', 'pollution', 'report']
['balaram', 'jayanti', '2022', 'date', 'time', 'and', 'significance', 'of', 'the', 'festival']
['lic', 'md', 'raj', 'kumar', 'on', 'rising', 'market', 'share', 'falling', 'vnb', 'margins', 'more']
['despite', 'weak', 'q1', 'show', 'this', 'stock', 'has', 'a', '45', 'upside']
['daikin', 'india', 'to', 'invest', 'rs', '500', 'crore', 'to', 'set', 'up', 'rd', 'centre', 'in', 'rajasthan']
['not', 'given', 'any', 'direction', 'to', 'provide', 'flats', 'to', 'rohingya', 'migrants', 'home', 'ministry']
['gold', 'slips', 'rs', '53', 'silver', 'declines', 'rs', '256']
['csir', 'ugc', 'net', '2022', 'registration', 'ends', 'at', '5', 'pm', 'apply', 'on', 'csirnet', 'nta', 'nic', 'in', 'now']
['bihar', 'developments', 'will', 'have', 'zero', 'impact', 'on', '2024', 'ls', 'polls', 'in', 'up', 'keshav', 'maurya']
['mfs', 'lap', 'up', 'zomato', 'shares', 'in', 'july', 'selloff', 'sit', 'on', 'solid', 'gains']
['how', 'phonepe', 'is', 'sharpening', 'its', 'e', 'commerce', 'ambitions', 'as', 'it', 'breaks', 'away', 'from', 'flipkart']
['sensex', 'nifty', 'near', 'record', 'highs', 'heres', 'what', 'should', 'investors', 'do']
['72', 'per', 'cent', 'of', 'bihar', 'ministers', 'face', 'criminal', 'cases', 'adr']
['telugu', 'thriller', 'karthikeya', '2', 'makes', 'biggies', 'laal', 'singh', 'chaddha', 'raksha', 'bandhan', 'sweat', 'at', 'box', 'office']
['india', 'moves', 'up', 'one', 'spot', 'in', 'global', 'rankings', 'for', 'median', 'mobile', 'speeds', 'report']
['raju', 'srivastava', 'slowly', 'getting', 'better', 'but', 'still', 'on', 'ventilator', 'singer', 'shekhar', 'suman', 'says', 'comedian', 'will', 'recover', 'in', 'a', 'week', 'or', 'two']
['fpis', 'stock', 'holding', 'slips', '14', 'to', '523', 'bn', 'in', 'jun', 'quarter', 'report']
['acca', 'and', 'imas', 'economy', 'survey', 'reveals', 'the', 'biggest', 'ever', 'drop', 'in', 'economic', 'confidence']
['india', 'home', 'to', '18', 'of', '20', 'cities', 'with', 'most', 'severe', 'increase', 'in', 'pm2', '5', 'pollution', 'study']
['bilkis', 'case', 'rahul', 'gandhi', 'says', 'entire', 'country', 'seeing', 'difference', 'between', 'pm', 'modis', 'words', 'deeds']
['window', 'to', 'apply', 'for', 'ib', 'ssc', 'and', 'other', 'govt', 'jobs', 'closes', 'soon', 'check', 'posts', 'last', 'date', 'to', 'apply', 'here']
['will', 'these', 'mutual', 'funds', 'help', 'me', 'to', 'make', 'rs', '1', 'crore', 'in', '5', 'years']
['bjp', 'drops', 'nitin', 'gadkari', 'shivraj', 'singh', 'chouhan', 'from', 'parliamentary', 'board']
['indian', 'matchmaking', '2', 'aparna', 'shewakramani', 'says', 'she', 'had', 'a', 'poor', 'experience', 'working', 'with', 'sima', 'taparia']
['with', 'she', 'hulk', 'emmy', 'winning', 'writer', 'jessica', 'gao', 'had', 'a', 'chance', 'to', 'infuse', 'life', 'experiences', 'of', 'women', 'into', 'the', 'film']
['a', 'countrys', 'soft', 'power', 'is', 'society', 'driven', 'activity', 'eam', 's', 'jaishankar']
['ccpa', 'fines', 'flipkart', 'for', 'allowing', 'sale', 'of', 'substandard', 'domestic', 'pressure', 'cookers', 'on', 'its', 'platform']
['top', 'aif', 'schemes', 'that', 'made', 'crorepati', 'investors', 'richer', 'in', 'july']
['goldman', 'sees', 'india', 'bonds', 'getting', 'added', 'to', 'jpmorgan', 'index']
['foxconn', 'chairman', 'liu', 'spots', 'upgrade', 'in', 'govt', 'efficiency']
['uti', 'amc', 'denies', 'stake', 'sale', 'reports', 'to', 'tata', 'group', 'stock', 'down', '4']
['why', 'kenneth', 'andrade', 'is', 'not', 'changing', 'his', 'portfolio', 'even', 'as', 'market', 'makes', 'a', 'u', 'turn', 'to', 'euphoria']
['indias', 'first', 'portal', 'on', 'arrested', 'narco', 'offenders', 'gets', 'operational']
['rice', 'might', 'pricier', 'as', 'erratic', 'rains', 'hold', 'back', 'sowing', 'across', 'states']
['india', 'home', 'to', '18', 'of', '20', 'cities', 'with', 'most', 'severe', 'increase', 'in', 'pm2', '5', 'pollution', 'study']
['whatsapps', 'new', 'update', 'allows', 'users', 'to', 'recover', 'deleted', 'messages', 'but', 'theres', 'a', 'catch']
['new', 'investors', 'like', 'rare', 'investments', 'may', 'help', 'chalk', 'out', 'plans', 'to', 'grow', 'singer', 'md']
['bill', 'gates', 'and', 'the', 'secret', 'push', 'to', 'save', 'joe', 'bidens', 'climate', 'bill']
['startups', 'get', 'the', 'edge', 'over', 'corporates', 'in', 'hiring', 'talents', 'amid', 'the', 'great', 'resignation', 'era']
['ig', 'fresh', 'produce', 'to', 'invest', 'rs', '100', 'crore', 'for', 'cultivation', 'of', 'exotic', 'fruits', 'in', 'arunachal']
['arvind', 'kejriwal', 'launches', 'make', 'india', 'no', '1', 'mission', 'calls', 'for', 'focus', 'on', 'education', 'healthcare']
['yes', 'bank', 'backs', 'startup', 'investor', 'venture', 'catalysts', 'group', 'fund']
['sona', 'comstar', 'partners', 'israeli', 'startup', 'drive', 'to', 'develop', 'new', 'tech', 'in', 'smart', 'mobility']
['how', 'people', 'celebrate', 'krishna', 'janmashtami', 'across', 'india']
['ed', 'names', 'jacqueline', 'fernandez', 'as', 'accused', 'in', 'rs', '200', 'crore', 'extortion', 'case']
['film', 'maker', 'sam', 'mendes', 'to', 'receive', 'ebert', 'director', 'award', 'at', 'toronto', 'international', 'film', 'festival']
['amid', 'curbs', 'india', 'russia', 'trade', 'via', 'instc', 'booms']
['rajkummar', 'raos', 'mystery', 'thriller', 'hit', 'the', 'first', 'case', 'to', 'stream', 'on', 'netflix']
['survivors', 'wait', 'for', 'composite', 'law', 'to', 'tackle', 'trafficking', 'gets', 'longer']
['common', 'charging', 'port', 'stakeholders', 'to', 'meet', 'govt', 'officials', 'today']
['sc', 'direction', 'to', 'consider', 'early', 'release', 'for', 'bilkis', 'case', 'convicts', 'as', 'per', '1992', 'policy', 'paved', 'way', 'for', 'their', 'release', 'lawyers']
['exponent', 'energy', 'raises', 'usd', '13', 'mn', 'in', 'funding', 'led', 'by', 'lightspeed']
['these', '8', 'bank', 'stocks', 'can', 'jump', 'up', 'to', '40', 'say', 'analysts']
['amul', 'bids', 'adieu', 'to', 'big', 'bull', 'rakesh', 'jhunjhunwala', 'with', 'a', 'monochromatic', 'topical']
['how', 'to', 'apply', 'for', 'tatkal', 'passport', 'online', 'in', 'india']
['rec', 'trades', 'ex', 'bonus', 'shares', 'rise', '3']
['noida', 'twin', 'towers', 'fir', 'against', '3', 'former', 'fire', 'officers', 'over', 'noc', 'to', 'illegal', 'structures']
['markets', 'to', 'continue', 'its', 'gaining', 'streak', 'ahead', 'of', 'us', 'fed', 'policy', 'outcome']
['flood', 'situation', 'grim', 'over', '1', '5', 'lakh', 'marooned', 'in', 'odisha']
['86', 'per', 'cent', 'of', 'noida', 'residents', 'say', 'common', 'areas', 'in', 'societies', 'colonies', 'encroached', 'upon', 'survey']
