['fifa', 'world', 'cup', 'iran', 'protests', 'reach', 'stadiums', 'in', 'qatar']
['criminal', 'minds', 'evolution', 'david', 'rossis', 'wife', 'to', 'not', 'appear', 'in', 'series', 'find', 'out', 'why']
['migrant', 'workers', 'the', 'tech', 'version']
['blood', 'sex', 'royalty', 'episodes', 'release', 'date', 'about', 'the', 'series', 'and', 'other', 'details']
['sc', 'seeks', 'response', 'of', 'centre', 'on', 'pleas', 'seeking', 'recognition', 'of', 'marriage', 'involving', 'gay', 'couple']
['govt', 'has', 'identified', 'antimicrobial', 'resistance', 'as', 'key', 'priority', 'in', 'national', 'health', 'policy', 'union', 'minister', 'bharati', 'pawar']
['govt', 'plans', 'to', 'include', 'data', 'regulation', 'provision', 'in', 'new', 'digital', 'india', 'act']
['no', 'express', 'provision', 'to', 'bar', 'registration', 'of', 'political', 'parties', 'having', 'religious', 'names', 'ec', 'to', 'sc']
['dera', 'sacha', 'sauda', 'chiefs', 'parole', 'ends', 'back', 'to', 'sunaria', 'jail', 'in', 'rohtak']
['sc', 'taking', 'steps', 'to', 'have', 'own', 'live', 'streaming', 'platform', 'says', 'cji', 'highlights', 'need', 'to', 'maintain', 'sanctity', 'of', 'institution']
['festival', 'of', 'trees', 'volunteer', 'saves', 'women', 'stuck', 'on', 'train', 'tracks', 'with', 'quick', 'thinking', 'in', 'georgia', 'this', 'is', 'what', 'happened']
['hero', 'motocorp', 'to', 'rise', 'prices', 'of', 'two', 'wheelers', 'by', 'up', 'to', 'rs', '1500', 'from', 'december', '1']
['maintain', 'dignity', 'ashok', 'gehlot', 'told', 'by', 'party', 'colleague', 'over', 'traitor', 'remark']
['aiims', 'server', 'continues', 'to', 'be', 'down', 'patient', 'care', 'services', 'managed', 'manually', 'probe', 'on']
['all', 'sessions', 'of', 'polygraph', 'test', 'on', 'poonawala', 'end', 'may', 'undergo', 'narco', 'analysis', 'if', 'reports', 'reek', 'of', 'discrepancies']
['drishyam', '2', 'bo', 'report', 'ajay', 'devgn', 'tabu', 'starrer', 'enters', '100', 'cr', 'club']
['128', 'artists', 'to', 'receive', 'sangeet', 'natak', 'akademi', 'awards', 'for', '2019', '2020', '2021']
['actor', 'steven', 'van', 'zandt', 'thanks', 'netflix', 'for', 'saving', 'lilyhammer', 'with', 'last', 'minute', 'deal']
['india', 'dismisses', 'all', 'speculation', 'of', 'recognizing', 'kosovo', 'following', 'opening', 'of', 'private', 'trade', 'office']
['amid', 'turmoil', 'in', 'rajasthan', 'congress', 'venugopal', 'to', 'visit', 'state', 'for', 'yatra', 'preparations', 'on', 'nov', '29']
['chris', 'hemsworth', 'takes', 'acting', 'break', 'due', 'to', 'tragic', 'reason', 'is', 'genetic', 'testing', 'for', 'alzheimers', 'right', 'for', 'you']
['nothing', 'os', '1', '5', '0', 'based', 'on', 'android', '13', 'beta', 'coming', 'to', 'phone', '1', 'soon', 'hints', 'carl', 'pei']
['nfl', 'thanksgiving', 'halftime', 'shows', '2022', 'whos', 'performing', 'where', 'to', 'watch']
['fifa', 'world', 'cup', '2022', 'arsenal', 'duo', 'gabriel', 'martinelli', 'and', 'gabriel', 'jesus', 'may', 'get', 'starting', 'role', 'for', 'brazil', 'as', 'neymar', 'suffers', 'ankle', 'injury']
['raha', 'to', 'vayu', 'each', 'bollywood', 'baby', 'name', 'has', 'a', 'significant', 'meaning']
['cristiano', 'ronaldo', 'may', 'have', 'already', 'decided', 'his', 'next', 'club', 'after', 'manchester', 'united', 'exit', 'read', 'here']
['bjp', 'trying', 'to', 'save', 'sisodia', 'by', 'excluding', 'his', 'name', 'from', 'liquor', 'scam', 'charge', 'sheet', 'congress']
['kejriwal', 'is', 'political', 'freelancer', 'gujarat', 'will', 'reject', 'aap', 'bjps', 'ravi', 'shankar', 'prasad']
['collegium', 'system', 'alien', 'to', 'constitution', 'kiren', 'rijiju']
['no', 'institution', 'in', 'constitutional', 'democracy', 'including', 'collegium', 'is', 'perfect', 'cji']
['eli', 'lilly', 'impersonator', 'reveals', 'identity', 'after', 'drug', 'companys', 'stocks', 'fall', 'with', 'his', 'fake', 'tweet']
['sharing', 'deepfakes', 'explicit', 'images', 'online', 'to', 'be', 'outlawed', 'in', 'uk']
['after', 'third', 'formal', 'complaint', 'probe', 'into', 'bullying', 'allegations', 'against', 'uks', 'deputy', 'pm', 'dominic', 'raab', 'gets', 'extended']
['sc', 'refuses', 'to', 'entertain', 'plea', 'seeking', 'investigation', 'of', 'officials', 'involved', 'in', 'demonetisation']
['pm', 'modi', 'has', 'been', 'very', 'firm', 'on', 'china', 's', 'jaishankar']
['china', 'sentences', 'canadian', 'singer', 'kris', 'wu', 'to', '13', 'years', 'in', 'jail', 'for', 'sex', 'crimes']
['more', 'than', '100', 'shops', 'gutted', 'in', 'delhis', 'chandni', 'chowk', 'fire']
['there', 'should', 'be', 'mutual', 'respect', 'among', 'political', 'rivals', 'mamata', 'banerjee']
['aap', 'lot', 'of', 'hype', 'will', 'remain', 'marginal', 'player', 'in', 'gujarat', 'polls', 'milind', 'deora']
['karnataka', 'blinks', 'allows', 'app', 'based', 'auto', 'aggregators', 'to', 'charge', '5', 'fee', 'ex', 'nykaa', 'cfo', 'joins', 'payu', 'india']
['us', 'presidential', 'elections', '2024', 'ye', 'to', 'run', 'for', 'coveted', 'post', 'see', 'details']
['indian', 'trade', 'unions', 'to', 'join', 'global', 'protests', 'against', 'amazon', 'india']
['ec', 'suspends', 'poll', 'officials', 'in', 'karnataka', 'amid', 'allegations', 'of', 'voter', 'fraud']
['bringing', 'ott', 'players', 'under', 'license', 'regime', 'to', 'present', 'existential', 'threat', 'to', 'startup', 'ecosystem', 'iamai']
['women', 'faced', 'higher', 'levels', 'of', 'unemployment', 'in', '2021', 'due', 'to', 'the', 'pandemic', 'report']
['elden', 'ring', 'ginomachino', 'beat', 'every', 'boss', 'without', 'taking', 'a', 'single', 'hit', 'reveals', 'secrets', 'of', 'game']
['sebi', 'gives', 'more', 'time', 'to', 'implement', 'guidelines', 'on', 'share', 'pledging', 'for', 'margin', 'purposes']
['11', 'is', 'a', 'wound', 'that', 'will', 'never', 'heal', 'devendra', 'fadnavis']
['india', 'rectifying', 'past', 'mistakes', 'celebrating', 'unsung', 'heroes', 'pm', 'modi']
['google', 'asks', 'millions', 'to', 'delete', 'these', 'four', 'android', 'apps', 'now', 'read', 'here']
['under', 'double', 'engine', 'sarkar', 'arunachals', 'gsdp', 'has', 'almost', 'doubled', 'this', 'year', 'deputy', 'cm', 'chowna', 'mein']
['tripura', '12', 'people', 'injured', 'as', 'congress', 'alleges', 'attack', 'on', 'bharat', 'jodo', 'yatra', 'by', 'bjp']
['vikram', 'gokhales', 'health', 'is', 'improving', 'but', 'at', 'a', 'slow', 'pace']
['fifa', '2022', 'wales', 'world', 'cup', 'hopes', 'hang', 'by', 'a', 'thread', 'iran', 'wins', '2', '0']
['supreme', 'court', 'directs', 'rs', '5', 'lakh', 'each', 'be', 'paid', 'to', '9', 'fishermen', 'in', 'italian', 'marines', 'case']
['wabag', 'inks', 'agreement', 'with', 'adb', 'to', 'raise', 'rs', '200', 'cr', 'through', 'ncd']
['get', 'a', 'lip', 'balm', 'at', 'discounted', 'price', 'and', 'say', 'bye', 'to', 'dry', 'lips']
['excise', 'case', 'arvind', 'kejriwal', 'says', 'attempts', 'made', 'to', 'frame', 'sisodia', 'after', 'cbi', 'didnt', 'name', 'him', 'in', 'first', 'charge', 'sheet']
['snowstorm', 'identity', 'revealed', 'on', 'the', 'masked', 'singer', 'semi', 'finals', 'know', 'who', 'they', 'are']
['tax', 'exemption', 'bicycles', 'to', 'girl', 'students', 'among', 'women', 'centric', 'initiatives', 'pledged', 'by', 'bjp', 'in', 'its', 'mcd', 'poll', 'manifesto']
['sikkim', 'cm', 'prem', 'singh', 'tamang', 'seeks', 'tourism', 'ministrys', 'support', 'to', 'build', 'toy', 'museum', 'and', 'cultural', 'lab']
['six', 'year', 'old', 'dead', 'in', 'strep', 'a', 'outbreak', 'at', 'surrey', 'school', 'read', 'details', 'inside']
['gym', 'bags', 'for', 'men', 'and', 'women', 'under', '1000']
['railways', 'to', 'export', 'vande', 'bharat', 'trains', 'by', '2025', '26', 'official']
['domestic', 'passenger', 'vehicle', 'sales', 'expected', 'to', 'witness', 'over', '30', 'pc', 'rise', 'in', 'november']
['vk', 'singh', 'blames', 'nehru', 'government', 'for', 'not', 'securing', 'pok', 'for', 'keeping', 'mountbatten', 'happy']
['former', 'nykaa', 'cfo', 'arvind', 'agarwal', 'to', 'take', 'over', 'as', 'chief', 'financial', 'officer', 'of', 'payu', 'india', 'payments']
['fifa', 'world', 'cup', '2022', 'see', 'englands', 'possible', 'route', 'to', 'finals', 'in', 'qatar']
['indulging', 'in', 'black', 'friday', 'be', 'wary', 'of', 'e', 'criminals']
['hair', 'straightening', 'brushes', 'with', 'hair', 'care', 'technology']
['stocks', 'brokers', 'to', 'face', 'financial', 'disincentives', 'for', 'tech', 'glitches', 'in', 'their', 'trading', 'systems']
['tvs', 'supply', 'chain', 'files', 'addendum', 'to', 'drhp', 'as', 'it', 'turns', 'profitable', 'in', 'h1']
['bbcs', 'award', 'winning', 'series', 'waterloo', 'road', 'return', 'confirmed', 'adam', 'thomas', 'to', 'star', 'alongside', 'his', 'real', 'life', 'family']
['centre', 'may', 'shelve', 'proposal', 'for', 'registration', 'of', 'digital', 'media', 'under', 'prb', 'act', 'official']
['mangaluru', 'blast', 'accused', 'got', 'isis', 'training', 'taught', 'same', 'to', 'over', '40', 'people', 'union', 'minister', 'shobha', 'karandlaje']
['uk', 'workers', 'set', 'to', 'go', 'on', 'strike', 'know', 'which', 'industries', 'are', 'striking', 'this', 'winter', 'and', 'why']
['merger', 'with', 'hdfc', 'likely', 'to', 'take', '8', '10', 'months', 'more', 'says', 'hdfc', 'bank']
['amit', 'shahs', 'call', 'to', 'rewrite', 'history', 'an', 'attack', 'on', 'historical', 'morality', 'attempt', 'to', 'distort', 'truth', 'cpi']
['dont', 'put', 'the', 'clock', 'back', 'government', 'tells', 'sc', 'as', 'court', 'puts', 'note', 'ban', 'under', 'scanner']
['states', 'demand', 'more', 'funds', 'in', 'pre', 'budget', 'meeting', 'with', 'nirmala', 'sitharaman']
['birla', 'fashion', 'may', 'pay', '100', 'crore', 'for', 'majority', 'stake', 'in', 'bewakoof']
['this', 'rainbow', 'diet', 'can', 'go', 'a', 'long', 'way', 'to', 'help', 'you', 'keep', 'healthy', 'fit']
['up', 'to', '50', 'off', 'on', 'jbl', 'products', 'in', 'amazon', 'black', 'friday', 'sale']
['go', 'digit', 'general', 'insurances', 'ipo', 'gets', 'irdais', 'go', 'ahead', 'reports']
['focus', 'on', 'fuel', 'for', 'gadi', 'instead', 'of', 'rahuls', 'dadhi', 'kanhaiya', 'kumar']
['ettech', 'deals', 'digest', 'amid', 'tech', 'winter', 'dry', 'funding', 'taps', 'startups', 'set', 'to', 'face', 'turmoil']
['government', 'convenes', 'all', 'party', 'meet', 'on', 'g20', 'preparations', 'on', 'dec', '5']
['oneplus', '2022', 'round', 'up', 'from', 'flagship', 'oneplus', '10', 'pro', 'to', 'affordable', 'nord', 'ce', '2', 'devices', 'launched', 'this', 'year']
['deposit', 'rs', '32', 'lakh', 'for', 'us', 'to', 'consider', 'plea', 'against', 'earlier', 'order', 'reat', 'to', 'builder']
['comedian', 'david', 'walliams', 'quits', 'as', 'britains', 'got', 'talent', 'judge', 'find', 'out', 'why']
['delhi', 'court', 'allows', 'misa', 'bharti', 'to', 'travel', 'to', 'singapore', 'for', 'father', 'lalu', 'prasad', 'yadavs', 'treatment']
['fifa', 'world', 'cup', 'last', 'minute', 'alcohol', 'restrictions', 'in', 'qatar', 'disrupt', 'welsh', 'fans', 'read', 'here']
['india', 'to', 'get', 'first', 'tilting', 'trains', 'by', '2025', '26', 'technology', 'to', 'be', 'used', 'in', '100', 'vande', 'bharat', 'trains']
['high', 'waist', 'jeans', 'for', 'women', 'starting', 'at', 'rs', '786']
['indian', 'energy', 'exchange', 'board', 'approves', 'rs', '98', 'crore', 'share', 'buyback', 'plan']
['tech', 'view', 'nifty', 'forms', 'bullish', 'engulfing', 'pattern', 'on', 'weekly', 'chart', 'what', 'traders', 'should', 'do', 'on', 'monday']
['manohar', 'lal', 'khattar', 'demands', 'special', 'economic', 'package', 'for', 'haryana']
['samsung', 'rolls', 'out', 'one', 'ui', '5', 'update', 'for', 'galaxy', 'devices', 'with', 'voice', 'focus', 'feature']
['rishi', 'sunak', 'mulls', 'crackdown', 'on', 'international', 'students', 'to', 'check', 'immigration']
['top', 'pak', 'general', 'seeks', 'early', 'retirement', 'after', 'appointment', 'of', 'gen', 'munir', 'as', 'army', 'chief', 'report']
['which', 'debt', 'schemes', 'are', 'ideal', 'for', 'short', 'term', 'investment']
['coca', 'cola', 'christmas', 'truck', 'tour', 'here', 'are', 'dates', 'locations', 'and', 'all', 'you', 'need', 'to', 'know']
['pmla', 'case', 'bombay', 'hc', 'judge', 'recuses', 'himself', 'from', 'hearing', 'ed', 'plea', 'against', 'sanjay', 'rauts', 'bail']
['ied', 'found', 'in', 'mini', 'bus', 'on', 'jk', 'highway', 'in', 'ramban']
['chabahar', 'port', 'development', 'to', 'boost', 'instc', 'iran']
['indiana', 'jones', '5', 'starring', 'harrison', 'ford', 'release', 'date', 'storyline', 'and', 'more']
['mybranch', 'plans', 'to', 'set', 'up', 'new', 'managed', 'office', 'spaces', 'in', 'six', 'more', 'cities']
['indias', 'foreign', 'exchange', 'reserves', 'rise', 'for', 'a', 'second', 'straight', 'week']
['amazon', 'us', 'black', 'friday', 'sale', 'find', 'your', 'perfect', 'chromebook', 'at', 'unbelievable', 'prices']
['work', 'on', 'indias', 'first', 'ever', 'night', 'sky', 'sanctuary', 'in', 'ladakh', 'will', 'be', 'over', 'in', 'months', 'time', 'jitendra', 'singh']
['what', 'happened', 'to', 'worlds', 'largest', 'cryptocurrency', 'exchanges', 'ftx', 'a', 'timeline']
['black', 'friday', 'sale', 'see', 'deals', 'from', 'various', 'brands', 'to', 'watch', 'out', 'for']
['buy', 'best', 'kurtas', 'for', 'kids', 'in', 'india']
['indiagold', 'raises', 'additional', '10', 'million', 'as', 'part', 'of', 'series', 'a', 'round']
['aap', 'will', 'solve', 'delhis', 'garbage', 'problem', 'in', '5', 'years', 'if', 'voted', 'to', 'mcd', 'gopal', 'rai']
['16', 'lakh', 'new', 'jobs', 'created', 'every', 'month', 'ashwini', 'vaishnaw', 'quotes', 'epfo']
['black', 'friday', '2022', 'walmart', 'sale', 'is', 'live', 'check', 'deals', 'here']
['black', 'friday', 'sale', 'dyson', 'offers', 'best', 'deals', 'on', 'wide', 'range', 'of', 'products', 'check', 'out', 'here']
['33', 'punjab', 'farm', 'unions', 'to', 'take', 'part', 'in', 'raj', 'bhavan', 'march', 'on', 'saturday']
['delhi', 'court', 'to', 'pronounce', 'saturday', 'order', 'on', 'satyendar', 'jains', 'plea', 'seeking', 'food', 'as', 'per', 'religious', 'beliefs']
['why', 'are', 'esg', 'scores', 'important', 'in', 'esg', 'investments']
['black', 'friday', '2022', 'after', 'covid', 'cost', 'of', 'living', 'crisis', 'to', 'dampen', 'sales', 'heres', 'what', 'experts', 'predict']
['learn', 'why', 'binomo', 'is', 'better', 'than', 'forex']
['india', 'must', 'be', 'cautious', 'in', 'dealing', 'with', 'us', 'ex', 'army', 'chief', 'bikram', 'singh']
['find', 'the', 'best', 'lehenga', 'choli', 'under', '3000', 'in', 'india']
['a', 'beautiful', 'artist', 'mira', 'rajput', 'shares', 'video', 'of', 'neliima', 'azeems', 'kathak', 'performance']
['india', 'forms', 'panel', 'to', 'revamp', 'only', 'govt', 'job', 'guarantee', 'scheme', 'source']
['does', 'rishab', 'shetty', 'refuse', 'to', 'work', 'with', 'rashmika', 'mandanna', 'what', 'you', 'need', 'to', 'know']
['india', 'uae', 'central', 'banks', 'discuss', 'rupee', 'dirham', 'trade']
['enough', 'of', 'being', 'taken', 'for', 'granted', 'nhs', 'nurses', 'announce', 'strike', 'dates', 'read', 'here']
['best', 'womens', 'gowns', 'for', 'weddings', 'in', 'india']
['will', 'apply', 'my', 'mind', 'if', 'anything', 'comes', 'for', 'my', 'approval', 'kerala', 'governer', 'amid', 'tussle', 'with', 'state', 'government']
['isro', 'begins', 'countdown', 'for', 'pslv', 'c54', 'mission']
['gujarat', 'assembly', 'elections', 'aap', 'lot', 'of', 'hype', 'will', 'remain', 'marginal', 'player', 'in', 'gujarat', 'polls', 'says', 'milind', 'deora']
['supreme', 'court', 'closes', 'suo', 'motu', 'proceedings', 'initiated', 'in', '2016', 'after', 'centre', 'tells', '23', 'members', 'appointed', 'in', 'aft']
['shriram', 'properties', 'acquires', 'suvilas', 'realities']
['wales', 'vs', 'iran', 'world', 'cup', '2022', 'lyrics', 'meaning', 'and', 'history', 'of', 'welsh', 'national', 'anthem']
['navy', 'team', 'embarks', 'on', 'motorcycle', 'expedition', 'in', 'ne']
['karnataka', 'decides', '5', 'app', 'fee', 'for', 'auto', 'rides', 'booked', 'on', 'apps', 'hc', 'to', 'take', 'final', 'call']
['hope', 'new', 'pak', 'army', 'chief', 'will', 'ensure', 'apolitical', 'role', 'of', 'military', 'in', 'coup', 'prone', 'country', 'pakistani', 'media']
['govt', 'convenes', 'all', 'party', 'meeting', 'on', 'dec', '6', 'ahead', 'of', 'parliaments', 'winter', 'session']
['walton', 'street', 'fund', 'invests', '165cr', 'in', 'sowparnika', 'homes']
['indias', 'foreign', 'exchange', 'reserves', 'rise', 'for', 'a', 'second', 'week', 'pace', 'eases']
['wordle', 'today', 'hints', 'answer', 'to', 'todays', 'word', 'puzzle', 'for', 'november', '25']
['how', 'to', 'get', 'electricity', 'subsidy', 'in', 'delhi', 'a', 'step', 'by', 'step', 'guide', 'on', 'how', 'to', 'apply', 'for', 'electricity', 'subsidy', 'online', 'offline']
['bjp', 'releases', 'party', 'manifesto', 'sankalp', 'patra', 'for', 'delhi', 'mcd', 'polls']
['coal', 'india', 'surpasses', 'fy23', 'green', 'cover', 'target']
['aap', 'will', 'solve', 'delhis', 'garbage', 'problem', 'in', '5', 'years', 'if', 'voted', 'to', 'mcd', 'gopal', 'rai']
['7th', 'pay', 'commission', 'dearness', 'allowance', 'da', 'hiked', 'by', '4', 'for', 'central', 'govt', 'employees', 'pensioners']
['uniparts', 'indias', '836', 'crore', 'ipo', 'to', 'open', 'on', 'november', '30']
['gom', 'on', 'gst', 'levy', 'on', 'casinos', 'online', 'gaming', 'to', 'submit', 'report', 'next', 'week']
['world', 'cup', '2022', 'where', 'to', 'watch', 'england', 'vs', 'usa', 'check', 'out', 'time', 'tv', 'and', 'live', 'stream', 'details', 'here']
['itlu', 'maredumilli', 'prajaneekam', 'twitter', 'review', 'allari', 'nareshs', 'movie', 'wins', 'applause']
['sensex', 'nifty50', 'close', 'flat', 'on', 'a', 'range', 'bound', 'day', 'hdfc', 'life', 'reliance', 'rise', 'icici', 'bank', 'drags']
['sensex', 'nifty', 'end', 'flat', 'after', 'choppy', 'session']
['know', 'the', 'maximum', 'investment', 'in', 'vpf', 'for', 'tax', 'free', 'interest', 'on', 'epf', 'account']
['last', 'date', 'to', 'submit', 'digital', 'life', 'certificate', 'for', 'pensioners', 'heres', 'how', 'to', 'submit', 'jeevan', 'pramaan', 'patra']
['axis', 'bank', 'says', 'will', 'consider', 'capital', 'raise', 'post', 'citi', 'deal']
['black', 'friday', 'the', 'sales', 'scams', 'and', 'myths']
['this', 'bank', 'offers', 'inflation', 'beating', 'fd', 'interest', 'rates', 'of', 'up', 'to', '8', '75', 'for', 'senior', 'citizens']
['2', 'stocks', 'to', 'bet', 'on', 'in', 'the', 'broader', 'market', 'sushil', 'bhojwani']
['how', 'to', 'trade', 'nifty', 'and', 'nifty', 'bank', 'in', 'the', 'new', 'weekly', 'series']
['fifa', '2022', 'historic', 'cristiano', 'ronaldo', 'becomes', 'first', 'player', 'to', 'score', 'in', 'five', 'world', 'cups']
['pravaig', 'launches', 'electric', 'suv', 'defy', 'at', 'rs', '39', '5', 'lakh', 'deliveries', 'to', 'begin', 'next', 'year']
['bengal', 'cm', 'mamata', 'meets', 'suvendu', 'over', 'tea', 'at', 'her', 'assembly', 'chamber']
['15', 'year', 'old', 'govt', 'vehicles', 'will', 'be', 'scrapped', 'nitin', 'gadkari']
['heardle', 'puzzle', 'solution', 'for', 'november', '25', '2022', 'here', 'are', 'hints', 'and', 'answer']
['hariom', 'pipe', 'shares', 'zoom', '12', 'to', 'hit', '52', 'week', 'high']
['gold', 'falls', 'rs', '270', 'silver', 'tumbles', 'rs', '705']
['profit', 'booking', 'in', 'nifty', 'likely', 'in', 'next', '2', '3', 'sessions', 'swati', 'ananda', 'hotkar']
['meet', 'the', 'graduate', 'who', 'chose', 'peace', 'over', 'office', 'politics', 'opted', 'to', 'work', 'at', 'a', 'graveyard']
['icici', 'prudential', 'mutual', 'fund', 'launches', 'nifty', 'pharma', 'index', 'fund']
['karnataka', 'will', 'do', 'its', 'best', 'to', 'protect', 'its', 'borders', 'from', 'being', 'claimed', 'by', 'maharashtra', 'says', 'cm', 'bommai']
['no', 'one', 'was', 'fired', 'resignations', 'were', 'voluntary', 'amazon', 'tells', 'labour', 'ministry']
['demand', 'for', 'tea', 'dropped', 'by', '10', '35', 'pc', 'during', 'sale', '47', 'ctta', 'data']
['castrol', 'india', 'to', 'acquire', '7', '09', 'pc', 'stake', 'in', 'tvs', 'automobile', 'solutions', 'digital', 'arm']
['chhattisgarh', 'cm', 'bhupesh', 'baghel', 'asks', 'fm', 'nirmala', 'sitharaman', 'to', 'return', 'rs', '17240', 'crore', 'of', 'state', 'employees', 'under', 'nps']
['congress', 'accuses', 'bjp', 'of', 'doctoring', 'video', 'to', 'discredit', 'bharat', 'jodo', 'yatra']
['lost', 'crores', 'say', 'delhi', 'traders', 'affected', 'by', 'fire', 'in', 'indias', 'largest', 'wholesale', 'electrical', 'electronics', 'market']
['adani', 'enterprises', 'to', 'raise', 'rs', '20000', 'crore', 'via', 'fpo']
['finally', 'out', 'of', 'the', 'woods', '8', 'companies', 'from', 'the', 'financial', 'sector', 'with', 'strong', 'buy', 'buy', 'ratings', 'with', 'return', 'potential', 'of', 'up', 'to', '43']
['november', 'carnival', 'in', 'ipo', 'mart', 'to', 'end', 'on', 'a', 'high', '2', 'issues', 'to', 'raise', 'rs', '1100', 'cr', 'next', 'week']
['khakee', 'the', 'bihar', 'chapter', 'on', 'netflix', 'packs', 'a', 'punch', 'its', 'not', 'like', 'any', 'other', 'gangster', 'saga']
['govt', 'seeks', 'to', 'shrink', 'budget', 'deficit', 'as', 'global', 'headwinds', 'loom']
['jlr', 'to', 'cut', 'production', 'at', 'uk', 'factories', 'till', 'spring', 'reports', 'say']
['new', 'zealand', 'beat', 'india', 'by', 'seven', 'wickets', 'in', 'first', 'odi', 'take', '1', '0', 'lead', 'in', 'series']
['amitabh', 'bachchans', 'voice', 'image', 'cant', 'be', 'used', 'without', 'permission', 'says', 'court']
['quordle', '305', 'november', '25', 'clues', 'solutions', 'to', 'todays', 'wordy', 'puzzle']
['maersk', 'flags', 'off', 'weekly', 'rail', 'service', 'from', 'sonipat', 'to', 'gujarat']
['rajni', 'hasija', 'on', 'irctc', 'plans', 'for', 'customised', 'meals', 'tour', 'packages', 'hotels']
['this', 'psu', 'bank', 'offers', 'up', 'to', '7', '8', 'on', 'senior', 'citizen', 'fds', 'check', 'latest', 'fixed', 'deposit', 'rates']
['garuda', 'shakti', 'indian', 'indonesian', 'special', 'forces', 'conduct', 'jungle', 'warfare', 'to', 'enhance', 'interoperability']
['these', 'investors', 'can', 'earn', 'up', 'to', '8', '75', 'interest', 'rate', 'on', 'this', 'banks', 'fds']
['drishyam', '2', 'box', 'office', 'collection', 'ajay', 'devgn', 'tabus', 'film', 'continues', 'to', 'attract', 'audiences', 'earns', 'rs', '100', 'crore']
['a', 'year', 'after', 'market', 'debut', 'paytm', 'is', 'the', 'worst', 'performer', 'among', 'recent', 'large', 'ipos', 'cartrade', 'policybazaar', 'and', 'lic', 'join', 'the', 'party']
['prince', 'of', 'jordan', 'shares', 'bts', 'jungkooks', 'dreamers', 'performance', 'from', 'fifa', 'world', 'cup']
['sensexrecord', 'high', 'here', 'are', 'stocks', 'that', 'turned', 'multibaggers', 'since', 'last', 'high']
['cbi', 'files', 'charge', 'sheet', 'in', 'delhi', 'excise', 'policy', 'scam', 'case', 'say', 'officials']
['emerging', 'tech', 'powering', 'growth', 'for', 'india', 'says', 'report']
['sania', 'mirza', 'shares', 'cryptic', 'post', 'about', 'giving', 'yourself', 'a', 'break', 'amid', 'rumours', 'of', 'split', 'from', 'shoaib', 'malik']
['bhediya', 'twitter', 'review', 'audience', 'gives', 'thumbs', 'up', 'to', 'varun', 'dhawan', 'kriti', 'sanons', 'horror', 'comedy']
['etmarkets', 'smart', 'talk', 'nifty', 'at', '18800', 'and', 'nifty', 'bank', 'at', '44300', 'possible', 'in', 'december', 'series', 'manoj', 'vayalar']
['isros', 'last', 'pslv', 'launch', 'of', '2022', 'when', 'and', 'where', 'to', 'watch']
['mohanlals', 'monster', 'to', 'stream', 'on', 'disney', 'hotstar', 'from', 'dec', '2']
