['singtel', 'sells', '0', '8', 'stake', 'in', 'airtel', 'to', 'gqg', 'partners', 'for', 'rs', '5885', 'crore']
['iifl', 'finance', 'shares', 'bounce', 'back', 'after', 'two', 'days', 'of', 'sharp', 'fall']
['rupyy', 'appoints', 'vineet', 'tripathi', 'as', 'chief', 'business', 'officer']
['passenger', 'vehicles', 'industry', 'to', 'grow', 'up', 'to', 'nine', 'percent', 'this', 'fiscal', 'says', 'icra']
['tech', 'view', 'nifty', 'call', 'writers', 'increase', 'positions', 'at', '22500', 'strike', 'what', 'should', 'traders', 'do', 'next', 'week']
['back', 'from', 'brink', 'how', 'kuldeep', '2', '0', 'emerged', 'as', 'indias', 'most', 'impactful', 'spinner', 'vs', 'england']
['82', '42', 'pc', 'of', 'national', 'parties', 'unknown', 'income', 'tied', 'to', 'electoral', 'bonds', 'adr']
['air', 'india', 'kicks', 'out', 'troublesome', 'head', 'of', 'a', 'top', 'financial', 'company', 'as', 'she', 'was', 'rude']
['a', 'week', 'after', 'blast', 'rameshwaram', 'cafe', 'to', 'reopen', 'tomorrow', 'with', 'cm', 'dcm', 'as', 'chief', 'guests']
['airbus', 'gets', 'dgca', 'nod', 'for', 'h160', 'helicopter', 'in', 'india']
['karnataka', 'government', 'plans', 'to', 'ban', 'over', 'the', 'counter', 'sales', 'of', 'acid']
['daylight', 'saving', 'time', '2024', 'in', 'usa', 'when', 'does', 'it', 'start']
['maha', 'shivaratri', '2024', 'difference', 'between', 'shivratri', 'and', 'mahashivratri']
['excise', 'scam', 'delhi', 'court', 'extends', 'judicial', 'custody', 'of', 'aap', 'leaders', 'manish', 'sisodia', 'sanjay', 'singh']
['rx', 'propellant', 'leases', '1', '3', 'lakh', 'sq', 'ft', 'rd', 'facility', 'nextopolis', 'to', 'gvrp', 'in', 'indias', 'largest', 'life', 'sciences', 'real', 'estate', 'deal']
['dpi', 'platform', 'niti', 'for', 'states', 'to', 'offer', 'key', 'insights', 'to', 'officials']
['sensex', 'nifty', 'edge', 'higher', 'to', 'settle', 'at', 'fresh', 'lifetime', 'highs', 'metal', 'fmcg', 'shares', 'shine']
['india', 'likely', 'to', 'witness', 'slower', 'growth', 'in', 'steel', 'consumption', 'in', 'fy25', 'icra']
['gym', 'trainer', 'stabbed', 'to', 'death', 'by', 'sharp', 'edged', 'weapon', 'before', 'wedding', 'in', 'south', 'delhis', 'devli', 'extension']
['international', 'womens', 'day', '2024', 'best', 'gifts', 'ideas', 'to', 'honour', 'the', 'females', 'in', 'your', 'life']
['will', 'not', 'give', 'up', 'greater', 'tipraland', 'demand', 'tipra', 'motha', 'after', 'joining', 'bjp', 'led', 'tripura', 'govt']
['onion', 'production', 'to', 'decline', 'in', '2023', '24', 'first', 'advance', 'estimate']
['govt', 'denies', 'reports', 'of', 'fame', 'ii', 'extension', 'beyond', 'march', '31', 'officials']
['sme', 'ipo', 'watch', 'pune', 'e', 'stock', 'broking', 'sees', 'strong', 'response', 'check', 'status', 'of', '3', 'others']
['nifty', 'bank', 'snaps', '6', 'day', 'winning', 'run', 'experts', 'suggest', 'buy', 'on', 'dips', 'for', 'next', 'week']
['sebi', 'issues', 'administrative', 'warning', 'to', 'vedanta']
['kajal', 'aggarwal', 'tries', 'to', 'shove', 'off', 'handsy', 'fan', 'video', 'goes', 'viral']
['vehicle', 'registrations', 'increase', 'by', '13', 'to', 'two', 'million', 'units', 'in', 'february', 'according', 'to', 'fada']
['i', 'got', 'this', 'javelin', 'in', '2015', 'says', 'arshad', 'nadeem', 'as', 'he', 'struggles', 'to', 'get', 'new', 'javelin', 'before', 'olympics', '2024']
['pm', 'modi', 'to', 'present', 'first', 'ever', 'national', 'creators', 'award']
['sc', 'orders', 'creation', 'of', 'panel', 'to', 'go', 'into', 'ecological', 'damage', 'in', 'corbett', 'tiger', 'reserve']
['the', 'earths', 'mangroves', 'could', 'end', 'up', 'emitting', '500', 'times', 'more', 'carbon', 'by', 'the', 'end', 'of', 'the', 'century', 'study', 'warns']
['mahashivratri', '2024', 'aarti', 'live', 'streaming', 'when', 'and', 'how', 'to', 'watch', 'live', 'aarti', 'from', 'somnath', 'mahakaleshwar', 'ujjain', 'omkareshwar']
['mha', 'enhances', 'air', 'service', 'for', 'capf', 'personnel', 'travelling', 'to', 'manipur']
['ground', 'of', 'my', 'resignation', 'purely', 'personal', 'but', 'has', 'not', 'been', 'accepted', 'punjab', 'governor']
['vaishnaw', 'makes', 'a', 'case', 'for', 'reforming', 'economic', 'laws', 'to', 'suit', 'indias', 'growth', 'requirement']
['the', 'curious', 'case', 'of', 'karan', 'kundrras', 'missing', 'vintage', 'car', 'prank', 'or', 'theft']
['jg', 'chemicals', 'ipo', 'allotment', 'how', 'to', 'check', 'allotment', 'gmp', 'listing', 'date', 'and', 'more']
['filmmaker', 'sanjay', 'leela', 'bhansali', 'ventures', 'into', 'music', 'with', 'new', 'label']
['armed', 'forces', 'ready', 'to', 'give', 'befitting', 'reply', 'if', 'anyone', 'casts', 'evil', 'eye', 'on', 'india', 'rajnath', 'singh']
['ration', 'card', 'is', 'for', 'pds', 'not', 'address', 'proof', 'delhi', 'hc']
['top', '6', 'investment', 'options', 'for', 'women', 'in', 'india']
['govt', 'to', 'train', 'tribal', 'students', 'in', 'semiconductor', 'technology', 'arjun', 'munda']
['vertoz', 'advertising', 'announces', 'merger', 'with', 'paynx', 'tech', 'qualispace', 'web', 'services']
['hdfc', 'mutual', 'fund', 'launches', 'hdfc', 'nifty', 'realty', 'index', 'fund']
['oravel', 'stays', 'to', 'launch', 'self', 'operated', 'premium', 'hotels', 'under', 'the', 'palette', 'brand']
['bengaluru', 'blast', 'suspect', 'changed', 'clothes', 'travelled', 'by', 'bus', 'sleuths', 'pursuing', 'leads', 'says', 'karnataka', 'home', 'minister']
['electoral', 'bonds', 'banks', 'have', 'all', 'details', 'when', 'it', 'comes', 'to', 'loan', 'default', 'by', 'farmers', 'says', 'uddhav']
['people', 'have', 'right', 'to', 'clean', 'air', 'water', 'says', 'sc', 'on', 'reasons', 'for', 'closure', 'of', 'vedanta', 'plant', 'in', 'tn']
['besides', 'dark', 'period', 'of', 'emergency', 'press', 'freedom', 'not', 'restricted', 'by', 'any', 'govt', 'in', 'india', 'rajnath', 'singh']
['sharwanand', 'is', 'now', 'a', 'dad', 'mirchi', 'star', 'welcomes', '1st', 'child', 'a', 'baby', 'girl', 'with', 'wife', 'rakshita']
['study', 'warns', 'sleeping', '3', '5', 'hours', 'raises', 'type', '2', 'diabetes', 'risk']
['uco', 'bank', 'imps', 'scam', 'cbi', 'raids', '62', 'locations', 'in', 'rajasthan', 'maharashtra']
['ajith', 'kumar', 'health', 'update', 'actors', 'hospital', 'visit', 'spurs', 'concern', 'among', 'fans']
['sensex', 'nifty', 'end', 'flat', 'after', 'record', 'highs', 'mm', 'ril', 'drag']
['dsp', 'mutual', 'fund', 'launches', 'us', 'treasury', 'fund', 'of', 'fund']
['sar', 'televenture', 'to', 'raise', 'rs', '450', 'crore', 'via', 'fpo', 'and', 'rights', 'issue']
['indian', 'navy', 'commissions', 'newly', 'inducted', 'mh', '60r', 'seahawk', 'helicopter']
['bomb', 'threat', 'at', 'du', 'college', 'turns', 'out', 'hoax', 'police']
['kuldeep', 'ashwin', 'combine', 'to', 'bowl', 'out', 'england', 'for', '218']
['fo', 'ban', 'list', 'manappuram', 'finance', 'and', '2', 'more', 'stocks', 'under', 'trade', 'ban', 'on', 'thursday']
['parliament', 'security', 'breach', 'case', 'police', 'move', 'court', 'seeking', 'more', 'time', 'to', 'conclude', 'probe']
['congress', 'aap', 'joint', 'panel', 'to', 'be', 'formed', 'for', 'campaign', 'in', 'delhi', 'for', 'lok', 'sabha', 'polls', 'arvinder', 'singh', 'lovely']
['are', 'lotus', 'a', 'coincidence', 'or', 'a', 'sign', 'of', 'nature', 'pm', 'modi', 'hints', 'bjp', 'connection', 'with', 'kashmir']
['avaada', 'energy', 'secures', '1140', 'mw', 'agri', 'solar', 'projects', 'in', 'maharashtra']
['pakistan', 'gets', 'first', 'sikh', 'minister', 'sardar', 'ramesh', 'singh', 'arora', 'in', 'punjab', 'province']
['ltimindtree', 'appoints', 'vipul', 'chandra', 'as', 'chief', 'financial', 'officer']
['fo', 'stock', 'strategy', 'how', 'to', 'trade', 'indian', 'oil', 'and', 'bank', 'of', 'baroda']
['how', 'to', 'buy', 'bitcoinbtc', 'in', 'india', 'july', '2024']
['electoral', 'bonds', 'case', 'sc', 'assures', 'listing', 'of', 'adrs', 'contempt', 'plea', 'against', 'sbi', 'after', 'banks', 'mala', 'fide', 'extension', 'request']
['bjp', 'may', 'field', 'ex', 'cms', 'jagadish', 'shettar', 'basavaraj', 'bommai', 'in', 'ls', 'polls']
['sbi', 'seeking', 'extension', 'on', 'electoral', 'bond', 'data', 'ploy', 'to', 'delay', 'it', 'till', 'polls']
['baroda', 'bnp', 'paribas', 'innovation', 'fund', 'nfo', 'collects', 'over', 'rs', '900', 'crore']
['beyond', 'the', 'hype', 'understanding', 'why', 'solana', 'is', 'thriving']
['technical', 'stock', 'pick', 'breakout', 'tata', 'steel', 'breaks', 'out', 'from', 'august', '2021', 'highs', 'in', 'march', '2024', 'time', 'to', 'buy']
['cars24', 'pledges', 'to', 'increase', 'female', 'representation', 'in', 'its', 'workforce', 'by', '50', 'in', '2024']
['post', 'covid', 'india', 'one', 'of', 'the', 'main', 'drivers', 'of', 'narrowing', 'gender', 'gap', 'in', 'labour', 'force', 'participation', 'moodys']
['75', 'pc', 'rural', 'households', 'provided', 'tap', 'water', 'connection', 'jal', 'shakti', 'minister']
['ettech', 'explainer', 'legal', 'tussle', 'between', 'openai', 'and', 'nyt']
['hp', 'plans', 'retail', 'expansion', 'affordable', 'subscription', 'models', 'in', 'india']
['housing', 'prices', 'jump', '61', 'in', 'this', 'delhi', 'ncr', 'area', '42', 'in', 'hyderabad', 'in', 'a', 'year', 'how', 'much', 'return', 'can', 'you', 'expect', 'from', 'property']
['fo', 'stocks', 'to', 'buy', 'today', 'infosys', 'sun', 'pharma', 'among', 'top', '9', 'trading', 'ideas', 'for', '7', 'march', '2024']
['property', 'share', 'dives', 'into', 'warehousing', 'sector', 'to', 'raise', 'investment', 'in', 'flipkart', 'leased', 'facility']
['v', 'r', 'infraspace', 'ipo', 'allotment', 'check', 'status', 'listing', 'date', 'gmp', 'and', 'other', 'details']
['indias', 'surprise', 'gdp', 'reading', 'wasnt', 'only', 'one', 'off', 'factors', 'cea', 'says']
['former', 'hc', 'judge', 'abhijit', 'gangopadhyay', 'joins', 'bjp']
['gold', 'prices', 'jump', 'rs', '2800', 'per', '10', 'grams', 'in', '6', 'sessions', 'what', 'should', 'investors', 'do', 'now']
['bharat', 'gets', 'another', 'airline', 'will', 'fly91', 'defy', 'the', 'scary', 'aviation', 'history']
['tata', 'motors', 'to', 'hike', 'cv', 'prices', 'for', 'offsetting', 'input', 'price', 'pressures']
['mukka', 'proteins', 'debuts', 'with', '57', 'premium', 'over', 'ipo', 'price']
['indias', 'first', 'underwater', 'metro', 'line', 'unveiled', 'in', 'kolkata', 'by', 'pm', 'modi']
['mvk', 'agro', 'food', 'product', 'shares', 'list', 'at', '34', 'discount', 'on', 'nse', 'sme', 'platform']
['70', 'women', 'feel', 'balancing', 'work', 'life', 'issues', 'is', 'the', 'main', 'obstacle', 'hindering', 'career', 'advancement', 'hero', 'vired', 'report']
['pune', 'e', 'stock', 'broking', 'ipo', 'check', 'issue', 'size', 'price', 'band', 'gmp', 'and', 'other', 'details']
['womens', 'day', '2024', 'delhi', 'airport', 'announces', 'all', 'women', 'pink', 'shift', 'on', 'all', 'terminals']
['persistent', 'covid', 'infections', 'may', 'be', 'more', 'common', 'than', 'thought', 'study']
['devdutt', 'padikkal', 'from', 'overcoming', 'health', 'complications', 'to', 'landing', 'a', 'dream', 'test', 'debut']
['fmcg', 'sector', 'to', 'see', 'subdued', 'growth', 'till', 'september', 'quarter', 'of', '2024', 'says', 'kantar', 'report']
['mere', 'acquittal', 'in', 'cruelty', 'case', 'no', 'ground', 'to', 'grant', 'divorce', 'delhi', 'hc']
['us', 'wants', 'india', 'and', 'pakistan', 'to', 'have', 'productive', 'peaceful', 'relationship']
['10', 'grams']
['mukka', 'proteins', 'lists', 'at', '57', 'premium', 'over', 'ipo', 'price', 'should', 'you', 'hold', 'or', 'sell', 'for', 'listing', 'gains']
['coforge', 'should', 'close', 'year', 'with', '1', 'billion', 'signed', 'order', 'book', 'for', 'next', '12', 'months', 'ceo']
['planning', 'to', 'install', 'a', 'new', 'touchscreen', 'infotainment', 'in', 'your', 'car', 'it', 'could', 'prove', 'dangerous', 'heres', 'why']
