['urjit', 'patel', 'rbis', 'inflation', 'warrior', 'with', 'corporate', 'background']
['us', 'to', 'hold', 'bilateral', 'consular', 'dialogue', 'with', 'india', 'next', 'week']
['now', 'use', 'your', 'delhi', 'metro', 'card', 'for', 'dtc', 'bus', 'also']
['retail', 'nps', 'grows', 'by', 'over', '100', 'in', 'one', 'year']
['how', 'mamata', 'banerjee', 'is', 'planning', 'for', 'opposition', 'mukt', 'west', 'bengal']
['uber', 'driver', 'molests', 'foreigner', 'in', 'mumbai', 'held']
['food', 'inflation', 'to', 'cool', 'in', 'august', 'with', 'prices', 'of', 'crops', 'falling', 'steeply', 'amid', 'good', 'rains']
['hillary', 'clinton', 'consolidates', 'her', 'position', 'in', 'three', 'swing', 'states', 'report']
['drug', 'makers', 'locked', 'in', 'bitter', 'battles', 'over', 'medicine']
['tatas', 'seek', 'two', 'weeks', 'for', 'replying', 'to', 'attachment', 'order', 'in', 'docomo', 'case']
['machli', 'deserves', 'a', 'fitting', 'memorial', 'as', 'a', 'quadruped', 'icon', 'on', 'par', 'with', 'chetak']
['handset', 'makers', 'demand', '10', 'duty', 'differential', 'in', 'gst']
['government', 'to', 'appoint', 'team', 'soon', 'on', 'indias', 'status', 'as', 'innovation', 'hub', 'nirmala', 'sitharaman']
['lt', 'bags', 'contract', 'for', 'piramal', 'realty', 'project']
['ministries', 'pooling', 'data', 'to', 'account', 'for', 'environmental', 'damage', 'in', 'gdp']
['trai', 'to', 'debate', 'revenue', 'based', 'spectrum', 'charges', 'for', 'isps']
['askme', 'suspends', 'operations', 'investor', 'aenl', 'to', 'conduct', 'forensic', 'audit']
['fly', 'on', 'tuesdays', 'wednesdays', 'to', 'get', 'lowest', 'air', 'fares']
['call', 'me', 'a', 'dog', 'but', 'not', 'a', 'pakistani', 'baloch', 'refugee']
['urban', 'flooding', 'act', 'before', 'cars', 'and', 'bikes', 'start', 'floating', 'in', 'streets', 'again']
['a', 'whole', 'new', 'ball', 'game', 'can', 'balu', 'nayar', 'make', 'an', 'ipl', 'out', 'of', 'premier', 'futsal']
['now', 'retail', 'majors', 'like', 'lifestyle', 'pantaloon', 'max', 'to', 'go', 'chasing', 'pokmon', 'fans']
['rio', 'olympics', 'telecast', 'garners', '210', '9', 'million', 'impressions']
['vedanta', 'cairn', 'india', 'say', 'talks', 'with', 'minority', 'shareholders', 'on', 'merger', 'encouraging']
['fortis', 'healthcare', 'approves', 'demerger', 'of', 'diagnostics', 'business']
['government', 'selects', 'four', 'investment', 'banks', 'for', 'share', 'sale', 'in', 'hudco']
['vistara', 'to', 'rejig', 'loyalty', 'scheme', 'to', 'woo', 'more', 'corporate', 'travellers']
['cabinet', 'secretary', 'headed', 'panel', 'holds', 'third', 'meet', 'to', 'shortlist', 'names', 'to', 'head', 'rbi']
['mukesh', 'ambani', 'meets', 'trai', 'dot', 'officials', 'with', 'jio', 'updates']
['for', 'travellers', 'these', 'startup', 'hostels', 'offer', 'home', 'stay', 'experience', 'with', 'like', 'minded', 'people']
['domestic', 'air', 'traffic', 'sees', 'record', '26', 'per', 'cent', 'growth', 'in', 'july']
['alcoholic', 'drinks', 'may', 'get', 'dearer', 'as', 'sellers', 'asked', 'to', 'pay', 'tax', 'on', 'licence', 'fee']
['vijay', 'mallya', 'case', 'how', 'promoters', 'use', 'cross', 'holdings', 'to', 'divert', 'funds', 'and', 'escape', 'tax']
['kejriwal', 'mamata', 'and', 'kc', 'tyagi', 'among', 'key', 'leaders', 'to', 'attend', 'teresa', 'canonisation']
['india', 'smartphone', 'shipments', 'rise', 'in', '2q', 'samsung', 'leads', 'idc']
['iconic', 'madras', 'race', 'club', 'searches', 'for', 'successor', 'of', 'indias', 'oldest', 'horse', 'racing', 'club']
['pakistan', 'harbours', 'terrorism', 'has', 'lot', 'to', 'answer', 'bangladesh']
['no', 'terms', 'set', 'by', 'navjot', 'sidhu', 'says', 'arvind', 'kejriwal']
['karnataka', 'bjp', 'in', 'a', 'fix', 'over', 'sangolli', 'rayanna']
['cant', 'bear', 'violence', 'in', 'garb', 'of', 'cow', 'protection', 'raghubar', 'das']
['no', 'conflict', 'within', 'family', 'says', 'shivpal', 'yadav']
['rss', 'ropes', 'in', 'professionals', 'from', 'top', 'business', 'schools', 'to', 'lure', 'youth']
['judge', 'posts', 'transparency', 'first', 'for', 'government']
['chief', 'justice', 'of', 'india', 'ts', 'thakur', 'wont', 'take', 'back', 'demand', 'to', 'fill', 'vacancies']
['who', 'says', 'it', 'is', 'game', 'over', 'for', 'it', 'largecap', 'hold', 'them', 'for', 'a', 'long', 'time', 'rajat', 'sharma', 'ceo', 'sana', 'securities']
['chinas', 'next', 'generation', 'ai', 'driven', 'missiles', 'to', 'adapt', 'to', 'war', 'situation']
['accel', 'partners', 'eyes', '500', 'million', 'for', 'fifth', 'india', 'fund']
['national', 'ipr', 'policy', 'to', 'promote', 'creativity', 'innovation', 'dipp']
['those', 'who', 'consider', 'india', 'their', 'country', 'should', 'treat', 'cow', 'as', 'mother', 'jharkhand', 'cm', 'raghubar', 'das']
['traders', 'should', 'buy', 'long', 'positions', 'on', 'nifty50', 'above', 'the', '8750', 'level']
['dont', 'cross', 'lakshman', 'rekha', 'of', 'beliefs', 'shiv', 'sena', 'to', 'court', 'on', 'curbs', 'on', 'dahi', 'handi']
['pullela', 'gopichands', 'nursery', 'that', 'churns', 'out', 'champions']
