['centre', 'drops', 'move', 'to', 'ppoint', 'alphons', 'as', 'chandigarh', 'administrator']
['vodafone', 'india', 'offers', 'unlimited', 'voice', 'calls', 'roaming', 'to', 'hold', 'onto', 'top', 'customers']
['bjp', 'holds', 'a', 'grand', 'bhoomi', 'poojan', 'for', 'its', 'new', 'vastu', 'compliant', 'office']
['nppa', 'sets', 'ceiling', 'price', 'of', '123', 'drugs', 'in', 'july']
['us', 'set', 'to', 'hand', 'over', 'domain', 'naming', 'system', 'to', 'icann']
['india', 'discusses', 'ways', 'to', 'recover', '600', 'mn', 'dues', 'from', 'venezuela']
['narayana', 'health', 'infosys', 'launch', 'robotic', 'surgery', 'institute']
['sakshi', 'malik', 'all', 'set', 'to', 'get', 'khel', 'ratna', 'for', 'her', 'olympic', 'medal']
['gold', 'recovers', 'on', 'renewed', 'demand', 'silver', 'rules', 'stable']
['power', 'grid', 'corporation', 'india', 'shares', 'saors', '4', 'per', 'cent', 'm', 'cap', 'improves', 'by', 'rs', '3871', 'crore']
['amarnath', 'yatra', 'ends', 'today', 'least', 'number', 'of', 'pilgrims', 'in', 'decade']
['india', 'keen', 'on', 'developing', 'coal', 'fields', 'ore', 'mines', 'in', 'russia']
['sunil', 'shanbags', 'blank', 'page', 'sets', 'poetry', 'in', 'motion']
['scientist', 'g', 'madhavan', 'nair', 'pitches', 'for', 'human', 'spaceflight', 'mission']
['debt', 'of', 'top', '30', 'steel', 'firms', 'hits', 'record', '150', 'bn', 'ey']
['congress', 'asks', 'narendra', 'modi', 'to', 'apologise', 'to', 'the', 'nation', 'over', 'his', 'statement']
['rohtak', 'erupts', 'in', 'joy', 'after', 'local', 'girl', 'sakshi', 'malik', 'bags', 'medal', 'in', 'rio', '2016']
['cases', 'in', 'which', 'next', 'hearing', 'not', 'yet', 'fixed', 'jump', 'to', 'over', '33', 'lakh']
['tcs', 'says', 'extending', 'contract', 'with', 'us', 'airline', 'jetblue']
['sensex', 'snaps', '2', 'day', 'losing', 'streak', 'up', '118', 'pts', 'nifty', 'reclaims', '8650']
['bank', 'unions', 'decide', 'to', 'join', 'national', 'strike', 'on', 'september', '2']
['only', '14', 'lakh', 'individuals', 'fell', 'in', '30', 'tax', 'bracket', 'in', 'ay', '2012', '13']
['microfinance', 'space', 'still', 'has', 'long', 'way', 'to', 'go', 'but', 'be', 'selective', 'mayuresh', 'joshi', 'angel', 'broking']
['hasmukh', 'adhia', 'meets', 'stakeholders', 'discusses', 'concerns', 'on', 'gst']
['country', 'is', 'proud', 'of', 'sakshis', 'feat', 'president', 'pm']
['as', 'it', 'slumps', 'the', 'winter', 'of', 'hiring', 'sets', 'in', 'at', 'infosys']
['poke', 'me', 'goi', 'must', 'not', 'interfere', 'between', 'gm', 'technology', 'providers', 'and', 'licensees']
['ngt', 'report', 'not', 'scientific', 'art', 'of', 'living', 'foundation']
['potential', 'rollover', 'risks', 'for', 'investors', 'issuers', 'as', 'cp', 'issuances', 'hit', 'all', 'time', 'high', 'icra']
['mapping', 'the', 'market', 'powergrid', 'banks', 'made', 'hay', 'metals', 'stocks', 'lost', 'lustre']
['venkaiah', 'naidu', 'dubs', 'chidambarams', 'remarks', 'on', 'kashmir', 'as', 'political', 'opportunism']
['differences', 'cropped', 'up', 'between', 'trinamool', 'congress', 'and', 'opposition', 'over', 'renaming', 'of', 'west', 'bengal']
['indusind', 'hdfc', 'kotak', 'remain', 'long', 'term', 'bets', 'siddhartha', 'khemka', 'centrum', 'broking']
['north', 'east', 'tea', 'conclave', 'expo', '2016', 'netce', '2016', 'to', 'focus', 'of', 'specialty', 'tea']
['outlook', 'not', 'bright', 'for', 'it', 'in', 'near', 'term', 'pankaj', 'sharma', 'equirus', 'securities']
['sachin', 'tendulkar', 'adopts', 'village', 'in', 'osmanabad', 'under', 'sansad', 'adarsh', 'gram', 'yojna']
['iit', 'hyderabad', 'bags', 'rs', '30', 'crore', 'japanese', 'multi', 'mode', 'transportation', 'project']
['iit', 'kanpur', 'adopts', 'villages', 'under', 'namami', 'gange']
['dilip', 'buildcon', 'bags', 'rs', '2016', 'crore', 'road', 'project', 'in', 'up']
['realty', 'law', 'execution', 'should', 'encourage', 'entrepreneurs', 'says', 'dlf', 'chairman', 'kp', 'singh']
['modi', 'government', 'has', 'retained', 'popularity', 'amit', 'shah']
['goa', 'to', 'consult', 'stakeholders', 'on', 'nationalisation', 'of', 'waterways']
['bjp', 'faced', 'more', 'adversities', 'in', 'independent', 'india', 'than', 'congress', 'did', 'under', 'british', 'narendra', 'modi']
['icici', 'bank', 'goes', 'live', 'with', 'banking', 'transaction', 'product', 'on', 'mobiles']
['looking', 'for', 'quality', 'wireless', 'noise', 'cancellation', 'headphones', 'sennheiser', 'pxc', '550', 'is', 'your', 'answer']
['pension', 'of', 'freedom', 'fighters', 'hiked', 'by', 'rs', '5000']
['cancer', 'care', 'hospital', 'chain', 'cytecare', 'raises', 'rs', '166', 'crore', 'from', 'hnis', 'for', 'bengaluru', 'facility']
['cement', 'industrial', 'manufacturing', 'to', 'lead', 'recovery', 'lalit', 'nambiar', 'uti', 'mutual', 'fund']
['lenovo', 'expects', 'to', 'finally', 'slow', 'smartphone', 'bleeding', 'next', 'year']
['chinese', 'admiral', 'visits', 'syria', 'in', 'show', 'of', 'support']
['dahi', 'handi', 'festival', 'raj', 'thackeray', 'slams', 'supreme', 'court']
['chinas', 'alipay', 'pushes', 'into', 'europe', 'with', 'ingenico', 'payments', 'deal']
['nitish', 'kumar', 'congratulates', 'sakshi', 'mallik', 'for', 'winning']
['buy', 'ghcl', 'ltd', 'target', 'rs', '400', '0', 'ashish', 'maheshwari']
['global', 'smartphone', 'sales', 'inch', 'up', '4', '3', 'in', 'q2', 'gartner']
['small', 'arms', 'sector', 'belongs', 'to', 'sme', 'jayant', 'patil', 'lt']
['buy', 'ghcl', 'ltd', 'target', 'rs', '400', '0', 'ashish', 'maheshwari']
['sakshi', 'to', 'be', 'awarded', 'rs', '2', '50', 'crore', 'job', 'by', 'haryana', 'government']
['july', 'sees', 'ma', 'deals', 'worth', '4', 'billion', 'year', 'tally', 'hits', '20', 'billion']
['nihilent', 'acquires', 'icra', 'controlled', 'leading', 'it', 'and', 'analytics', 'services', 'provider']
['lyf', 'flame', '1', 'review', 'get', 'it', 'solely', 'for', 'the', 'jio', 'network']
['arsenal', 'of', 'smartphone', 'apps', 'seeking', 'reliable', 'power', 'grows', 'in', 'india']
['aspire', 'systems', 'invests', 'in', 'startup', 'ziffity']
['heres', 'a', 'detailed', 'guide', 'to', 'help', 'you', 'navigate', 'through', 'the', 'windows', 'anniversary', 'edition']
['federal', 'bank', 'partners', 'chillr', 'for', 'cashless', 'transactions']
['hema', 'malini', 'lauds', 'centres', 'namami', 'gange', 'scheme']
['amazon', 'backed', 'on', 'demand', 'home', 'services', 'provider', 'housejoy', 'moves', 'to', 'hyperlocal', 'model']
['india', 'cements', 'net', 'up', '16', '34', 'per', 'cent', 'at', 'rs', '44', 'crore', 'in', 'apr', 'jun', 'quarter']
['2', 'stock', 'picks', 'to', 'invest', 'in', 'ashish', 'maheshwari', 'blue', 'ocean']
['up', 'and', 'about', 'worlds', 'largest', 'aircraft', 'embarks', 'on', 'maiden', 'flight']
['detox', 'holidays', 'are', 'the', 'best', 'way', 'to', 'reboot', 'your', 'immune', 'system']
['sonia', 'gandhi', 'admitted', 'to', 'sir', 'ganga', 'ram', 'hospital', 'again']
['going', 'commando', 'celebs', 'who', 'love', 'to', 'bare', 'it', 'all']
['this', 'is', 'where', 'nobel', 'laureate', 'sir', 'cv', 'raman', 'bought', 'his', 'trumpet', 'horns', 'from']
['just', 'to', 'meet', 'current', 'demand', 'for', 'small', 'arms', 'private', 'sector', 'has', 'a', 'big', 'role', 'to', 'play', 'ankur', 'gupta', 'ey']
['dcw', 'office', 'searched', 'by', 'anti', 'corruption', 'branch']
['breaking', 'stereotypes', 'meet', 'bengalurus', 'only', 'female', 'fire', 'bartender']
['all', 'set', 'for', 'your', 'vacation', 'make', 'the', 'most', 'of', 'monsoon', 'offers', 'for', 'travel', 'indulgence']
['buy', 'mahindra', 'mahindra', 'financial', 'services', 'ltd', 'target', 'rs', '355', '0', 'swati', 'hotkar']
['buy', 'himatsingka', 'seide', 'ltd', 'target', 'rs', '285', '0', 'swati', 'hotkar']
['nifty50', 'could', 'see', 'up', 'to', '200', '300', 'pts', 'correction', 'but', 'bull', 'market', 'is', 'intact']
['buy', 'coffee', 'day', 'enterprises', 'ltd', 'target', 'rs', '280', '0', 'citigroup']
['buy', 'exide', 'industries', 'ltd', 'target', 'rs', '181', '0', 'microsec', 'capital', 'ltd']
['the', 'growth', 'for', 'the', 'year', 'will', 'normalise', 'around', '20', 'venkat', 'jasti', 'chairman', 'ceo', 'suven', 'life', 'science']
['low', 'crude', 'prices', 'hit', 'revenue', 'kaushik', 'roy', 'phillips', 'carbon', 'black']
['buy', 'punjab', 'national', 'bank', 'target', 'rs', '138', '0', 'swati', 'hotkar']
['moodys', 'retains', 'india', 'gdp', 'forecast', 'ups', 'chinas', 'estimates']
['indian', 'railways', 'to', 'give', 'rs', '60', 'lakh', 'to', 'sakshi', 'malik']
['buy', 'icici', 'bank', 'ltd', 'target', 'rs', '280', '0', 'reliance', 'securities']
['buy', 'oil', 'and', 'natural', 'gas', 'corporation', 'ltd', 'target', 'rs', '244', '0', 'reliance', 'securities']
['cisco', 'layoff', 'likely', 'to', 'impact', 'india', 'rd']
['buy', 'petronet', 'lng', 'ltd', 'target', 'rs', '362', '0', 'citigroup']
['up', 'discom', 'feels', 'the', 'heat', 'asked', 'to', 'explain', 'why', 'village', 'has', 'no', 'power']
['buy', 'just', 'dial', 'ltd', 'target', 'rs', '1000', '0', 'deutsche', 'bank', 'research']
['buy', 'bank', 'of', 'baroda', 'target', 'rs', '158', '0', 'reliance', 'securities']
['realty', 'queries', 'answered', 'by', 'shveta', 'jain', 'cushman', 'wakefield']
['top', '5', 'champions', 'that', 'can', 'strike', 'gold', 'for', 'you', 'over', 'the', 'next', '1', 'year']
['buy', 'interglobe', 'aviation', 'ltd', 'target', 'rs', '1100', '0', 'citigroup']
['buy', 'atul', 'ltd', 'target', 'rs', '2098', '0', 'microsec', 'capital', 'ltd']
['buy', 'ahluwalia', 'contracts', 'india', 'ltd', 'target', 'rs', '345', '0', 'reliance', 'securities']
['sporting', 'fraternity', 'hails', 'sakshi', 'malik', 'on', 'her', 'historic', 'feat']
['government', 'begins', 'review', 'of', 'make', 'in', 'india', 'targets']
['get', 'packing', 'now', 'theres', 'a', 'zero', 'waste', 'hostel', 'in', 'bengaluru']
['buy', 'godrej', 'consumer', 'products', 'ltd', 'target', 'rs', '1800', '0', 'iifl']
['buy', 'oriental', 'bank', 'of', 'commerce', 'target', 'rs', '133', '0', 'siddarth', 'bhamre']
['dear', 'mr', 'modi', 'india', 'can', 'get', 'you', '10', 'medals', 'in', '2020', 'if', 'you', 'spend', 'rs', '480', 'crore']
['there', 'is', 'no', 'new', 'donald', 'trump', 'hillary', 'clinton']
['a', 'contagion', 'like', '2010', 'is', 'unlikely', 'in', 'microfinance', 'companies', 'now', 'pn', 'vasudevan', 'equitas']
['bjp', 'dares', 'cm', 'siddaramaiah', 'to', 'knock', 'down', 'big', 'encroachers']
['huawei', 'targets', '10', 'of', 'indias', 'smartphone', 'market', 'share']
['strides', 'shashun', 'tanks', '3', 'as', 'brokers', 'cut', 'target', 'price', 'post', 'weak', 'q1']
['guar', 'seed', 'prices', 'climb', '21', 'as', 'kharif', 'crop', 'seen', 'weak']
['pmo', 'scraps', '32', 'year', 'blacklist', 'of', '212', 'sikh', 'nris', 'ahead', 'of', 'punjab', 'polls']
['once', 'consumption', 'starts', 'there', 'would', 'be', 'severe', 'steel', 'shortage', 'ankit', 'miglani', 'md', 'uttam', 'galva']
['congress', 'alleges', 'corruption', 'in', 'telangana', 'irrigation', 'projects']
['what', 'the', 'brexit', 'nasscom', 'sticks', 'to', 'growth', 'forecast']
['bharti', 'airtel', 'advances', '2', 'as', 'singtel', 'hikes', 'stake', 'in', 'holding', 'company']
['tata', 'vs', 'docomo', 'two', 'warring', 'partners', 'and', 'one', 'big', 'mess']
['power', 'grid', 'corp', 'rises', 'on', 'post', 'results', 'commentary']
['snapdeal', 'shuts', 'down', 'luxury', 'and', 'premium', 'fashion', 'portal', 'exclusively', 'com']
['bse', 'to', 'include', 'equitas', 'holdings', 'in', 'bse', '500', 'from', 'august', '25']
['mamata', 'banerjee', 'congratulates', 'sakshi', 'malik', 'for', 'winning', 'bronze', 'medal', 'at', 'rio', 'olympics']
['radico', 'khaitan', 'extends', 'rally', 'up', '19', 'in', 'four', 'sessions']
['gammon', 'india', 'rallies', 'over', '16', 'on', 'winning', 'rs', '870', 'cr', 'contract']
['siddaramaiah', 'launches', 'rs', '84', 'crore', 'campaign', 'to', 'attract', 'public', 'ahead', 'of', 'elections']
['top', '5', 'cues', 'from', 'fo', 'mart', 'fresh', 'call', 'writing', 'makes', '8800', 'a', 'hurdle']
['contra', 'view', 'after', 'up', 'to', '90', 'rally', 'mfi', 'stocks', 'may', 'be', 'ripe', 'for', 'a', 'selloff']
['hospitality', 'and', 'tourism', 'industry', 'asks', 'for', '6', '8', 'per', 'cent', 'levy', 'under', 'gst']
['investment', 'phase', 'over', 'payback', 'has', 'now', 'started']
['gizmos', 'at', 'hike', 'for', 'better', 'work', 'environment']
['sensex', 'rallies', 'over', '100', 'points', 'nifty50', 'back', 'above', '8650', 'levels']
['j', 'kumar', 'recovers', 'but', 'woes', 'over', 'metro', 'contract', 'cancellation', 'stay']
['second', 'guessing', 'the', 'licentious', 'stare', 'law']
['no', 'political', 'pressure', 'to', 'clear', 'narsingh']
['battling', 'scourge', 'of', 'fake', 'corporate', 'disclosures']
['buy', 'motherson', 'sumi', 'systems', 'target', 'rs', '352', '0', 'chandan', 'taparia']
['buy', 'or', 'sell', 'ideas', 'from', 'experts', 'for', 'thursday', '18', 'august', '2016']
['monitoring', 'isis', 'in', 'afghanistan', 'us']
['wait', 'for', 'acche', 'din', 'may', 'be', 'over', 'rajan', 'sbi', 'chief', 'hint', 'at', 'a', 'pickup']
['sell', 'infosys', 'target', 'rs', '985', '0', 'siddarth', 'bhamre']
['focus', 'on', 'capitalisation', 'to', 'boost', 'power', 'grid', 'earnings']
['rlys', 'freight', 'push', 'puts', 'the', 'squeeze', 'on', 'truckmakers']
['buy', 'oriental', 'bank', 'of', 'commerce', 'target', 'rs', '133', '0', 'siddarth', 'bhamre']
['how', 'startups', 'like', 'artzolo', 'artenthuse', 'ready', 'the', 'canvas', 'online', 'for', 'small', 'town', 'artists']
['why', 'restaurant', 'chains', 'are', 'shutting', 'down', 'outlets', 'and', 'shifting', 'to', 'cloud', 'kitchen']
['buy', 'banco', 'products', 'india', 'ltd', 'target', 'rs', '220', '0', 'kunal', 'bothra']
['housing', 'com', 'appoints', 'vivek', 'jain', 'as', 'chief', 'product', 'and', 'technology', 'officer']
['buy', 'state', 'bank', 'of', 'india', 'target', 'rs', '258', '0', 'kunal', 'bothra']
['fifteen', 'stocks', 'in', 'focus', 'on', 'thursday', '18', 'august', '2016']
['buy', 'castrol', 'india', 'target', 'rs', '425', '0', 'manav', 'chopra']
['buy', 'oil', 'and', 'natural', 'gas', 'corporation', 'target', 'rs', '255', '0', 'siddarth', 'bhamre']
['yoga', 'cooking', 'drives', 'chumbak', 'founders', 'shubra', 'chadda', 'vivek', 'prabhakar', 'outside', 'of', 'work']
['will', 'ultratech', 'see', 'a', 'revival', 'in', 'investor', 'interest']
['buy', 'mahindra', 'mahindra', 'financial', 'services', 'target', 'rs', '355', '0', 'chandan', 'taparia']
['bf', 'utilities', 'jumps', '18', 'as', 'deve', 'gowda', 'withdraws', 'opposition', 'to', 'infra', 'project']
['disappointment', 'from', 'central', 'banks', 'of', 'developed', 'world', 'can', 'spoil', 'party', 'in', 'stock', 'markets', 'nischal', 'maheshwari']
['buy', 'mcleod', 'russel', 'india', 'target', 'rs', '195', '0', 'manav', 'chopra']
['pm', 'narendra', 'modis', 'remarks', 'on', 'balochistan', 'not', 'surprising', 'government', 'official']
['salman', 'khan', 'to', 'present', 'rs', '101000', 'cheque', 'each', 'to', 'olympic', 'athletes']
['buy', 'jubilant', 'foodworks', 'target', 'rs', '1335', '0', 'siddarth', 'bhamre']
['minutes', 'of', 'us', 'feds', 'rate', 'setting', 'meeting', 'what', 'was', 'in', 'it', 'for', 'you']
['you', 'can', 'bet', 'on', 'me', 'financial', 'instruments', 'that', 'can', 'swim', 'through', 'choppy', 'waters']
['five', 'important', 'triggers', 'that', 'changed', 'your', 'market', 'while', 'you', 'were', 'sleeping']
['need2know', 'five', 'macro', 'triggers', 'that', 'may', 'matter', 'for', 'market', 'today']
['explore', 'red', 'beach', 'of', 'santorini', 'and', 'moez', 'street', 'in', 'cairo', 'in', 'the', 'coming', 'long', 'weekend']
['for', 'the', 'mountain', 'loving', 'travellers', 'ladakhs', 'spectacular', 'surroundings', 'is', 'an', 'exceptional', 'experience']
['this', 'rakshabandhan', 'visit', 'lonavala', 'alibaug', 'for', 'some', 'fun', 'in', 'the', 'rains']
['weekend', 'getaways', 'explore', 'the', 'bio', 'diversity', 'of', 'the', 'western', 'ghats', 'or', 'visit', 'the', 'oldest', 'temple', 'town']
['this', 'rakshabandhan', 'visit', 'lansdowne', 'and', 'add', 'a', 'touch', 'of', 'adventure', 'to', 'the', 'festival']
['foreign', 'angel', 'investors', 'provide', 'wings', 'to', 'small', 'indian', 'startups']
['travellers', 'diary', 'must', 'experience', 'events', 'in', 'ladakh', 'and', 'belgium']
['battleground', 'up', 'eyeing', 'a', 'return', 'to', 'the', 'throne', 'mayawati', 'names', 'new', 'lieutenants', 'for', 'campaign', 'blitz']
['law', 'firms', 'open', 'doors', 'to', 'whistleblowers', 'as', 'manufacturer', 'violations', 'grow']
['india', 'one', 'of', 'the', 'countries', 'where', 'metro', 'will', 'invest', 'most', 'in', 'future', 'damien', 'veilleroy', 'asia', 'head', 'metro', 'ag']
['consider', 'millets', 'in', 'pds', 'maneka', 'gandhi', 'writes', 'to', 'ram', 'vilas', 'paswan']
['foreign', 'companies', 'ready', 'to', 'partner', 'hpcl', 'gail', 'jv', 'for', 'andhra', 'pradesh', 'project']
['the', 'fourth', 'and', 'final', 'test', 'in', 'west', 'indies', 'begins', 'today', 'no', '1', 'india', 'look', 'to', 'keep', 'winning']
['rio', 'olympics', 'kidambi', 'srikanth', 'goes', 'down', 'fighting', 'against', 'chinas', 'lin', 'dan']
['tatas', 'telecom', 'business', 'seems', 'to', 'be', 'going', 'nowhere']
['ahammune', 'biosciences', 'and', 'jasper', 'concepts', 'are', 'latest', 'startups', 'to', 'get', '3', 'year', 'tax', 'holiday']
['art', 'of', 'living', 'event', 'completely', 'destroyed', 'yamuna', 'floodplains', 'ngt', 'expert', 'committee']
['nasscom', 'upbeat', 'on', 'software', 'exports', 'will', 'not', 'revise', '10', '12', 'growth', 'projection']
['ntpc', 'plans', 'to', 'become', 'biggest', 'renewable', 'energy', 'company', 'in', '10', 'years']
['top', 'telcos', 'reject', 'reliance', 'jios', 'demand', 'for', 'more', 'interconnection', 'points']
['gst', 'effect', 'walmart', 'keen', 'to', 'invest', 'in', 'food', 'processing', 'sector', 'in', 'india', 'after', '100', 'fdi', 'rule']
['despite', 'mulayams', 'apparent', 'keenness', 'akhilesh', 'yadav', 'opposes', 'any', 'ties', 'with', 'qed', 'once', 'again']
['doctored', 'video', 'vk', 'singhs', 'wife', 'bharti', 'complains', 'of', 'blackmail']
['voltas', 'drawing', 'up', 'plans', 'to', 'double', 'profits', 'in', 'four', 'years']
['amnesty', 'international', 'case', 'raising', 'slogans', 'not', 'a', 'case', 'fit', 'to', 'be', 'charged', 'with', 'sedition', 'says', 'digvijay', 'singh']
['criterion', 'not', 'met', 'no', 'deemed', 'status', 'for', 'chinmaya', 'university']
['sc', 'issues', 'notice', 'on', 'plea', 'against', 'bombay', 'hc', 'verdict', 'allowing', 'beef', 'consumption']
['ngo', 'moves', 'supreme', 'court', 'over', 'sedition', 'law', 'says', 'it', 'harasses', 'students', 'intellectuals']
['modi', 'government', 'seeks', 'to', 'cut', 'down', 'on', 'new', 'legislations', 'ministries', 'will', 'now', 'have', 'to', 'explain', 'need', 'for', 'law']
['by', '2020', 'rural', 'india', 'will', 'be', 'home', 'to', 'most', 'of', 'countrys', 'internet', 'users']
['power', 'grid', 'may', 'form', 'joint', 'ventures', 'with', 'states', 'for', 'transmission', 'projects']
['modi', 'has', 'failed', 'to', 'address', 'kashmir', 'issue', 'congress', 'nc', 'pdp', 'must', 'come', 'together', 'for', 'a', 'solution', 'p', 'chidambaram']
['government', 'extends', 'subsidy', 'scheme', 'to', 'solar', 'powered', 'cold', 'storages']
['supreme', 'court', 'to', 'decide', 'fate', 'of', 'reliance', 'communications', 'and', 'sistemas', 'merger']
['a', 'look', 'at', 'balochistans', 'link', 'with', 'india']
['capital', 'float', 'ties', 'up', 'with', 'payworld', 'for', 'easy', 'disbursal', 'of', 'credit']
['love', 'wins', 'raja', 'dhody', 'and', 'rupika', 'chopra', 'holiday', 'in', 'austria']
['prohibition', 'in', 'bihar', 'cant', 'stop', 'hooch', 'tragedy', '12', 'dead']
['five', 'ways', 'to', 'put', 'your', 'digital', 'photos', 'to', 'use']
['airlines', 'revenues', 'suffer', 'as', 'discounts', 'soar']
['government', 'could', 'take', 'call', 'on', 'raghuram', 'rajans', 'successor', 'today']
['history', 'at', 'auction', 'when', 'coins', 'are', 'worth', 'a', 'fortune']
['german', 'giant', 'boehringer', 'ingelheim', 'battles', 'indias', 'gennova', 'biopharma', 'over', 'stroke', 'treatment']
['cash', 'no', 'longer', 'king', 'cards', 'become', 'dominant', 'mode', 'for', 'settling', 'bills', 'in', 'urban', 'india']
['et', 'in', 'the', 'classroom', 'overweight', 'or', 'underweight', 'on', 'a', 'sector']
['rsi', 'shows', 'over', '40', 'stocks', 'trading', 'at', 'overbought', 'levels', 'should', 'you', 'sell']
['nagla', 'fatela', 'row', 'exposes', 'dark', 'side', 'of', 'ups', 'power', 'drive']
['mamata', 'banerjees', 'onslaught', 'sends', 'congress', 'in', 'two', 'states', 'on', 'damage', 'control']
['government', 'expects', 'tax', 'revenues', 'to', 'increase', 'after', 'gst', 'roll', 'out']
['markets', 'will', 'go', 'up', 'for', 'next', '2', 'years', 'pick', '3', '5', 'winners', 'and', 'remain', 'invested', 'sanjay', 'dutt', 'quantum', 'securities']
['best', 'characterisation', 'of', 'a', 'civil', 'servant', 'made', 'by', 'frank', 'herbert', 'says', 'ex', 'cag', 'vinodrai']
['demand', 'has', 'been', 'sluggish', 'good', 'monsoon', 'will', 'revive', 'demand', 'lalit', 'agarwal', 'cmd', 'v', 'mart']
['ncdex', 'cuts', 'ceos', '3', 'year', 'extension', 'to', 'just', '1', 'year']
['with', 'rs', '2', '5', 'crore', 'funding', 'zerodha', 'signs', 'its', 'name', 'in', 'digio', 'backers', 'list']
['kashmir', '2', 'jawans', 'cop', 'killed', 'omar', 'abdullah', 'says', 'pakistan', 'not', 'the', 'architect', 'of', 'current', 'crisis']
['gurbaksh', 'chahal', 'the', 'real', 'life', 'mr', 'gray']
['rupee', 'slips', '10', 'paise', 'vs', 'usd', 'in', 'early', 'trade']
['aap', 'accuses', 'sena', 'mla', 'arjun', 'khotkar', 'of', 'rs', '500', 'crore', 'apmc', 'scam']
['wrestler', 'sakshi', 'malik', 'wins', 'indias', 'first', 'medal', 'at', 'rio', 'olympics']
['icc', 'rankings', 'india', 'dethrones', 'australia', 'to', 'be', 'no', '1', 'test', 'team']
['p2p', 'firm', 'i2ifunding', 'launches', 'protection', 'fund', 'for', 'retail', 'investors']
