['swaraj', 'abhiyan', 'launches', 'jai', 'kisan', 'andolan', 'starts', 'helpline']
['banks', 'stressed', 'assets', 'may', 'touch', 'rs', '10', 'lakh', 'crore', 'in', 'q4', 'assocham']
['scientists', 'create', 'fish', 'inspired', 'lens', 'to', 'see', 'in', 'the', 'dark']
['bjp', 'hopes', 'to', 'revive', 'fortunes', 'in', 'uttar', 'pradesh', 'through', 'obc', 'mobilisation']
['central', 'information', 'commission', 'pulls', 'up', 'bci', 'for', 'not', 'following', 'mandatory', 'rti', 'clause']
['why', 'some', 'of', 'india', 'incs', 'global', 'deals', 'have', 'clicked', 'and', 'some', 'have', 'not']
['peru', 'suffers', 'first', 'sexually', 'transmitted', 'zika', 'case']
['mobikwik', 'to', 'increase', 'financial', 'technology', 'play', 'aims', 'at', 'profits', 'by', '2017']
['burger', 'king', 'to', 'add', 'about', '40', 'outlets', 'in', 'india', 'this', 'year']
['low', 'per', 'capita', 'income', 'demographics', 'to', 'favour', 'india', 'indonesia']
['sensex', 'blossoms', 'on', 'hopes', 'of', 'rain', 'but', 'usd', 'inr', 'could', 'spoil', 'the', 'party']
['the', 'week', 'that', 'was', 'monsoon', 'economic', 'data', 'give', 'd', 'street', 'reasons', 'to', 'smile']
['gail', 'india', 'to', 'use', 'drones', 'to', 'secure', 'gas', 'pipelines']
['easier', 'ecb', 'rules', 'may', 'benefit', 'infra', 'sector', 'nbfcs', '4', 'stocks', 'to', 'bet', 'on']
['companies', 'line', 'up', 'ipos', 'worth', 'rs', '15000', 'crore']
['political', 'parties', 'wooing', 'electorates', 'with', 'liquor', 'cash', 'household', 'benefits', 'and', 'drugs']
['top', 'nine', 'companies', 'add', 'over', 'rs', '68000', 'crore', 'in', 'market', 'valuation']
['will', 'decide', 'after', 'two', 'years', 'whether', 'to', 'continue', 'in', 'office', 'tarun', 'gogoi']
['west', 'bengal', 'clash', 'between', 'bjp', 'and', 'tmc', 'workers', 'in', 'birbhum', 'leaves', 'eight', 'injured']
['fpis', 'stay', 'glued', 'to', 'indian', 'market', 'bring', 'in', '1', 'billion', 'in', 'april']
['emerging', 'markets', 'like', 'india', 'and', 'indonesia', 'score', 'big', 'on', 'offshore', 'investment', 'inflows']
['does', 'unique', 'geology', 'make', 'hindu', 'sacred', 'sites', 'marvellous']
['why', 'is', 'inky', 'making', 'the', 'headlines']
['moet', 'hennessys', 'rollout', 'in', 'nashik', 'is', 'an', 'attempt', 'to', 'show', 'that', 'it', 'is', 'possible', 'to', 'make', 'world', 'class', 'wine', 'in', 'india']
['time', 'limit', 'in', 'arbitration', 'will', 'help', 'speedy', 'disposal', 'mukul', 'mudgal']
['no', 'hope', 'for', 'inclusion', 'of', 'more', 'items', 'in', 'cross', 'loc', 'trade', 'soon']
['why', 'the', 'kollam', 'tragedy', 'has', 'had', 'little', 'effect', 'on', 'keralas', 'best', 'known', 'temple', 'festival', 'thrissur', 'pooram']
['netherlands', 'government', 'appeals', 'to', 'nitish', 'kumar', 'to', 'spare', 'patna', 'collectorate', 'from', 'demolition']
['earnings', 'to', 'steer', 'market', 'in', 'holiday', 'shortened', 'week']
['west', 'bengal', 'polls', 'violence', 'spirals', 'mamata', 'banerjee', 'takes', 'on', 'election', 'commission']
['world', 'leaders', 'worried', 'over', 'chinese', 'economic', 'situation']
['how', 'uday', 'shankar', 'is', 'planning', 'to', 'make', 'star', 'india', 'a', 'major', 'contributor', 'to', 'global', 'profits', 'of', 'the', 'murdochs', 'entertainment', 'biz']
['hawala', 'money', 'and', 'fake', 'currency', 'spotted', 'election', 'commissioner', 'om', 'prakash', 'rawat']
['as', 'ujjain', 'gets', 'ready', 'for', 'the', 'kumbh', 'it', 'discreetly', 'adds', 'technology', 'to', 'the', 'festivity']
['babasaheb', 'bhimrao', 'ambedkar', 'was', 'more', 'iconoclast', 'than', 'icon']
['how', 'the', 'flow', 'of', 'cash', 'to', 'elections', 'was', 'stemmed']
['flipkarts', 'logistics', 'arm', 'does', 'business', 'for', 'rivals', 'and', 'is', 'even', 'looking', 'beyond', 'ecommerce']
['how', 'we', 'colluded', 'in', 'turning', 'paravur', 'into', 'an', 'inferno', 'that', 'has', 'claimed', '107', 'lives', 'so', 'far']
['president', 'pranab', 'mukherjee', 'cautions', 'judges', 'against', 'perils', 'of', 'judicial', 'activism']
['tcs', 'denies', 'ip', 'infringement', 'will', 'appeal', '940', 'million', 'jury', 'award', 'in', 'us', 'trade', 'secrets', 'theft', 'case']
['rss', 'sponsored', 'assam', 'agitation', 'says', 'tarun', 'gogoi']
['tmc', 'leader', 'anubrata', 'mandal', 'under', 'surveillance']
['indian', 'economy', 'like', 'one', 'eyed', 'king', 'in', 'land', 'of', 'blind', 'raghuram', 'rajan']
['handwara', 'incident', 'family', 'says', 'girl', 'pressurised', 'into', 'giving', 'statement']
['india', 'asks', 'world', 'bank', 'to', 'increase', 'developmental', 'fund', 'to', '100', 'bn']
['no', 'basis', 'for', 'further', 'depreciation', 'of', 'currency', 'china']
['india', 'has', 'created', 'favourable', 'investment', 'climate', 'arun', 'jaitley', 'to', 'world', 'bank']
['reform', 'to', 'transform', 'india', 'is', 'the', 'new', 'approach', 'arun', 'jaitley', 'to', 'imf']
['imf', 'should', 'examine', 'adequacy', 'of', 'its', 'resources', 'arun', 'jaitley']
['cpim', 'asks', 'ec', 'to', 'tighten', 'poll', 'mechanism', 'in', 'west', 'bengal']
['worlds', 'largest', 'charkha', 'to', 'be', 'on', 'display', 'at', 'igi', 'airport']
['niti', 'aayog', 'favours', 'exporting', 'value', 'added', 'iron', 'ore', 'products']
['drones', 'to', 'inspect', 'progress', 'of', 'railway', 'projects']
['noble', 'travels', 'launches', 'online', 'visa', 'assistance', 'portal']
['gram', 'uday', 'campaign', 'nearly', '300', 'government', 'officers', 'to', 'visit', 'villages']
['onion', 'output', 'to', 'hit', 'record', 'high', 'of', '203', 'lakh', 'tonnes', 'in', '2015', '16']
['bjd', 'leader', 'takes', 'dig', 'at', 'rahul', 'gandhi', 'says', 'nitish', 'kumars', 'alliance', 'plan', 'in', 'embryo']
['essar', 'oil', 'to', 'open', '400', 'petrol', 'pumps', 'in', 'uk', 'in', '3', 'years']
['metro', 'project', 'shuttering', 'collapses', 'in', 'lucknow', 'eight', 'injured']
['cii', 'pitches', 'last', 'digit', 'auto', 'rationing', 'scheme', 'to', 'delhi', 'government']
['maharashtra', 'plans', 'to', 'replicate', 'safal', 'model']
['ashok', 'khemkas', 'plea', 'seeking', 'compensation', 'from', 'pmo', 'rejected', 'by', 'cic']
['no', 'immunity', 'for', 'ipc', 'offences', 'under', 'domestic', 'black', 'money', 'window']
['cockroach', 'vs', 'unicorn', 'investors', 'looking', 'for', 'startups', 'that', 'can', 'survive', 'anything']
['china', 'sticks', 'to', 'its', 'guns', 'on', 'blocking', 'indias', 'bid', 'to', 'ban', 'jem', 'chief', 'masood', 'azhar']
['uniform', 'definition', 'for', 'non', 'performing', 'assets', 'on', 'the', 'cards']
['india', 'could', 'soon', 'be', 'our', 'biggest', 'market', 'blablacar']
['theres', 'a', 'science', 'to', 'bringing', 'ideas', 'out', 'of', 'universities', 'making', 'them', 'big', 's', 'd', 'shibulal']
